"Indent","Category","Source","report","2000 Corp","2001 Corp","2002 Corp","2003 Corp","2004 Corp","2005 Corp","2006 Corp","2007 Corp","2008 Corp","2009 Corp","2010 Corp","2011 Corp","2012 Corp","2013 Corp","2014 Corp","2015 Corp","2016 Corp","2000 Indv","2001 Indv","2002 Indv","2003 Indv","2004 Indv","2005 Indv","2006 Indv","2007 Indv","2008 Indv","2009 Indv","2010 Indv","2011 Indv","2012 Indv","2013 Indv","2014 Indv","2015 Indv","2016 Indv","Description/Expenditure Name","Notes"
"#+",9,"Treasury",2005,"","","",4910.00,4360.00,2530.00,1090.00,460.00,150.00,60.00,"","","","","","","","","","",50.00,40.00,20.00,0.00,0.00,0.00,0.00,"","","","","","","","Credit for increasing research activities",""
"#+",9,"Treasury",2006,"","","","",4630.00,5080.00,2100.00,910.00,390.00,180.00,50.00,"","","","","","","","","","",50.00,50.00,40.00,0.00,0.00,0.00,0.00,"","","","","","","Credit for increasing research activities",""
"#+",9,"Treasury",2007,"","","","","",5110.00,2120.00,920.00,390.00,180.00,50.00,0.00,"","","","","","","","","","",50.00,40.00,0.00,0.00,0.00,0.00,0.00,"","","","","","Credit for increasing research activities",""
"#+",9,"Treasury",2008,"","","","","","",2120.00,10260.00,4910.00,2100.00,920.00,360.00,70.00,"","","","","","","","","","",60.00,60.00,50.00,0.00,0.00,0.00,0.00,"","","","","Credit for increasing research activities",""
"#+",8,"Treasury",2009,"","","","","","","",10260.00,4610.00,2100.00,920.00,360.00,70.00,0.00,"","","","","","","","","","",60.00,50.00,0.00,0.00,0.00,0.00,0.00,"","","","Credit for increasing research activities",""
"#+",8,"Treasury",2010,"","","","","","","","",7080.00,7620.00,5760.00,3850.00,3080.00,2460.00,1960.00,"","","","","","","","","","",360.00,390.00,120.00,0.00,0.00,0.00,0.00,"","","Credit for increasing research activities",""
"#+",8,"Treasury",2011,"","","","","","","","","",7620.00,5770.00,3850.00,3080.00,2460.00,1964.00,1568.00,"","","","","","","","","","",390.00,120.00,0.00,0.00,0.00,0.00,0.00,"","Credit for increasing research activities",""
"#+",8,"Treasury",2012,"","","","","","","","","","",5770.00,3850.00,3080.00,2460.00,1960.00,1570.00,1250.00,"","","","","","","","","","",120.00,0.00,0.00,0.00,0.00,0.00,0.00,"Credit for increasing research activities",""
"#","Expensing of research and experimentation expenditures (normal tax method)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<p>Research and experimentation (R&E) projects can be viewed as investments because, if successful, their benefits accrue for several years. It is often difficult, however, to identify whether a specific R&E project is successful and, if successful, what its expected life will be. Because of this ambiguity, the reference law baseline tax system would allow of expensing of R&E expenditures. In contrast, under the normal tax method, the expensing of R&E expenditures is viewed as a tax expenditure. The baseline assumed for the normal tax method is that all R&E expenditures are successful and have an expected life of five years. </p>","Description from <a href=""http://www.gpoaccess.gov/usbudget/fy12/pdf/BUDGET-2012-PER.pdf"">Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012.</a>"
"#+","","JCT",2001,2400.00,2700.00,2800.00,3000.00,"","","","","","","","","","","","","",0.00,0.00,0.00,0.00,"","","","","","","","","","","","","","Expensing of research and experimental expenditures",""
"#+","","JCT",2002,2900.00,2800.00,2900.00,3100.00,3200.00,"","","","","","","","","","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","","Expensing of research and experimental expenditures",""
"#+","","JCT",2003,"",2900.00,2600.00,2500.00,2500.00,2500.00,"","","","","","","","","","","","",0.00,0.00,0.00,0.00,0.00,"","","","","","","","","","","","Expensing of research and experimental expenditures",""
"#+","","JCT",2004,"","",4500.00,4700.00,4700.00,4800.00,5000.00,"","","","","","","","","","","","","<50","<50","<50","<50","<50","","","","","","","","","","","Expensing of research and experimental expenditures",""
"#+","","JCT",2005,"","","",3800.00,4700.00,5400.00,5900.00,6200.00,"","","","","","","","","","","","","<50","<50","<50","<50","<50","","","","","","","","","","Expensing of research and experimental expenditures",""
"#+","","JCT",2006,"","","","",3500.00,4900.00,6000.00,6500.00,6900.00,"","","","","","","","","","","","",100.00,100.00,100.00,100.00,100.00,"","","","","","","","","Expensing of research and experimental expenditures",""
"#+","","JCT",2007,"","","","","",4000.00,5500.00,6300.00,6400.00,6300.00,"","","","","","","","","","","","",100.00,100.00,100.00,100.00,100.00,"","","","","","","","Expensing of research and experimental expenditures",""
"#+","","JCT",2008,"","","","","","",2000.00,3700.00,5500.00,6000.00,5800.00,"","","","","","","","","","","","","<50",100.00,100.00,100.00,100.00,"","","","","","","Expensing of research and experimental expenditures",""
"#+","","JCT",2009,"","","","","","","",1300.00,2200.00,4600.00,5800.00,6200.00,"","","","","","","","","","","","","<50","<50",100.00,100.00,100.00,"","","","","","Expensing of research and experimental expenditures",""
"#+","","JCT",2010,"","","","","","","","",3100.00,4800.00,5600.00,6700.00,7800.00,"","","","","","","","","","","","",100.00,100.00,100.00,100.00,200.00,"","","","","Expensing of research and experimental expenditures",""
"#+","","JCT",2011,"","","","","","","","","",3000.00,4000.00,4800.00,5800.00,6400.00,"","","","","","","","","","","","",100.00,100.00,100.00,100.00,100.00,"","","","Expensing of research and experimental expenditures",""
"#+","","JCT",2012,"","","","","","","","","","",4300.00,4200.00,4400.00,5800.00,6900.00,"","","","","","","","","","","","",100.00,100.00,100.00,100.00,100.00,"","","Expensing of research and experimental expenditures",""
"#+",8,"Treasury",2001,1830.00,1850.00,1925.00,2050.00,2200.00,2365.00,"","","","","","","","","","","",35.00,35.00,40.00,40.00,45.00,45.00,"","","","","","","","","","","","Expensing of research and experimentation expenditures (normal tax method)",""
"#+",9,"Treasury",2002,1650.00,1620.00,1650.00,1740.00,1840.00,1940.00,2060.00,"","","","","","","","","","",30.00,30.00,30.00,30.00,40.00,40.00,40.00,"","","","","","","","","","","Expensing of research and experimentation expenditures (normal tax method)",""
"#+",8,"Treasury",2003,"",1980.00,1750.00,2330.00,2820.00,3330.00,3830.00,4080.00,"","","","","","","","","","",40.00,30.00,50.00,60.00,70.00,80.00,80.00,"","","","","","","","","","Expensing of research and experimentation expenditures (normal tax method)",""
"#+",8,"Treasury",2004,"","",1630.00,2160.00,2710.00,3320.00,3910.00,4190.00,4300.00,"","","","","","","","","","",30.00,40.00,50.00,70.00,80.00,80.00,80.00,"","","","","","","","","Expensing of research and experimentation expenditures (normal tax method)",""
"#+",8,"Treasury",2005,"","","",-1940.00,-2300.00,4400.00,8130.00,6970.00,6240.00,5460.00,"","","","","","","","","","",-40.00,-50.00,100.00,160.00,140.00,120.00,110.00,"","","","","","","","Expensing of research and experimentation expenditures (normal tax method)",""
"#+",8,"Treasury",2006,"","","","",-2280.00,4010.00,7770.00,6850.00,6140.00,5250.00,4700.00,"","","","","","","","","","",-50.00,100.00,150.00,140.00,120.00,110.00,100.00,"","","","","","","Expensing of research and experimentation expenditures (normal tax method)",""
"#+",8,"Treasury",2007,"","","","","",4010.00,7770.00,6850.00,6140.00,5250.00,4700.00,4740.00,"","","","","","","","","","",100.00,150.00,140.00,120.00,110.00,100.00,100.00,"","","","","","Expensing of research and experimentation expenditures (normal tax method)",""
"#+",8,"Treasury",2008,"","","","","","",7770.00,5570.00,5170.00,3980.00,4920.00,6100.00,5880.00,"","","","","","","","","","",150.00,110.00,110.00,80.00,110.00,130.00,120.00,"","","","","Expensing of research and experimentation expenditures (normal tax method)",""
"#+",7,"Treasury",2009,"","","","","","","",5090.00,4620.00,4890.00,4380.00,4220.00,4300.00,4320.00,"","","","","","","","","","",100.00,100.00,100.00,90.00,100.00,100.00,100.00,"","","","Expensing of research and experimentation expenditures (normal tax method)",""
"#+",7,"Treasury",2010,"","","","","","","","",4930.00,3560.00,3220.00,4250.00,5390.00,6330.00,6550.00,"","","","","","","","","","",250.00,260.00,280.00,310.00,330.00,360.00,380.00,"","","Expensing of research and experimentation expenditures (normal tax method)",""
"#+",7,"Treasury",2011,"","","","","","","","","",3560.00,3220.00,4250.00,5390.00,6330.00,6550.00,7310.00,"","","","","","","","","","",260.00,280.00,310.00,330.00,360.00,380.00,400.00,"","Expensing of research and experimentation expenditures (normal tax method)",""
"#+",7,"Treasury",2012,"","","","","","","","","","",3220.00,4250.00,5390.00,6330.00,6550.00,7310.00,7380.00,"","","","","","","","","","",340.00,360.00,380.00,400.00,420.00,450.00,470.00,"Expensing of research and experimentation expenditures (normal tax method)",""
"#","Therapeutic research credit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","<p>A non-refundable tax credit is allowed for qualified research expenditures paid or incurred in carrying on the trade or business of a taxpayer. Though often referred to as a single credit, the research credit is the sum of four discrete credits: a regular credit, an alternative simplified incremental credit (ASIC), a credit for basic research, and a credit for energy research. The credit expires at the end of 2011.</p> <p>A 50 percent nonrefundable investment tax credit is available for investments in qualifying therapeutic discovery projects. .The credit is available only to companies having 250 or fewer employees.</p>","Description adapted from <a href=""http://www.gpo.gov/fdsys/pkg/CPRT-111SPRT62799/pdf/CPRT-111SPRT62799.pdff""><em>Tax Expenditures: Compendium of Background Materials on Individual Provisions</em></a>, Congressional Research Service, December 2010, Washington, DC: U.S. Government Printing Office."
"#+","","JCT",2012,"","","","","","","","","","",100.00,100.00,100.00,100.00,100.00,"","","","","","","","","","","","",100.00,100.00,100.00,100.00,100.00,"","","Therapeutic research credit",""
