County Name,State Name,State FIPS,County FIPS,Total Deposits ($),TARP CPP Deposits ($),TARP CPP Deposits (%),Total Branches ,TARP CPP Branches,TARP CPP Branches (%),Total HMDA Loan Originations (#),TARP HMDA Loan Originations (#),TARP HMDA Loan Originations (%)
Maries County,Missouri,29,125,161705000,0,0,7,0,0,41,7,0.183
Marion County,Missouri,29,127,474071000,21095000,0.0445,19,2,0.1053,188,62,0.3345
McDonald County,Missouri,29,119,186501000,28004000,0.1502,9,1,0.1111,170,47,0.2805
Mercer County,Missouri,29,129,67761000,13425000,0.1981,3,1,0.3333,30,12,0.4167
Miller County,Missouri,29,131,276338000,59544000,0.2155,15,3,0.2,267,106,0.3979
Mississippi County,Missouri,29,133,224373000,141184000,0.6292,8,4,0.5,188,153,0.8139
Moniteau County,Missouri,29,135,245787000,20663000,0.0841,10,2,0.2,63,9,0.1465
Monroe County,Missouri,29,137,144691000,0,0,5,0,0,76,44,0.5891
Montgomery County,Missouri,29,139,220142000,50677000,0.2302,11,2,0.1818,168,90,0.5402
Morgan County,Missouri,29,141,292448000,35931000,0.1229,11,2,0.1818,386,195,0.5059
New Madrid County,Missouri,29,143,254490000,79894000,0.3139,12,3,0.25,203,142,0.7
Newton County,Missouri,29,145,497250000,40997000,0.0824,20,3,0.15,677,248,0.3667
Nodaway County,Missouri,29,147,499813000,186940000,0.374,10,4,0.4,313,158,0.5065
Oregon County,Missouri,29,149,98204000,13873000,0.1413,6,1,0.1667,47,21,0.4519
Osage County,Missouri,29,151,233773000,0,0,9,0,0,82,14,0.1715
Ozark County,Missouri,29,153,122746000,0,0,5,0,0,52,24,0.4685
Pemiscot County,Missouri,29,155,253876000,43466000,0.1712,7,2,0.2857,121,74,0.6142
Perry County,Missouri,29,157,394469000,85714000,0.2173,9,2,0.2222,223,109,0.4923
Pettis County,Missouri,29,159,713411000,130393000,0.1828,17,3,0.1765,357,137,0.3855
Phelps County,Missouri,29,161,697486000,140193000,0.201,19,6,0.3158,432,220,0.51
Pike County,Missouri,29,163,290367000,27246000,0.0938,8,1,0.125,140,45,0.3256
