Last_Report_Year,TRS_ID,System_Name,City,State,UZA_Name,UZA,UZA_Area_SQ_Miles,UZA_Population,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
2008,0028,Pierce County Ferry Operations,University Place,WA,"Seattle, WA",14,954,"2,712,205","$115,455","$421,122",$0,$0,"$1,200","$47,477","$574,750","$4,020","$40,980","$18,714",$0,"$726,500","$157,513",$0,"$24,144","$111,540","$1,400,053","$1,615,250"
2008,0029,Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,"Seattle, WA",14,954,"2,712,205","$20,829,220","$22,704,529","$9,348,402","$10,128,230","$13,753,643","$15,116,845","$18,266,896","$20,401,530","$20,545,656","$27,576,602","$28,732,742",$0,$0,$0,$0,"$53,473,997","$62,595,749","$68,186,134"
2006,0033,Senior Services of Snohomish County,Mukilteo,WA,"Seattle, WA",14,954,"2,712,205","$959,396","$1,657,170",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,,
2008,0034,Rogue Valley Transportation District,Medford,OR,"Medford, OR",210,59,"128,780","$889,340","$966,213","$1,336,014","$1,006,079","$1,160,727","$1,395,002","$1,594,141","$1,562,142","$1,201,667","$2,206,012","$1,561,027","$2,673,960","$1,329,059","$1,486,322","$1,281,447","$715,100","$2,050,572","$1,555,886"
2008,0035,Washington State Ferries,Seattle,WA,"Seattle, WA",14,954,"2,712,205","$51,690,351",$0,"$37,500,189",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
1991,0036,"ATE Management & Service Company, Inc.",Mukilteo,WA,"Seattle, WA",18,588,"1,744,086","$6,031,876",,,,,,,,,,,,,,,,,
1998,0038,Community and Rural Transportation ,Idaho Falls,ID,"Idaho Falls, ID",362,21,"56,356",,,"$88,583",$0,"$115,026","$112,406","$109,478","$67,211",,,,,,,,,,
2008,0040,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,954,"2,712,205",,,,,,,,,"$9,012,407","$4,257,870","$24,633,671","$78,995,025","$70,257,620","$86,953,844","$94,924,618","$99,078,375","$116,097,877","$104,722,535"
2008,0041,Alaska Railroad Corporation,Anchorage,AK,"Anchorage, AK",135,79,"225,744",,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0,$0
2008,0042,Targhee Regional Public Transit Authority,Idaho Falls,ID,"Idaho Falls, ID",351,31,"66,973",,,,,,,,,,"$102,404","$112,500","$166,371",,,,$0,,
2008,0043,Link Transit,Wenatchee,WA,"Wenatchee, WA",411,27,"55,425",,,,,,,,,,,,,,"$5,558,834","$5,806,047","$5,767,645","$6,375,305","$7,121,586"
2008,0044,Skagit Transit,Burlington,WA,"Mount Vernon, WA",440,32,"51,174",,,,,,,,,,,,,,"$2,867,105","$2,392,016","$2,987,421","$3,510,722","$4,234,108"
2008,0045,Fairbanks North Star Borough Transit,Fairbanks,AK,"Fairbanks, AK",434,43,"51,926",,,,,,,,,,,,,,"$1,691,102","$1,962,520","$2,058,817","$2,748,788","$1,934,838"
2008,0046,South Metro Area Regional Transit,Wilsonville,OR,"Portland, OR-WA",23,474,"1,583,138",,,,,,,,,,,,"$1,796,336","$1,534,170","$1,731,131","$1,734,752","$1,400,000","$1,983,139","$2,314,013"
2008,0049,"VPSI, Anchorage",Anchorage,AK,"Anchorage, AK",135,79,"225,744",,,,,,,,,,,,,,,,$0,$0,$0
2008,0050,"City of Bend, Public Works Department",Bend,OR,"Bend, OR",401,36,"57,525",,,,,,,,,,,,,,,,,"$1,231,295","$1,363,873"
2008,1001,Rhode Island Public Transit Authority,Providence,RI,"Providence, RI-MA",34,504,"1,174,548","$471,118","$478,664",$0,$0,$0,$0,$0,$0,$0,$0,$0,"$3,550,393","$3,689,300","$8,464,127","$8,862,706","$9,391,025","$9,687,549","$9,829,271"
2008,1002,Manchester Transit Authority,Manchester,NH,"Manchester, NH",196,71,"143,549","$1,563,686","$1,367,955",,"$1,323,636","$937,956","$938,400","$876,221","$1,029,907","$868,029","$703,654","$855,474","$764,176","$907,397","$929,000","$1,060,842","$1,068,293","$1,226,656","$1,227,230"
2008,1003,Massachusetts Bay Transportation Authority,Boston,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484","$122,883,730","$113,059,648","$119,406,333","$121,322,376","$121,287,010","$126,143,294","$127,236,063","$131,926,711","$133,265,106","$144,578,374","$144,553,734","$116,920,878","$117,874,091","$126,057,235","$125,585,509","$129,643,171","$134,988,493","$124,779,398"
2008,1004, Brockton Area Transit Authority,Brockton,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484","$1,329,645","$1,362,900","$1,396,970","$1,431,895","$1,467,692","$1,268,268","$1,300,422","$1,438,779","$865,651","$1,721,441","$1,305,575","$1,480,654","$1,344,667","$1,236,469","$1,960,944","$2,009,968","$2,060,220","$2,111,722"
2008,1005,Lowell Regional Transit Authority,Lowell,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484","$1,456,934","$790,260","$810,016","$830,266","$851,023","$1,000,924","$1,049,087","$1,082,036","$1,124,087","$1,152,188","$1,238,494","$1,340,554","$1,374,068","$1,408,421","$1,443,631","$1,509,013","$1,575,586","$1,712,385"
2008,1006,Southeastern Regional Transit Authority,New Bedford,MA,"New Bedford, MA",193,63,"146,730","$1,528,286","$1,374,641","$1,309,530","$1,342,268",,"$1,410,020","$1,444,906","$1,481,029","$1,518,054","$1,556,006","$1,594,906","$1,634,779","$1,675,645","$1,717,539","$1,760,478","$1,804,490","$1,849,602","$1,564,095"
2008,1007,Berkshire Regional Transit Authority,Pittsfield,MA,"Pittsfield, MA",430,34,"52,772","$438,119","$398,097","$444,322","$443,048","$457,400","$482,616","$494,681","$531,265","$519,724","$577,804",,"$798,658","$624,898","$656,533","$672,945","$689,769","$707,065","$724,742"
2008,1008,Pioneer Valley Transit Authority,Springfield,MA,"Springfield, MA-CT",59,309,"573,610","$1,546,580","$4,135,290","$3,771,025","$3,865,301","$3,961,934","$4,060,982","$4,162,507","$4,273,570","$4,373,234","$4,665,065","$4,946,629","$5,257,829","$5,495,090","$5,629,717","$5,767,710","$5,909,153","$6,054,132","$6,092,735"
2008,1013,Merrimack Valley Regional Transit Authority,Haverhill,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484","$1,126,224","$962,837","$986,908","$1,011,581","$1,036,871","$1,062,793","$1,101,367","$1,137,184","$1,200,727","$1,243,272","$1,422,297","$1,413,380","$1,448,715","$1,448,715","$1,502,100","$1,863,523","$1,795,343","$1,957,863"
2008,1014,Worcester Regional Transit Authority,Worcester,MA,"Worcester, MA-CT",74,250,"429,882","$2,179,397","$2,002,536","$1,950,663","$2,001,517","$2,078,343","$2,153,927","$2,275,666","$2,457,809","$2,351,089","$2,492,042","$2,622,858","$2,735,563","$2,745,179","$2,827,737","$2,839,087","$3,031,667","$3,688,504","$3,327,291"
2008,1015,Lewiston-Auburn Transit Committee,Auburn,ME,"Lewiston, ME",447,21,"50,567","$26,010","$42,970","$7,090",,,"$124,144",,,,,,,,,,,,"$237,795"
2008,1016,Greater Portland Transit District,Portland,ME,"Portland, ME",160,124,"188,080","$1,735,092","$1,714,640","$1,616,374","$1,936,383","$1,871,328","$1,986,075","$2,011,409","$2,074,427","$2,212,443","$2,191,790","$2,303,225","$2,305,632","$2,334,885","$2,420,537","$2,446,606","$2,455,312","$2,523,457","$2,613,418"
2008,1017,Greater Hartford Transit District,Hartford,CT,"Hartford, CT",45,469,"851,535","$3,573,754","$3,433,680","$3,294,573","$2,826,678","$2,672,954","$3,238,334","$2,513,417","$2,703,332","$5,015,582","$3,148,729","$3,286,380","$2,962,732","$3,777,976","$3,690,416","$3,709,501","$9,016,096","$3,503,792","$3,228,330"
2008,1040,Southeast Area Transit,Preston,CT,"Norwich-New London, CT",174,123,"173,160","$38,574","$42,383","$42,383",,,,,,"$94,905",,"$193,251","$287,864","$296,706","$324,104","$332,333","$345,173","$369,334","$387,801"
1997,1041,Westport Transit District C/O Norwalk Transit District,Norwalk,CT,"Norwalk, CT",209,49,"108,888",,"$287,000","$124,310","$117,175",,,,,,,,,,,,,,
2008,1042,Valley Transit District,Derby,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890","$2,240","$2,691",$0,$0,$0,$0,$0,$0,"$14,356","$1,807","$39,258",$0,$0,$0,,,$0,$0
2008,1045,"Dattco, Inc.",New Britain,CT,"Hartford, CT",45,469,"851,535","$16,528",$0,$0,,,,,,,,,,,,,,,
2008,1047,"New Britain Transportation Company, Inc.",Berlin,CT,"Hartford, CT",45,469,"851,535",,,,$0,,,$0,$0,$0,$0,$0,"$101,435",,"$287,827",,"$266,035",,"$401,552"
2008,1048,Connecticut Transit - Hartford Division,Hartford,CT,"Hartford, CT",45,469,"851,535","$242,499","$218,923",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,1049,The Greater New Haven Transit District,Hamden,CT,"New Haven, CT",69,285,"531,314","$726,125","$646,131","$803,636","$1,651,203","$2,176,604","$20,000","$23,335","$41,670","$29,305","$36,367","$1,540,196","$1,832,280","$1,865,281","$1,533,352","$1,978,093","$1,954,536","$2,007,506","$2,011,455"
2008,1050,Greater Bridgeport Transit Authority,Bridgeport,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890","$162,287","$142,760","$400,593","$100,732","$255,910","$74,694","$142,177","$147,239","$131,684","$264,363","$142,565","$840,699","$178,844","$149,613","$181,226","$213,057","$108,275","$155,226"
2008,1051,Housatonic Area Regional Transit,Danbury,CT,"Danbury, CT-NY",186,124,"154,455","$655,725","$585,215","$588,404","$633,884","$580,552","$607,658","$836,614","$880,608","$907,470","$867,526","$884,658","$976,293","$844,159","$1,019,472","$998,845","$1,035,544","$1,099,677","$1,120,701"
2006,1052,"New Britain Transportation Company, Inc.",Berlin,CT,"Hartford, CT",45,469,"851,535",,,,$0,,$0,$0,$0,$0,$0,$0,$0,,"$166,086",,"$171,070",,
2008,1053,Cape Ann Transportation Authority,Gloucester,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484","$392,817","$207,106","$239,516","$244,989","$251,047","$257,257","$259,579","$266,068","$272,720","$279,538","$313,243","$321,074","$329,101","$337,329","$345,762","$352,406","$361,216","$370,246"
2008,1055,Connecticut Transit - New Haven Division,Hartford,CT,"New Haven, CT",69,285,"531,314","$81,038","$76,214",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,1056,Connecticut Transit - Stamford Division,Hartford,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890","$23,249","$37,112",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,1057,Norwalk Transit District,Norwalk,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890","$376,723","$359,319","$372,059","$353,160","$341,872","$343,253","$413,249","$573,952","$514,269","$551,672","$448,683","$941,596","$583,602","$775,847","$862,528","$850,545","$827,061","$807,172"
2008,1061,Montachusett Regional Transit Authority,Fitchburg,MA,"Leominster-Fitchburg, MA",234,63,"112,943","$1,174,366","$1,183,748","$834,729","$855,596","$884,261","$913,053","$985,887","$1,050,443","$1,084,348","$1,131,728","$1,183,021","$1,236,684","$1,254,637","$1,302,999","$1,438,938","$1,407,959","$1,614,020","$1,594,466"
2008,1063,Middletown Transit District,Middletown,CT,"Hartford, CT",45,469,"851,535","$374,491","$381,287","$383,589","$371,844","$294,838",,"$342,802","$296,706","$319,058","$397,487","$395,470","$458,129","$460,304","$303,537","$315,108","$475,369","$329,833","$663,428"
2008,1064,Greater Attleboro-Taunton Regional Transit Authority,Taunton,MA,"Providence, RI-MA",34,504,"1,174,548","$551,776","$466,411","$494,194","$506,549","$519,213","$559,631","$573,999","$599,249","$639,900","$655,898","$737,995","$797,445","$864,881","$906,503","$992,650","$1,350,866","$1,680,638","$2,361,602"
2008,1066,Chittenden County Transportation Authority,Burlington,VT,"Burlington, VT",251,62,"105,365","$1,048,551","$949,736","$892,983","$1,082,065","$1,082,102","$1,049,188","$1,120,057","$1,147,172","$1,316,826","$1,436,012","$1,652,318","$1,534,468","$1,668,402","$1,590,252","$1,590,492","$1,966,993","$2,064,942","$1,685,075"
2008,1069,"The Regional Transportation Program, Inc.",Portland,ME,"Portland, ME",160,124,"188,080","$150,703","$110,505","$62,620","$89,236","$101,255","$80,697","$93,131","$115,603","$149,817","$160,157","$188,264","$21,307","$18,537","$32,382","$31,522","$29,059","$29,606","$26,487"
2008,1086,Cooperative Alliance for Seacoast Transportation,Dover,NH,"Dover-Rochester, NH-ME",306,64,"80,456","$536,249","$504,298","$87,207","$106,872","$115,076","$148,933","$442,371",,,,,,"$523,957","$309,327","$373,401","$442,415","$524,522","$591,925"
2008,1087,Nashua Transit System,Nashua,NH,"Nashua, NH-MA",153,138,"197,155","$509,188","$400,755","$419,825","$403,116","$375,950","$351,222","$313,359","$296,315","$314,159","$306,466","$359,007","$269,069","$456,685","$524,269","$463,373","$292,309","$322,505","$328,480"
2008,1088,Casco Bay Island Transit District,Portland,ME,"Portland, ME",160,124,"188,080","$1,005,297","$946,912",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2001,1089,Transit Express ,Springfield,MA,"Springfield, MA-CT",57,302,"532,747","$2,289,844",,,,,,$0,$0,$0,$0,$0,,,,,,,
2008,1095,"Northeast Transportation Company, Inc.",Waterbury,CT,"Waterbury, CT",159,98,"189,026","$17,433","$35,851",$0,$0,$0,$0,$0,$0,$0,$0,$0,"$19,766","$81,855","$94,486","$90,749","$6,017",$0,$0
2008,1096,City of Bangor - BAT Community Connector,Bangor,ME,"Bangor, ME",385,39,"58,983","$164,658","$191,857","$233,960","$253,512","$152,846","$205,531","$222,985","$160,928","$111,344","$172,710","$271,732","$222,551","$251,113","$267,381","$328,949","$425,466","$244,510","$332,637"
1993,1097,"Eastern Transportation Services, Inc.",Bangor,ME,"Bangor, ME",328,71,"61,402","$27,430","$30,851",$315,,,,,,,,,,,,,,,
2007,1098,"Western Maine Transportation Services, Inc.",Auburn,ME,"Lewiston, ME",447,21,"50,567","$68,225","$1,211,248","$70,114","$62,171","$68,746",,,"$51,048",$0,$0,$0,"$668,324","$557,258","$232,229","$269,529","$265,864","$78,331",
1991,1100,National Railroad Passenger Corporation,Boston,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1995,1101,Kenneth Hudson Inc. dba Hudson Bus Lines,Lewiston,ME,"Lewiston--Auburn, ME",292,84,"71,598","$157,294","$140,516","$89,430","$76,204","$98,722",,,,,,,,,,,,,
2008,1102,Connecticut Department of Transportation,Newington,CT,"Hartford, CT",45,469,"851,535",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$13,284,148","$14,433,456","$16,958,596",$0,$0
2004,1103,City of Stamford Dial-A-Ride,Stamford,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",,"$199,556","$209,128","$222,628",,,,,,,,,,,,,,
2000,1104,Greater Waterbury Transit District ,Waterbury,CT,"Waterbury, CT",144,73,"175,067",$0,$0,$0,$0,,,$0,$0,$0,"$46,973",,,,,,,,
2008,1105,Cape Cod Regional Transit Authority,Hyannis,MA,"Barnstable Town, MA",128,286,"243,667",,,"$323,058","$430,185","$465,044","$537,586","$567,712","$556,107","$539,935","$640,249","$745,832","$825,192","$884,786","$940,829","$994,936","$1,075,612","$1,196,682","$1,406,354"
2008,1107,Milford Transit District,Milford,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",,,,,"$28,604","$101,400","$200,004","$148,228","$195,780","$201,598","$335,035",$0,"$229,178","$553,397","$377,502","$338,151","$190,928","$160,900"
2008,1108,Greater Hartford Ridesharing Corporation - The Rideshare Company,Windsor,CT,"Hartford, CT",45,469,"851,535",,,,,,,,$0,$0,$0,$0,$0,,$0,$0,$0,$0,$0
2002,1109,"Comsis Mobility Services, Inc., dba: Intelitran",Providence,RI,"Providence, RI-MA",34,504,"1,174,548",,,,,,,,,,$0,$0,$0,,,,,,
2008,1110,"2Plus Partners in Transportation, Inc",Rocky Hill,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",,,,,,,,,,,,,,,,,$0,$0
2008,1115,Northern New England Passenger Rail Authority,Portland,ME,"Portland, ME",160,124,"188,080",,,,,,,,,,,,,,,"$2,085,869",$0,$0,$0
2008,1116,Bonanza,Providence,RI,"Providence, RI-MA",34,504,"1,174,548",,,,,,,,,,,,,,,$0,$0,$0,$0
2008,1117,Plymouth & Brockton Street Railway Company,Plymouth,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",,,,,,,,,,,,,,,,,,$0
2008,1118,MetroWest Regional Transit Authority,Framingham,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",,,,,,,,,,,,,,,,,,"$951,921"
1991,1902,Brush Hill Transportation Company ,Boston,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1991,1905,Hudson Bus Lines ,Medford,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1991,1906,Plymouth & Brockton Street Railway Company,Plymouth,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1991,1907,"A Yankee Line, Inc. ",Boston,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1991,1908,American Eagle Motor Coach ,Fairhaven,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1991,1910,"H & L Bloom, Inc. ",Taunton,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1991,1913,"Big W Transit, Inc. ",Ashland,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1991,1917,"Michaud Bus Lines, Inc. ",Salem,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
2008,2002,Capital District Transportation Authority,Albany,NY,"Albany, NY",62,284,"558,947","$6,837,254","$7,145,138","$8,133,864","$8,593,692","$6,330,607","$5,534,831","$5,315,985","$6,220,739","$7,801,944","$7,390,668","$6,688,467","$9,690,264","$2,526,357","$11,607,708","$14,226,262","$15,079,173","$15,292,112","$10,297,968"
2008,2003,Broome County Department of Public Transportation,Vestal,NY,"Binghamton, NY-PA",182,76,"158,884","$590,362","$358,263","$416,864","$432,309","$646,382","$441,987","$96,854","$421,265","$952,119","$968,861","$717,573","$859,967","$760,430","$1,070,424","$1,548,480","$2,652,292","$2,337,522","$2,100,401"
2008,2004,Niagara Frontier Transportation Authority,Buffalo,NY,"Buffalo, NY",38,367,"976,703","$15,909,700","$20,875,707","$22,758,450","$23,872,202","$20,532,829","$20,957,972","$21,763,546","$23,661,179","$25,352,023","$26,330,499","$25,887,686","$30,738,159","$29,412,132","$32,415,092","$33,823,474","$35,695,311","$36,296,766","$35,693,715"
2008,2005,Chemung County Transit System,Elmira,NY,"Elmira, NY",350,35,"67,159","$305,873","$228,574","$396,064","$633,458","$572,556","$563,425","$749,531","$888,724","$320,000","$346,748","$331,333","$394,088","$480,329","$667,753","$701,742","$431,333","$434,383",$0
2008,2006,City of Long Beach,Long Beach,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",,"$290,126","$268,884","$264,335","$228,394","$316,227","$410,296","$551,767","$556,561","$597,930","$762,525","$803,682","$787,143","$843,686",,"$1,202,871","$1,252,563","$991,458"
2008,2007,"Metropolitan Suburban Bus Authority, dba: MTA Long Island Bus",Garden City,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$14,253,515","$13,629,978","$11,367,868","$11,324,023","$15,309,115","$19,034,334","$18,906,750","$19,490,455","$22,157,204","$10,198,466","$11,742,813","$10,728,041","$22,030,419","$18,784,289","$24,936,279","$24,941,548","$31,559,623","$24,957,599"
2008,2008,MTA New York City Transit,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$1,094,856,500","$678,222,646","$773,588,893","$710,790,521","$438,562,731","$451,440,068","$386,459,200","$469,725,439","$562,053,557","$533,584,931","$671,227,483","$608,723,519","$606,518,429","$742,537,972","$1,016,999,495","$1,063,397,216","$1,511,178,615","$1,163,190,174"
2008,2009,City of Poughkeepsie,Poughkeepsie,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982","$80,908","$75,000","$75,000",$0,,,,,,,,"$318,592","$311,154","$202,503","$246,914","$312,152","$345,547",
2008,2010,Dutchess County Division of Mass Transportation,Poughkeepsie,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982","$707,174","$1,149,166","$127,161","$434,103","$797,429","$96,811","$1,010,695","$856,712","$649,983","$635,847","$880,804","$795,906","$1,123,211","$1,216,565","$1,507,001","$1,774,086","$1,794,177","$2,521,257"
2005,2015,City of Rome VIP Transit,Rome,NY,"Utica, NY",233,55,"113,409","$158,500","$181,861","$279,898",,,,,,,,,,,,,,,
2008,2018,"CNY Centro, Inc. ",Syracuse,NY,"Syracuse, NY",81,180,"402,267","$6,590,913","$6,552,348","$5,996,338","$7,316,201","$4,098,028","$2,933,028","$3,112,489","$2,264,508","$1,763,977","$2,694,500","$4,462,440","$5,139,910","$2,462,247","$4,928,775","$4,877,312","$5,953,434","$5,602,938","$4,256,782"
2004,2021,Utica Transit Authority,Utica,NY,"Utica, NY",233,55,"113,409","$323,915","$315,613","$254,738","$246,000","$366,530","$366,824","$380,227","$370,132","$373,613","$364,450","$314,927","$268,000","$295,000","$295,000",,,,
