Last_Report_Year,TRS_ID,System_Name,City,State,UZA_Name,UZA,UZA_Area_SQ_Miles,UZA_Population,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
2008,0016,Community Urban Bus Service,Longview,WA,"Longview, WA-OR",378,27,"60,443",$0,$0,"$6,324",$0,,,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,0018,Ben Franklin Transit,Richland,WA,"Kennewick-Richland, WA",188,85,"153,851","$8,055,980","$8,590,159","$8,959","$8,433,606","$11,522,244","$11,314,638","$11,357,393","$12,426,526","$13,427,126","$10,414,603",$0,$0,$0,,"$3,437,284","$3,602,798","$1,514,822","$4,630,593"
2008,0019,Intercity Transit,Olympia,WA,"Olympia-Lacey, WA",195,92,"143,826","$7,788,802","$9,067,062","$9,331,219","$12,355,494","$12,417,671","$12,301,616","$12,771,277","$5,300,688","$4,810,824",$0,"$160,000","$34,500",$0,$0,$0,$0,$0,$0
2008,0020,Kitsap Transit,Bremerton,WA,"Bremerton, WA",169,118,"178,369","$3,657,109","$4,849,165","$4,818,141","$5,155,277","$5,829,391","$5,684,192","$3,751,413","$3,913,336","$117,845","$2,936,100","$105,900",$0,$0,"$388,247","$551,789","$1,338,574","$1,459,835","$80,000"
2008,0021,Whatcom Transportation Authority,Bellingham,WA,"Bellingham, WA",301,35,"84,324",$0,$0,$0,$0,$0,$0,$0,"$191,886","$272,371","$2,579,641","$311,191","$240,000","$237,500","$351,036","$348,284","$374,591","$450,232","$1,223,614"
2008,0022,City of Pocatello - Pocatello Regional Transit,Pocatello,ID,"Pocatello, ID",370,30,"62,498","$27,309","$26,518","$47,441","$43,080","$42,044","$41,846","$22,500","$27,624","$27,500","$32,500","$33,750","$31,292","$32,500","$33,340","$32,500","$33,500","$35,986","$68,035"
2008,0023,City of Seattle - Seattle Center Monorail Transit,Seattle,WA,"Seattle, WA",14,954,"2,712,205",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2008,0024,Clark County Public Transportation Benefit Area Authority,Vancouver,WA,"Portland, OR-WA",23,474,"1,583,138",$0,"$481,211",$0,$0,$0,"$75,414","$128,482","$103,775","$155,365","$4,925,818","$87,514","$47,253","$266,623","$566,500","$576,483","$517,505","$732,861","$672,552"
2008,0025,Salem Area Mass Transit District,Salem,OR,"Salem, OR",145,69,"207,229","$2,019,377","$1,660,489","$1,298,362","$2,046,930","$2,465,065","$736,553","$2,632,462","$2,689,533","$3,147,471",$0,"$2,843,860","$3,756,768","$3,377,488","$4,217,961","$4,703,811","$4,894,991","$5,648,101","$5,809,101"
2008,0028,Pierce County Ferry Operations,University Place,WA,"Seattle, WA",14,954,"2,712,205","$151,838","$252,432","$61,520","$244,182","$265,175","$107,299","$38,608","$388,270","$93,364","$535,429","$355,431","$199,519","$209,265","$295,626","$358,752","$401,079","$726,470","$1,021,170"
2008,0029,Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,"Seattle, WA",14,954,"2,712,205","$10,954,680","$11,724,928","$11,359,149","$11,931,070","$10,679,416","$13,311,568","$14,555,609","$14,354,325","$17,176,241","$207,489",$0,"$32,301,556","$42,023,883","$44,783,167","$49,412,288",$0,$0,"$742,360"
2006,0033,Senior Services of Snohomish County,Mukilteo,WA,"Seattle, WA",14,954,"2,712,205","$25,614",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,,
2008,0034,Rogue Valley Transportation District,Medford,OR,"Medford, OR",210,59,"128,780","$181,353","$186,512","$180,792","$200,683",$0,"$275,493",$0,$0,$0,$0,"$1,423,780","$1,142,385","$993,043","$2,615,497","$1,241,904","$2,254,385","$903,108","$804,861"
2008,0035,Washington State Ferries,Seattle,WA,"Seattle, WA",14,954,"2,712,205","$25,704,469","$26,790,306",$0,"$37,463,758","$31,491,440","$37,872,319","$43,000,000","$45,423,369","$43,700,000","$52,000,000","$42,810,196","$51,796,024","$37,286,623","$28,900,802","$35,482,846","$49,511,609","$57,817,874","$75,866,306"
1991,0036,"ATE Management & Service Company, Inc.",Mukilteo,WA,"Seattle, WA",18,588,"1,744,086",$0,,,,,,,,,,,,,,,,,
1998,0038,Community and Rural Transportation ,Idaho Falls,ID,"Idaho Falls, ID",362,21,"56,356",,,$0,$0,$0,$0,$0,$0,,,,,,,,,,
2008,0040,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,954,"2,712,205",,,,,,,,,$0,$0,"$57,654","$11,389",$0,"$34,934",$0,$0,"$700,000","$47,604"
2008,0041,Alaska Railroad Corporation,Anchorage,AK,"Anchorage, AK",135,79,"225,744",,,,,,,,,,,$0,$0,$0,$0,$0,$0,$0,$0
2008,0042,Targhee Regional Public Transit Authority,Idaho Falls,ID,"Idaho Falls, ID",351,31,"66,973",,,,,,,,,,$0,$0,$0,,,,"$129,300",,
2008,0043,Link Transit,Wenatchee,WA,"Wenatchee, WA",411,27,"55,425",,,,,,,,,,,,,,"$172,140","$135,174","$385,804","$288,366","$526,185"
2008,0044,Skagit Transit,Burlington,WA,"Mount Vernon, WA",440,32,"51,174",,,,,,,,,,,,,,"$101,332","$166,351","$505,486","$626,502","$735,968"
2008,0045,Fairbanks North Star Borough Transit,Fairbanks,AK,"Fairbanks, AK",434,43,"51,926",,,,,,,,,,,,,,$0,"$10,734","$5,938","$36,714","$1,200"
2008,0046,South Metro Area Regional Transit,Wilsonville,OR,"Portland, OR-WA",23,474,"1,583,138",,,,,,,,,,,,"$9,635","$107,562","$131,827","$31,316","$692,392","$134,224","$103,887"
2008,0049,"VPSI, Anchorage",Anchorage,AK,"Anchorage, AK",135,79,"225,744",,,,,,,,,,,,,,,,$0,$0,$0
2008,0050,"City of Bend, Public Works Department",Bend,OR,"Bend, OR",401,36,"57,525",,,,,,,,,,,,,,,,,"$105,713","$181,455"
2008,1001,Rhode Island Public Transit Authority,Providence,RI,"Providence, RI-MA",34,504,"1,174,548","$12,200,000","$12,200,000","$12,291,185","$15,487,202","$15,722,790","$15,783,675","$16,174,605","$16,727,011","$25,727,616","$29,095,839","$29,517,051","$28,134,322","$31,573,005","$37,428,801","$36,475,798","$38,646,561","$39,927,837","$41,162,225"
2008,1002,Manchester Transit Authority,Manchester,NH,"Manchester, NH",196,71,"143,549",$0,$0,,$0,$0,$0,$0,$0,$0,$0,"$6,672",$0,$0,"$26,517","$25,291","$34,154","$29,260","$34,000"
2008,1003,Massachusetts Bay Transportation Authority,Boston,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484","$380,597,666","$443,687,232","$465,071,977","$399,243,179","$341,486,495","$335,019,197","$372,985,100","$397,361,512","$456,138,702","$467,589,119","$486,350,308","$543,031,015","$567,492,458","$582,387,074","$623,781,807","$623,279,908","$644,117,259","$659,689,044"
2008,1004, Brockton Area Transit Authority,Brockton,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484","$3,472,700","$3,552,784","$3,898,930","$3,548,000","$3,652,417","$3,886,030","$3,826,972","$4,067,263","$4,298,324","$4,438,698","$4,583,856","$4,555,675","$4,583,856","$4,583,856","$4,679,091","$5,056,032","$5,106,592","$5,274,108"
2008,1005,Lowell Regional Transit Authority,Lowell,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484","$1,268,518","$1,301,568","$1,753,800","$1,722,790","$1,610,910","$2,019,814","$1,703,350","$1,938,542","$2,326,889","$2,327,141","$2,544,483","$3,187,699","$2,726,361","$2,362,091","$2,429,880","$2,502,776","$2,583,009","$2,781,942"
2008,1006,Southeastern Regional Transit Authority,New Bedford,MA,"New Bedford, MA",193,63,"146,730","$3,778,442","$3,735,031","$3,706,719","$3,647,320",,"$3,997,368","$4,009,801","$4,008,239","$4,273,677","$4,611,102","$4,398,740","$4,436,390","$3,846,904","$3,986,429","$5,801,459","$4,091,596","$4,463,673","$4,463,673"
2008,1007,Berkshire Regional Transit Authority,Pittsfield,MA,"Pittsfield, MA",430,34,"52,772","$850,318","$1,135,312","$1,277,994","$1,375,315","$1,407,335","$1,447,848","$1,589,116","$1,522,737","$1,559,173","$1,733,411",,"$1,775,138","$1,776,746","$1,813,929","$1,337,371","$1,865,986","$1,942,933","$1,939,474"
2008,1008,Pioneer Valley Transit Authority,Springfield,MA,"Springfield, MA-CT",59,309,"573,610","$2,132,239","$6,275,015","$6,745,475","$7,224,178","$8,216,665","$10,028,951","$10,443,491","$10,693,292","$11,356,278","$12,105,631","$13,339,391","$14,908,181","$13,246,377","$13,523,601","$14,902,344","$15,735,900","$16,967,394","$19,581,343"
2008,1013,Merrimack Valley Regional Transit Authority,Haverhill,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484","$3,094,421","$2,935,317","$2,996,516","$3,473,497","$3,212,036","$3,188,379","$3,268,089","$3,301,852","$2,961,453","$3,529,210","$4,077,424","$4,249,874","$3,982,689","$4,066,039","$4,223,797","$4,549,680","$5,079,557","$5,566,077"
2008,1014,Worcester Regional Transit Authority,Worcester,MA,"Worcester, MA-CT",74,250,"429,882","$5,920,393","$6,970,353","$9,285,307","$6,405,122","$6,395,238","$6,147,582","$5,542,780","$4,156,391","$4,273,669","$6,291,081","$6,584,454","$12,967,555","$7,449,816","$7,516,393","$7,957,334","$8,182,847","$8,026,713","$9,058,975"
2008,1015,Lewiston-Auburn Transit Committee,Auburn,ME,"Lewiston, ME",447,21,"50,567","$1,993","$1,249",$848,,,"$46,884",,,,,,,,,,,,"$52,491"
2008,1016,Greater Portland Transit District,Portland,ME,"Portland, ME",160,124,"188,080","$48,891","$48,891","$48,891","$49,844","$48,891","$54,499","$52,056","$51,282","$51,282","$52,793","$107,672","$97,400","$68,245","$60,224","$61,299","$56,154","$60,660","$59,298"
2008,1017,Greater Hartford Transit District,Hartford,CT,"Hartford, CT",45,469,"851,535",$0,$0,$0,"$1,798","$2,022",$0,$0,$0,"$740,835","$2,830,502","$2,866,694","$3,331,375","$4,260,410","$5,484,261","$7,374,613","$1,193,091","$8,512,772","$10,133,325"
2008,1040,Southeast Area Transit,Preston,CT,"Norwich-New London, CT",174,123,"173,160","$1,278,342","$1,463,694","$1,467,883",,,,,,"$1,632,782",,"$1,718,883","$2,086,119","$2,149,825","$2,396,904","$2,618,832","$2,276,887","$2,463,701","$2,653,538"
1997,1041,Westport Transit District C/O Norwalk Transit District,Norwalk,CT,"Norwalk, CT",209,49,"108,888",,"$677,974","$455,500","$415,820",,,,,,,,,,,,,,
2008,1042,Valley Transit District,Derby,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890","$555,277","$658,602","$720,001","$652,903","$650,000","$646,473","$628,022","$679,145","$710,000","$752,740","$783,089",$0,"$791,267","$808,532",,,"$810,137","$810,137"
2008,1045,"Dattco, Inc.",New Britain,CT,"Hartford, CT",45,469,"851,535","$341,531",$0,$0,,,,,,,,,,,,,,,
2008,1047,"New Britain Transportation Company, Inc.",Berlin,CT,"Hartford, CT",45,469,"851,535",,,,$0,,,$0,$0,$0,$0,$0,"$798,527",,"$886,306",,"$1,016,025",,"$1,571,246"
2008,1048,Connecticut Transit - Hartford Division,Hartford,CT,"Hartford, CT",45,469,"851,535","$15,760,908","$16,973,184","$18,170,836","$17,822,929","$17,198,021","$18,788,673","$19,820,347","$19,625,431","$20,537,112","$21,696,109","$23,264,488","$25,904,335","$26,557,314","$24,674,141","$26,482,508","$28,293,865","$29,732,344","$33,569,844"
2008,1049,The Greater New Haven Transit District,Hamden,CT,"New Haven, CT",69,285,"531,314","$330,000","$375,000","$375,000","$337,250","$800,000","$1,074,058","$1,288,800","$1,288,800","$2,154,800","$2,187,137","$3,317,178","$2,665,913","$2,798,714","$3,096,892","$3,387,566","$3,645,296","$4,636,153","$5,118,126"
2008,1050,Greater Bridgeport Transit Authority,Bridgeport,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890","$5,371,734","$6,053,736","$5,288,628","$5,431,858","$5,600,356","$5,692,852","$5,413,740","$5,753,934","$6,049,067","$7,238,689","$7,477,357","$7,636,675","$6,975,955","$7,563,931","$8,135,005","$8,785,390","$9,369,114","$10,598,739"
2008,1051,Housatonic Area Regional Transit,Danbury,CT,"Danbury, CT-NY",186,124,"154,455","$1,113,177","$1,220,960","$1,233,435","$1,309,521","$1,373,221","$1,328,146","$1,333,175","$1,382,398","$1,387,433","$1,251,370","$1,519,835","$1,880,642","$2,183,320","$2,328,019","$2,407,188","$2,580,322","$2,911,282","$3,346,852"
2006,1052,"New Britain Transportation Company, Inc.",Berlin,CT,"Hartford, CT",45,469,"851,535",,,,$0,,$0,$0,$0,$0,$0,$0,"$194,416",,$0,,$0,,
2008,1053,Cape Ann Transportation Authority,Gloucester,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484","$777,579","$632,372","$654,510","$934,223","$1,813,441","$816,734","$868,017","$856,287","$757,917","$779,801","$932,331","$1,017,280","$940,717","$960,404","$987,966","$1,017,605","$1,060,691","$1,087,208"
2008,1055,Connecticut Transit - New Haven Division,Hartford,CT,"New Haven, CT",69,285,"531,314","$10,166,854","$11,310,834","$11,596,890","$11,371,932","$11,240,072","$11,864,791","$11,681,299","$11,226,587","$12,536,474","$12,208,683","$13,397,028","$14,666,614","$16,135,588","$15,356,956","$16,072,644","$16,800,871","$18,185,540","$19,299,564"
2008,1056,Connecticut Transit - Stamford Division,Hartford,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890","$2,276,385","$2,810,914","$3,071,375","$3,074,021","$3,585,509","$3,607,263","$3,332,631","$3,302,146","$3,821,309","$1,776,344","$2,207,430","$2,543,878","$2,730,627","$4,372,110","$4,782,806","$5,900,565","$6,601,842","$7,406,177"
2008,1057,Norwalk Transit District,Norwalk,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890","$2,388,724","$2,291,523","$2,370,096","$2,326,600","$2,339,370","$3,201,220","$3,556,616","$3,826,287","$3,855,237","$4,139,672","$4,140,442","$4,385,249","$4,557,425","$4,951,810","$5,382,874","$5,908,911","$6,433,895","$7,316,556"
2008,1061,Montachusett Regional Transit Authority,Fitchburg,MA,"Leominster-Fitchburg, MA",234,63,"112,943","$1,889,074","$2,194,432","$2,340,354","$2,444,588","$2,652,785","$2,868,916","$2,957,636","$3,151,330","$3,312,375","$3,395,184","$3,549,064","$3,664,790","$3,549,064","$3,623,339","$3,981,460","$4,080,995","$4,316,520","$4,631,038"
2008,1063,Middletown Transit District,Middletown,CT,"Hartford, CT",45,469,"851,535","$664,521","$610,531","$645,494","$648,140","$683,583",,"$711,709","$704,895","$869,665","$888,247","$949,935","$1,098,169","$1,106,720","$944,976","$982,974","$1,041,812","$1,395,213","$1,033,828"
2008,1064,Greater Attleboro-Taunton Regional Transit Authority,Taunton,MA,"Providence, RI-MA",34,504,"1,174,548","$1,264,652","$1,468,098","$1,024,353","$1,037,609","$1,100,020","$1,218,943","$2,100,724","$1,322,078","$1,658,524","$2,124,111","$2,191,695","$2,049,692","$1,991,571","$1,891,494","$2,206,396","$2,183,463","$2,339,252","$2,522,817"
2008,1066,Chittenden County Transportation Authority,Burlington,VT,"Burlington, VT",251,62,"105,365","$336,149","$366,985","$441,136","$436,982","$462,192","$503,184","$468,700","$800,501","$1,021,520","$461,165","$747,210","$1,157,785","$1,445,880","$1,355,055","$1,259,024","$1,688,525","$1,592,902","$1,627,034"
2008,1069,"The Regional Transportation Program, Inc.",Portland,ME,"Portland, ME",160,124,"188,080","$315,210","$312,258","$23,720","$22,152","$620,231","$769,851","$778,256","$919,197","$1,073,768","$1,153,104","$1,381,795","$49,621","$81,079","$69,236","$52,728","$22,819","$34,770","$32,526"
2008,1086,Cooperative Alliance for Seacoast Transportation,Dover,NH,"Dover-Rochester, NH-ME",306,64,"80,456","$5,813","$3,139","$2,432","$2,642","$2,492","$2,492","$3,024",,,,,,$0,$0,$0,"$33,294","$34,329","$37,634"
2008,1087,Nashua Transit System,Nashua,NH,"Nashua, NH-MA",153,138,"197,155",$0,"$54,429","$8,393","$53,451","$68,588","$86,043","$77,079","$91,702","$89,694","$89,265","$91,427","$146,361","$48,007","$171,482","$173,156","$246,596","$120,438","$145,850"
2008,1088,Casco Bay Island Transit District,Portland,ME,"Portland, ME",160,124,"188,080",$0,$0,"$19,800","$25,000","$25,000","$20,000","$20,000","$20,000","$20,000","$20,000","$20,000","$107,315","$57,983","$51,774","$54,256","$51,542","$53,668","$52,672"
2001,1089,Transit Express ,Springfield,MA,"Springfield, MA-CT",57,302,"532,747","$4,235,516",,,,,,$0,$0,$0,$0,$0,,,,,,,
2008,1095,"Northeast Transportation Company, Inc.",Waterbury,CT,"Waterbury, CT",159,98,"189,026","$2,866,383","$2,788,593","$45,565",$0,"$47,420","$47,426","$47,712","$48,062","$48,274","$49,577","$60,986",$0,$0,$0,$0,$0,$0,"$8,118,456"
2008,1096,City of Bangor - BAT Community Connector,Bangor,ME,"Bangor, ME",385,39,"58,983","$40,824","$33,500","$33,500","$34,120","$41,415","$36,491","$36,490","$37,000","$36,366","$36,491","$43,929","$47,628","$43,930","$43,930","$43,930","$42,622","$43,930","$43,930"
1993,1097,"Eastern Transportation Services, Inc.",Bangor,ME,"Bangor, ME",328,71,"61,402","$783,598","$944,576","$910,309",,,,,,,,,,,,,,,
2007,1098,"Western Maine Transportation Services, Inc.",Auburn,ME,"Lewiston, ME",447,21,"50,567","$48,377","$27,797","$31,301","$31,876","$29,118",,,"$36,465","$31,723","$31,213","$1,981,548","$1,421,867","$1,487,335","$89,219","$89,085","$86,391","$39,857",
1991,1100,National Railroad Passenger Corporation,Boston,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1995,1101,Kenneth Hudson Inc. dba Hudson Bus Lines,Lewiston,ME,"Lewiston--Auburn, ME",292,84,"71,598","$29,977","$38,801","$28,040","$37,668","$42,188",,,,,,,,,,,,,
2008,1102,Connecticut Department of Transportation,Newington,CT,"Hartford, CT",45,469,"851,535","$90,729,194","$42,288,915","$52,970,519","$53,635,935","$49,917,796","$9,863,322","$10,336,595","$8,556,514","$8,177,677","$8,701,111","$11,648,219","$12,370,310","$12,453,180",$0,$0,$0,"$18,801,514","$12,849,953"
2004,1103,City of Stamford Dial-A-Ride,Stamford,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",,$0,$0,$0,,,,,,,,,,,,,,
2000,1104,Greater Waterbury Transit District ,Waterbury,CT,"Waterbury, CT",144,73,"175,067","$196,826","$224,761","$251,021","$239,041",,,"$398,472","$398,192","$1,005,373","$970,234",,,,,,,,
2008,1105,Cape Cod Regional Transit Authority,Hyannis,MA,"Barnstable Town, MA",128,286,"243,667",,,"$1,271,311","$1,259,587","$1,299,723","$1,392,768","$1,349,712","$1,346,273","$1,645,081","$1,712,539","$2,267,011","$2,523,911","$2,001,683","$4,976,291","$2,367,907","$4,455,604","$5,819,757","$3,446,324"
2008,1107,Milford Transit District,Milford,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",,,,,"$420,515","$467,498","$466,323","$467,498","$609,820","$654,790","$657,183",$0,"$770,946","$977,038","$972,449","$957,647","$1,144,764","$1,253,912"
2008,1108,Greater Hartford Ridesharing Corporation - The Rideshare Company,Windsor,CT,"Hartford, CT",45,469,"851,535",,,,,,,,"$130,937","$98,045","$100,385","$103,000",$0,,$0,$0,$0,$0,$0
2002,1109,"Comsis Mobility Services, Inc., dba: Intelitran",Providence,RI,"Providence, RI-MA",34,504,"1,174,548",,,,,,,,,,$0,$0,$0,,,,,,
2008,1110,"2Plus Partners in Transportation, Inc",Rocky Hill,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",,,,,,,,,,,,,,,,,"$237,645",$0
2008,1115,Northern New England Passenger Rail Authority,Portland,ME,"Portland, ME",160,124,"188,080",,,,,,,,,,,,,,,$0,"$932,775","$860,443","$960,448"
2008,1116,Bonanza,Providence,RI,"Providence, RI-MA",34,504,"1,174,548",,,,,,,,,,,,,,,$0,$0,$0,$0
2008,1117,Plymouth & Brockton Street Railway Company,Plymouth,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",,,,,,,,,,,,,,,,,,$0
2008,1118,MetroWest Regional Transit Authority,Framingham,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",,,,,,,,,,,,,,,,,,"$2,221,150"
1991,1902,Brush Hill Transportation Company ,Boston,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1991,1905,Hudson Bus Lines ,Medford,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1991,1906,Plymouth & Brockton Street Railway Company,Plymouth,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1991,1907,"A Yankee Line, Inc. ",Boston,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1991,1908,American Eagle Motor Coach ,Fairhaven,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1991,1910,"H & L Bloom, Inc. ",Taunton,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1991,1913,"Big W Transit, Inc. ",Ashland,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1991,1917,"Michaud Bus Lines, Inc. ",Salem,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
2008,2002,Capital District Transportation Authority,Albany,NY,"Albany, NY",62,284,"558,947","$4,693,065","$4,594,000","$4,832,000","$5,438,000","$7,378,000","$7,583,000","$10,193,333","$8,460,000","$10,250,718","$10,861,556","$10,482,604","$8,835,719","$25,734,281","$18,894,086","$24,588,887","$25,857,798","$27,950,990","$31,976,979"
2008,2003,Broome County Department of Public Transportation,Vestal,NY,"Binghamton, NY-PA",182,76,"158,884","$2,074,548","$1,294,217","$1,721,712","$1,783,275","$2,152,290","$1,694,650","$2,067,094","$2,462,826","$1,942,672","$2,559,132","$2,418,558","$2,886,862","$3,129,159","$3,405,037","$3,681,815","$2,968,460","$3,325,071","$5,114,995"
2008,2004,Niagara Frontier Transportation Authority,Buffalo,NY,"Buffalo, NY",38,367,"976,703","$11,380,820","$11,878,000","$12,387,000","$13,187,000","$14,844,000","$21,662,111","$16,804,374","$17,032,471","$17,860,075","$19,627,697","$19,091,627","$18,877,876","$27,351,352","$25,776,360","$29,235,234","$32,187,949","$39,353,533","$42,655,156"
2008,2005,Chemung County Transit System,Elmira,NY,"Elmira, NY",350,35,"67,159","$902,710","$920,730","$966,829","$1,005,172","$1,055,055","$1,122,529","$953,638","$1,095,326","$1,549,425","$1,479,554","$1,476,466","$1,869,666","$1,373,459","$1,190,377","$963,257","$1,091,083","$1,209,411","$1,442,384"
2008,2006,City of Long Beach,Long Beach,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",,"$367,764","$399,658","$448,785","$458,604","$456,941","$433,359","$360,060","$422,303","$397,891","$321,630","$378,455","$463,351","$439,801",,$0,"$34,653","$621,728"
2008,2007,"Metropolitan Suburban Bus Authority, dba: MTA Long Island Bus",Garden City,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$12,709,316","$12,629,505","$14,708,387","$15,866,539","$16,890,276","$17,920,398","$19,792,003","$20,897,644","$21,023,559","$33,515,297","$38,988,307","$43,858,026","$36,387,067","$44,310,046","$41,563,822","$49,695,091","$54,542,671","$71,410,745"
2008,2008,MTA New York City Transit,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$719,583,896","$700,603,001","$752,924,746","$823,314,295","$804,767,495","$789,226,764","$565,713,955","$611,822,192","$726,435,134","$643,146,840","$1,024,091,393","$1,147,900,820","$860,258,833","$902,506,908","$987,556,461","$946,049,796","$1,922,046,393","$2,648,503,975"
2008,2009,City of Poughkeepsie,Poughkeepsie,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982","$318,249","$237,864","$228,195","$252,766",,,,,,,,"$433,377","$305,427","$320,650","$300,374","$363,017","$373,305",
2008,2010,Dutchess County Division of Mass Transportation,Poughkeepsie,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982","$652,737","$634,737","$902,176","$1,125,142","$1,109,393","$1,192,405","$1,224,818","$1,419,292","$1,625,372","$1,703,298","$1,671,785","$2,043,588","$1,986,736","$1,910,490","$1,920,909","$1,829,010","$2,182,207","$2,240,172"
2005,2015,City of Rome VIP Transit,Rome,NY,"Utica, NY",233,55,"113,409","$182,622","$169,932","$182,622",,,,,,,,,,,,,,,
