Last_Report_Year,TRS_ID,System_Name,City,State,UZA_Name,UZA,UZA_Area_SQ_Miles,UZA_Population,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
2008,0029,Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,"Seattle, WA",14,954,"2,712,205","$6,378,105","$456,118","$637,827","$655,203","$5,492,549","$1,864,811","$3,906,024","$12,130,187","$4,294,018","$9,012,020","$1,075,057","$72,777","$14,120,700","$3,891,909","$9,568,822","$1,485,456","$2,969,649","$15,203,410"
2006,0033,Senior Services of Snohomish County,Mukilteo,WA,"Seattle, WA",14,954,"2,712,205","$31,791","$35,256","$47,372","$91,735","$53,310",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,,
2008,0034,Rogue Valley Transportation District,Medford,OR,"Medford, OR",210,59,"128,780","$331,139","$47,194","$73,994","$835,017","$1,981,687","$10,400","$65,137","$237,798","$108,397","$62,476","$23,329",$0,"$59,888",$0,"$2,792,031","$572,187","$169,698","$21,668"
2008,0035,Washington State Ferries,Seattle,WA,"Seattle, WA",14,954,"2,712,205","$1,170,128","$2,060,319","$1,375,932","$7,281,000","$7,065,730","$1,526,994","$2,912,000","$6,754,151","$14,707,383","$19,023,111","$21,448,502","$7,697,613","$16,755,033","$18,835,950","$43,160,680","$20,245,442","$35,935,620","$12,015,669"
1991,0036,"ATE Management & Service Company, Inc.",Mukilteo,WA,"Seattle, WA",18,588,"1,744,086",,,,,,,,,,,,,,,,,,
1998,0038,Community and Rural Transportation ,Idaho Falls,ID,"Idaho Falls, ID",362,21,"56,356",,,$0,$0,"$74,174",$0,$0,$0,,,,,,,,,,
2008,0040,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,954,"2,712,205",,,,,,,,,"$65,298,827","$48,883,699","$41,084,546","$78,031,085","$26,790,097","$68,841,956","$135,393,164","$130,404,324","$111,883,043","$161,736,317"
2008,0041,Alaska Railroad Corporation,Anchorage,AK,"Anchorage, AK",135,79,"225,744",,,,,,,,,,,"$5,007,051","$5,726,452","$6,801,532","$6,437,056","$7,682,905","$6,968,313","$6,217,021","$5,812,171"
2008,0042,Targhee Regional Public Transit Authority,Idaho Falls,ID,"Idaho Falls, ID",351,31,"66,973",,,,,,,,,,$0,$0,"$218,197",,,,"$205,075",,
2008,0043,Link Transit,Wenatchee,WA,"Wenatchee, WA",411,27,"55,425",,,,,,,,,,,,,,"$1,028,520","$1,108,563","$154,000","$495,000","$539,000"
2008,0044,Skagit Transit,Burlington,WA,"Mount Vernon, WA",440,32,"51,174",,,,,,,,,,,,,,"$8,838","$66,192","$423,242",$0,"$222,832"
2008,0045,Fairbanks North Star Borough Transit,Fairbanks,AK,"Fairbanks, AK",434,43,"51,926",,,,,,,,,,,,,,"$12,000","$189,843","$1,773,462","$84,957","$2,867,755"
2008,0046,South Metro Area Regional Transit,Wilsonville,OR,"Portland, OR-WA",23,474,"1,583,138",,,,,,,,,,,,"$657,316","$129,227","$350,399","$1,900,548","$87,488","$649,529","$759,923"
2008,0049,"VPSI, Anchorage",Anchorage,AK,"Anchorage, AK",135,79,"225,744",,,,,,,,,,,,,,,,$0,$0,$0
2008,0050,"City of Bend, Public Works Department",Bend,OR,"Bend, OR",401,36,"57,525",,,,,,,,,,,,,,,,,"$304,630","$105,630"
2008,1001,Rhode Island Public Transit Authority,Providence,RI,"Providence, RI-MA",34,504,"1,174,548","$9,580,448","$3,523,023","$8,505,079","$3,426,013","$4,969,795","$3,458,565","$3,950,866","$8,364,197","$15,263,052","$14,592,746","$31,513,658","$23,942,300","$6,678,576","$7,789,346","$5,115,961","$10,212,102","$4,148,859","$4,104,084"
2008,1002,Manchester Transit Authority,Manchester,NH,"Manchester, NH",196,71,"143,549","$631,943",$0,,"$108,512","$12,180","$584,653","$394,973","$411,344","$48,930","$424,820","$138,797","$200,000","$60,515","$270,130","$511,426","$1,378,605","$142,688","$717,234"
2008,1003,Massachusetts Bay Transportation Authority,Boston,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484","$75,681,796","$92,161,003","$75,783,699","$87,580,336","$199,137,470","$231,000,286","$308,880,194","$143,756,904","$128,787,448","$91,125,876","$136,239,117","$126,908,809","$114,713,435","$196,966,928","$152,843,249","$147,171,947","$156,117,422","$252,605,001"
2008,1004, Brockton Area Transit Authority,Brockton,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484","$110,887","$4,020,946","$33,716","$42,036","$590,768","$3,165,229","$69,461","$882,455","$1,475,163","$310,455","$1,013,307","$954,780","$1,621,442","$2,403,911","$597,569","$5,692,667","$235,075","$1,981,834"
2008,1005,Lowell Regional Transit Authority,Lowell,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484","$314,787","$3,200,613","$167,950","$178,885","$2,395,868","$211,021","$262,006","$295,326","$469,255","$2,517,384","$2,298,682","$7,397,270","$817,397","$1,619,772","$3,161,390","$1,107,964","$2,243,670","$2,282,680"
2008,1006,Southeastern Regional Transit Authority,New Bedford,MA,"New Bedford, MA",193,63,"146,730","$82,799","$4,581,215","$141,192","$360,886",,"$5,270,319","$81,069","$2,710,211","$617,260","$1,127,955","$611,954","$688,905","$917,319","$553,687","$503,333","$539,957","$308,534","$3,139,047"
2008,1007,Berkshire Regional Transit Authority,Pittsfield,MA,"Pittsfield, MA",430,34,"52,772",$0,"$1,732,043","$30,664",$0,"$50,333","$2,746","$43,913","$78,361","$13,391","$83,317",,"$358,558","$2,554,361","$4,340,288","$973,721","$405,917","$2,313,557","$281,218"
2008,1008,Pioneer Valley Transit Authority,Springfield,MA,"Springfield, MA-CT",59,309,"573,610","$1,480,306","$813,845","$9,138,861","$470,234","$1,516,952","$14,427,596","$2,075,842","$3,585,546","$10,092,639","$5,557,145","$4,990,196","$11,916,015","$6,619,326","$3,692,474","$3,158,121","$9,310,876","$5,967,907","$6,367,757"
2008,1013,Merrimack Valley Regional Transit Authority,Haverhill,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484","$1,654,100","$320,435","$856,446","$1,255,752","$1,176,765","$3,309,357","$355,131","$74,363","$1,224,423","$5,870,609","$2,212,873","$989,975","$1,209,836","$8,218,061","$8,505,439","$3,112,361","$573,282","$1,986,017"
2008,1014,Worcester Regional Transit Authority,Worcester,MA,"Worcester, MA-CT",74,250,"429,882","$818,515","$957,525","$756,205","$1,286,992","$910,695","$2,686,377","$4,412,361","$9,784,498","$14,317,778","$3,911,484","$1,664,300","$1,827,059","$602,114","$1,003,086","$3,638,276","$1,010,291","$870,025","$1,249,495"
2008,1015,Lewiston-Auburn Transit Committee,Auburn,ME,"Lewiston, ME",447,21,"50,567",$210,"$3,015",,,,$0,,,,,,,,,,,,"$96,149"
2008,1016,Greater Portland Transit District,Portland,ME,"Portland, ME",160,124,"188,080","$2,468",,,"$150,800","$130,773","$137,608","$214,493","$181,705","$159,658","$877,406","$184,864","$224,609","$57,281","$126,959","$727,639","$1,534,203","$1,017,653","$205,355"
2008,1017,Greater Hartford Transit District,Hartford,CT,"Hartford, CT",45,469,"851,535","$3,051,685","$1,614,730","$1,904,234","$1,797,648","$8,691,890","$996,789","$679,558","$1,000,182","$1,066,602","$1,017,523","$1,458,101","$905,162","$1,365,721","$967,632","$2,055,072","$1,375,580","$4,805,325","$1,956,913"
2008,1040,Southeast Area Transit,Preston,CT,"Norwich-New London, CT",174,123,"173,160",,$0,,,,,,,$0,,$0,$0,$0,$0,$0,$0,$0,$0
1997,1041,Westport Transit District C/O Norwalk Transit District,Norwalk,CT,"Norwalk, CT",209,49,"108,888",,"$2,921","$8,322",$0,,,,,,,,,,,,,,
2008,1042,Valley Transit District,Derby,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",$0,"$83,454","$231,351","$15,668","$41,197","$50,087","$6,780","$335,527","$426,320","$27,057","$99,007",$0,"$723,349",$0,,,"$645,871",$0
2008,1045,"Dattco, Inc.",New Britain,CT,"Hartford, CT",45,469,"851,535",$0,$0,$0,,,,,,,,,,,,,,,
2008,1047,"New Britain Transportation Company, Inc.",Berlin,CT,"Hartford, CT",45,469,"851,535",,,,$0,,,$0,$0,$0,$0,$0,$0,,$0,,$0,,$0
2008,1048,Connecticut Transit - Hartford Division,Hartford,CT,"Hartford, CT",45,469,"851,535",,$0,$0,$0,$0,"$2,089,544","$1,889,600",$0,"$472,000",$0,$0,$0,"$6,683,945","$17,181,879","$296,340","$11,710,884","$18,322,237","$18,532,866"
2008,1049,The Greater New Haven Transit District,Hamden,CT,"New Haven, CT",69,285,"531,314","$641,734","$502,651","$523,895","$142,330","$1,321,373","$691,138","$922,007","$1,015,506","$634,944","$634,886","$1,502,632","$1,787,223","$2,574,832","$1,154,220","$1,088,494","$1,914,942","$3,922,469","$1,578,087"
2008,1050,Greater Bridgeport Transit Authority,Bridgeport,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890","$984,500","$44,074","$6,667,927","$102,766","$752,721","$220,501","$238,326","$3,169,550","$761,247","$1,036,003","$776,936","$161,987","$342,940","$9,223,520","$475,197","$2,332,769","$143,661","$635,197"
2008,1051,Housatonic Area Regional Transit,Danbury,CT,"Danbury, CT-NY",186,124,"154,455","$124,511","$484,689","$1,785,006","$467,490","$1,263,278","$2,408,249","$4,441,283","$2,269,342","$146,034","$32,667","$246,990","$2,937,450","$1,058,803","$353,723","$231,137","$173,553","$1,700,782","$2,888,157"
2006,1052,"New Britain Transportation Company, Inc.",Berlin,CT,"Hartford, CT",45,469,"851,535",,,,$0,,$0,$0,$0,$0,$0,$0,$0,,$0,,$0,,
2008,1053,Cape Ann Transportation Authority,Gloucester,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484","$25,034","$29,936","$14,701","$18,859","$131,728","$42,906",$0,"$24,161","$720,000","$1,221,472","$97,483","$355,423","$267,013","$322,840","$866,169","$19,638","$178,141","$169,633"
2008,1055,Connecticut Transit - New Haven Division,Hartford,CT,"New Haven, CT",69,285,"531,314",$0,$0,$0,$0,$0,$0,$0,$0,$0,"$4,440,589",$0,$0,$0,"$17,618,595","$494,056","$1,345,466","$272,414","$590,492"
2008,1056,Connecticut Transit - Stamford Division,Hartford,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",,$0,$0,$0,$0,$0,$0,$0,"$6,412,400",$0,"$6,412,400","$1,373,949","$5,091,096","$1,210,578","$4,042,926","$1,234,563","$401,926","$23,770"
2008,1057,Norwalk Transit District,Norwalk,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890","$2,805,454","$120,876","$440,582","$12,661","$5,115,595","$1,955,130","$954,387","$233,354","$2,138,203","$644,322","$7,826,299","$4,898,499","$2,390","$5,733,395","$320,942","$98,614","$1,310,715","$129,762"
2008,1061,Montachusett Regional Transit Authority,Fitchburg,MA,"Leominster-Fitchburg, MA",234,63,"112,943","$126,513","$284,129","$93,400",$0,"$87,970","$1,275,576","$2,363,472","$308,600","$780,193","$710,002","$1,909,744","$1,049,882","$1,121,004","$5,203,932","$8,131,806","$3,060,547","$2,303,152","$2,559,975"
2008,1063,Middletown Transit District,Middletown,CT,"Hartford, CT",45,469,"851,535","$1,082,666","$154,198","$194,166","$133,082","$37,013",,"$128,808","$20,280","$96,016","$385,598","$21,692","$234,046","$964,579","$853,770","$54,353","$34,673","$296,697",$0
2008,1064,Greater Attleboro-Taunton Regional Transit Authority,Taunton,MA,"Providence, RI-MA",34,504,"1,174,548","$555,256","$1,073,236","$2,874,814","$329,218","$1,904,706","$838,564","$456,637","$1,339,170","$1,370,894","$1,063,426","$674,547","$2,078,691","$2,923,411","$1,760,045","$1,504,950","$2,635,811","$2,110,956","$2,302,646"
2008,1066,Chittenden County Transportation Authority,Burlington,VT,"Burlington, VT",251,62,"105,365","$67,630","$2,172,054","$152,939","$121,993","$130,750","$230,069","$1,274,682","$2,938,401","$741,799","$162,717","$1,661,154","$1,210,817","$2,037,659","$701,713","$1,092,672","$1,000,135","$617,075","$3,925,048"
2008,1069,"The Regional Transportation Program, Inc.",Portland,ME,"Portland, ME",160,124,"188,080","$89,214","$6,984","$165,647","$19,974","$4,800","$190,308","$369,968","$104,635","$206,414","$141,957","$368,299","$9,381","$629,505","$145,688","$58,419",$0,"$141,094","$102,408"
2008,1086,Cooperative Alliance for Seacoast Transportation,Dover,NH,"Dover-Rochester, NH-ME",306,64,"80,456",$0,,"$14,312","$128,955","$181,586","$78,315","$103,851",,,,,,"$357,578","$105,412","$185,344","$70,400","$244,389","$222,347"
2008,1087,Nashua Transit System,Nashua,NH,"Nashua, NH-MA",153,138,"197,155","$21,841","$38,152","$307,866","$137,808","$83,982","$225,983","$226,961","$134,398","$413,136","$63,186","$359,126","$2,211,347","$65,885","$23,373","$211,963","$1,969,696","$2,279,213","$173,421"
2008,1088,Casco Bay Island Transit District,Portland,ME,"Portland, ME",160,124,"188,080","$106,072","$72,336","$410,774","$533,987","$30,554","$83,899","$132,827","$60,528","$204,568","$122,826","$58,283",$0,$0,$0,$0,$0,"$406,956","$82,039"
2001,1089,Transit Express ,Springfield,MA,"Springfield, MA-CT",57,302,"532,747",,,,,,,"$272,197","$751,230",$0,$0,$0,,,,,,,
2008,1095,"Northeast Transportation Company, Inc.",Waterbury,CT,"Waterbury, CT",159,98,"189,026",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$35,958","$83,242","$82,752","$70,047"
2008,1096,City of Bangor - BAT Community Connector,Bangor,ME,"Bangor, ME",385,39,"58,983",$0,"$97,127",,"$14,326","$28,001","$460,169","$10,822","$101,460","$359,544","$49,653","$4,952",$0,"$1,198,476",$0,"$188,400","$186,979",$0,"$19,104"
1993,1097,"Eastern Transportation Services, Inc.",Bangor,ME,"Bangor, ME",328,71,"61,402","$50,941","$4,300","$105,162",,,,,,,,,,,,,,,
2007,1098,"Western Maine Transportation Services, Inc.",Auburn,ME,"Lewiston, ME",447,21,"50,567","$41,699","$35,264","$42,400","$69,253","$51,064",,,"$122,735","$77,350","$59,992","$64,204","$11,760","$97,430","$36,298","$107,806","$30,947","$42,478",
1991,1100,National Railroad Passenger Corporation,Boston,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1995,1101,Kenneth Hudson Inc. dba Hudson Bus Lines,Lewiston,ME,"Lewiston--Auburn, ME",292,84,"71,598",$0,$0,"$16,639",$0,"$7,383",,,,,,,,,,,,,
2008,1102,Connecticut Department of Transportation,Newington,CT,"Hartford, CT",45,469,"851,535","$32,063,680","$57,542,135","$39,844,000","$39,364,700","$44,325,723",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2004,1103,City of Stamford Dial-A-Ride,Stamford,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",,$0,$0,$0,,,,,,,,,,,,,,
2000,1104,Greater Waterbury Transit District ,Waterbury,CT,"Waterbury, CT",144,73,"175,067","$176,384",$0,,$0,,,"$205,668",$0,$0,"$232,906",,,,,,,,
2008,1105,Cape Cod Regional Transit Authority,Hyannis,MA,"Barnstable Town, MA",128,286,"243,667",,,$0,"$43,559","$48,110","$110,150","$488,655","$1,738,037","$442,098","$538,079","$1,560,240","$4,398,155","$1,492,953",$0,"$583,790","$5,406,802","$2,118,172","$2,479,010"
2008,1107,Milford Transit District,Milford,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",,,,,"$11,572","$113,087","$94,893","$637,650","$969,938","$1,314,853","$1,024,963",$0,"$164,700",$0,"$295,445",$0,"$158,886","$341,237"
2008,1108,Greater Hartford Ridesharing Corporation - The Rideshare Company,Windsor,CT,"Hartford, CT",45,469,"851,535",,,,,,,,"$1,600,682","$981,717","$1,717,390","$1,665,947","$1,676,010",,$0,$0,$0,$0,$0
2002,1109,"Comsis Mobility Services, Inc., dba: Intelitran",Providence,RI,"Providence, RI-MA",34,504,"1,174,548",,,,,,,,,,$0,$0,$0,,,,,,
2008,1110,"2Plus Partners in Transportation, Inc",Rocky Hill,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",,,,,,,,,,,,,,,,,$0,$0
2008,1115,Northern New England Passenger Rail Authority,Portland,ME,"Portland, ME",160,124,"188,080",,,,,,,,,,,,,,,"$1,200,000",$0,"$1,874,229","$280,093"
2008,1116,Bonanza,Providence,RI,"Providence, RI-MA",34,504,"1,174,548",,,,,,,,,,,,,,,$0,$0,$0,$0
2008,1117,Plymouth & Brockton Street Railway Company,Plymouth,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",,,,,,,,,,,,,,,,,,$0
2008,1118,MetroWest Regional Transit Authority,Framingham,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",,,,,,,,,,,,,,,,,,"$568,560"
1991,1902,Brush Hill Transportation Company ,Boston,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1991,1905,Hudson Bus Lines ,Medford,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1991,1906,Plymouth & Brockton Street Railway Company,Plymouth,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1991,1907,"A Yankee Line, Inc. ",Boston,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1991,1908,American Eagle Motor Coach ,Fairhaven,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1991,1910,"H & L Bloom, Inc. ",Taunton,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1991,1913,"Big W Transit, Inc. ",Ashland,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1991,1917,"Michaud Bus Lines, Inc. ",Salem,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
2008,2002,Capital District Transportation Authority,Albany,NY,"Albany, NY",62,284,"558,947","$1,521,665","$2,895,601","$2,916,814","$770,644","$1,441,448","$1,166,861","$1,389,303","$5,803,689","$17,676,479","$26,684,160","$17,500,349","$2,840,154","$5,017,353","$5,635,460","$1,087,662","$2,191,825","$4,859,267","$6,882,541"
2008,2003,Broome County Department of Public Transportation,Vestal,NY,"Binghamton, NY-PA",182,76,"158,884",,"$780,943","$99,153","$18,637","$31,580","$3,134,327",$0,"$183,994","$51,349","$4,016,711",$0,$0,$0,$0,$0,$0,$0,"$1,531,351"
2008,2004,Niagara Frontier Transportation Authority,Buffalo,NY,"Buffalo, NY",38,367,"976,703","$5,842,216","$13,414,291","$7,784,459","$14,190,741","$5,353,417","$14,080,917","$14,576,690","$3,601,052","$7,832,874","$9,467,399","$4,527,654","$15,581,748","$13,417,671","$4,408,196","$11,974,420","$5,444,237","$13,321,748","$11,712,585"
2008,2005,Chemung County Transit System,Elmira,NY,"Elmira, NY",350,35,"67,159","$783,041",$0,"$239,872","$108,368",$0,"$89,939","$309,617","$1,387,815","$992,203","$1,125,187","$725,700","$6,241","$8,380","$1,664,091",$0,$0,$0,$0
2008,2006,City of Long Beach,Long Beach,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",,,,$0,"$47,003","$27,011","$514,761","$161,010","$95,725","$49,922","$74,800","$1,397,645","$882,666","$625,212",,$0,$0,$0
2008,2007,"Metropolitan Suburban Bus Authority, dba: MTA Long Island Bus",Garden City,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$10,523,176","$4,501,808","$3,936,639","$498,410","$1,758,972","$12,620,262","$33,429,710","$10,349,204","$5,966,795","$18,318,858","$4,713,336","$9,811,156","$1,384,397","$20,175,825","$4,875,869","$5,247,748","$6,735,386","$12,102,083"
2008,2008,MTA New York City Transit,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$470,077,342","$542,754,095","$388,078,342","$401,364,323","$504,750,000","$582,190,000","$700,401,763","$631,234,355","$448,430,536","$500,942,169","$886,252,028","$625,181,653","$629,522,263","$666,909,392","$817,270,181","$1,095,507,762","$1,107,595,413","$1,523,169,023"
2008,2009,City of Poughkeepsie,Poughkeepsie,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",,"$280,000","$15,495","$783,056",,,,,,,,"$217,410","$86,491","$437,783","$594,243","$136,842","$12,800",
2008,2010,Dutchess County Division of Mass Transportation,Poughkeepsie,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982","$4,238,287","$300,284","$396,576","$2,620,100",$0,"$1,316,811","$696,870","$1,688,886",$0,"$2,052,069","$514,018","$497,800","$44,424","$851,960","$83,347","$300,990","$80,390","$40,477"
2005,2015,City of Rome VIP Transit,Rome,NY,"Utica, NY",233,55,"113,409",$0,,"$21,241",,,,,,,,,,,,,,,
2008,2018,"CNY Centro, Inc. ",Syracuse,NY,"Syracuse, NY",81,180,"402,267","$450,726","$4,705,606","$2,005,276","$590,910","$555,075","$2,645,217","$3,339,346","$7,735,615","$3,344,053","$10,357,378","$9,866,037","$3,263,121","$2,014,876","$2,384,748","$11,142,581","$2,121,863","$5,425,659","$1,660,905"
2004,2021,Utica Transit Authority,Utica,NY,"Utica, NY",233,55,"113,409",$0,"$196,877","$13,501",$0,"$30,632","$686,922",$0,$0,"$3,496,365","$47,591","$24,171",$0,$0,$0,,,,
1993,2038,"Green Bus Lines, Inc. ",Jamaica,NY,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",$0,$0,$0,,,,,,,,,,,,,,,
1993,2039,"Jamaica Buses, Inc. ",Jamaica,NY,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",$0,$0,,,,,,,,,,,,,,,,
