"#","Program Title","Agency/Office","Types of Assistance","Date Modified","Date Published"
"20.320","Rail Line Relocation and Improvement","Department of Transportation / Federal Railroad Administration (FRA)","B - Project Grants (Cooperative Agreements)",8/11/2010 7:58,7/21/2009 18:09
"20.321","RAILROAD SAFETY TECHNOLOGY GRANTS","Department of Transportation / Federal Railroad Administration (FRA)","B - Project Grants",3/3/2010 10:00,3/3/2010 10:00
"20.500","Federal Transit_Capital Investment Grants","Department of Transportation / Federal Transit Administration (FTA)","A - FORMULA GRANTS, B - PROJECT GRANTS",6/29/2010 7:55,1/1/1970 0:00
"20.505","Metropolitan Transportation Planning","Department of Transportation / Federal Transit Administration (FTA)","A - FORMULA GRANTS",6/27/2010 8:21,1/1/1969 0:00
"20.507","Federal Transit_Formula Grants","Department of Transportation / Federal Transit Administration (FTA)","A - FORMULA GRANTS",6/27/2010 8:20,1/1/1975 0:00
"20.509","Formula Grants for Other Than Urbanized Areas","Department of Transportation / Federal Transit Administration (FTA)","A - FORMULA GRANTS",6/27/2010 8:20,1/1/1979 0:00
"20.513","Capital Assistance Program for Elderly Persons and Persons with Disabilities","Department of Transportation / Federal Transit Administration (FTA)","A - FORMULA GRANTS",7/2/2010 7:23,1/1/1987 0:00
"20.514","Public Transportation Research","Department of Transportation / Federal Transit Administration (FTA)","B - PROJECT GRANTS, L - DISSEMINATION OF TECHNICAL INFORMATION, M - TRAINING",7/1/2010 15:28,1/1/1993 0:00
"20.515","State Planning and Research","Department of Transportation / Federal Transit Administration (FTA)","A - FORMULA GRANTS",6/29/2010 7:56,1/1/1994 0:00
"20.516","Job Access_Reverse Commute","Department of Transportation / Federal Transit Administration (FTA)","B - PROJECT GRANTS",6/27/2010 8:21,1/1/2000 0:00
"20.518","Capital and Training Assistance Program for Over-the-Road Bus Accessibility","Department of Transportation / Federal Transit Administration (FTA)","B - PROJECT GRANTS",7/1/2010 15:11,1/1/2000 0:00
"20.519","Clean Fuels","Department of Transportation / Federal Transit Administration (FTA)","B - PROJECT GRANTS",7/1/2010 11:38,1/1/2006 0:00
"20.520","Paul S. Sarbanes Transit in the Parks","Department of Transportation / Federal Transit Administration (FTA)","B - Cooperative Agreements, B - Project Grants",7/1/2010 12:12,10/8/2009 7:37
"20.521","New Freedom Program","Department of Transportation / Federal Transit Administration (FTA)","A - FORMULA GRANTS",7/1/2010 12:13,1/1/2006 0:00
"20.522","Alternatives Analysis","Department of Transportation / Federal Transit Administration (FTA)","B - PROJECT GRANTS",7/1/2010 13:08,1/1/2006 0:00
"20.523","Capital Assistance Program for Reducing Energy Consumption and Greenhouse Gas Emissions","Department of Transportation / Federal Transit Administration (FTA)","B - Project Grants (Discretionary)",8/12/2010 14:06,9/10/2009 9:11
"20.600","State and Community Highway Safety","Department of Transportation / National Highway Traffic Safety Administration (NHTSA)","A - FORMULA GRANTS",6/7/2010 8:17,1/1/1971 0:00
"20.601","Alcohol Impaired Driving Countermeasures Incentive Grants I","Department of Transportation / National Highway Traffic Safety Administration (NHTSA)","B - PROJECT GRANTS",6/7/2010 8:17,1/1/1991 0:00
"20.602","Occupant Protection Incentive Grants","Department of Transportation / National Highway Traffic Safety Administration (NHTSA)","B - PROJECT GRANTS",6/1/2010 11:31,1/1/1992 0:00
"20.607","Alcohol Open Container Requirements","Department of Transportation / National Highway Traffic Safety Administration (NHTSA)","B - PROJECT GRANTS",6/1/2010 11:31,1/1/2004 0:00
"20.608","Minimum Penalties for Repeat Offenders for Driving While Intoxicated","Department of Transportation / National Highway Traffic Safety Administration (NHTSA)","B - PROJECT GRANTS",6/1/2010 11:32,1/1/2004 0:00
"20.609","Safety Belt Performance Grants","Department of Transportation / National Highway Traffic Safety Administration (NHTSA)","B - PROJECT GRANTS",6/1/2010 11:32,1/1/2006 0:00
"20.610","State Traffic Safety Information System Improvement Grants","Department of Transportation / National Highway Traffic Safety Administration (NHTSA)","B - PROJECT GRANTS",6/1/2010 11:32,1/1/2008 0:00
"20.611","Incentive Grant Program to Prohibit Racial Profiling","Department of Transportation / National Highway Traffic Safety Administration (NHTSA)","B - PROJECT GRANTS",6/1/2010 11:33,1/1/2006 0:00
"20.612","Incentive Grant Program to Increase Motorcyclist Safety","Department of Transportation / National Highway Traffic Safety Administration (NHTSA)","B - PROJECT GRANTS",6/1/2010 11:33,1/1/2006 0:00
"20.613","Child Safety and Child Booster Seats Incentive Grants","Department of Transportation / National Highway Traffic Safety Administration (NHTSA)","B - PROJECT GRANTS",6/1/2010 11:34,1/1/2006 0:00
"20.614","National Highway Traffic Safety Administration (NHTSA) Discretionary Safety Grants","Department of Transportation / National Highway Traffic Safety Administration (NHTSA)","B - Cooperative Agreements, B - Project Grants",6/1/2010 11:35,1/1/2006 0:00
"20.701","University Transportation Centers Program","Department of Transportation / Research and Innovative Technology Administration","B - PROJECT GRANTS",8/4/2010 7:56,1/1/1992 0:00
"20.710","Technical Assistance Grants","Department of Transportation / Pipeline and Hazardous Materials Safety Administration","B - Project Grants (Discretionary)",8/4/2010 8:01,7/21/2009 18:09
"20.722","Technology Development Grant","Department of Transportation / Pipeline and Hazardous Materials Safety Administration","B - Project Grants",8/4/2010 8:02,7/30/2009 7:55
"20.761","Biobased Transportation Research","Department of Transportation / Research and Innovative Technology Administration","B - PROJECT GRANTS",7/16/2010 8:05,1/1/2008 0:00
"20.762","Research Grants","Department of Transportation / Research and Innovative Technology Administration","B - Project Grants",7/16/2010 8:05,1/1/2006 0:00
"20.813","Maritime Security Fleet Program","Department of Transportation / Maritime Administration (MARAD)","C - DIRECT PAYMENTS FOR A SPECIFIED USE",8/10/2010 7:42,1/1/1997 0:00
"20.816","Americas Marine Highway Grants","Department of Transportation / Maritime Administration (MARAD)","B - Project Grants",7/15/2010 7:38,7/15/2010 7:38
"20.900","Transportation_Consumer Affairs","Department of Transportation / Office of the Secretary (OST) Administration Secretariate","N - INVESTIGATION OF COMPLAINTS",6/13/2010 21:28,1/1/1985 0:00
"20.901","Payments for Essential Air Services","Department of Transportation / Office of the Secretary (OST) Administration Secretariate","C - DIRECT PAYMENTS FOR A SPECIFIED USE",8/3/2010 10:31,1/1/1985 0:00
"20.907","Entrepreneurial Training and Technical Assistance Women and Girls Program","Department of Transportation / Office of the Secretary (OST) Administration Secretariate","B - Cooperative Agreements",8/3/2010 10:33,10/22/2009 7:45
"20.931","Transportation Planning, Research and Education","Department of Transportation / Research and Innovative Technology Administration","B - PROJECT GRANTS",7/30/2010 7:48,1/1/2006 0:00
"20.932","Surface Transportation _ Discretionary Grants for Capital Investment.","Department of Transportation / Office of the Secretary (OST) Administration Secretariate","B - Project Grants",2/1/2011 12:27,10/4/2009 13:19
"20.933","Surface Transportation Infrastructure _ Discretionary Grants for Capital Investments II","Department of Transportation","B - Project Grants",4/5/2010 7:13,4/5/2010 7:13
"23.003","Appalachian Development Highway System","Appalachian Regional Commission","B - PROJECT GRANTS",9/23/2010 7:53,1/1/1970 0:00
"57.005","Economic Recovery Payments","Railroad Retirement Board","D - Direct Payments with Unrestricted Use",8/30/2010 12:56,5/26/2009 15:39
"88.001","Architectural and Transportation Barriers Compliance Board","Architectural and Transportation Barriers Compliance Board","L - DISSEMINATION OF TECHNICAL INFORMATION",9/17/2008 0:00,1/1/1984 0:00
"97.075","Rail and Transit Security Grant Program","Department of Homeland Security","B - PROJECT GRANTS",7/23/2010 8:39,1/1/2004 0:00
"97.113","Rail and Transit Security Grant Program (ARRA)","Department of Homeland Security","B - Project Grants",8/18/2010 11:04,5/1/2009 16:59
"97.118","Advanced Surveillance Program (ASP)","Department of Homeland Security","B - Project Grants",6/30/2010 19:19,5/1/2009 16:59
"98.010","Denton Program","Agency for International Development","J - PROVISION OF SPECIALIZED SERVICES",9/23/2008 0:00,1/1/2004 0:00
