"#","Program Title","Agency/Office","Types of Assistance","Date Modified","Date Published"
"14.890","Capital Fund Education and Training Community Facilities","Department of Housing and Urban Development / Office of Public and Indian Housing","B - Project Grants",7/12/2010 7:22,7/12/2010 7:22
"15.026","Indian Adult Education","Department of the Interior / Bureau of Indian Affairs","C - DIRECT PAYMENTS FOR A SPECIFIED USE",9/27/2010 8:48,1/1/1997 0:00
"15.028","Tribally Controlled Community College Endowments","Department of the Interior / Bureau of Indian Education","B - PROJECT GRANTS",9/27/2010 8:49,1/1/1997 0:00
"15.042","Indian School Equalization Program","Department of the Interior / Bureau of Indian Education","C - DIRECT PAYMENTS FOR A SPECIFIED USE",9/27/2010 8:56,1/1/1997 0:00
"15.043","Indian Child and Family Education","Department of the Interior / Bureau of Indian Education","B - PROJECT GRANTS, M - TRAINING",9/27/2010 8:56,1/1/1997 0:00
"15.044","Indian Schools_Student Transportation","Department of the Interior / Bureau of Indian Education","C - DIRECT PAYMENTS FOR A SPECIFIED USE",12/1/2010 10:29,1/1/1997 0:00
"15.045","Assistance for Indian Children with Severe Disabilities","Department of the Interior / Bureau of Indian Education","C - DIRECT PAYMENTS FOR A SPECIFIED USE",9/27/2010 8:56,1/1/1997 0:00
"15.046","Administrative Cost Grants for Indian Schools","Department of the Interior / Bureau of Indian Education","B - PROJECT GRANTS",12/1/2010 10:42,1/1/1997 0:00
"15.047","Indian Education Facilities, Operations, and Maintenance","Department of the Interior / Bureau of Indian Affairs","C - DIRECT PAYMENTS FOR A SPECIFIED USE",9/27/2010 8:57,1/1/1997 0:00
"15.058","Indian Post Secondary Schools","Department of the Interior / Bureau of Indian Affairs","M - TRAINING",9/27/2010 8:58,1/1/1997 0:00
"15.059","Indian Graduate Student Scholarships","Department of the Interior / Bureau of Indian Education","B - PROJECT GRANTS",12/1/2010 10:42,1/1/1997 0:00
"15.060","Indian Vocational Training_United Tribes Technical College","Department of the Interior / Bureau of Indian Affairs","D - DIRECT PAYMENTS WITH UNRESTRICTED USE, M - TRAINING",9/27/2010 8:59,1/1/1997 0:00
"15.061","Indian Job Placement_United Sioux Tribes Development Corporation","Department of the Interior / Bureau of Indian Affairs","D - DIRECT PAYMENTS WITH UNRESTRICTED USE, K - ADVISORY SERVICES AND COUNSELING",12/1/2010 10:43,1/1/1997 0:00
"15.062","Replacement and Repair of Indian Schools","Department of the Interior / Bureau of Indian Affairs","C - DIRECT PAYMENTS FOR A SPECIFIED USE",12/2/2010 7:56,1/1/1997 0:00
"15.114","Indian Education_Higher Education Grant Program","Department of the Interior / Bureau of Indian Education","B - PROJECT GRANTS",9/23/2010 7:52,1/1/1965 0:00
"15.124","Indian Loans_Economic Development","Department of the Interior / Bureau of Indian Affairs","F - GUARANTEED/INSURED LOANS",12/2/2010 7:56,1/1/1970 0:00
"15.130","Indian Education_Assistance to Schools","Department of the Interior / Bureau of Indian Education","C - DIRECT PAYMENTS FOR A SPECIFIED USE",9/23/2010 7:52,1/1/1965 0:00
"15.144","Indian Child Welfare Act_Title II Grants","Department of the Interior / Bureau of Indian Affairs","B - PROJECT GRANTS",12/2/2010 7:56,1/1/1980 0:00
"15.146","Ironworker Training Program","Department of the Interior / Bureau of Indian Affairs","B - PROJECT GRANTS",12/2/2010 7:56,1/1/1993 0:00
"15.428","Marine Gas Hydrate Research Activities","Department of the Interior / The Bureau of Ocean Energy Management, Regulation, and Enforcement","B - PROJECT GRANTS",9/30/2010 15:41,1/1/2008 0:00
"15.546","Youth Conservation Program","Department of the Interior / Bureau of Reclamation","B - Cooperative Agreements (Discretionary Grants)",4/16/2011 5:00,7/30/2010 7:44
"15.914","National Register of Historic Places","Department of the Interior / National Park Service","K - ADVISORY SERVICES AND COUNSELING",7/10/2008 0:00,1/1/1976 0:00
"15.942","Environmental Education and Conservation - North Cascades Bioregion","Department of the Interior / National Park Service","C - Direct Payments for Specified Use (Cooperative Agreements), J - Provision of Specialized Services",12/2/2010 7:59,12/2/2010 7:59
"16.100","Desegregation of Public Education","Department of Justice / Civil Rights Division","J - PROVISION OF SPECIALIZED SERVICES",8/27/2010 7:50,1/1/1965 0:00
"16.200","Community Relations Service","Department of Justice / Community Relations Service","J - PROVISION OF SPECIALIZED SERVICES",9/17/2008 0:00,1/1/1967 0:00
"16.596","Correctional Grant Program for Indian Tribes","Department of Justice / Bureau of Justice Assistance","B - PROJECT GRANTS",7/9/2010 7:49,1/1/1996 0:00
"16.602","Corrections_Research and Evaluation and Policy Formulation","Department of Justice / Bureau of Prisons","B - PROJECT GRANTS, J - PROVISION OF SPECIALIZED SERVICES, L - DISSEMINATION OF TECHNICAL INFORMATION",6/20/2008 0:00,1/1/1976 0:00
"16.603","Corrections_Technical Assistance/Clearinghouse","Department of Justice / Bureau of Prisons","B - PROJECT GRANTS, J - PROVISION OF SPECIALIZED SERVICES, L - DISSEMINATION OF TECHNICAL INFORMATION",11/6/2008 0:00,1/1/1976 0:00
"16.684","Supporting Teens through Education and Protection Act of 2005 (STEP Act)","Department of Justice / Violence Against Women Office","B - Project Grants (Discretionary)",10/21/2010 13:12,9/10/2010 7:40
"16.726","Juvenile Mentoring Program","Department of Justice / Office of Juvenile Justice and Delinquency Prevention","B - PROJECT GRANTS",7/8/2010 7:42,1/1/1996 0:00
"16.816","John R.  Justice Prosecutors and Defenders Incentive Act","Department of Justice / Bureau of Justice Assistance","A - Formula Grants",5/6/2010 7:38,5/6/2010 7:38
"17.274","Youthbuild","Department of Labor / Employment Training Administration","B - PROJECT GRANTS",8/26/2010 10:50,1/1/2007 0:00
"17.807","Transition Assistance Program","Department of Labor / Veteran's Employment and Training Service","B - PROJECT GRANTS",8/27/2010 8:02,1/1/2004 0:00
"19.009","Academic Exchange Programs - Undergraduate Programs","U.S. Department of State / Bureau of Educational and Cultural Affairs","B - Cooperative Agreements",12/2/2009 14:18,6/11/2009 14:09
"19.010","Academic Exchange Programs - Humphrey Fellowship Program","U.S. Department of State / Bureau of Educational and Cultural Affairs","B - Cooperative Agreements",12/2/2009 14:18,6/11/2009 14:07
"19.011","Academic Exchange Programs - Special Academic Exchange Programs","U.S. Department of State / Bureau of Educational and Cultural Affairs","B - Cooperative Agreements, B - Project Grants",12/2/2009 14:18,6/11/2009 14:08
"19.012","Professional and Cultural Exchange Programs - Special Professional and Cultural Programs","U.S. Department of State / Bureau of Educational and Cultural Affairs","B - Project Grants",12/2/2009 14:17,6/11/2009 14:07
"19.014","One-Time International Exchange Grant Program","U.S. Department of State / Bureau of Educational and Cultural Affairs","B - Project Grants",12/2/2009 14:16,7/9/2009 18:03
"19.015","Cultural, Technical and Educational Centers","U.S. Department of State / Bureau of Educational and Cultural Affairs","B - Cooperative Agreements",12/2/2009 14:16,7/9/2009 18:03
"19.016","Iraq Assistance Programs","U.S. Department of State / Bureau of Near Eastern Affairs","B - Cooperative Agreements",7/22/2009 12:02,7/22/2009 12:02
"19.020","Charles B. Rangel International Affairs Program","U.S. Department of State / Bureau of Personnel","B - Cooperative Agreements, B - Cooperative Agreements (Discretionary Grants), B - Project Grants (Fellowships)",3/1/2010 8:11,3/1/2010 8:11
"19.021","Investing in People in The Middle East and North Africa","U.S. Department of State / Bureau of Near Eastern Affairs","B - Cooperative Agreements",7/9/2010 7:56,7/9/2010 7:56
"19.023","Overseas Schools Program","U.S. Department of State / Office of Overseas Schools","B - Project Grants",3/17/2011 5:00,3/17/2011 5:00
"19.124","U.S. Department of State","U.S. Department of State / Bureau of East Asian and  Pacific Affairs","B - Cooperative Agreements, B - Cooperative Agreements (Discretionary Grants), B - Project Grants, B - Project Grants (for specified projects)",12/7/2010 10:06,12/7/2010 10:06
"19.300","Program for Study of Eastern Europe and the Independent States of the Former Soviet Union","U.S. Department of State / Bureau of Intelligence and Research","B - PROJECT GRANTS",9/20/2008 0:00,1/1/1992 0:00
"19.400","Academic Exchange Programs - Graduate Students","U.S. Department of State / Bureau of Educational and Cultural Affairs","B - PROJECT GRANTS",12/2/2009 14:16,1/1/2000 0:00
"19.401","Academic Exchange Programs - Scholars","U.S. Department of State / Bureau of Educational and Cultural Affairs","B - Project Grants (Cooperative Agreements)",12/2/2009 14:15,1/1/2000 0:00
"19.402","Professional and Cultural Exchange Programs - International Visitor Leadership Program","U.S. Department of State / Bureau of Educational and Cultural Affairs","B - Project Grants (Cooperative Agreements)",12/2/2009 14:15,1/1/2000 0:00
"19.408","Academic Exchange Programs - Teachers","U.S. Department of State / Bureau of Educational and Cultural Affairs","B - Cooperative Agreements",12/2/2009 14:14,1/1/2000 0:00
"19.415","Professional and Cultural Exchange Programs - Citizen Exchanges","U.S. Department of State / Bureau of Educational and Cultural Affairs","B - Cooperative Agreements, B - Project Grants",12/2/2009 14:13,1/1/2000 0:00
"19.421","Academic Exchange Programs - English Language Programs","U.S. Department of State / Bureau of Educational and Cultural Affairs","B - Cooperative Agreements",12/2/2009 14:07,1/1/2001 0:00
"19.432","Academic Exchange Programs - Educational Advising and Student Services","U.S. Department of State / Bureau of Educational and Cultural Affairs","B - Cooperative Agreements",12/2/2009 14:05,1/1/2005 0:00
"19.501","Public Diplomacy Programs for Afghanistan and Pakistan","U.S. Department of State","B - Cooperative Agreements",11/18/2009 8:30,11/18/2009 8:30
"20.108","Aviation Research Grants","Department of Transportation / Federal Aviation Administration (FAA)","B - PROJECT GRANTS, I - USE OF PROPERTY, FACILITIES, OR EQUIPMENT",8/13/2010 7:50,1/1/1993 0:00
"20.109","Air Transportation Centers of Excellence","Department of Transportation / Federal Aviation Administration (FAA)","B - PROJECT GRANTS, I - USE OF PROPERTY, FACILITIES, OR EQUIPMENT, J - PROVISION OF SPECIALIZED SERVICES",6/11/2010 7:23,1/1/1993 0:00
"20.215","Highway Training and Education","Department of Transportation / Federal Highway Administration (FHWA)","B - Cooperative Agreements, M - TRAINING",7/28/2010 7:50,1/1/1980 0:00
"20.703","Interagency Hazardous Materials Public Sector Training and Planning Grants","Department of Transportation / Pipeline and Hazardous Materials Safety Administration","B - Project Grants (Discretionary)",8/4/2010 7:57,1/1/1993 0:00
"20.806","State Maritime Schools","Department of Transportation / Maritime Administration (MARAD)","C - DIRECT PAYMENTS FOR A SPECIFIED USE, I - USE OF PROPERTY, FACILITIES, OR EQUIPMENT",7/29/2010 7:38,1/1/1981 0:00
"20.807","U.S. Merchant Marine Academy","Department of Transportation / Maritime Administration (MARAD)","M - TRAINING",7/29/2010 7:38,1/1/1981 0:00
"20.907","Entrepreneurial Training and Technical Assistance Women and Girls Program","Department of Transportation / Office of the Secretary (OST) Administration Secretariate","B - Cooperative Agreements",8/3/2010 10:33,10/22/2009 7:45
"39.002","Disposal of Federal Surplus Real Property","General Services Administration","H - Sale, Exchange, or Donation of Property and Goods",8/18/2010 7:54,1/1/1965 0:00
"39.003","Donation of Federal Surplus Personal Property","General Services Administration","H - Sale, Exchange, or Donation of Property and Goods",8/23/2010 9:41,1/1/1965 0:00
"39.007","Sale of Federal Surplus Personal Property","General Services Administration","H - Sale, Exchange, or Donation of Property and Goods",8/23/2010 9:42,1/1/1965 0:00
"40.001","Depository Libraries for Government Publications","Government Printing Office","L - DISSEMINATION OF TECHNICAL INFORMATION",9/18/2008 0:00,1/1/1969 0:00
"40.002","Government Publications Sales and Distribution","Government Printing Office","H - SALE, EXCHANGE, OR DONATION OF PROPERTY OR GOODS, L - DISSEMINATION OF TECHNICAL INFORMATION",9/18/2008 0:00,1/1/1969 0:00
"42.001","Books for the Blind and Physically Handicapped","Library of Congress","I - USE OF PROPERTY, FACILITIES, OR EQUIPMENT",9/23/2008 0:00,1/1/1965 0:00
"43.001","Science","National Aeronautics and Space Administration","B - Cooperative Agreements, B - Cooperative Agreements (Discretionary Grants), B - Project Grants, B - Project Grants (Capacity Building and Complaint Processing, Training), B - Project Grants (Cooperative Agreements), B - Project Grants (Discretionary), B - Project Grants (Fellowships), B - Project Grants (for collaborative design of curriculum, production of, B - Project Grants (for specified projects), B - Project Grants (including individual awards), B - Project Grants (including travel grants), C - Direct Payments for Specified Use, C - Direct Payments for Specified Use (Cooperative Agreements), I - Use of Property, Facilities, and Equipment, M - Training",11/1/2010 7:36,1/1/1969 0:00
"43.002","Aeronautics","National Aeronautics and Space Administration","L - DISSEMINATION OF TECHNICAL INFORMATION",11/1/2010 7:36,1/1/1967 0:00
"43.003","Exploration","National Aeronautics and Space Administration","B - Cooperative Agreements, B - Cooperative Agreements (Discretionary Grants), B - Project Grants, B - Project Grants (Cooperative Agreements or Contracts), B - Project Grants (Cooperative Agreements), B - Project Grants (Discretionary), B - Project Grants (Fellowships), B - Project Grants (for specified projects), B - Project Grants (including individual awards), B - Project Grants (including travel grants), C - Direct Payments for Specified Use, C - Direct Payments for Specified Use (Cooperative Agreements), I - Use of Property, Facilities, and Equipment, J - Provision of Specialized Services, L - Dissemination of Technical Information, M - Training",11/1/2010 7:38,11/1/2010 7:38
"43.007","Space Operations","National Aeronautics and Space Administration","B - Cooperative Agreements, B - Cooperative Agreements (Discretionary Grants), B - Project Grants, B - Project Grants (Cooperative Agreements or Contracts), B - Project Grants (Cooperative Agreements), B - Project Grants (Discretionary), B - Project Grants (Fellowships), B - Project Grants (for collaborative design of curriculum, production of, B - Project Grants (for specified projects), B - Project Grants (including individual awards), B - Project Grants (including travel grants)",11/1/2010 7:37,11/1/2010 7:37
"43.008","Education","National Aeronautics and Space Administration","B - Cooperative Agreements, B - Cooperative Agreements (Discretionary Grants), B - Project Grants, B - Project Grants (Contracts), B - Project Grants (Cooperative Agreements or Contracts), B - Project Grants (Cooperative Agreements), B - Project Grants (Discretionary), B - Project Grants (Fellowships), B - Project Grants (for specified projects), B - Project Grants (including individual awards), B - Project Grants (including travel grants)",11/1/2010 7:37,11/1/2010 7:37
"43.009","Cross Agency Support","National Aeronautics and Space Administration","B - Cooperative Agreements, B - Cooperative Agreements (Discretionary Grants), B - Project Grants, B - Project Grants (Contracts), B - Project Grants (Cooperative Agreements or Contracts), B - Project Grants (Cooperative Agreements), B - Project Grants (Discretionary), B - Project Grants (Fellowships), B - Project Grants (for collaborative design of curriculum, production of, B - Project Grants (for specified projects), B - Project Grants (including individual awards), B - Project Grants (including travel grants)",11/1/2010 7:33,11/1/2010 7:33
"43.010","Construction & Environmental Compliance & Remediation","National Aeronautics and Space Administration","B - Cooperative Agreements, B - Cooperative Agreements (Discretionary Grants), B - Project Grants, B - Project Grants (Contracts), B - Project Grants (Cooperative Agreements or Contracts), B - Project Grants (Cooperative Agreements), B - Project Grants (Discretionary), B - Project Grants (Fellowships), B - Project Grants (for collaborative design of curriculum, production of, B - Project Grants (for specified projects), B - Project Grants (including individual awards), B - Project Grants (including travel grants)",11/1/2010 7:35,11/1/2010 7:35
"45.160","Promotion of the Humanities_Fellowships and Stipends","National Endowment for the Humanities","B - PROJECT GRANTS",8/27/2010 8:07,1/1/1996 0:00
"45.162","Promotion of the Humanities_Teaching and Learning Resources and Curriculum Development","National Endowment for the Humanities","B - PROJECT GRANTS",9/7/2010 19:05,1/1/1996 0:00
"45.163","Promotion of the Humanities_Professional Development","National Endowment for the Humanities","B - PROJECT GRANTS",9/19/2010 20:13,1/1/1996 0:00
"45.164","Promotion of the Humanities_Public Programs","National Endowment for the Humanities","B - PROJECT GRANTS",9/7/2010 19:07,1/1/1996 0:00
"45.301","Museums for America","Institute of Museum and Library Services","B - PROJECT GRANTS, C - DIRECT PAYMENTS FOR A SPECIFIED USE",11/14/2008 0:00,1/1/1982 0:00
"45.302","Museum Assessment Program","Institute of Museum and Library Services","C - DIRECT PAYMENTS FOR A SPECIFIED USE",11/14/2008 0:00,1/1/1998 0:00
"45.303","Conservation Project Support","Institute of Museum and Library Services","B - PROJECT GRANTS, C - DIRECT PAYMENTS FOR A SPECIFIED USE",11/14/2008 0:00,1/1/1998 0:00
"45.304","Conservation Assessment Program","Institute of Museum and Library Services","C - DIRECT PAYMENTS FOR A SPECIFIED USE",11/14/2008 0:00,1/1/1998 0:00
"45.310","Grants to States","Institute of Museum and Library Services","A - FORMULA GRANTS",11/7/2008 0:00,1/1/1998 0:00
"45.311","Native American and Native Hawaiian Library Services","Institute of Museum and Library Services","B - PROJECT GRANTS",5/29/2008 0:00,1/1/1998 0:00
"45.312","National Leadership Grants","Institute of Museum and Library Services","B - PROJECT GRANTS",11/14/2008 0:00,1/1/1998 0:00
"45.313","Laura Bush 21st Century Librarian Program","Institute of Museum and Library Services","B - PROJECT GRANTS",11/14/2008 0:00,1/1/2003 0:00
"47.041","Engineering Grants","National Science Foundation","B - PROJECT GRANTS",9/18/2008 0:00,1/1/1973 0:00
"47.049","Mathematical and Physical Sciences","National Science Foundation","B - PROJECT GRANTS",9/18/2008 0:00,1/1/1976 0:00
"47.070","Computer and Information Science and Engineering","National Science Foundation","B - PROJECT GRANTS",9/18/2008 0:00,1/1/2004 0:00
"47.074","Biological Sciences","National Science Foundation","B - PROJECT GRANTS",9/18/2008 0:00,1/1/1992 0:00
"47.075","Social, Behavioral, and Economic Sciences","National Science Foundation","B - PROJECT GRANTS",9/18/2008 0:00,1/1/1992 0:00
"47.076","Education and Human Resources","National Science Foundation","B - PROJECT GRANTS",9/18/2008 0:00,1/1/1992 0:00
"64.027","Post-9/11 Veterans Educational Assistance","Department of Veterans Affairs","C - Direct Payments for Specified Use",6/1/2010 11:29,6/1/2010 11:29
"64.028","Post-9/11 Veterans Educational Assistance","Department of Veterans Affairs","C - Direct Payments for Specified Use",8/6/2010 7:44,8/6/2010 7:44
