Last_Report_Year,TRS_ID,System_Name,City,State,UZA_NAME,UZA,UZA_Area_SQ_Miles,UZA_Population,Mode,TOS,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
2007,2080,New Jersey Transit Corporation,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",CR,PT,"25,146","26,072","26,470","26,204","26,670","26,649","26,565","27,178","26,214","26,320","25,016","25,489","27,144","25,755","23,180","4,136",
2007,2080,New Jersey Transit Corporation,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,PT,,,"2,528","26,245","71,795","114,921","151,032","210,547","244,475","272,157","305,769","425,525","419,173","545,049","592,483","597,694","542,371"
2007,2080,New Jersey Transit Corporation,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",LR,DO,"45,240","45,615","41,691","43,328","43,590","40,408","40,291","42,058","44,301","45,312","44,404","42,575","47,941","50,222","50,182","49,829","54,470"
2007,2080,New Jersey Transit Corporation,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",LR,PT,,,,,,,,,,"12,122","64,356","75,941","76,000","88,723","142,430","179,276","226,972"
2007,2080,New Jersey Transit Corporation,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"3,957,936","4,059,651","4,056,012","4,219,308","4,202,542","4,087,674","4,147,059","4,038,865","4,274,832","4,292,786","4,446,284","4,482,778","4,518,179","4,400,768","4,551,865","4,624,625","4,719,014"
2007,2080,New Jersey Transit Corporation,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,PT,"392,289","246,529","356,246","365,669","509,007","509,916","511,261","476,469","458,002","426,641","436,524","429,844","450,468","530,692","632,693","663,241","768,756"
2007,2080,New Jersey Transit Corporation,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",VP,PT,,,,,,,,"49,770","82,406","36,963","29,842","71,866","101,629","100,441","94,191","87,930","88,540"
2007,2082,New York City Department of Transportation,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,PT,"209,717","200,561","137,020",,,,,,,,,,,,,,
2007,2082,New York City Department of Transportation,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",FB,DO,"16,360","16,189","16,351","16,276","16,395","16,389","16,300","16,215","16,532","16,532","16,585","16,532","16,532","16,704","16,782","17,337","17,685"
2007,2082,New York City Department of Transportation,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",FB,PT,,,,,,0,0,,,,,,,,,,
2007,2082,New York City Department of Transportation,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,PT,0,"201,797","199,748","203,479","202,543",0,0,0,0,0,0,0,0,0,0,0,"28,222"
2007,2084,Transport of Rockland,Pomona,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,PT,"54,176","55,205","57,500","57,584","55,298","55,344","64,226","76,669","77,195","80,739","87,541","101,384","106,960","111,001","107,349","136,956","192,847"
2007,2085,Clarkstown Mini-Trans,Nanuet,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"19,160","18,316","18,207","17,877","18,145","18,254","18,254","18,254","18,794","18,636","18,583","18,645","18,629","18,880","18,868","18,905","18,800"
2007,2086,Transportation Resources Intra-County for Physically Handicapped and Senior Citizens,Pomona,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,DO,"16,040","16,087","16,016","16,032","15,468","16,400","22,799","26,716","27,228","28,064","28,521","31,426","32,571","35,176","38,577","33,035","31,838"
2007,2089,Village of Spring Valley Bus,Spring Valley,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"6,368","6,368","6,360","6,312","6,367",,,,,,"12,043","3,541",,"6,772","6,444","4,464","4,055"
2007,2096,Putnam County Transit,Carmel,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,PT,,,,,,,,722,"1,075","1,587","2,356","2,758","3,161","3,388","4,447","7,231","7,151"
2007,2096,Putnam County Transit,Carmel,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,PT,"20,401","18,219","21,688","22,045","22,148","23,818","22,047","20,381","18,743","18,743","18,777","20,029","20,029","20,171","20,029","20,029","18,820"
2007,2098,Port Authority Trans-Hudson Corporation,Jersey City,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",FB,PT,"5,149","5,337","9,556","9,950","9,950","9,952","10,464","10,173","10,173","10,255","12,954","38,634","38,120","22,767","18,105","21,252","21,252"
2007,2098,Port Authority Trans-Hudson Corporation,Jersey City,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",HR,DO,"634,376","624,495","636,967","634,463","635,684","645,112","680,268","687,979","697,578","709,262","627,597","582,868","610,331","681,825","683,416","659,407","658,525"
2007,2099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",Staten Island,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",CR,DO,"97,574",,,,,,,,,,,,,,,,
2007,2099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",Staten Island,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",HR,DO,,"81,840","85,970","89,060","87,113","91,295","102,148","101,631","101,888","96,316","101,924","102,060","101,876","103,832","100,034","102,798","103,660"
2007,2100,MTA Long Island Rail Road,Jamaica,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",CR,DO,"1,681,550","1,659,390","1,662,810","1,714,810","1,744,421","1,766,807","1,723,467","1,839,755","1,785,668","2,982,653","2,206,510","2,046,740","1,975,883","1,991,537","1,956,401","2,040,780","2,110,753"
2007,2113,"Regional Transit Service, Inc. and Lift Line, Inc.",Rochester,NY,"Rochester, NY",53,295,"694,396",DR,DO,"40,276","42,130","43,821","39,803","43,614","46,882","48,049","52,586","49,768","47,678","45,644","48,623","48,697","57,098","69,868","75,484","97,529"
2007,2113,"Regional Transit Service, Inc. and Lift Line, Inc.",Rochester,NY,"Rochester, NY",53,295,"694,396",MB,DO,"461,545","452,266","405,889","420,312","422,467","427,338","443,876","447,881","445,749","460,588","465,482","473,375","479,180","474,902","473,029","445,913","438,519"
2007,2116,"Centro of Cayuga, Inc.",Syracuse,NY,"Syracuse, NY",81,180,"402,267",MB,DO,"19,679","20,149","19,888","25,154","27,606","28,962","28,652","28,786","27,503","26,983","28,190","28,165","29,729","29,544","32,096","32,819","32,562"
2007,2116,"Centro of Cayuga, Inc.",Syracuse,NY,"Syracuse, NY",81,180,"402,267",MB,PT,607,746,817,,,,,,,,,,,,,,
2004,2117,"Liberty Lines Express, Inc.",Yonkers,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"204,386",,,,,"194,944","194,892","190,399","193,661","194,549","194,606","196,602","195,900","196,423",,,
2004,2117,"Liberty Lines Express, Inc.",Yonkers,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,PT,,,,,,,,,,,,0,,,,,
1992,2118,Onondaga County,Syracuse,NY,"Syracuse, NY",74,134,"388,918",MB,PT,"22,897","21,456",,,,,,,,,,,,,,,
2007,2119,County of Oneida,Utica,NY,"Utica, NY",233,55,"113,409",MB,PT,"11,038",,,,,,,,,,,,,,,,
2007,2120,Greater Glens Falls Transit System,Queensbury,NY,"Glens Falls, NY",400,35,"57,627",DR,DO,,"1,736","1,736","1,792","1,950","1,875",0,"1,875","1,875","2,033","2,843","2,156","2,252","2,310","2,267","2,245","2,245"
2007,2120,Greater Glens Falls Transit System,Queensbury,NY,"Glens Falls, NY",400,35,"57,627",DR,PT,,,88,134,10,21,1,,,,,,,,,,
2007,2120,Greater Glens Falls Transit System,Queensbury,NY,"Glens Falls, NY",400,35,"57,627",MB,DO,"18,390","18,390","18,390","20,029","18,390","18,390","18,390","18,390","20,872","19,390","18,390","18,244","18,129","18,000","18,000","17,980","18,000"
2007,2122,"Academy Lines, Inc.",Hoboken,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"167,301","167,926","204,984","210,392","218,484","214,938","217,182","286,260","315,218","324,931","417,880","416,943","426,693","384,114","316,108","313,115","308,190"
2007,2126,"Hudson Transit Lines, Inc.",Mahwah,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"214,769","292,441","276,552","281,090","294,639","322,881","322,930","326,160","331,584","326,126","329,863","333,434","168,272","175,040","191,401","191,477","189,527"
2007,2128,Suburban Transit Corporation,New Brunswick,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"284,374","266,859","273,784","266,976","272,610","255,706","258,240","551,814","549,153","524,984","495,248","417,760","352,837","344,570","339,387","295,405","313,075"
1993,2129,"Rockland Coaches, Inc.",Newark,NJ,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",MB,DO,"51,615","38,206","38,966",,,,,,,,,,,,,,
2007,2132,New Jersey Transit Corporation-45,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"1,357,507","1,366,597","1,292,844","1,299,015","1,333,735","1,277,392","1,329,342","174,689","161,857","145,098","147,618","147,916","151,276","152,675","67,400","55,912","56,082"
2007,2135,Monsey New Square Trails Corporation,Spring Valley,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"34,878",,,"24,830","42,564","54,476","78,037","54,096","37,437","37,560","37,560","40,110","44,125","49,125","45,950","47,129","44,645"
2005,2136,Queens Surface Corporation,Flushing,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,"598,927","572,793","499,336","532,247","529,481","528,503","556,627","560,605","580,814","598,506","606,614","506,582","561,442","564,605","87,678",,
2007,2137,Monroe Bus Corporation,Brooklyn,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",MB,DO,,,,,,,,,,,,,,"16,557","21,454","19,334","19,003"
2007,2145,Tompkins Consolidated Area Transit,Ithaca,NY,"Ithaca, NY",421,30,"53,528",DR,DO,,,"13,129",,,,,,,,,,,,,,
2007,2145,Tompkins Consolidated Area Transit,Ithaca,NY,"Ithaca, NY",421,30,"53,528",DR,PT,,,,"10,710","10,250","12,079","12,285","13,460","16,126","18,357","22,426","22,066","22,220","23,192","23,503","24,398","22,476"
2007,2145,Tompkins Consolidated Area Transit,Ithaca,NY,"Ithaca, NY",421,30,"53,528",MB,DO,,,"23,606","23,772","23,951","23,900","24,052","24,066","89,308","99,852","104,988","99,641","103,773","107,725","105,555","108,709","104,437"
2007,2145,Tompkins Consolidated Area Transit,Ithaca,NY,"Ithaca, NY",421,30,"53,528",MB,PT,,,"27,008","38,612","26,836","33,107","32,915","33,090","15,270","15,836","16,607","13,633","13,131","11,472","10,288","10,942","11,167"
1993,2146,"Designated Recipient Services, Inc.",Syracuse,NY,"Syracuse, NY",74,134,"388,918",MB,PT,,,"11,066",,,,,,,,,,,,,,
2006,2147,GTJC,Lynbrook,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,,,,"1,307,319","1,263,094","1,264,391","1,338,643","1,474,169","1,357,572","1,418,287","1,439,167","1,343,335",,,,,
2006,2147,GTJC,Lynbrook,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,PT,,,,,,,,,,,,,"1,399,651","1,377,003","1,322,721","85,878",
2007,2148,Newburgh Beacon Bus Corporation,New Windsor,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",DR,DO,,,,,,,,,,,,"3,215","4,298","4,312","3,978","5,736","5,776"
2007,2148,Newburgh Beacon Bus Corporation,New Windsor,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",MB,DO,,,,,,,,,,,,"9,874","15,350","15,288","14,994","13,978","13,815"
2007,2149,"Rockland Coaches, Inc.",Westwood,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,,,,"164,165","163,888","164,757","166,812","169,969","168,222",,"192,347","195,451","192,870","187,002","184,452","183,862","183,886"
2002,2154,New York Waterway,Weehawken,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",FB,DO,,,,,,,,,,,,0,,,,,
2002,2154,New York Waterway,Weehawken,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",FB,PT,,,,,,,,,,,,0,,,,,
2002,2154,New York Waterway,Weehawken,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,PT,,,,,,,,,,,,0,,,,,
2007,2155,Cumberland County Office on Aging,Bridgeton,NJ,"Vineland, NJ",290,62,"88,724",DR,DO,,,,,,"31,909","34,580","32,851","33,488","39,606","39,026","39,767","43,225","41,496","53,352","36,890","40,613"
1996,2156,"Buffalo Motor Bus, Ltd.",Buffalo,NY,"Buffalo--Niagara Falls, NY",34,286,"954,332",MB,DO,,,,,,"2,068",,,,,,,,,,,
2007,2158,Tioga County,Owego,NY,"Binghamton, NY-PA",182,76,"158,884",DR,DO,,,,,,,"12,096","12,495",,,,"12,495","11,501","9,405",,,
2007,2158,Tioga County,Owego,NY,"Binghamton, NY-PA",182,76,"158,884",DR,PT,,,,,,,,,"7,710","11,938","10,455",,,,"22,191","21,754","21,820"
2007,2158,Tioga County,Owego,NY,"Binghamton, NY-PA",182,76,"158,884",MB,DO,,,,,,,"8,064","8,415",,,,"9,945","10,240","10,087",,,
2007,2158,Tioga County,Owego,NY,"Binghamton, NY-PA",182,76,"158,884",MB,PT,,,,,,,,,"8,481","10,160","9,945",,,,"17,142","11,526","12,168"
2007,2159,"Atlantic Paratrans of NYC, Inc.",Staten Island,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,DO,,,,,,,,"421,043","512,417","799,884","860,396","749,631","749,631","594,276","708,050","765,840","739,239"
2007,2160,"Community Transit, Inc.",Paramus,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,,,,,,,,"55,947","53,526","66,361","66,978","66,180","66,464","67,716","67,765","67,460","67,765"
2007,2161,DeCamp Bus Lines,Montclair,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,,,,,,,,"125,410","126,631","139,844","148,685","137,067","99,440","106,318","108,829","99,805","101,383"
2003,2162,Lafeyette-Greenville IBOA,Jersey City,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,,,,,,,,"75,032","134,411","156,038","131,911","109,856","27,125",,,,
2007,2163,"Lakeland Bus Lines, Inc.",Dover,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,,,,,,,,"89,005","83,580","78,931","77,347","82,419","84,716","83,208","83,163","87,333","90,865"
2004,2164,Leisure Line,Paramus,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,,,,,,,,"7,874","14,732","19,240","17,595","17,340","16,951","17,920",,,
2007,2165,"Olympia Trails Bus Company, Inc.",Elizabeth,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,,,,,,,,"32,588","32,014","129,721","142,941","124,332","80,600","89,334","92,256","77,334","74,705"
2007,2166,"Orange-Newark-Elizabeth, Inc.",Elizabeth,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,,,,,,,,"151,311","165,635","168,837","166,153","164,428","250,673","252,449","255,525","230,878","242,462"
2002,2167,South Orange Avenue IBOA,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,,,,,,,,"118,414","119,978","129,572","127,228","78,233",,,,,
2007,2168,Trans-Hudson Express,Jersey City,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,,,,,,,,"108,459","106,364","115,032","169,113","221,562","299,641","263,302","264,504","231,461","141,735"
2007,2169,"Trans-Bridge Lines, Inc.",Bethlehem,PA,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,,,,,,,,"54,567","55,246","57,001","63,178","67,759","67,916","69,116","67,979","69,116","76,375"
2001,2170,"Vanpool of New Jersey, Inc.",Newark,NJ,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",VP,DO,,,,,,,,,"75,479","73,408","66,234",,,,,,
2007,2171,"Private One of New York, LLC, dba: New York Airport Service",Brooklyn,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,PT,,,,,,,,,"83,538","96,990","91,080","89,298","103,682","102,770","100,319","100,683","99,953"
2007,2172,"Centro of Oswego, Inc.",Syracuse,NY,"Syracuse, NY",81,180,"402,267",MB,DO,,,,,,,,,"34,396","31,681","34,217","35,570","38,098","36,466","37,263","37,074","36,112"
2006,2173,"American Transit, Inc.",Yonkers,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",DR,DO,,,,,,,,,"291,209","348,280","383,935","445,640","513,522","586,293","553,069","611,594",
2007,2175,Private Transportation Corporation,Brooklyn,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,,,,,,,,,,,"13,298","14,111",,,,,
2007,2175,Private Transportation Corporation,Brooklyn,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,PT,,,,,,,,,,,,,"15,120","14,680","14,418","14,713","14,160"
2007,2177,"Adirondack Transit Lines, Inc,",Hurley,NY,"Kingston, NY",424,34,"53,458",MB,DO,,,,,,,,,,,,"121,630","34,013","36,521","40,100","41,296","41,773"
2007,2178,Ulster County Area Transit,Kingston,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",MB,DO,,,,,,,,,,,,"44,892","29,699","31,272","32,510","33,973","34,137"
2007,2178,Ulster County Area Transit,Kingston,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",MB,PT,,,,,,,,,,,,"3,389","3,468","3,495","3,501","3,443","3,438"
2007,2179,"Hendrick Hudson Bus Lines, Inc.",Newburgh,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",MB,DO,,,,,,,,,,,,"13,564","13,300","13,621","13,462","13,426","13,462"
2007,2179,"Hendrick Hudson Bus Lines, Inc.",Newburgh,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",MB,PT,,,,,,,,,,,,0,,,,,
2006,2180,Atlantic Express,Staten Island,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,,,,,,,,,,,,,"23,994","27,542","23,335","28,448",
2006,2180,Atlantic Express,Staten Island,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,PT,,,,,,,,,,,,,0,,,,
2005,2181,Roosevelt Island Operating Corporation,Roosevelt Island,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,,,,,,,,,,,,,"7,969","7,969",,,
2005,2181,Roosevelt Island Operating Corporation,Roosevelt Island,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",TR,DO,,,,,,,,,,,,,"7,969","7,969",,,
2007,2182,Town of Highlands Dial-A-Bus,Highland Falls,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",DR,DO,,,,,,,,,,,,,,319,342,"1,556","1,365"
2007,2183,Town of Monroe Dial-A-Bus,Monroe,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",DR,DO,,,,,,,,,,,,,,"8,032","8,259","8,568","6,819"
2007,2185,"Centro of Oneida, Inc.",Syracruse,NY,"Utica, NY",233,55,"113,409",DR,DO,,,,,,,,,,,,,,,,"10,757","13,336"
2007,2185,"Centro of Oneida, Inc.",Syracruse,NY,"Utica, NY",233,55,"113,409",MB,DO,,,,,,,,,,,,,,,,"73,129","79,220"
2007,2187,Village of Kiryas Joel,Monroe,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",MB,DO,,,,,,,,,,,,,,,,"7,899","7,120"
2007,2188,MTA Bus Company,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",MB,DO,,,,,,,,,,,,,,,0,"2,842,945","3,011,966"
2007,2189,"BillyBey Ferry Company, LLC",New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",FB,DO,,,,,,,,,,,,,,,,,"17,646"
2007,2190,Port Imperial Ferry Corporation dba NY Waterway,Weehawken,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",FB,DO,,,,,,,,,,,,,,,,,"36,272"
1995,2909,"Upstate Transit, Inc.",Saratoga Springs,NY,"Albany--Schenectady--Troy, NY",59,209,"509,106",MB,DO,0,,,"21,750","21,924",,,,,,,,,,,,
1991,2914,"Empire Trailways, Inc.",Rochester,NY,"Rochester, NY",48,220,"619,653",MB,DO,"30,499",,,,,,,,,,,,,,,,
1991,2916,"Yankee Trails, Inc.",Rensselaer,NY,"Albany--Schenectady--Troy, NY",59,209,"509,106",MB,DO,"7,127",,,,,,,,,,,,,,,,
1999,2918,"Carey Transportation, Inc.",New Haven,CT,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",MB,DO,"120,225",0,"114,561","97,514","101,615","99,808","98,038","72,203",,,,,,,,,
1999,2918,"Carey Transportation, Inc.",New Haven,CT,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",MB,PT,,,,,,,,"14,186","88,088",,,,,,,,
1991,2919,"Erin Tours, Inc.",Brooklyn,NY,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",MB,DO,"8,602",,,,,,,,,,,,,,,,
1994,2920,"Metro Apple Express, Inc.",Brooklyn,NY,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",MB,DO,"96,976","39,295",0,"3,638",,,,,,,,,,,,,
1994,2920,"Metro Apple Express, Inc.",Brooklyn,NY,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",MB,PT,,,0,,,,,,,,,,,,,,
1995,2922,"Niagara Scenic Bus Lines, Inc.",Hamburg,NY,"Buffalo--Niagara Falls, NY",34,286,"954,332",MB,DO,"18,200","7,280","7,280",,,,,,,,,,,,,,
1993,2923,Rockland Coaches Inc.,Bergenfield,NJ,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",MB,DO,"126,469","120,951","124,614",,,,,,,,,,,,,,
2007,3001,Kanawha Valley Regional Transportation Authority,Charleston,WV,"Charleston, WV",166,113,"182,991",DR,DO,"16,510","17,763","18,102","19,952","22,736","22,572","23,421","23,467","24,745","25,414","26,744","26,740","26,890","26,992","26,418","26,890","26,602"
2007,3001,Kanawha Valley Regional Transportation Authority,Charleston,WV,"Charleston, WV",166,113,"182,991",MB,DO,"143,608","143,534","143,082","141,069","148,804","145,235","145,318","143,646","145,280","149,428","147,711","147,682","148,617","149,585","152,207","137,660","137,611"
2007,3002,The Tri-State Transit Authority,Huntington,WV,"Huntington, WV-KY-OH",171,107,"177,550",DR,DO,,,,,,,,"7,931","8,236","10,923","10,246","11,084","10,218","19,681","23,038","22,101","21,461"
2007,3002,The Tri-State Transit Authority,Huntington,WV,"Huntington, WV-KY-OH",171,107,"177,550",DR,PT,"3,185","4,030","2,945","4,316","7,020","7,650","8,680","4,910",,,,,,,,,
2007,3002,The Tri-State Transit Authority,Huntington,WV,"Huntington, WV-KY-OH",171,107,"177,550",MB,DO,"45,421","44,577","40,500","42,425","45,302","42,592","41,529","43,938","44,211","48,220","51,978","54,220","54,994","52,934","52,038","54,235","54,079"
2007,3003,Mid-Ohio Valley Transit Authority,Parkersburg,WV,"Parkersburg, WV-OH",297,50,"85,605",DR,DO,"3,324","3,336","4,606","4,490",,,,,,"4,953","4,594","5,266","5,248",,,,
2007,3003,Mid-Ohio Valley Transit Authority,Parkersburg,WV,"Parkersburg, WV-OH",297,50,"85,605",MB,DO,"21,154","21,912","21,801","21,587",,,,,,"28,982","28,507","33,448","31,656",,,,
1999,3004,Peninsula Transportation District Commission,Hampton,VA,"Norfolk--Virginia Beach--Newport News, VA",24,664,"1,323,098",DR,DO,"14,198","18,118","20,544","24,779","27,248","19,986",,,,,,,,,,,
1999,3004,Peninsula Transportation District Commission,Hampton,VA,"Norfolk--Virginia Beach--Newport News, VA",24,664,"1,323,098",DR,PT,530,288,278,274,786,"1,515","24,966","26,907","29,694",,,,,,,,
1999,3004,Peninsula Transportation District Commission,Hampton,VA,"Norfolk--Virginia Beach--Newport News, VA",24,664,"1,323,098",FB,PT,,,,,,,,,"1,204",,,,,,,,
1999,3004,Peninsula Transportation District Commission,Hampton,VA,"Norfolk--Virginia Beach--Newport News, VA",24,664,"1,323,098",MB,DO,"168,370","215,448","219,376","224,330","244,572","245,461","256,643","268,072","270,770",,,,,,,,
1999,3005,Tidewater Transportation District Commission,Norfolk,VA,"Norfolk--Virginia Beach--Newport News, VA",24,664,"1,323,098",DR,DO,"73,930","70,678","64,446","70,968","68,771","67,472","74,160","78,709","75,838",,,,,,,,
1999,3005,Tidewater Transportation District Commission,Norfolk,VA,"Norfolk--Virginia Beach--Newport News, VA",24,664,"1,323,098",DR,PT,,,,"2,574","11,185","25,410","39,749","23,257","19,730",,,,,,,,
1999,3005,Tidewater Transportation District Commission,Norfolk,VA,"Norfolk--Virginia Beach--Newport News, VA",24,664,"1,323,098",FB,PT,"5,711","5,852","6,068","6,067","6,093","6,030","6,117","6,118","5,978",,,,,,,,
1999,3005,Tidewater Transportation District Commission,Norfolk,VA,"Norfolk--Virginia Beach--Newport News, VA",24,664,"1,323,098",MB,DO,"403,379","402,888","405,828","404,615","399,971","413,801","432,189","465,810","506,970",,,,,,,,
1999,3005,Tidewater Transportation District Commission,Norfolk,VA,"Norfolk--Virginia Beach--Newport News, VA",24,664,"1,323,098",VP,DO,"9,576","8,439","6,552","6,300","4,807","5,060","5,040","6,300","7,560",,,,,,,,
2007,3006,Greater Richmond Transit Company,Richmond,VA,"Richmond, VA",46,437,"818,836",DR,DO,,,,,,,,,,,,,,,,,664
2007,3006,Greater Richmond Transit Company,Richmond,VA,"Richmond, VA",46,437,"818,836",DR,PT,"37,950","38,250","49,215","43,925","46,155","46,435","51,255","77,884","90,138","90,052","100,906","97,780","96,863","92,972","88,383","108,820","116,307"
2007,3006,Greater Richmond Transit Company,Richmond,VA,"Richmond, VA",46,437,"818,836",MB,DO,"418,269","422,343","410,855","378,036","376,954","374,091","380,667","379,195","370,105","368,054","367,684","434,605","440,166","424,504","402,243","428,640","420,252"
2007,3006,Greater Richmond Transit Company,Richmond,VA,"Richmond, VA",46,437,"818,836",MB,PT,,,,,,,,,,,,,,,,,609
2007,3006,Greater Richmond Transit Company,Richmond,VA,"Richmond, VA",46,437,"818,836",VP,PT,,,,,,,,"9,906","11,088","11,960","14,147","15,994","18,031","21,222","24,104","25,146","35,784"
2007,3007,Greater Roanoke Transit Company,Roanoke,VA,"Roanoke, VA",152,112,"197,442",DR,PT,"3,900","5,588","9,594","12,889","17,429","17,619","19,326","20,644","23,110","25,914","26,517","28,496","32,739","36,502","38,448","42,212","45,523"
2007,3007,Greater Roanoke Transit Company,Roanoke,VA,"Roanoke, VA",152,112,"197,442",MB,DO,"79,143","82,664","83,225","83,455","94,482","93,260","94,352","94,138","93,370","93,836","99,368","99,076","99,376","99,717","107,298","103,672","104,639"
2007,3008,Greater Lynchburg Transit Company,Lynchburg,VA,"Lynchburg, VA",261,75,"98,714",DR,DO,"2,516","3,142","3,300","3,650","3,619","4,741","3,544","3,838","3,978","3,808","4,125","4,685","5,060","5,133","5,299","5,176","6,165"
2007,3008,Greater Lynchburg Transit Company,Lynchburg,VA,"Lynchburg, VA",261,75,"98,714",MB,DO,"67,226","68,241","68,083","66,472","66,352","61,127","61,152","61,014","61,117","61,311","60,072","68,326","68,798","69,448","70,064","63,789","85,063"
2007,3009,Petersburg Area Transit,Petersburg,VA,"Richmond, VA",46,437,"818,836",DR,DO,,,,,,,,,,,,,,"4,444","4,719","4,716","4,689"
