Last_Report_Year,TRS_ID,System_Name,City,State,UZA_NAME,UZA,UZA_Area_SQ_Miles,UZA_Population,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
2007,0042,Targhee Regional Public Transit Authority,Idaho Falls,ID,"Idaho Falls, ID",351,31,"66,973",,,,,,,,,,"$252,602","$204,375","$180,010",,,,"$268,868",
2007,0043,Link Transit,Wenatchee,WA,"Wenatchee, WA",411,27,"55,425",,,,,,,,,,,,,,"$1,033,256","$1,092,937","$1,179,669","$1,537,572"
2007,0044,Skagit Transit,Burlington,WA,"Mount Vernon, WA",440,32,"51,174",,,,,,,,,,,,,,"$490,445","$1,280,905","$921,002","$841,008"
2007,0045,Fairbanks North Star Borough Transit,Fairbanks,AK,"Fairbanks, AK",434,43,"51,926",,,,,,,,,,,,,,"$639,978","$653,240","$896,327","$566,267"
2007,0046,South Metro Area Regional Transit,Wilsonville,OR,"Portland, OR-WA",23,474,"1,583,138",,,,,,,,,,,,"$196,796","$321,039","$204,433","$542,002","$459,108","$383,114"
2007,0049,"VPSI, Anchorage",Anchorage,AK,"Anchorage, AK",135,79,"225,744",,,,,,,,,,,,,,,,$0,$0
2007,0050,"City of Bend, Public Works Department",Bend,OR,"Bend, OR",401,36,"57,525",,,,,,,,,,,,,,,,,"$1,201,331"
2007,1001,Rhode Island Public Transit Authority,Providence,RI,"Providence, RI-MA",34,504,"1,174,548","$5,002,565","$6,291,163","$8,518,075","$8,547,080","$10,933,919","$8,371,571","$10,382,004","$12,367,507","$6,700,321","$3,980,480","$10,526,750","$14,273,809","$14,684,005","$13,310,459","$12,169,221","$13,921,932","$14,831,873"
2007,1002,Manchester Transit Authority,Manchester,NH,"Manchester, NH",196,71,"143,549","$621,850","$588,412",,"$587,460","$539,006","$521,298","$394,973","$390,980","$577,978","$751,000","$985,564","$839,182","$997,397","$1,105,556","$1,205,503","$1,438,180","$1,423,826"
2007,1003,Massachusetts Bay Transportation Authority,Boston,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484","$18,321,827","$18,641,994","$18,162,518","$17,229,943","$15,216,023","$12,804,006","$6,316,525","$2,927,123","$6,500,000","$6,453,228","$6,500,000","$2,224,876","$1,300,131","$433,100","$6,794,493","$10,884,750","$8,035,587"
2007,1004, Brockton Area Transit Authority,Brockton,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484","$1,152,198","$1,025,000","$985,019","$1,010,000","$1,080,000","$922,279","$944,121","$932,245","$1,050,000","$1,287,946","$1,433,791","$1,341,000","$1,400,000","$1,485,000","$1,655,355","$1,598,409","$1,950,000"
2007,1005,Lowell Regional Transit Authority,Lowell,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484","$984,740","$1,265,000","$1,205,000","$1,405,345","$1,423,180","$1,008,156","$1,008,152","$1,015,124","$1,120,209","$1,115,734","$1,219,892","$1,344,106","$1,407,773","$1,908,453","$1,894,656","$2,209,348","$2,100,350"
2007,1006,Southeastern Regional Transit Authority,New Bedford,MA,"New Bedford, MA",193,63,"146,730","$1,908,486","$1,969,588","$1,863,503","$2,259,973",,"$1,335,584","$1,324,967","$1,433,367","$1,324,967","$1,324,967","$1,800,000","$2,200,000","$2,500,000","$2,768,624","$2,850,000","$3,723,202","$3,639,060"
2007,1007,Berkshire Regional Transit Authority,Pittsfield,MA,"Pittsfield, MA",430,34,"52,772","$420,850","$425,986","$386,531","$330,492","$412,736","$593,696","$246,318","$401,788","$516,273","$470,117",,"$558,725",$0,"$300,111","$1,057,586","$1,381,770","$1,448,830"
2007,1008,Pioneer Valley Transit Authority,Springfield,MA,"Springfield, MA-CT",59,309,"573,610","$637,708","$1,993,333","$1,976,591","$2,045,578","$1,788,448","$1,003,117","$1,041,526","$607,115","$345,346","$886,521","$1,865,019","$1,578,110","$4,404,020","$5,251,444","$5,034,570","$4,597,458","$4,502,920"
2007,1013,Merrimack Valley Regional Transit Authority,Haverhill,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484","$484,096","$412,299","$570,306","$725,326","$793,231","$748,131","$464,261","$867,066","$1,172,600","$1,177,943","$1,137,861","$1,397,546","$1,122,514","$1,468,259","$1,324,157","$1,387,745","$2,121,671"
2007,1014,Worcester Regional Transit Authority,Worcester,MA,"Worcester, MA-CT",74,250,"429,882","$1,513,103","$1,500,336","$1,585,503","$1,725,608","$1,477,546","$1,493,778","$1,675,588","$2,955,586","$3,519,520","$3,757,200","$4,094,518","$3,964,250","$4,617,858","$4,360,332","$3,948,784","$4,737,269","$4,728,657"
1998,1015,"Kenneth Hudson, Inc. dba Hudson Bus Lines",Lewiston,ME,"Lewiston--Auburn, ME",292,84,"71,598","$7,348","$6,244","$4,418",,,"$282,393",,,,,,,,,,,
2007,1016,Greater Portland Transit District,Portland,ME,"Portland, ME",160,124,"188,080","$401,020","$401,020","$401,020","$401,020","$300,000","$254,576","$371,450","$421,381","$372,670","$451,214","$432,323","$615,848","$714,203","$734,543","$936,800","$1,019,367","$1,261,622"
2007,1017,Greater Hartford Transit District,Hartford,CT,"Hartford, CT",45,469,"851,535","$1,520,000","$1,596,000","$1,498,914","$1,606,862","$1,787,000","$936,209","$925,263","$171,700",$0,"$30,640","$86,813",$0,"$204,377","$42,337",$0,"$253,823",$0
2007,1040,Southeast Area Transit,Preston,CT,"Norwich-New London, CT",174,123,"173,160","$159,876",$0,$0,,,,,,$0,,$0,$0,$0,$0,$0,"$222,862",$0
1997,1041,Westport Transit District C/O Norwalk Transit District,Norwalk,CT,"Norwalk, CT",209,49,"108,888",,"$70,304",$0,$0,,,,,,,,,,,,,
2007,1042,Valley Transit District,Derby,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890","$66,471",$0,$0,$0,$0,$0,$0,$0,"$47,124","$115,615",$0,$0,"$4,476",$0,,,"$34,469"
2007,1045,"Dattco, Inc.",New Britain,CT,"Hartford, CT",45,469,"851,535",$0,$0,$0,,,,,,,,,,,,,,
2006,1047,"New Britain Transportation Company, Inc.",Berlin,CT,"Hartford, CT",45,469,"851,535",,,,$0,,,$0,$0,$0,$0,$0,$0,,$0,,$0,
2007,1048,Connecticut Transit - Hartford Division,Hartford,CT,"Hartford, CT",45,469,"851,535","$1,914,151","$600,195","$412,643","$408,800","$120,624",$0,$0,$0,$0,$0,$0,$0,$0,"$796,612","$733,123","$563,991",$0
2007,1049,The Greater New Haven Transit District,Hamden,CT,"New Haven, CT",69,285,"531,314","$550,000","$585,000","$645,000","$1,027,745","$1,020,580","$1,074,058","$1,457,416","$1,272,922","$281,445","$611,413","$167,367",$0,$0,$0,$0,"$2,235",$0
2007,1050,Greater Bridgeport Transit Authority,Bridgeport,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890","$684,135","$1,111,866","$1,300,000","$1,150,000","$1,696,927","$1,252,320","$1,024,403","$908,619","$177,284","$35,975","$363,269","$354,854","$937,259","$905,171","$861,728",$0,"$796,256"
2007,1051,Housatonic Area Regional Transit,Danbury,CT,"Danbury, CT-NY",186,124,"154,455","$595,106","$547,368","$594,477","$512,456","$551,391","$520,707","$526,528","$456,339","$458,582","$478,398","$492,372","$485,592","$489,557","$497,103","$503,027","$522,300","$492,300"
2006,1052,"New Britain Transportation Company, Inc.",Berlin,CT,"Hartford, CT",45,469,"851,535",,,,$0,,$0,$0,$0,$0,$0,$0,$0,,$0,,$0,
2007,1053,Cape Ann Transportation Authority,Gloucester,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484","$37,500","$47,500","$95,302","$185,735","$120,531","$132,106","$114,351","$94,884","$95,000","$96,000","$117,047","$117,047","$67,940","$22,940","$322,940","$322,940","$322,940"
2007,1055,Connecticut Transit - New Haven Division,Hartford,CT,"New Haven, CT",69,285,"531,314","$1,235,107",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2007,1056,Connecticut Transit - Stamford Division,Hartford,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890","$276,450",$0,$0,$0,$0,$0,$0,$0,$0,"$1,651,073","$1,713,706","$1,782,073","$1,953,255","$168,944","$155,513","$119,610",$0
2007,1057,Norwalk Transit District,Norwalk,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890","$175,786","$161,261","$153,487","$180,901","$208,675","$218,571","$220,000","$272,918","$411,060","$443,013","$722,531","$652,922","$680,579","$645,022","$661,365","$628,771","$590,309"
2007,1061,Montachusett Regional Transit Authority,Fitchburg,MA,"Leominster-Fitchburg, MA",234,63,"112,943","$397,501","$460,221","$427,480","$450,000","$443,200","$353,525","$345,256","$341,183","$341,325","$411,000","$395,864","$952,894","$436,202","$722,148","$669,404","$1,325,879","$1,812,434"
2007,1063,Middletown Transit District,Middletown,CT,"Hartford, CT",45,469,"851,535","$179,800","$194,408","$201,909","$195,026","$197,942",,"$193,054","$196,093","$31,806",$0,$0,"$25,477",$0,"$170,380","$173,958","$233,285","$69,611"
2007,1064,Greater Attleboro-Taunton Regional Transit Authority,Taunton,MA,"Providence, RI-MA",34,504,"1,174,548","$878,673","$724,030","$818,411","$850,000","$796,500","$683,410","$636,610","$558,503","$557,157","$828,460","$879,840","$1,239,326","$1,320,060","$1,884,208","$2,075,433","$2,787,455","$3,064,079"
2007,1066,Chittenden County Transportation Authority,Burlington,VT,"Burlington, VT",251,62,"105,365","$372,050","$367,704","$340,001","$368,076","$461,207","$413,912","$404,943","$803,517","$327,623","$565,416","$700,973","$1,107,014","$1,282,652","$1,255,511","$1,786,962","$1,620,553","$2,259,930"
2007,1069,"The Regional Transportation Program, Inc.",Portland,ME,"Portland, ME",160,124,"188,080","$664,218","$933,651","$121,696","$178,272","$100,338","$99,509","$97,777","$99,339","$107,621","$142,642","$185,974","$126,937","$261,618","$215,931","$246,838","$176,520","$246,777"
2007,1086,Cooperative Alliance for Seacoast Transportation,Dover,NH,"Dover-Rochester, NH-ME",306,64,"80,456","$378,741","$411,197","$402,501","$370,808","$394,420","$366,273","$290,355",,,,,,"$1,101,836","$1,204,963","$1,211,685","$1,253,195","$1,199,214"
2007,1087,Nashua Transit System,Nashua,NH,"Nashua, NH-MA",153,138,"197,155","$509,187","$408,919","$482,943","$426,962","$409,321","$418,812","$454,319","$360,335","$376,810","$529,780","$564,619","$830,320","$1,032,193","$1,022,162","$1,077,075","$1,196,364","$1,284,162"
2007,1088,Casco Bay Island Transit District,Portland,ME,"Portland, ME",160,124,"188,080",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$90,000","$291,339","$322,650","$372,563","$393,997","$654,662"
2001,1089,Transit Express ,Springfield,MA,"Springfield, MA-CT",57,302,"532,747","$1,342,802",,,,,,$0,$0,$0,$0,$0,,,,,,
2007,1095,"Northeast Transportation Company, Inc.",Waterbury,CT,"Waterbury, CT",159,98,"189,026",$0,$0,$0,$0,"$7,321","$2,637",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2007,1096,City of Bangor - BAT Community Connector,Bangor,ME,"Bangor, ME",385,39,"58,983","$204,122","$225,357","$222,500","$231,400","$219,397","$152,758","$153,072","$219,291","$254,140","$246,592","$247,459","$280,153","$375,127","$453,379","$520,784","$637,795","$737,102"
1993,1097,"Eastern Transportation Services, Inc.",Bangor,ME,"Bangor, ME",328,71,"61,402","$339,034","$416,819","$367,714",,,,,,,,,,,,,,
2007,1098,"Western Maine Transportation Services, Inc.",Auburn,ME,"Lewiston, ME",447,21,"50,567","$1,195,133","$177,960","$125,206","$100,817","$130,930",,,"$186,430","$235,875","$293,157","$285,401","$316,814","$362,677","$1,623,025","$1,506,399","$1,608,558","$1,190,073"
1991,1100,National Railroad Passenger Corporation,Boston,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,
1995,1101,Kenneth Hudson Inc. dba Hudson Bus Lines,Lewiston,ME,"Lewiston--Auburn, ME",292,84,"71,598","$167,956","$179,317","$189,219","$241,878","$249,394",,,,,,,,,,,,
2007,1102,Connecticut Department of Transportation,Newington,CT,"Hartford, CT",45,469,"851,535","$8,631,135","$7,977,581","$7,189,980","$6,652,115","$4,605,815",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2004,1103,City of Stamford Dial-A-Ride,Stamford,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",,"$199,556","$209,128","$57,729",,,,,,,,,,,,,
2000,1104,Greater Waterbury Transit District ,Waterbury,CT,"Waterbury, CT",144,73,"175,067","$231,216","$222,820","$248,609","$253,135",,,"$303,390","$305,000","$305,000","$305,000",,,,,,,
2007,1105,Cape Cod Regional Transit Authority,Hyannis,MA,"Barnstable Town, MA",128,286,"243,667",,,"$184,450","$220,000","$271,785","$499,193","$639,513","$474,774","$477,408","$640,299","$515,666","$534,000","$978,049","$1,260,913","$1,536,730","$205,636",$0
2007,1107,Milford Transit District,Milford,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",,,,,"$300,000","$254,060","$203,990","$182,237","$74,822","$65,000","$240,663",$0,"$168,223","$79,609",$0,"$58,603","$123,786"
2007,1108,Greater Hartford Ridesharing Corporation - The Rideshare Company,Windsor,CT,"Hartford, CT",45,469,"851,535",,,,,,,,$0,$0,$0,$0,$0,,$0,$0,$0,$0
2002,1109,"Comsis Mobility Services, Inc., dba: Intelitran",Providence,RI,"Providence, RI-MA",34,504,"1,174,548",,,,,,,,,,$0,$0,$0,,,,,
2007,1110,"2Plus Partners in Transportation, Inc",Rocky Hill,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",,,,,,,,,,,,,,,,,$0
2007,1115,Northern New England Passenger Rail Authority,Portland,ME,"Portland, ME",160,124,"188,080",,,,,,,,,,,,,,,"$2,747,082","$2,686,771","$4,982,999"
2007,1116,Bonanza,Providence,RI,"Providence, RI-MA",34,504,"1,174,548",,,,,,,,,,,,,,,"$25,857","$5,085","$6,736"
1991,1902,Brush Hill Transportation Company ,Boston,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,
1991,1905,Hudson Bus Lines ,Medford,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,
1991,1906,Plymouth & Brockton Street Railway Company,Plymouth,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,
1991,1907,"A Yankee Line, Inc. ",Boston,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,
1991,1908,American Eagle Motor Coach ,Fairhaven,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,
1991,1910,"H & L Bloom, Inc. ",Taunton,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,
1991,1913,"Big W Transit, Inc. ",Ashland,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,
1991,1917,"Michaud Bus Lines, Inc. ",Salem,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,
2007,2002,Capital District Transportation Authority,Albany,NY,"Albany, NY",62,284,"558,947","$3,643,370","$3,403,700","$2,237,308","$1,566,506","$3,801,505","$2,792,815",$0,"$2,476,220","$1,048,468","$1,302,278","$2,592,488","$5,855,207","$2,155,377","$3,239,237","$3,286,433","$4,694,000","$2,458,102"
2007,2003,Broome County Department of Public Transportation,Vestal,NY,"Binghamton, NY-PA",182,76,"158,884","$1,100,000","$1,010,167","$1,107,207","$1,096,794","$1,015,026","$783,317","$831,456","$734,983","$812,014","$822,200","$1,623,800","$1,625,400","$2,109,848","$2,097,882","$1,655,700","$2,146,482","$2,605,700"
2007,2004,Niagara Frontier Transportation Authority,Buffalo,NY,"Buffalo, NY",38,367,"976,703","$6,158,728","$6,092,684","$6,047,468","$6,018,395","$6,034,124","$5,780,809","$5,371,357","$5,039,317","$2,854,435","$3,877,554","$4,308,345","$4,916,717","$4,850,684","$8,309,486","$8,389,991","$11,289,497","$11,674,868"
2007,2005,Chemung County Transit System,Elmira,NY,"Elmira, NY",350,35,"67,159","$427,432","$427,432","$409,147","$470,232","$457,965","$348,474","$348,474","$363,037","$496,162","$594,900","$896,485","$595,800","$745,493","$591,200","$592,400","$910,761","$903,264"
2007,2006,City of Long Beach,Long Beach,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",,"$40,978","$40,903","$40,911","$36,313","$19,025","$19,100","$19,015",$5,$0,$0,$0,"$36,231",$0,,$0,$0
2007,2007,"Metropolitan Suburban Bus Authority, dba: MTA Long Island Bus",Garden City,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$1,299,984","$1,290,795","$1,307,996","$1,292,101","$1,143,860","$599,287","$599,120","$3,420,134","$3,340,980","$3,849,004","$3,728,107","$3,523,948","$3,650,351","$3,386,308","$4,542,786","$4,684,744","$4,869,008"
2007,2008,MTA New York City Transit,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$71,527,266","$71,118,631","$71,079,130","$69,176,634","$55,544,383","$33,029,830","$24,805,132",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2007,2009,City of Poughkeepsie,Poughkeepsie,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982","$278,000","$278,000","$294,000","$381,572",,,,,,,,"$252,240","$278,240","$447,126","$411,716","$332,496","$319,325"
2007,2010,Dutchess County Division of Mass Transportation,Poughkeepsie,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982","$461,200","$557,000","$583,397","$713,000","$749,330","$694,441","$452,579","$482,560","$429,800","$435,400","$442,500","$441,000","$432,000","$542,000","$590,000","$678,500","$759,700"
2005,2015,City of Rome VIP Transit,Rome,NY,"Utica, NY",233,55,"113,409","$139,543","$165,265","$165,265",,,,,,,,,,,,,,
2007,2018,"CNY Centro, Inc. ",Syracuse,NY,"Syracuse, NY",81,180,"402,267","$1,793,611","$1,762,354","$1,765,000","$1,751,672","$2,675,845","$1,311,513","$1,577,730","$1,015,580","$632,038","$34,800","$38,100","$1,223,458","$1,796,646","$2,019,886","$2,155,455","$2,182,819","$2,513,179"
2004,2021,Utica Transit Authority,Utica,NY,"Utica, NY",233,55,"113,409","$481,709","$554,056","$472,089","$538,000","$553,863","$422,199","$432,308","$731,115","$778,967","$850,494","$910,636","$961,734","$892,264","$1,049,972",,,
1993,2038,"Green Bus Lines, Inc. ",Jamaica,NY,"New York, NY--Northeastern NJ",1,"2,967","16,044,012","$1,276,974",$0,$0,,,,,,,,,,,,,,
1993,2039,"Jamaica Buses, Inc. ",Jamaica,NY,"New York, NY--Northeastern NJ",1,"2,967","16,044,012","$863,360",$0,$0,,,,,,,,,,,,,,
2005,2040,"New York Bus Tours, Inc., dba: New York Bus Service",Bronx,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$342,025",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,,
1993,2046,Triboro Coach Corporation ,Jackson Heights,NY,"New York, NY--Northeastern NJ",1,"2,967","16,044,012","$893,621",$0,$0,,,,,,,,,,,,,,
2007,2071,Huntington Area Rapid Transit,Huntington Station,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$51,587","$51,222","$51,139","$51,274","$45,391","$23,781","$23,775","$23,775",$0,"$103,775","$84,553","$52,509",$0,$0,$0,$0,$0
2007,2072,Suffolk County Department of Public Works - Transportation Division,Yaphank,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$665,312","$1,238,308","$954,582","$956,305","$581,008","$635,860","$527,908","$1,324,115","$822,902","$1,212,111","$1,134,061","$1,433,381","$3,648,529","$3,800,964","$2,273,112","$2,418,037","$2,897,242"
1993,2073,"Command Bus Company, Inc. ",Brooklyn,NY,"New York, NY--Northeastern NJ",1,"2,967","16,044,012","$576,028",$0,$0,,,,,,,,,,,,,,
2007,2075,Port Authority Transit Corporation,Lindenwold,NJ,"Philadelphia, PA-NJ-DE-MD",4,"1,800","5,149,079",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,009,568","$1,234,477"
2007,2076,Westchester County Bee-Line System,Mount Vernon,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$785,526","$1,662,000","$616,246","$635,922",$0,"$1,088,000","$1,500,000","$1,830,045",$0,$0,"$2,870,530","$803,581",$0,"$210,418","$355,489","$337,568","$321,328"
2007,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$7,175,738","$7,234,557","$7,322,581","$7,129,260","$5,643,497","$3,372,017","$2,873,369",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
