9-16-2008,"The Federal Reserve Board authorizes the Federal Reserve Bank of New York to lend up to $85 billion to the American International Group (AIG) under Section 13(3) of the Federal Reserve Act."
9-16-2008,"The FOMC votes to maintain its target for the federal funds rate at 2.00 percent."
9-16-2008,"The net asset value of shares in the Reserve Primary Money Fund falls below $1, primarily due to losses on Lehman Brothers commercial paper and medium-term notes."
9-17-2008,"The U.S. Treasury Department announces a Supplementary Financing Program consisting of a series of Treasury bill issues that will provide cash for use in Federal Reserve initiatives."
9-17-2008,"The SEC announces a temporary emergency ban on short selling in the stocks of all companies in the financial sector."
9-18-2008,"The FOMC expands existing swap lines by $180 billion and authorizes new swap lines with the Bank of Japan, Bank of England, and Bank of Canada."
9-19-2008,"The Federal Reserve Board announces the creation of the Asset-Backed Commercial Paper Money Market Mutual Fund Liquidity Facility (AMLF) to extend non-recourse loans at the primary credit rate to U.S. depository institutions and bank holding companies to finance their purchase of high-quality asset-backed commercial paper from money market mutual funds. The Federal Reserve Board also announces plans to purchase federal agency discount notes (short-term debt obligations issued by Fannie Mae, Freddie Mac, and Federal Home Loan Banks) from primary dealers."
9-19-2008,"The U.S. Treasury Department announces a temporary guaranty program that will make available up to $50 billion from the Exchange Stabilization Fund to guarantee investments in participating money market mutual funds."
9-20-2008,"The U.S. Treasury Department submits draft legislation to Congress for authority to purchase troubled assets."
9-21-2008,"The Federal Reserve Board approves applications of investment banking companies Goldman Sachs and Morgan Stanley to become bank holding companies."
9-24-2008,"The FOMC establishes new swap lines with the Reserve Bank of Australia and the Sveriges Riksbank for up to $10 billion each and with the Danmarks Nationalbank and the Norges Bank for up to $5 billion each. The swap lines are authorized through January-30-2009."
9-25-2008,"The Office of Thrift Supervision closes Washington Mutual Bank. JPMorgan Chase acquires the banking operations of Washington Mutual in a transaction facilitated by the FDIC."
9-26-2008,"The FOMC increases existing swap lines with the ECB by $10 billion and the Swiss National Bank by $3 billion."
9-29-2008,"The FOMC authorizes a $330 billion expansion of swap lines with Bank of Canada, Bank of England, Bank of Japan, Danmarks Nationalbank, ECB, Norges Bank, Reserve Bank of Australia, Sveriges Riksbank, and Swiss National Bank Swap lines outstanding now total $620 billion. The Federal Reserve Board expands the TAF, announcing an increase in the size of the 84-day maturity auction to $75 billion and two forward TAF auctions totaling $150 billion to provide short-term (one- to two-week) TAF credit over year-end."
9-29-2008,"The U.S. Treasury Department opens its Temporary Guarantee Program for Money Market Funds [see note for September 19]. The temporary guarantee program provides coverage to shareholders for amounts that they held in participating money market funds as of the close of business on September-19-2008."
9-29-2008,"The FDIC announces that Citigroup will purchase the banking operations of Wachovia Corporation. The FDIC agrees to enter into a loss-sharing arrangement with Citigroup on a $312 billion pool of loans, with Citigroup absorbing the first $42 billion of losses and the FDIC absorbing losses beyond that. In return, Citigroup would grant the FDIC $12 billion in preferred stock and warrants."
9-29-2008,"The U.S. House of Representatives rejects legislation submitted by the Treasury Department requesting authority to purchase troubled assets from financial institutions [see note for September 20]."
10-3-2008,"Wells Fargo announces a competing proposal to purchase Wachovia Corporation that does not require assistance from the FDIC."
10-3-2008,"Congress passes and President Bush signs into law the Emergency Economic Stabilization Act of 2008 (Public Law 110-343), which establishes the $700 billion Troubled Asset Relief Program (TARP)."
10-6-2008,"The Federal Reserve Board announce that the Fed will pay interest on depository institutions' required and excess reserve balances at an average of the federal funds target rate less 10 basis points on required reserves and less 75 basis points on excess reserves."
10-7-2008,"The Federal Reserve Board announces the creation of the Commercial Paper Funding Facility (CPFF), which will provide a liquidity backstop to U.S. issuers of commercial paper through a special purpose vehicle that will purchase three-month unsecured and asset-backed commercial paper directly from eligible issuers."
10-7-2008,"The FDIC announces an increase in deposit insurance coverage to $250,000 per depositor as authorized by the Emergency Economic Stabilization Act of 2008."
10-8-2008,"The Federal Reserve Board authorizes the Federal Reserve Bank of New York to borrow up to $37.8 billion in investment-grade, fixed-income securities from American International Group (AIG) in return for cash collateral."
10-8-2008,"The FOMC votes to reduce its target for the federal funds rate 50 basis points to 1.50 percent. The Federal Reserve Board votes to reduce the primary credit rate 50 basis points to 1.75 percent."
10-12-2008,"The Federal Reserve Board announces its approval of an application by Wells Fargo &amp; Co. to acquire Wachovia Corporation."
10-13-2008,"The FOMC increases existing swap lines with foreign central banks. The Bank of England, European Central Bank, and Swiss National Bank announce that they will conduct tenders of U.S. dollar funding at 7-, 28-, and 84-day maturities at fixed interest rates."
10-14-2008,"The Federal Reserve announces additional details of the Commercial Paper Funding Facility (CPFF)."
10-14-2008,"The FOMC increases its swap line with the Bank of Japan."
10-14-2008,"U.S. Treasury Department announces the Troubled Asset Relief Program (TARP) that will purchase capital in financial institutions under the authority of the Emergency Economic Stabilization Act of 2008. The U.S. Treasury will make available $250 billion of capital to U.S. financial institutions. This facility will allow banking organizations to apply for a preferred stock investment by the U.S. Treasury. Nine large financial organizations announce their intention to subscribe to the facility in an aggregate amount of $125 billion."
10-14-2008,"The FDIC creates a new Temporary Liquidity Guarantee Program to guarantee the senior debt of all FDIC-insured institutions and their holding companies, as well as deposits in non-interest-bearing deposit transaction through June-30-2009."
10-21-2008,"The Federal Reserve Board announces creation of the Money Market Investor Funding Facility (MMIFF). Under the facility, the Federal Reserve Bank of New York provides senior secured funding to a series of special purpose vehicles to facilitate the purchase of assets from eligible investors, such as U.S. money market mutual funds. Among the assets the facility will purchase are U.S. dollar-denominated certificates of deposit and commercial paper issued by highly rated financial institutions with a maturity of 90 days or less."
10-22-2008,"The Federal Reserve Board announces that it will alter the formula used to determine the interest rate paid to depository institutions on excess reserve balances. The new rate will be set equal to the lowest FOMC target rate in effect during the reserve maintenance period less 35 basis points."
10-24-2008,"PNC Financial Services Group Inc. purchases National City Corporation, creating the fifth largest U.S. bank."
10-28-2008,"The U.S. Treasury Department purchases a total of $125 billion in preferred stock in nine U.S. banks under the Capital Purchase Program."
10-28-2008,"The FOMC and Reserve Bank of New Zealand establish a $15 billion swap line."
10-29-2008,"The FOMC votes to reduce its target for the federal funds rate 50 basis points to 1.00 percent. The Federal Reserve Board reduces the primary credit rate 50 basis points to 1.25 percent."
10-29-2008,"The FOMC also establishes swap lines with the Banco Central do Brasil, Banco de Mexico, Bank of Korea, and the Monetary Authority of Singapore for up to $30 billion each."
10-29-2008,"The International Monetary Fund (IMF) announces the creation of a short-term liquidity facility for market-access countries."
11-5-2008,"The Federal Reserve Board announces that it will alter the formula used to determine the interest rate paid to depository institutions on required and excess reserve balances. The rate on required reserves will be set equal to the average target federal funds rate over the reserve maintenance period. The rate on excess balances will be set equal to the lowest FOMC target rate in effect during the reserve maintenance period."
11-10-2008,"The Federal Reserve Board approves the applications of American Express and American Express Travel Related Services to become bank holding companies."
11-10-2008,"The Federal Reserve Board and the U.S. Treasury Department announce a restructuring of the government's financial support of AIG. The Treasury will purchase $40 billion of AIG preferred shares under the TARP program, a portion of which will be used to reduce the Federal Reserve's loan to AIG from $85 billion to $60 billion. The terms of the loan are modified to reduce the interest rate to the three-month LIBOR plus 300 basis points and lengthen the term of the loan from two to five years. The Federal Reserve Board also authorizes the Federal Reserve Bank of New York to establish two new lending facilities for AIG: The Residential Mortgage- Backed Securities Facility will lend up to $22.5 billion to a newly formed limited liability company (LLC) to purchase residential MBS from AIG; the Collateralized Debt Obligations Facility will lend up to $30 billion to a newly formed LLC to purchase CDOs from AIG (Maiden Lane III LLC)."
11-11-2008,"The U.S. Treasury Department announces a new streamlined loan modification program with cooperation from the Federal Housing Finance Agency (FHFA), Department of Housing and Urban Development, and the HOPE NOW alliance."
11-12-2008,"U.S. Treasury Secretary Paulson formally announces that the Treasury has decided not to use TARP funds to purchase illiquid mortgage-related assets from financial institutions."
11-14-2008,"The U.S. Treasury Department purchases a total of $33.5 billion in preferred stock in 21 U.S. banks under the Capital Purchase Program."
11-17-2008,"Three large U.S. life insurance companies seek TARP funding: Lincoln National, Hartford Financial Services Group, and Genworth Financial announce their intentions to purchase lenders/depositories and thus qualify as savings and loan companies to access TARP funding."
11-18-2008,"Executives of Ford, General Motors, and Chrysler testify before Congress, requesting access to the TARP for federal loans."
11-20-2008,"Fannie Mae and Freddie Mac announce that they will suspend mortgage foreclosures until January 2009."
11-21-2008,"The U.S. Treasury Department announces that it will help liquidate The Reserve Fund's U.S. Government Fund. The Treasury agrees to serve as a buyer of last resort for the fund's securities to ensure the orderly liquidation of the fund."
11-21-2008,"The U.S. Treasury Department purchases a total of $3 billion in preferred stock in 23 U.S. banks under the Capital Purchase Program."
11-23-2008,"The U.S. Treasury Department, Federal Reserve Board, and FDIC jointly announce an agreement with Citigroup to provide a package of guarantees, liquidity access, and capital. Citigroup will issue preferred shares to the Treasury and FDIC in exchange for protection against losses on a $306 billion pool of commercial and residential securities held by Citigroup. The Federal Reserve will backstop residual risk in the asset pool through a non-recourse loan. In addition, the Treasury will invest an additional $20 billion in Citigroup from the TARP."
11-25-2008,"The Federal Reserve Board announces the creation of the Term Asset-Backed Securities Lending Facility (TALF), under which the Federal Reserve Bank of New York will lend up to $200 billion on a non-recourse basis to holders of AAA-rated asset-backed securities and recently originated consumer and small business loans. The U.S. Treasury will provide $20 billion of TARP money for credit protection."
11-25-2008,"The Federal Reserve Board announces a new program to purchase direct obligations of housing related government-sponsored enterprises (GSEs)—Fannie Mae, Freddie Mac and Federal Home Loan Banks—and MBS backed by the GSEs. Purchases of up to $100 billion in GSE direct obligations will be conducted as auctions among Federal Reserve primary dealers. Purchases of up to $500 billion in MBS will be conducted by asset managers."
11-26-2008,"The Federal Reserve Board announces approval of the notice of Bank of America Corporation to acquire Merrill Lynch and Company."
12-2-2008,"The Federal Reserve Board announces that it will extend three liquidity facilities, the Primary Dealer Credit Facility (PDCF), the Asset-Backed Commercial Paper Money Market Fund Liquidity Facility (AMLF), and the Term Securities Lending Facility (TSLF) through April-30-2009."
12-3-2008,"The SEC approves measures to increase transparency and accountability at credit rating agencies and thereby ensure that firms provide more meaningful ratings and greater disclosure to investors."
12-5-2008,"The U.S. Treasury Department purchases a total of $4 billion in preferred stock in 35 U.S. banks under the Capital Purchase Program."
12-10-2008,"The FDIC reiterates the guarantee of federal deposit insurance in the event of a bank failure."
12-11-2008,"The Business Cycle Dating Committee of the National Bureau of Economic Research announces that a peak in U.S. economic activity occurred in December 2007 and that the economy has since been in a recession."
12-12-2008,"The U.S. Treasury Department purchases a total of $6.25 billion in preferred stock in 28 U.S. banks under the Capital Purchase Program."
12-15-2008,"The Federal Reserve Board announces that it has approved the application of PNC Financial Services to acquire National City Corporation."
12-16-2008,"The FOMC votes to establish a target range for the effective federal funds rate of 0 to 0.25 percent. The Federal Reserve Board votes to reduce the primary credit rate 75 basis points to 0.50 percent. The Federal Reserve Board also establishes the interest rates on required reserve balances and excess balances at 0.25 percent for reserve maintenance periods beginning December-18-2008."
12-19-2008,"The U.S. Treasury Department authorizes loans of up to $13.4 billion for General Motors and $4.0 billion for Chrysler from the TARP."
12-19-2008,"The Federal Reserve Board announces revised terms and conditions of the Term Asset-Backed Securities Loan Facility (TALF). Among the revisions are an extension of TALF loans from maturities of one year to three years and an expansion of eligible ABS collateral."
12-19-2008,"The U.S. Treasury Department purchases a total of $27.9 billion in preferred stock in 49 U.S. banks under the Capital Purchase Program."
12-22-2008,"The Federal Reserve Board approves the application of CIT Group Inc., an $81 billion financing company, to become a bank holding company. The Board cites \"unusual and exigent circumstances affecting the financial markets\" for expeditious action on CIT Group's application."
12-23-2008,"The U.S. Treasury Department purchases a total of $15.1 billion in preferred stock from 43 U.S. banks under the Capital Purchase Program."
12-24-2008,"The Federal Reserve Board approves the applications of GMAC LLC and IB Finance Holding Company, LLC (IBFHC) to become bank holding companies, on conversion of GMAC Bank, a $33 billion Utah industrial loan company, to a commercial bank. GMAC Bank is a direct subsidiary of IBFHC and an indirect subsidiary of GMAC LLC, a $211 billion company. The Board cites \"unusual and exigent circumstances affecting the financial markets\" for expeditious action on these applications. As part of the agreement, General Motors will reduce its ownership interest in GMAC to less than 10 percent."
12-29-2008,"The U.S. Treasury Department announces that it will purchase $5 billion in equity from GMAC as part of its program to assist the domestic automotive industry. The Treasury also agrees to lend up to $1 billion to General Motors "so that GM can participate in a rights offering at GMAC in support of GMAC's reorganization as a bank holding company." This commitment is in addition to the support announced on December-19-2008."
12-30-2008,"The Federal Reserve Board announces that it expects to begin to purchase mortgage-backed securities backed by Fannie Mae, Freddie Mac and Ginnie Mae under a previously announced program in early January 2009 (see November-25-2008)."
12-30-2008,"The U.S. Securities and Exchange Commission (SEC) releases a report that recommends against the suspension of fair value accounting standards. The report was mandated by the Emergency Economic Stabilization Act of 2008 (EESA)."
12-31-2008,"The U.S. Treasury Department purchases a total of $1.91 billion in preferred stock from seven U.S. banks under the Capital Purchase Program."
1-5-2009,"The Federal Reserve Bank of New York begins purchasing fixed-rate mortgage-backed securities guaranteed by Fannie Mae, Freddie Mac and Ginnie Mae under a program first announced on November-25-2008."
1-7-2009,"The Federal Reserve Board announces two changes to the Money Market Investor Funding Facility (MMIFF) that 1) expand the set of institutions eligible to participate in the MMIFF and 2) reduce the minimum yield on assets eligible to be sold to the MMIFF."
1-8-2009,"Moody's Investor Services issues a report suggesting that the Federal Home Loan Banks are currently facing the potential for significant accounting write-downs on their $76.2 billion private-label MBS securities portfolio. According to Moody's, only four of 12 Banks' capital ratios would remain above regulatory minimums under a worst-case scenario."
1-9-2009,"The Congressional Oversight Panel issues its second monthly report on the expenditure of the Troubled Asset Relief Program (TARP)."
1-9-2009,"The U.S. Treasury Department purchases a total of $4.8 billion in preferred stock from 43 U.S. banks under the Capital Purchase Program."
1-12-2009,"The FDIC issues a letter to FDIC-supervised institutions calling on them to implement a process to monitor their use of capital injections, liquidity support and/or financing guarantees obtained through Treasury, FDIC, and Federal Reserve financial stability programs."
1-12-2009,"At the request of President-Elect Obama, President Bush submits a request to Congress for the remaining $350 billion in TARP funding for use by the incoming administration."
1-13-2009,"The Federal Home Loan Bank of Seattle reports that it will likely report a risk-based capital deficiency and suspend its dividend because of a decline in the market value of its mortgage-backed securities portfolio. The move follows a similar announcement on January 8 by the Federal Home Loan Bank of San Francisco."
1-16-2009,"The U.S. Treasury Department purchases a total of $1.4 billion in preferred stock from 39 U.S. banks under the Capital Purchase Program."
1-16-2009,"The Treasury, Federal Reserve, and FDIC announce a package of guarantees, liquidity access, and capital for Bank of America. The Treasury and the FDIC will enter a loss-sharing arrangement with Bank of America on a $118 billion portfolio of loans, securities, and other assets in exchange for preferred shares. In addition, and if necessary, the Federal Reserve will provide a non-recourse loan to back-stop residual risk in the portfolio. Separately, the Treasury will invest $20 billion in Bank of America from the TARP in exchange for preferred stock."
1-16-2009,"The Treasury, Federal Reserve and FDIC finalize terms of their guarantee agreement with Citigroup. (See announcement on November-23-2008.)"
1-16-2009,"The Treasury Department announces that it will lend $1.5 billion from the TARP to a special purpose entity created by Chrysler Financial to finance the extension of new consumer auto loans."
1-23-2009,"The U.S. Treasury Department purchases a total of $326 million in preferred stock from 23 U.S. banks under the Capital Purchase Program."
1-28-2009,"The National Credit Union Administration (NCUA) Board announces that the NCUA will guarantee uninsured shares at all corporate credit unions through February 2009 and establish a voluntary guarantee program for uninsured shares of credit unions through December 2010. The Board also approves a $1 billion capital purchase in U.S. Central Corporate Federal Credit Union. Corporate credit unions provide financing, check clearing, and other services to retail credit unions."
1-30-2009,"The Board of Governors announces a policy to avoid preventable foreclosures on certain residential mortgage assets held, controlled or owned by a Federal Reserve Bank. The policy was developed pursuant to section 110 of the Emergency Economic Stabilization Act."
1-30-2009,"The U.S. Treasury Department purchases a total of $1.15 billion in preferred stock from 42 U.S. banks under the Capital Purchase Program."
2-3-2009,"The Federal Reserve announces the extension, through October-30-2009, of the existing liquidity programs scheduled to expire on April-30-2009.&nbsp; The Board of Governors and the FOMC note "continuing substantial strains in many financial markets." In addition, the swap lines between the Federal Reserve and other central banks are also extended to October-30-2009.&nbsp; The expiration date for the TALF remains December-31-2009, and the TAF does not have an expiration date.&nbsp;"
2-6-2009,"The Federal Reserve Board releases additional terms and conditions of the Term Asset-Backed Securities Loan Facility (TALF).&nbsp;Under the TALF, the Federal Reserve Bank of New York will lend up to $200 billion to eligible owners of certain AAA-rated asset-backed securities backed by newly and recently originated auto loans, credit card loans, student loans and SBA-guaranteed small business loans."
2-6-2009,"The U.S. Treasury Department purchases a total of $238.5 million in preferred stock from 28 U.S. banks under the Capital Purchase Program.&nbsp;"
2-10-2009,"U.S. Treasury Secretary Timothy Geithner announces a Financial Stability Plan involving Treasury purchases of convertible preferred stock in eligible banks, the creation of a Public-Private Investment Fund to acquire troubled loans and other assets from financial institutions, expansion of the Federal Reserve's Term Asset-Backed Securities Loan Facility (TALF), and new initiatives to stem residential mortgage foreclosures and to support small business lending."
2-10-2009,"The Federal Reserve Board announces that is prepared to expand the Term Asset-Backed Securities Loan Facility (TALF) to as much as $1 trillion and broaden the eligible collateral to include AAA-rated commercial mortgage-backed securities, private-label residential mortgage-backed securities, and other asset-backed securities.&nbsp;An expansion of the TALF would be supported by $100 billion from the Troubled Asset Relief Program (TARP).&nbsp;The Federal Reserve Board will announce the date that the TALF will commence operations later this month."
2-13-2009,"The U.S. Treasury Department purchases a total of $429 million in preferred stock from 29 U.S. banks under the Capital Purchase Program."
2-17-2009,"The Treasury Department releases its first monthly survey of bank lending by the top 20 recipients of government investment through the Capital Purchase Program.&nbsp; The survey found that banks continued to originate, refinance and renew loans from the beginning of the program in October through December 2008."
2-17-2009,"President Obama signs into law the "American Recovery and Reinvestment Act of 2009", which includes a variety of spending measures and tax cuts intended to promote economic recovery."
2-18-2009,"President Obama announces The Homeowner Affordability and Stability Plan.&nbsp;&nbsp; The plan includes a program to permit the refinancing of conforming home mortgages owned or guaranteed by Fannie Mae or Freddie Mac that currently exceed 80 percent of the value of the underlying home. The plan also creates a $75 billion Homeowner Stability Initiative to modify the terms of eligible home loans to reduce monthly loan payments.&nbsp; In addition, the Treasury Department will increase its preferred stock purchase agreements with Fannie Mae and Freddie Mac to $200 billion, and increase the limits on the size of Fannie Mae and Freddie Mac's portfolios to $900 billion."
2-23-2009,"The Treasury Department, Federal Deposit Insurance Corporation, Office of the Comptroller of the Currency, Office of Thrift Supervision, and the Federal Reserve Board issue a joint statement that the U.S. government stands firmly behind the banking system, and that the government will ensure that banks have the capital and liquidity they need to provide the credit necessary to restore economic growth. Further, the agencies reiterate their determination to preserve the stability of systemically important financial institutions."
2-24-2009,"The U.S. Treasury Department purchases a total of $365.4 million in preferred stock from 23 U.S. banks under the Capital Purchase Program."
