Date,Name,Price Paid,Pricing Mechanism,Description,Transaction Type,FDIC Number,OTS Number,Type of Institution,Total Assets (Q4 2008),Regulator,City,State,Stock Symbol,Program,Warrant Strike Price,Warrant Received,Stock Price (as of close 2009-04-08),In/Out of Money (as of close 2009-04-08),Subsidy Rate Estimate (percentage),Subsidy Rate Estimate Date,Subsidy Rate Estimate Source
2009-03-06,"First Texas BHC, Inc.",13533000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3558726,,holding company,,Federal Reserve,Fort Worth,TX,,CPP,,,,,,,
2009-03-06,"Germantown Capital Corporation, Inc.",4967000.00,Par,Preferred Stock w/ Exercised Warrants,Purchase,3684746,,holding company,200176000.00,Federal Reserve,Germantown,TN,,CPP,,,,,,,
2009-03-06,HCSB Financial Corporation,12895000.00,Par,Preferred Stock w/Warrants,Purchase,2805375,,holding company,643560000.00,Federal Reserve,Loris,SC,HCFB.OB,CPP,,,,,,,
2009-03-06,"Highlands Independent Bancshares, Inc.",6700000.00,Par,Preferred Stock w/ Exercised Warrants,Purchase,2638014,,holding company,313215000.00,Federal Reserve,Sebring,FL,,CPP,,,,,,,
2009-03-06,ICB Financial,6000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3360273,,holding company,252111000.00,Federal Reserve,Ontario,CA,,CPP,,,,,,,
2009-03-06,Marine Bank & Trust Company,3000000.00,Par,Preferred Stock w/ Exercised Warrants,Purchase,34233,,bank,129166000.00,FDIC,Vero Beach,FL,,CPP,,,,,,,
2009-03-06,"Merchants and Planters Bancshares, Inc.",1881000.00,Par,Preferred Stock w/ Exercised Warrants,Purchase,1129971,,holding company,86899000.00,Federal Reserve,Toone,TN,,CPP,,,,,,,
2009-03-06,"Park Bancorporation, Inc. ",23200000.00,Par,Preferred Stock w/ Exercised Warrants,Purchase,1209716,,holding company,817779000.00,FDIC,Madison,WI,,CPP,,,,,,,
2009-03-06,"PeoplesSouth Bancshares, Inc. ",12325000.00,Par,Preferred Stock w/ Exercised Warrants,Purchase,1866155,,holding company,514740000.00,Federal Reserve,Colquitt,GA,,CPP,,,,,,,
2009-03-06,"Pinnacle Bank Holding Company, Inc.",4389000.00,Par,Preferred Stock w/ Exercised Warrants,Purchase,3458040,,holding company,199481000.00,Federal Reserve,Orange City,FL,,CPP,,,,,,,
2009-03-06,"Regent Bancorp, Inc. ",9982000.00,Par,Preferred Stock w/ Exercised Warrants,Purchase,2891006,,holding company,356624000.00,FDIC,Davie,FL,,CPP,,,,,,,
2009-03-03,TALF LLC,20000000000.00,n/a,Debt Obligation w/Additional Note,Purchase,,,other,,Other,Wilmington ,DE,,CBLIIP,,,,,,,
2009-02-27,"Avenue Financial Holdings, Inc. ",7400000.00,Par,Preferred Stock w/ Excercised Warrants,Purchase,3541483,,holding company,399011000.00,Federal Reserve,Nashville,TN,,CPP,,,,,,,
2009-02-27,"BNC Financial Group, Inc.",4797000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3553815,,holding company,255348000.00,Federal Reserve,New Canaan,CT,BNFI,CPP,,,,,,,
2009-02-27,California Bank of Commerce,4000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,58583,,bank,124195000.00,FDIC,Lafayette,CA,,CPP,,,,,,,
2009-02-27,Catskill Hudson Bancorp,3000000.00,Par,Preferred Stock w/ Excercised Warrants,Purchase,3443998,,holding company,222024000.00,Federal Reserve,Rock Hill,NY,,CPP,,,,,,,
2009-02-27,"Central Bancorp, Inc.",22500000.00,Par,Preferred Stock w/ Exercised Warrants,Purchase,1250035,,holding company,1011386000.00,Federal Reserve,Garland,TX,,CPP,,,,,,,
2009-02-27,Columbine Capital Corp.,2260000.00,Par,Preferred Stock w/ Exercised Warrants,Purchase,3465253,,holding company,100334000.00,Federal Reserve,Buena Vista,CO,,CPP,,,,,,,
2009-02-27,Community Business Bank,3976000.00,Par,Preferred Stock w/ Exercised Warrants,Purchase,58159,,bank,134157000.00,FDIC,West Sacramento,CA,,CPP,,,,,,,
2009-02-27,Community First Inc.,17806000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3108194,,holding company,713389000.00,Federal Reserve,Columbia,TN,,CPP,,,,,,,
2009-02-27,D.L. Evans Bancorp,19891000.00,Par,Preferred Stock w/ Exercised Warrants,Purchase,2242523,,holding company,804318000.00,Federal Reserve,Burley,ID,,CPP,,,,,,,
2009-02-27,"First Gothenburg Bancshares, Inc.",7570000.00,Par,Preferred Stock w/ Exercised Warrants,Purchase,1053311,,holding company,105245000.00,Federal Reserve,Gothenburg,NE,,CPP,,,,,,,
2009-02-27,First M&F Corporation,30000000.00,Par,Preferred Stock w/Warrants,Purchase,1095982,,holding company,1592731000.00,Federal Reserve,Kosciusko,MS,FMFC,CPP,,,,,,,
2009-02-27,First State Bank of Mobeetie,731000.00,Par,Preferred Stock w/ Exercised Warrants,Purchase,17909,,bank,67897000.00,FDIC,Mobeetie,TX,,CPP,,,,,,,
2009-02-27,FNB Bancorp,12000000.00,Par,Preferred Stock w/ Excercised Warrants,Purchase,3047743,,holding company,660934000.00,Federal Reserve,South San Francisco,CA,,CPP,,,,,,,
2009-02-27,"Green Circle Investments, Inc.",2400000.00,Par,Preferred Stock w/ Exercised Warrants,Purchase,1203862,,holding company,243057000.00,Federal Reserve,Clive,IA,,CPP,,,,,,,
2009-02-27,"Green City Bancshares, Inc.",651000.00,Par,Preferred Stock w/ Exercised Warrants,Purchase,1061165,,holding company,30598000.00,FDIC,Green City,MO,,CPP,,,,,,,
2009-02-27,Howard Bancorp,5983000.00,Par,Preferred Stock w/ Excercised Warrants,Purchase,3386910,,holding company,229395000.00,Federal Reserve,Ellicot City,MD,,CPP,,,,,,,
2009-02-27,Integra Bank Corporation,83586000.00,Par,Preferred Stock w/Warrants,Purchase,1132654,,holding company,3354820000.00,Federal Reserve,Evansville,IN,IBNK,CPP,,,,,,,
2009-02-27,Lakeland Financial Corporation,56044000.00,Par,Preferred Stock w/Warrants,Purchase,1208906,,holding company,2376286000.00,Federal Reserve,Warsaw,IN,LKFN,CPP,,,,,,,
2009-02-27,Medallion Bank,11800000.00,Par,Preferred Stock w/ Exercised Warrants,Purchase,57449,,bank,415638000.00,FDIC,Salt Lake City,UT,,CPP,,,,,,,
2009-02-27,Midtown Bank & Trust Company,5222000.00,Par,Preferred Stock w/ Excercised Warrants,Purchase,57580,,bank,207204000.00,FDIC,Atlanta ,GA,,CPP,,,,,,,
2009-02-27,"National Bancshares, Inc.",24664000.00,Par,Preferred Stock w/ Exercised Warrants,Purchase,2947882,,holding company,1235175000.00,Federal Reserve,Bettendorf,IA,,CPP,,,,,,,
2009-02-27,"Private Bancorporation, Inc.",4960000.00,Par,Preferred Stock w/ Exercised Warrants,Purchase,2361880,,holding company,158322000.00,Federal Reserve,Minneapolis,MN,,CPP,,,,,,,
2009-02-27,PSB Financial Corporation,9270000.00,Par,Preferred Stock w/ Excercised Warrants,Purchase,1109263,,holding company,456623000.00,Federal Reserve,Many,La,,CPP,,,,,,,
2009-02-27,Regent Capital Corporation,2655000.00,Par,Preferred Stock w/ Exercised Warrants,Purchase,3632000,,holding company,136181000.00,Federal Reserve,Nowata,OK,,CPP,,,,,,,
2009-02-27,"Ridgestone Financial Services, Inc.",10900000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3443774,,holding company,422603000.00,Federal Reserve,Brookfield,WI,,CPP,,,,,,,
2009-02-27,"Southern First Bancshares, Inc.",17299000.00,Par,Preferred Stock w/Warrants,Purchase,2849799,,holding company,695399000.00,Federal Reserve,Greenville,SC,SFST,CPP,,,,,,,
2009-02-27,The Victory Bank,541000.00,Par,Preferred Stock w/ Excercised Warrants,Purchase,58615,,bank,22785000.00,Federal Reserve,Limerick,PA,,CPP,,,,,,,
2009-02-27,"TriState Capital Holdings, Inc.",23000000.00,Par,Preferred Stock w/ Exercised Warrants,Purchase,3475074,,holding company,1285803000.00,Federal Reserve,Pittsburgh,PA,,CPP,,,,,,,
2009-02-20,BancPlus Corporation,48000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,1097306,,holding company,2148639000.00,Federal Reserve,Ridgeland,MS,,CPP,,,,,,,
2009-02-20,CBB Bancorp,2644000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3236640,,holding company,113773000.00,Federal Reserve,Cartersville,GA,,CPP,,,,,,,
2009-02-20,Central Community Corporation,22000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,1832048,,holding company,993054000.00,Federal Reserve,Temple,TX,,CPP,,,,,,,
2009-02-20,"Crazy Woman Creek Bancorp, Inc.",3100000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,,H2640,thrift holding company,137680000.00,,Buffalo,WY,CRZY,CPP,,,,,,,
2009-02-20,First BancTrust Corporation,7350000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,2971261,,holding company,360690000.00,Federal Reserve,Paris,IL,,CPP,,,,,,,
2009-02-20,First Merchants Corporation,116000000.00,Par,Preferred Stock w/Warrants,Purchase,1208559,,holding company,3912729000.00,Federal Reserve,Muncie,IN,FRME,CPP,,,,,,,
2009-02-20,First Priority Financial Corp.,4579000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3597042,,holding company,214633000.00,Federal Reserve,Malvern,PA,,CPP,,,,,,,
2009-02-20,"Florida Business BancGroup, Inc.",9495000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,2805432,,holding company,442032000.00,Federal Reserve,Tampa,FL,,CPP,,,,,,,
2009-02-20,"Guaranty Bancorp, Inc.",6920000.00,Par,Preferred Stock w/ Exercised Warrants,Purchase,2637820,,holding company,357637000.00,Federal Reserve,Woodsville,NH,,CPP,,,,,,,
2009-02-20,"Hamilton State Bancshares, Inc.",7000000.00,Par,Preferred Stock w/ Exercised Warrants,Purchase,3392331,,holding company,287831000.00,Federal Reserve,Hoschton,GA,,CPP,,,,,,,
2009-02-20,"Hometown Bancorp of Alabama, Inc.",3250000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3451603,,holding company,185019000.00,Federal Reserve,Oneonta,AL,,CPP,,,,,,,
2009-02-20,"Layfayette Bancorp, Inc.",1998000.00,Par,Preferred Stock w/ Exercised Warrants,Purchase,3260551,,holding company,85832000.00,Federal Reserve,Oxford,MS,,CPP,,,,,,,
2009-02-20,"Liberty Shares, Inc.",17280000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,1086748,,holding company,768852000.00,Federal Reserve,Hinesville,GA,,CPP,,,,,,,
2009-02-20,"Market Bancorporation, Inc.",2060000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,1143904,,holding company,82810000.00,Federal Reserve,New Market,MN,,CPP,,,,,,,
2009-02-20,"Mid-Wisconsin Financial Services, Inc.",10000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,1139185,,holding company,492431000.00,Federal Reserve,Medford,WI,,CPP,,,,,,,
2009-02-20,Northern States Financial Corporation,17211000.00,Par,Preferred Stock w/Warrants,Purchase,1210589,,holding company,631686000.00,Federal Reserve,Waukegan,IL,NSFC,CPP,,,,,,,
2009-02-20,Premier Service Bank,4000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,57059,,bank,155135000.00,FDIC,Riverside,CA,,CPP,,,,,,,
2009-02-20,"Royal Bancshares of Pennsylvania, Inc",30407000.00,Par,Preferred Stock w/Warrants,Purchase,2324429,,holding company,1181373000.00,Federal Reserve,Narberth,PA,RBPAA,CPP,,,,,,,
2009-02-20,"Security State Bancshares, Inc.",12500000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,1248573,,holding company,566447000.00,Federal Reserve,Charleston,MO,,CPP,,,,,,,
2009-02-20,Sonoma Valley Bancorp,8653000.00,Par,Preferred Stock w/ Exercised Warrants,Purchase,2925394,,holding company,321765000.00,Federal Reserve,Sonoma,CA,SBNK,CPP,,,,,,,
2009-02-20,The Private Bank of California,5450000.00,Par,Preferred Stock w/ Exercised Warrants,Purchase,58099,,bank,242349000.00,FDIC,Los Angeles,CA,,CPP,,,,,,,
2009-02-20,United American Bank,8700000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,57447,,bank,296652000.00,FDIC,San Mateo,CA,,CPP,,,,,,,
2009-02-20,White River Bancshares Company,16800000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3306589,,holding company,,Federal Reserve,Fayetteville,AR,,CPP,,,,,,,
2009-02-13,1st Enterprise Bank,4400000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,58321,,bank,224778000.00,FDIC,Los Angeles,CA,,CPP,,,,,,,
2009-02-13,BankGreenville,1000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3387168,,holding company,82623000.00,Federal Reserve,Greenville,SC,,CPP,,,,,,,
2009-02-13,"Bern Bancshares, Inc.",985000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,1065190,,holding company,51074000.00,Federal Reserve,Bern,KS,,CPP,,,,,,,
2009-02-13,Carrollton Bancorp,9201000.00,Par,Preferred Stock w/Warrants,Purchase,1469800,,holding company,402595000.00,Federal Reserve,Baltimore,MD,CRRB,CPP,,,,,,,
2009-02-13,"ColoEast Bankshares, Inc.",10000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,2146359,,holding company,799127000.00,Federal Reserve,Lamar,CO,,CPP,,,,,,,
2009-02-13,Corning Savings and Loan Association,638000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,31711,,savings and loan,29587000.00,Thrift,Corning,AR,,CPP,,,,,,,
2009-02-13,DeSoto County Bank,1173000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,58154,,bank,45951000.00,FDIC,Horn Lake,MS,,CPP,,,,,,,
2009-02-13,F&M Financial Corporation,17243000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,1138450,,holding company,722397000.00,Federal Reserve,Clarksville,TN,,CPP,,,,,,,
2009-02-13,Financial Security Corporation,5000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,1060850,,holding company,238564000.00,Federal Reserve,Basin,WY,,CPP,,,,,,,
2009-02-13,First Choice Bank,2200000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,57966,,bank,85806000.00,FDIC,Cerritos,CA,,CPP,,,,,,,
2009-02-13,"First Menasha Bancshares, Inc.",4797000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,1208876,,holding company,213173000.00,Federal Reserve,Neenah,WI,,CPP,,,,,,,
2009-02-13,FNB United Corp.,51500000.00,Par,Preferred Stock w/Warrants,Purchase,1133473,,holding company,2099191000.00,Federal Reserve,Asheboro,NC,FNBN,CPP,,,,,,,
2009-02-13,"Gregg Bancshares, Inc.",825000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3402342,,holding company,35487000.00,Federal Reserve,Ozark,MO,,CPP,,,,,,,
2009-02-13,"Hometown Bancshares, Inc.",1900000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,2955300,,holding company,130203000.00,Federal Reserve,Corbin,KY,,CPP,,,,,,,
2009-02-13,"Liberty Bancshares, Inc.",21900000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,2352226,,holding company,875983000.00,Federal Reserve,Springfield,MO,,CPP,,,,,,,
2009-02-13,Meridian Bank,6200000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,57777,,bank,226179000.00,FDIC,Devon,PA,,CPP,,,,,,,
2009-02-13,"Midwest Regional Bancorp, Inc.",700000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3595020,,holding company,41073000.00,Federal Reserve,Festus,MO,,CPP,,,,,,,
2009-02-13,"Northwest Bancorporation, Inc.",10500000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,2088329,,holding company,400619000.00,Federal Reserve,Spokane,WA,,CPP,,,,,,,
2009-02-13,Northwest Commercial Bank,1992000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,57191,,bank,73946000.00,FDIC,Lakewood,WA,,CPP,,,,,,,
2009-02-13,Peoples Bancorp,18000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,1030947,,holding company,1041226000.00,Federal Reserve,Lynden,WA,,CPP,,,,,,,
2009-02-13,PremierWest Bancorp,41400000.00,Par,Preferred Stock w/Warrants,Purchase,2867542,,holding company,1483255000.00,Federal Reserve,Medford,OR,PRWT,CPP,,,,,,,
2009-02-13,"QCR Holdings, Inc.",38237000.00,Par,Preferred Stock w/Warrants,Purchase,2125813,,holding company,1608766000.00,Federal Reserve,Moline,IL,QCRH,CPP,,,,,,,
2009-02-13,"Regional Bankshares, Inc.",1500000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,2954415,,holding company,107632000.00,Federal Reserve,Hartsville,SC,,CPP,,,,,,,
2009-02-13,"Reliance Bancshares, Inc.",40000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,2787118,,holding company,1572414000.00,Federal Reserve,Frontenac,MO,,CPP,,,,,,,
2009-02-13,"Santa Clara Valley Bank, N.A.",2900000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,34806,,bank,113747000.00,Comptroller,Santa Paula,CA,,CPP,,,,,,,
2009-02-13,"Security Bancshares of Pulaski County, Inc.",2152000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,2250180,,holding company,96802000.00,Federal Reserve,Waynesville,MO,,CPP,,,,,,,
2009-02-13,State Capital Corporation,15000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3131893,,holding company,943892000.00,Federal Reserve,Greenwood,MS,,CPP,,,,,,,
2009-02-13,The Bank of Kentucky Financial Corporation,34000000.00,Par,Preferred Stock w/Warrants,Purchase,2291624,,holding company,1253995000.00,Federal Reserve,Crestview Hills,KY,BKYF,CPP,,,,,,,
2009-02-13,Westamerica Bancorporation,83726000.00,Par,Preferred Stock w/Warrants,Purchase,1025541,,holding company,4007679000.00,Federal Reserve,San Rafael,CA,WABC,CPP,,,,,,,
2009-02-06,"Alaska Pacific Bancshares, Inc.",4781000.00,Par,Preferred Stock w/Warrants,Purchase,,H3440,thrift holding company,190449000.00,,Juneau,AK,AKPB,CPP,,,,,,,
2009-02-06,Banner County Ban Corporation,795000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,1067028,,holding company,40235000.00,Federal Reserve,Harrisburg,NE,,CPP,,,,,,,
2009-02-06,Carolina Trust Bank,4000000.00,Par,Preferred Stock w/Warrants,Purchase,57026,,bank,153781000.00,FDIC,Lincolnton,NC,CART,CPP,,,,,,,
2009-02-06,CedarStone Bank,3564000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,57684,,bank,147709000.00,FDIC,Lebanon,TN,,CPP,,,,,,,
2009-02-06,Centrix Bank & Trust,7500000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,35035,,bank,457685000.00,FDIC,Bedford,NH,CXBT,CPP,,,,,,,
2009-02-06,"Citizens Commerce Bancshares, Inc.",6300000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,2702278,,holding company,278165000.00,Federal Reserve,Versailles,KY,CCVS,CPP,,,,,,,
2009-02-06,"Community Holding Company of Florida, Inc.",1050000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3577370,,holding company,46121000.00,Federal Reserve,Miramar Beach,FL,,CPP,,,,,,,
2009-02-06,F & M Financial Corporation,17000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,1076619,,holding company,680721000.00,Federal Reserve,Salisbury,NC,,CPP,,,,,,,
2009-02-06,"First Bank of Charleston, Inc.",3345000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,57514,,bank,140477000.00,FDIC,Charleston,WV,,CPP,,,,,,,
2009-02-06,"First Express of Nebraska, Inc.",5000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,1250398,,holding company,323777000.00,Federal Reserve,Gering,NE,,CPP,,,,,,,
2009-02-06,"First Market Bank, FSB",33900000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,34589,,savings and loan,1330445000.00,Thrift,Richmond,VA,,CPP,,,,,,,
2009-02-06,"First Western Financial, Inc.",8559000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3189906,,holding company,386747000.00,Federal Reserve,Denver,CO,,CPP,,,,,,,
2009-02-06,"Georgia Commerce Bancshares, Inc.",8700000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3165311,,holding company,296162000.00,Federal Reserve,Atlanta,GA,,CPP,,,,,,,
2009-02-06,Hyperion Bank,1552000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,58371,,bank,59713000.00,FDIC,Philadelphia,PA,,CPP,,,,,,,
2009-02-06,"Lakeland Bancorp, Inc.",59000000.00,Par,Preferred Stock w/Warrants,Purchase,1404799,,holding company,2634777000.00,Federal Reserve,Oak Ridge,NJ,LBAI,CPP,,,,,,,
2009-02-06,"Liberty Financial Services, Inc.",5645000.00,Par,Preferred Stock,Purchase,1130548,,holding company,373867000.00,Federal Reserve,New Orleans,LA,,CPP,,,,,,,
2009-02-06,Lone Star Bank,3072000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,58324,,bank,95749000.00,FDIC,Houston,TX,,CPP,,,,,,,
2009-02-06,Mercantile Capital Corp.,3500000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,1250763,,holding company,152235000.00,Federal Reserve,Boston,MA,MECN,CPP,,,,,,,
2009-02-06,"MidWestOne Financial Group, Inc.",16000000.00,Par,Preferred Stock w/Warrants,Purchase,1245228,,holding company,1521014000.00,Federal Reserve,Iowa City,IA,MOFG,CPP,,,,,,,
2009-02-06,"Monarch Community Bancorp, Inc.",6785000.00,Par,Preferred Stock w/Warrants,Purchase,3226520,,holding company,291479000.00,Federal Reserve,Coldwater,MI,MCBF,CPP,,,,,,,
2009-02-06,Pascack Community Bank,3756000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,57215,,bank,173911000.00,FDIC,Westwood,NJ,PCCB,CPP,,,,,,,
2009-02-06,"PGB Holdings, Inc.",3000000.00,Par,Preferred Stock,Purchase,3082342,,holding company,167516000.00,Federal Reserve,Chicago,IL,,CPP,,,,,,,
2009-02-06,Stockmens Financial Corporation,15568000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3796902,,holding company,686792000.00,Federal Reserve,Rapid City,SD,,CPP,,,,,,,
2009-02-06,The Bank of Currituck,4021000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,2039,,bank,178024000.00,Federal Reserve,Moyock,NC,,CPP,,,,,,,
2009-02-06,"The First Bancshares, Inc.",5000000.00,Par,Preferred Stock w/Warrants,Purchase,2385493,,holding company,473755000.00,Federal Reserve,Hattiesburg,MS,FBMS,CPP,,,,,,,
2009-02-06,The Freeport State Bank,301000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,18067,,bank,17897000.00,FDIC,Harper,KS,,CPP,,,,,,,
2009-02-06,"Todd Bancshares, Inc.",4000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,1140574,,holding company,202658000.00,Federal Reserve,Hopkinsville,KY,,CPP,,,,,,,
2009-02-06,US Metro Bank,2861000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,58310,,bank,107880000.00,FDIC,Garden Grove,CA,USMT,CPP,,,,,,,
2009-01-30,"Adbanc, Inc.",12720000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,1055623,,holding company,480763000.00,Federal Reserve,Ogallala,NE,,CPP,,,,,,,
2009-01-30,AMB Financial Corp.,3674000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,,H2228,thrift holding company,177623000.00,,Munster,IN,AMFC,CPP,,,,,,,
2009-01-30,Anchor BanCorp Wisconsin Inc.,110000000.00,Par,Preferred Stock w/Warrants,Purchase,,H1972,thrift holding company,4740503000.00,,Madison,WI,ABCW,CPP,,,,,,,
2009-01-30,"Annapolis Bancorp, Inc.",8152000.00,Par,Preferred Stock w/Warrants,Purchase,1472257,,holding company,394889000.00,Federal Reserve,Annapolis,MD,ANNB,CPP,,,,,,,
2009-01-30,Bankers' Bank of the West Bancorp Inc.,12639000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,2249401,,holding company,434553000.00,Federal Reserve,Denver,CO,,CPP,,,,,,,
2009-01-30,Beach Business Bank,6000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,57678,,bank,221846000.00,FDIC,Manhattan Beach,CA,BBBC,CPP,,,,,,,
2009-01-30,Central Bancshares Inc.,5800000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,1106468,,holding company,293407000.00,Federal Reserve,Houston,TX,CBSI,CPP,,,,,,,
2009-01-30,Central Valley Community Bancorp,7000000.00,Par,Preferred Stock w/Warrants,Purchase,2935405,,holding company,750438000.00,Federal Reserve,Fresno,CA,CVCY,CPP,,,,,,,
2009-01-30,"Central Virginia Bankshares, Inc.",11385000.00,Par,Preferred Stock w/Warrants,Purchase,1140677,,holding company,485290000.00,Federal Reserve,Powhatan,VA,CVBK,CPP,,,,,,,
2009-01-30,Community Partners Bancorp,9000000.00,Par,Preferred Stock w/Warrants,Purchase,3395668,,holding company,579336000.00,Federal Reserve,Middletown,NJ,CPBC,CPP,,,,,,,
2009-01-30,Country Bank Shares Inc.,7525000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,1416831,,holding company,362421000.00,Federal Reserve,Milford,NE,,CPP,,,,,,,
2009-01-30,DNB Financial Corporation,11750000.00,Par,Preferred Stock w/Warrants,Purchase,1117455,,holding company,534212000.00,Federal Reserve,Downingtown,PA,DNBF,CPP,,,,,,,
2009-01-30,Equity Bancshares Inc.,8750000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3180547,,holding company,385174000.00,Federal Reserve,Wichita,KS,,CPP,,,,,,,
2009-01-30,F & M Bancshares Inc.,4609000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,1135806,,holding company,177216000.00,Federal Reserve,Trezevant,TN,,CPP,,,,,,,
2009-01-30,First Resource Bank,2600000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,57967,,bank,103150000.00,FDIC,Exton,PA,,CPP,,,,,,,
2009-01-30,First Southern Bancorp Inc.,10900000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,2349486,,holding company,381468000.00,Federal Reserve,Boca Raton,FL,,CPP,,,,,,,
2009-01-30,First United Corporation,30000000.00,Par,Preferred Stock w/Warrants,Purchase,1132672,,holding company,1618616000.00,Federal Reserve,Oakland,MD,FUNC,CPP,,,,,,,
2009-01-30,Firstbank Corporation,33000000.00,Par,Preferred Stock w/Warrants,Purchase,1134322,,holding company,1422420000.00,Federal Reserve,Alma,MI,FBMI,CPP,,,,,,,
2009-01-30,"Flagstar Bancorp, Inc.",266657000.00,Par,Preferred Stock w/Warrants,Purchase,,H2224,thrift holding company,14157838000.00,,Troy,MI,FBC,CPP,,,,,,,
2009-01-30,"Goldwater Bank, N.A.",2568000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,58405,,bank,100013000.00,Comptroller,Scottsdale,AZ,,CPP,,,,,,,
2009-01-30,Greer Bancshares Incorporated,9993000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3025648,,holding company,435522000.00,Federal Reserve,Greer,SC,GRBS,CPP,,,,,,,
2009-01-30,"Guaranty Federal Bancshares, Inc.",17000000.00,Par,Preferred Stock w/Warrants,Purchase,2618940,,holding company,676969000.00,Federal Reserve,Springfield,MO,GFED,CPP,,,,,,,
2009-01-30,Hilltop Community Bancorp Inc.,4000000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,3262818,,holding company,180718000.00,Federal Reserve,Summit,NJ,HTBC,CPP,,,,,,,
2009-01-30,Katahdin Bankshares Corp.,10449000.00,Par,Preferred Stock w/Exercised Warrants,Purchase,1140127,,holding company,463550000.00,Federal Reserve,Houlton,ME,KTHN,CPP,,,,,,,
