Last_Report_Year,TRS_ID,System_Name,City,State,UZA_Name,UZA,UZA_Area_SQ_Miles,UZA_Population,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
2008,0029,Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,"Seattle, WA",14,954,"2,712,205","$2,034,662","$455,956","$473,363","$513,377","$2,367,495","$560,009","$970,597","$3,663,323","$998,740","$2,227,987","$271,156","$38,968","$5,815,988","$1,832,775","$4,701,295",$0,$0,"$2,479,304"
2006,0033,Senior Services of Snohomish County,Mukilteo,WA,"Seattle, WA",14,954,"2,712,205",$0,"$10,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,,
2008,0034,Rogue Valley Transportation District,Medford,OR,"Medford, OR",210,59,"128,780","$64,264",$0,$0,"$81,488","$9,000",$0,"$116,744","$124,619","$152,152",$0,"$184,273",$0,$0,$0,$0,$0,$0,$0
2008,0035,Washington State Ferries,Seattle,WA,"Seattle, WA",14,954,"2,712,205","$49,970,680","$53,621,220","$57,770,377","$75,854,471","$62,484,003","$82,979,988","$124,272,018","$89,476,204","$104,003,108","$88,287,085","$17,199,920","$68,656,140","$67,373,480","$51,555,558","$65,226,579","$69,886,274","$58,115,206","$53,343,545"
1991,0036,"ATE Management & Service Company, Inc.",Mukilteo,WA,"Seattle, WA",18,588,"1,744,086",,,,,,,,,,,,,,,,,,
1998,0038,Community and Rural Transportation ,Idaho Falls,ID,"Idaho Falls, ID",362,21,"56,356",,,$0,$0,$0,$0,$0,$0,,,,,,,,,,
2008,0040,Central Puget Sound Regional Transit Authority,Seattle,WA,"Seattle, WA",14,954,"2,712,205",,,,,,,,,$0,$0,"$12,775,000",$0,"$70,582","$26,781,149","$6,544,919","$3,275,231",$0,"$10,643,052"
2008,0041,Alaska Railroad Corporation,Anchorage,AK,"Anchorage, AK",135,79,"225,744",,,,,,,,,,,"$1,178,664","$1,074,957","$1,238,986","$2,069,140","$411,506","$1,328,284","$3,586,442",$0
2008,0042,Targhee Regional Public Transit Authority,Idaho Falls,ID,"Idaho Falls, ID",351,31,"66,973",,,,,,,,,,$0,$0,$0,,,,$0,,
2008,0043,Link Transit,Wenatchee,WA,"Wenatchee, WA",411,27,"55,425",,,,,,,,,,,,,,"$226,646",$0,$0,"$646,920",$0
2008,0044,Skagit Transit,Burlington,WA,"Mount Vernon, WA",440,32,"51,174",,,,,,,,,,,,,,$0,"$104,000","$741,273","$88,732","$1,607,543"
2008,0045,Fairbanks North Star Borough Transit,Fairbanks,AK,"Fairbanks, AK",434,43,"51,926",,,,,,,,,,,,,,"$3,000","$44,775","$347,906","$12,839","$1,989"
2008,0046,South Metro Area Regional Transit,Wilsonville,OR,"Portland, OR-WA",23,474,"1,583,138",,,,,,,,,,,,$0,"$8,016","$1,909",$0,$0,$0,$0
2008,0049,"VPSI, Anchorage",Anchorage,AK,"Anchorage, AK",135,79,"225,744",,,,,,,,,,,,,,,,$0,$0,$0
2008,0050,"City of Bend, Public Works Department",Bend,OR,"Bend, OR",401,36,"57,525",,,,,,,,,,,,,,,,,$0,$0
2008,1001,Rhode Island Public Transit Authority,Providence,RI,"Providence, RI-MA",34,504,"1,174,548","$2,321,933","$812,795","$1,628,924","$358,567","$589,255","$206,591","$381,618","$57,714","$2,896,657","$2,141,929","$2,335,223",$0,$0,$0,$0,$0,$0,$0
2008,1002,Manchester Transit Authority,Manchester,NH,"Manchester, NH",196,71,"143,549",$0,$0,,$0,$0,"$73,081",$0,"$22,500",$0,$0,$0,$0,$0,$0,$0,"$82,845","$16,268","$88,834"
2008,1003,Massachusetts Bay Transportation Authority,Boston,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484","$41,326,390",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$2,146,966","$13,898,050","$20,924,253","$11,400,233","$22,101,090","$9,500,765"
2008,1004, Brockton Area Transit Authority,Brockton,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484","$246,427","$1,044,792","$272,396","$263,617","$22,250","$907,434","$224,863","$879,129","$288,866","$70,321","$249,869","$238,694","$616,149","$861,458","$515,104","$1,223,166","$667,186","$960,401"
2008,1005,Lowell Regional Transit Authority,Lowell,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484","$97,446","$2,567,310","$285,053","$509,434","$668,687","$77,140","$238,205","$988,493","$1,514,448","$954,601","$536,768","$626,319","$2,226,178","$404,943","$790,348","$276,991","$560,917","$570,670"
2008,1006,Southeastern Regional Transit Authority,New Bedford,MA,"New Bedford, MA",193,63,"146,730","$20,700","$1,347,027",$0,"$476,911",,"$1,320,895","$799,278","$839,260","$399,185","$564,744","$152,988","$172,226","$229,330","$138,422","$267,098","$134,989",$0,$0
2008,1007,Berkshire Regional Transit Authority,Pittsfield,MA,"Pittsfield, MA",430,34,"52,772","$147,072","$568,517","$219,321","$57,331","$12,584",$687,"$10,766","$30,141","$63,850","$19,811",,"$77,648",$0,$0,"$528,615",$0,$0,"$70,305"
2008,1008,Pioneer Valley Transit Authority,Springfield,MA,"Springfield, MA-CT",59,309,"573,610","$577,727","$500,512","$2,284,715","$367,820","$712,812","$3,606,899","$526,410","$975,195","$3,431,071","$1,389,287","$3,693,282",$0,$0,$0,"$500,041","$2,302,411","$1,491,977","$1,903,991"
2008,1013,Merrimack Valley Regional Transit Authority,Haverhill,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484","$365,211","$11,115","$84,878","$235,454","$120,845","$827,339","$88,782","$18,593","$306,099","$1,488,721","$343,267",$0,"$302,459","$2,054,515",$0,"$2,054,276","$143,321","$496,504"
2008,1014,Worcester Regional Transit Authority,Worcester,MA,"Worcester, MA-CT",74,250,"429,882","$102,314","$119,691","$94,526","$732,415","$167,146","$532,175","$551,545","$2,019,618","$1,255,266","$628,825","$208,040","$549,989","$317,805","$334,294","$323,163","$252,533","$530,871","$1,025,520"
2008,1015,Lewiston-Auburn Transit Committee,Auburn,ME,"Lewiston, ME",447,21,"50,567",$0,$0,,,,"$133,292",,,,,,,,,,,,"$10,633"
2008,1016,Greater Portland Transit District,Portland,ME,"Portland, ME",160,124,"188,080",$0,,,$0,$0,$0,$0,$0,$0,$0,"$30,000","$11,000",$0,$0,$0,"$170,300","$29,700",$0
2008,1017,Greater Hartford Transit District,Hartford,CT,"Hartford, CT",45,469,"851,535","$1,557,449","$1,415,690","$1,187,090","$2,332,848","$3,183,594","$4,053,621","$3,553,375","$3,904,738","$3,725,969",$0,"$80,000","$48,951","$7,148",$0,$0,$0,$0,$0
2008,1040,Southeast Area Transit,Preston,CT,"Norwich-New London, CT",174,123,"173,160",,$0,,,,,,,$0,,"$232,691","$11,199","$40,929",$0,"$37,896","$98,744","$263,400","$389,138"
1997,1041,Westport Transit District C/O Norwalk Transit District,Norwalk,CT,"Norwalk, CT",209,49,"108,888",,$730,"$2,794",$0,,,,,,,,,,,,,,
2008,1042,Valley Transit District,Derby,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890","$30,662","$20,864","$57,838","$3,917","$10,299","$12,522","$1,690","$83,882","$30,875","$6,764","$24,752",$0,$0,$0,,,"$161,469",$0
2008,1045,"Dattco, Inc.",New Britain,CT,"Hartford, CT",45,469,"851,535",$0,$0,$0,,,,,,,,,,,,,,,
2008,1047,"New Britain Transportation Company, Inc.",Berlin,CT,"Hartford, CT",45,469,"851,535",,,,$0,,,$0,$0,$0,$0,$0,$0,,$0,,$0,,$0
2008,1048,Connecticut Transit - Hartford Division,Hartford,CT,"Hartford, CT",45,469,"851,535",,$0,$0,$0,$0,"$522,386","$472,400",$0,"$118,000",$0,$0,$0,$0,"$4,295,470","$74,085","$2,927,719","$4,580,559","$4,568,863"
2008,1049,The Greater New Haven Transit District,Hamden,CT,"New Haven, CT",69,285,"531,314","$130,789","$86,168","$104,645","$29,554","$216,637","$148,714","$186,566","$203,083","$83,986","$121,435","$334,537","$160,528","$265,193","$194,173","$108,750","$154,314","$298,173","$260,369"
2008,1050,Greater Bridgeport Transit Authority,Bridgeport,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890","$246,126","$11,019","$1,668,639","$19,628","$188,181","$176,219","$59,581","$792,388","$253,066","$259,000","$194,234","$40,497","$85,735","$2,305,880","$118,799","$440,083","$55,523","$158,799"
2008,1051,Housatonic Area Regional Transit,Danbury,CT,"Danbury, CT-NY",186,124,"154,455","$40,720","$151,134","$562,827","$250,773","$500,179","$602,063","$1,110,321","$567,335","$36,508","$8,168","$61,747","$734,363","$230,160","$82,032","$30,165","$6,319","$413,518","$714,719"
2006,1052,"New Britain Transportation Company, Inc.",Berlin,CT,"Hartford, CT",45,469,"851,535",,,,$0,,$0,$0,$0,$0,$0,$0,$0,,$0,,$0,,
2008,1053,Cape Ann Transportation Authority,Gloucester,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484","$6,259","$7,923","$52,002","$14,613","$996,342","$10,726",$0,$0,"$211,760","$318,934","$24,699",$0,"$49,976","$321,030","$1,019,888","$4,910","$44,535","$42,408"
2008,1055,Connecticut Transit - New Haven Division,Hartford,CT,"New Haven, CT",69,285,"531,314",$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,110,147",$0,$0,$0,"$4,403,426","$123,514","$336,366","$68,104","$147,623"
2008,1056,Connecticut Transit - Stamford Division,Hartford,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",,$0,$0,$0,$0,$0,$0,$0,"$1,603,100",$0,"$1,603,100",$0,$0,"$302,646","$1,010,731","$308,641","$100,481","$5,943"
2008,1057,Norwalk Transit District,Norwalk,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890","$701,057","$36,893","$110,145","$3,166","$79,180","$25,173","$138,727","$17,286","$534,562","$176,614","$1,953,259","$1,224,624",$598,"$1,433,350","$78,854","$21,008","$327,678","$2,764"
2008,1061,Montachusett Regional Transit Authority,Fitchburg,MA,"Leominster-Fitchburg, MA",234,63,"112,943","$179,107","$147,063","$286,473","$279,130","$95,772","$756,912","$1,132,794","$123,299","$317,883","$626,144","$1,067,412","$1,077,930","$54,154","$1,903,219","$2,511,985","$409,279","$378,998","$1,382,766"
2008,1063,Middletown Transit District,Middletown,CT,"Hartford, CT",45,469,"851,535","$323,891","$188,549","$48,542","$33,270","$148,050",,"$32,202","$5,070","$24,004","$96,400","$5,423","$58,512","$241,144","$209,949","$2,400","$1,898",$0,$0
2008,1064,Greater Attleboro-Taunton Regional Transit Authority,Taunton,MA,"Providence, RI-MA",34,504,"1,174,548","$138,814","$268,309","$90,112","$135,528","$348,652","$209,642","$109,786","$334,792","$363,245","$400,975","$611,848","$519,672","$730,853","$447,769","$376,238","$658,952","$527,739","$661,004"
2008,1066,Chittenden County Transportation Authority,Burlington,VT,"Burlington, VT",251,62,"105,365",$0,$0,$0,$0,$0,"$8,751",$0,"$734,600","$60,064","$16,377","$98,110",$0,$0,"$41,000","$129,053","$74,766","$462,372","$396,816"
2008,1069,"The Regional Transportation Program, Inc.",Portland,ME,"Portland, ME",160,124,"188,080",$0,$0,"$66,458",$0,$0,$0,$0,$0,"$12,503","$23,609","$61,758","$1,259","$80,727","$14,370",$0,"$135,980","$28,912","$10,036"
2008,1086,Cooperative Alliance for Seacoast Transportation,Dover,NH,"Dover-Rochester, NH-ME",306,64,"80,456",$0,,$0,"$7,852","$132,736",$0,$0,,,,,,$0,$0,$0,$0,$0,$0
2008,1087,Nashua Transit System,Nashua,NH,"Nashua, NH-MA",153,138,"197,155",$0,$0,$0,"$4,969",$0,"$22,971",$0,$0,$0,$0,$0,"$239,586",$0,$0,"$26,892","$240,000",$0,"$17,237"
2008,1088,Casco Bay Island Transit District,Portland,ME,"Portland, ME",160,124,"188,080","$17,420",$0,"$110,078","$132,300",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2001,1089,Transit Express ,Springfield,MA,"Springfield, MA-CT",57,302,"532,747",,,,,,,"$68,049","$187,807",$0,$0,$0,,,,,,,
2008,1095,"Northeast Transportation Company, Inc.",Waterbury,CT,"Waterbury, CT",159,98,"189,026","$28,688","$43,451","$6,950","$25,387","$29,817","$18,757","$24,066","$12,358","$17,287","$408,877","$31,207","$19,036","$18,269","$28,153",$0,$0,$0,$0
2008,1096,City of Bangor - BAT Community Connector,Bangor,ME,"Bangor, ME",385,39,"58,983",$0,$0,,$0,$0,$0,$0,"$11,053","$15,240",$0,$0,$0,"$166,228",$0,$0,"$23,372",$0,$0
1993,1097,"Eastern Transportation Services, Inc.",Bangor,ME,"Bangor, ME",328,71,"61,402",$0,$0,$0,,,,,,,,,,,,,,,
2007,1098,"Western Maine Transportation Services, Inc.",Auburn,ME,"Lewiston, ME",447,21,"50,567",$0,$0,$0,$0,$0,,,$0,$0,"$7,499","$8,025","$31,470","$11,521","$4,519","$4,286",$0,$0,
1991,1100,National Railroad Passenger Corporation,Boston,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1995,1101,Kenneth Hudson Inc. dba Hudson Bus Lines,Lewiston,ME,"Lewiston--Auburn, ME",292,84,"71,598",$0,$0,$0,$0,$0,,,,,,,,,,,,,
2008,1102,Connecticut Department of Transportation,Newington,CT,"Hartford, CT",45,469,"851,535","$10,305,600","$19,337,253","$30,026,000","$25,927,900","$24,768,097",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2004,1103,City of Stamford Dial-A-Ride,Stamford,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",,$0,$0,$0,,,,,,,,,,,,,,
2000,1104,Greater Waterbury Transit District ,Waterbury,CT,"Waterbury, CT",144,73,"175,067","$44,096",$0,,$0,,,"$51,332",$0,$0,"$58,226",,,,,,,,
2008,1105,Cape Cod Regional Transit Authority,Hyannis,MA,"Barnstable Town, MA",128,286,"243,667",,,"$283,677","$1,259,845","$10,974","$209,249","$159,642","$283,928","$332,235","$382,252","$1,425,000","$1,099,539","$373,239","$694,823","$659,460",$0,"$126,387","$1,374,700"
2008,1107,Milford Transit District,Milford,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",,,,,"$2,898","$28,260","$23,723","$114,603","$242,485","$469,801","$255,198",$0,"$41,165",$0,"$73,874",$0,"$39,772","$66,739"
2008,1108,Greater Hartford Ridesharing Corporation - The Rideshare Company,Windsor,CT,"Hartford, CT",45,469,"851,535",,,,,,,,$0,$0,$0,$0,$0,,$0,$0,$0,$0,$0
2002,1109,"Comsis Mobility Services, Inc., dba: Intelitran",Providence,RI,"Providence, RI-MA",34,504,"1,174,548",,,,,,,,,,$0,$0,$0,,,,,,
2008,1110,"2Plus Partners in Transportation, Inc",Rocky Hill,CT,"Bridgeport-Stamford, CT-NY",41,465,"888,890",,,,,,,,,,,,,,,,,$0,$0
2008,1115,Northern New England Passenger Rail Authority,Portland,ME,"Portland, ME",160,124,"188,080",,,,,,,,,,,,,,,$0,"$130,401","$468,557",$0
2008,1116,Bonanza,Providence,RI,"Providence, RI-MA",34,504,"1,174,548",,,,,,,,,,,,,,,$0,$0,$0,$0
2008,1117,Plymouth & Brockton Street Railway Company,Plymouth,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",,,,,,,,,,,,,,,,,,$0
2008,1118,MetroWest Regional Transit Authority,Framingham,MA,"Boston, MA-NH-RI",7,"1,736","4,032,484",,,,,,,,,,,,,,,,,,"$512,352"
1991,1902,Brush Hill Transportation Company ,Boston,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1991,1905,Hudson Bus Lines ,Medford,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1991,1906,Plymouth & Brockton Street Railway Company,Plymouth,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1991,1907,"A Yankee Line, Inc. ",Boston,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1991,1908,American Eagle Motor Coach ,Fairhaven,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1991,1910,"H & L Bloom, Inc. ",Taunton,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1991,1913,"Big W Transit, Inc. ",Ashland,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
1991,1917,"Michaud Bus Lines, Inc. ",Salem,MA,"Boston, MA",10,891,"2,775,370",,,,,,,,,,,,,,,,,,
2008,2002,Capital District Transportation Authority,Albany,NY,"Albany, NY",62,284,"558,947","$270,594","$416,213","$499,162","$93,169","$66,375","$162,264","$154,367","$664,086","$3,536,066","$7,003,696","$2,190,457","$9,806,251","$9,076,356","$4,352,219","$135,958","$452,978",$0,"$848,109"
2008,2003,Broome County Department of Public Transportation,Vestal,NY,"Binghamton, NY-PA",182,76,"158,884",,"$15,668","$8,971","$3,633",$0,"$399,259",$0,$0,"$53,257","$1,935,433",$0,"$122,802",$0,"$186,258","$414,113",$0,$0,$0
2008,2004,Niagara Frontier Transportation Authority,Buffalo,NY,"Buffalo, NY",38,367,"976,703","$1,871,461","$4,102,998","$2,172,259","$2,616,419","$505,353","$1,848,998","$1,959,214","$450,132","$712,579","$908,877","$563,152","$1,876,628","$1,808,476","$1,429,923","$2,042,477","$2,597,694","$5,992,004","$2,064,977"
2008,2005,Chemung County Transit System,Elmira,NY,"Elmira, NY",350,35,"67,159","$101,987",$0,"$22,452",$0,$0,"$28,369",$0,$0,$0,"$140,648","$88,982",$0,$0,"$934,602",$0,$0,$0,$0
2008,2006,City of Long Beach,Long Beach,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",,,,$0,$0,$0,"$35,245","$78,634","$11,796","$48,264","$9,350","$22,453","$334,756","$220,964",,$0,"$272,565","$277,578"
2008,2007,"Metropolitan Suburban Bus Authority, dba: MTA Long Island Bus",Garden City,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$1,657,431","$928,130","$606,905","$56,881","$215,236","$1,373,540","$4,142,921","$1,293,651","$745,849","$4,675,307","$814,717","$4,370,394","$173,050","$2,815,978","$684,484","$655,968","$841,923","$2,226,873"
2008,2008,MTA New York City Transit,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$98,216,607","$101,388,811","$278,675,759","$177,235,140",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$13,600,000","$534,730",$0
2008,2009,City of Poughkeepsie,Poughkeepsie,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982",,"$62,741","$1,937","$93,768",,,,,,,,"$27,176",$0,"$54,722","$74,280","$17,105","$1,600",
2008,2010,Dutchess County Division of Mass Transportation,Poughkeepsie,NY,"Poughkeepsie-Newburgh, NY",89,265,"351,982","$35,352","$78,880","$53,988","$319,950",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2005,2015,City of Rome VIP Transit,Rome,NY,"Utica, NY",233,55,"113,409",$0,,"$2,124",,,,,,,,,,,,,,,
2008,2018,"CNY Centro, Inc. ",Syracuse,NY,"Syracuse, NY",81,180,"402,267","$82,267","$665,576","$192,470","$20,015","$176,324","$363,167","$1,049,241","$2,317,164","$529,234","$1,280,180","$3,047,073","$658,468","$416,772","$507,864","$2,551,635",$0,"$687,198","$203,392"
2004,2021,Utica Transit Authority,Utica,NY,"Utica, NY",233,55,"113,409",$0,"$23,463",$615,$0,"$3,829","$88,636",$0,"$200,000","$1,351,891","$5,949","$2,928",$0,$0,$0,,,,
1993,2038,"Green Bus Lines, Inc. ",Jamaica,NY,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",$0,$0,$0,,,,,,,,,,,,,,,
1993,2039,"Jamaica Buses, Inc. ",Jamaica,NY,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",$0,$0,,,,,,,,,,,,,,,,
2005,2040,"New York Bus Tours, Inc., dba: New York Bus Service",Bronx,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$2,811,497","$2,742,544",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,,,
1993,2046,Triboro Coach Corporation ,Jackson Heights,NY,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",$0,,$0,,,,,,,,,,,,,,,
2008,2071,Huntington Area Rapid Transit,Huntington Station,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$12,241","$197,664","$982,445","$959,993","$178,206",$0,"$57,963","$225,404",$296,"$294,024","$9,162","$4,681","$460,738",$0,$0,$0,"$21,890","$54,011"
2008,2072,Suffolk County Department of Public Works - Transportation Division,Yaphank,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$1,028,142","$34,093","$546,175","$215,423","$24,954","$972,908","$431,161","$37,540","$464,165","$1,049,567","$6,000","$126,177","$242,810","$206,505","$2,384,566","$160,249","$194,491","$90,798"
1993,2073,"Command Bus Company, Inc. ",Brooklyn,NY,"New York, NY--Northeastern NJ",1,"2,967","16,044,012",$0,$0,$0,,,,,,,,,,,,,,,
2008,2075,Port Authority Transit Corporation,Lindenwold,NJ,"Philadelphia, PA-NJ-DE-MD",4,"1,800","5,149,079",$0,$0,$0,$0,$0,$0,$0,"$565,567","$250,917",$0,$0,$0,$0,$0,$0,$0,"$993,428","$629,476"
2008,2076,Westchester County Bee-Line System,Mount Vernon,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$176,766",$0,$0,$0,"$1,919,584","$282,832","$160,988","$2,341,171","$484,790","$2,704,449","$399,806","$699,029","$1,758,652","$317,160",$0,$0,$0,"$1,400,777"
2008,2078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$4,120,830","$17,291,433",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0
2004,2079,"Liberty Lines Transit, Inc.",Yonkers,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,,,,
2008,2080,New Jersey Transit Corporation,Newark,NJ,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$69,784,309","$64,619,779","$73,403,849","$112,577,012","$139,224,936","$140,014,048","$176,589,331","$159,170,342","$139,120,981","$182,154,821","$245,250,450","$406,596,998","$421,201,764","$479,743,108","$423,758,677","$391,844,483","$314,051,114","$422,884,465"
2008,2082,New York City Department of Transportation,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,353","17,799,861","$1,496,135","$5,297,050","$276,764","$4,983,301","$2,557,132",$0,$0,$0,"$6,313,816","$1,839,848",$0,"$86,031,000","$130,581,000","$132,701,514","$16,275,279","$3,946,097",$0,$0
