"Indent","Category","Source","report","2000 Corp","2001 Corp","2002 Corp","2003 Corp","2004 Corp","2005 Corp","2006 Corp","2007 Corp","2008 Corp","2009 Corp","2010 Corp","2011 Corp","2012 Corp","2013 Corp","2014 Corp","2015 Corp","2016 Corp","2000 Indv","2001 Indv","2002 Indv","2003 Indv","2004 Indv","2005 Indv","2006 Indv","2007 Indv","2008 Indv","2009 Indv","2010 Indv","2011 Indv","2012 Indv","2013 Indv","2014 Indv","2015 Indv","2016 Indv","Description/Expenditure Name","Notes"
"#+",9,"Treasury",2002,1650,1620,1650,1740,1840,1940,2060,,,,,,,,,,,30,30,30,30,40,40,40,,,,,,,,,,,"Expensing of research and experimentation expenditures (normal tax method)",
"#+",8,"Treasury",2003,,1980,1750,2330,2820,3330,3830,4080,,,,,,,,,,,40,30,50,60,70,80,80,,,,,,,,,,"Expensing of research and experimentation expenditures (normal tax method)",
"#+",8,"Treasury",2004,,,1630,2160,2710,3320,3910,4190,4300,,,,,,,,,,,30,40,50,70,80,80,80,,,,,,,,,"Expensing of research and experimentation expenditures (normal tax method)",
"#+",8,"Treasury",2005,,,,-1940,-2300,4400,8130,6970,6240,5460,,,,,,,,,,,-40,-50,100,160,140,120,110,,,,,,,,"Expensing of research and experimentation expenditures (normal tax method)",
"#+",8,"Treasury",2006,,,,,-2280,4010,7770,6850,6140,5250,4700,,,,,,,,,,,-50,100,150,140,120,110,100,,,,,,,"Expensing of research and experimentation expenditures (normal tax method)",
"#+",8,"Treasury",2007,,,,,,4010,7770,6850,6140,5250,4700,4740,,,,,,,,,,,100,150,140,120,110,100,100,,,,,,"Expensing of research and experimentation expenditures (normal tax method)",
"#+",8,"Treasury",2008,,,,,,,7770,5570,5170,3980,4920,6100,5880,,,,,,,,,,,150,110,110,80,110,130,120,,,,,"Expensing of research and experimentation expenditures (normal tax method)",
"#+",7,"Treasury",2009,,,,,,,,5090,4620,4890,4380,4220,4300,4320,,,,,,,,,,,100,100,100,90,100,100,100,,,,"Expensing of research and experimentation expenditures (normal tax method)",
"#+",7,"Treasury",2010,,,,,,,,,4930,3560,3220,4250,5390,6330,6550,,,,,,,,,,,250,260,280,310,330,360,380,,,"Expensing of research and experimentation expenditures (normal tax method)",
"#+",7,"Treasury",2011,,,,,,,,,,3560,3220,4250,5390,6330,6550,7310,,,,,,,,,,,260,280,310,330,360,380,400,,"Expensing of research and experimentation expenditures (normal tax method)",
"#+",7,"Treasury",2012,,,,,,,,,,,3220,4250,5390,6330,6550,7310,7380,,,,,,,,,,,340,360,380,400,420,450,470,"Expensing of research and experimentation expenditures (normal tax method)",
"#","Therapeutic research credit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>A non-refundable tax credit is allowed for qualified research expenditures paid or incurred in carrying on the trade or business of a taxpayer. Though often referred to as a single credit, the research credit is the sum of four discrete credits: a regular credit, an alternative simplified incremental credit (ASIC), a credit for basic research, and a credit for energy research. The credit expires at the end of 2011.</p> <p>A 50 percent nonrefundable investment tax credit is available for investments in qualifying therapeutic discovery projects. .The credit is available only to companies having 250 or fewer employees.</p>","Description adapted from <a href=""http://www.gpo.gov/fdsys/pkg/CPRT-111SPRT62799/pdf/CPRT-111SPRT62799.pdff""><em>Tax Expenditures: Compendium of Background Materials on Individual Provisions</em></a>, Congressional Research Service, December 2010, Washington, DC: U.S. Government Printing Office."
"#+",,"JCT",2012,,,,,,,,,,,100,100,100,100,100,,,,,,,,,,,,,100,100,100,100,100,,,"Therapeutic research credit",
