"Indent","Category","Source","Report","2000 (Corp)","2001 (Corp)","2002 (Corp)","2003 (Corp)","2004 (Corp)","2005 (Corp)","2006 (Corp)","2007 (Corp)","2008 (Corp)","2009 (Corp)","2010 (Corp)","2011 (Corp)","2012 (Corp)","2013 (Corp)","2014 (Corp)","2015 (Corp)","2016 (Corp)","2000 (Indv)","2001 (Indv)","2002 (Indv)","2003 (Indv)","2004 (Indv)","2005 (Indv)","2006 (Indv)","2007 (Indv)","2008 (Indv)","2009 (Indv)","2010 (Indv)","2011 (Indv)","2012 (Indv)","2013 (Indv)","2014 (Indv)","2015 (Indv)","2016 (Indv)","Expenditure Name","Expenditure Footnotes"
"#+",49,"Treasury",2011,,,,,,,,,,650,650,710,790,880,960,1030,,,,,,,,,,,,,,,,,,,"Exemption of credit union income",
"#+",50,"Treasury",2012,,,,,,,,,,,1270,1240,1310,1470,1600,1710,1830,,,,,,,,,,,,,,,,,,"Exemption of credit union income",
"#+",,"JCT",2001,900,1000,1000,1100,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,"Exemption of credit union income",
"#+",,"JCT",2002,800,900,900,900,1000,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,"Exemption of credit union income",
"#+",,"JCT",2003,,700,700,800,800,800,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,"Exemption of credit union income",
"#+",,"JCT",2004,,,900,900,900,100,100,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,"Exemption of credit union income",
"#+",,"JCT",2005,,,,1100,1100,1200,1300,1300,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,"Exemption of credit union income",
"#+",,"JCT",2006,,,,,1200,1300,1300,1400,1500,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,"Exemption of credit union income",
"#+",,"JCT",2007,,,,,,1400,1400,1500,1600,1600,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,"Exemption of credit union income",
"#+",,"JCT",2008,,,,,,,1700,1800,1900,2000,2100,,,,,,,,,,,,,0,0,0,0,0,,,,,,,"Exemption of credit union income",
"#+",,"JCT",2009,,,,,,,,1600,1700,1800,1900,1900,,,,,,,,,,,,,0,0,0,0,0,,,,,,"Exemption of credit union income",
"#+",,"JCT",2010,,,,,,,,,1400,1500,1600,1700,1800,,,,,,,,,,,,,0,0,0,0,0,,,,,"Exemption of credit union income",
"#+",,"JCT",2011,,,,,,,,,,1500,1600,1700,1800,1800,,,,,,,,,,,,,0,0,0,0,0,,,,"Exemption of credit union income",
"#+",,"JCT",2012,,,,,,,,,,,400,300,500,500,700,,,,,,,,,,,,,0,0,0,0,0,,,"Exemption of credit union income",
"#","Excess bad debt reserves of financial institutions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#+",35,"Treasury",2001,65,55,45,35,20,5,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,"Excess bad debt reserves of financial institutions",
"#+",36,"Treasury",2002,70,60,50,30,20,10,0,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,"Excess bad debt reserves of financial institutions",
"#+",34,"Treasury",2003,,60,50,30,20,10,0,0,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,"Excess bad debt reserves of financial institutions",
"#+",34,"Treasury",2004,,,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,"Excess bad debt reserves of financial institutions",
"#+",34,"Treasury",2005,,,,40,30,20,20,10,0,0,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,"Excess bad debt reserves of financial institutions",
"#+",37,"Treasury",2006,,,,,-20,-20,-10,-10,-10,0,0,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,"Excess bad debt reserves of financial institutions",
"#+",52,"Treasury",2007,,,,,,10,10,10,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,"Excess bad debt reserves of financial institutions",
"#+",49,"Treasury",2008,,,,,,,20,10,10,10,10,0,0,,,,,,,,,,,0,0,0,0,0,0,0,,,,,"Excess bad debt reserves of financial institutions",
"#+",48,"Treasury",2009,,,,,,,,20,10,10,10,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,,,,"Excess bad debt reserves of financial institutions",
"#","Exclusion of interest on life insurance savings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Deferral of income on life insurance and annuity contracts.&mdash;Under the baseline tax system, individuals and corporations pay taxes on their income when it is (actually or constructively) received or accrued, depending on their method of accounting. Nevertheless, the Tax Code provides favorable tax treatment for investment income earned within qualified life insurance and annuity contracts. In general, investment income earned on qualified life insurance contracts held until death is permanently exempt from income tax. Investment income distributed prior to the death of the insured is generally tax-deferred. Investment income earned on annuities benefits from tax deferral. </p>",
"#+",,"JCT",2001,23300,24000,24800,25600,,,,,,,,,,,,,,1300,1400,1400,1500,,,,,,,,,,,,,,"Exclusion of investment income on life insurance and annuity contracts",
"#+",,"JCT",2002,1300,1300,1400,1400,1500,,,,,,,,,,,,,22900,23600,24300,25100,25900,,,,,,,,,,,,,"Exclusion of investment income on life insurance and annuity contracts",
"#+",,"JCT",2003,,1300,1300,1400,1400,1500,,,,,,,,,,,,,23000,23600,24200,24900,25500,,,,,,,,,,,,"Exclusion of investment income on life insurance and annuity contracts",
"#+",,"JCT",2004,,,1300,1400,1400,1500,1500,,,,,,,,,,,,,23600,24200,24900,25500,26200,,,,,,,,,,,"Exclusion of investment income on life insurance and annuity contracts",
"#+",,"JCT",2005,,,,1400,1400,1400,1500,1500,,,,,,,,,,,,,24000,24600,25200,25800,26500,,,,,,,,,,"Exclusion of investment income on life insurance and annuity contracts",
"#+",,"JCT",2006,,,,,1400,1400,1500,1500,1500,,,,,,,,,,,,,24700,25400,26000,26700,27300,,,,,,,,,"Exclusion of investment income on life insurance and annuity contracts",
"#+",,"JCT",2007,,,,,,2400,2500,2600,2600,2700,,,,,,,,,,,,,25000,25700,26400,27200,27900,,,,,,,,"Exclusion of investment income on life insurance and annuity contracts",
"#+",,"JCT",2008,,,,,,,2500,2500,2600,2700,2700,,,,,,,,,,,,,25500,26100,26800,27500,28200,,,,,,,"Exclusion of investment income on life insurance and annuity contracts",
"#+",,"JCT",2009,,,,,,,,2500,2600,2700,2700,2800,,,,,,,,,,,,,26100,26800,27500,28200,28900,,,,,,"Exclusion of investment income on life insurance and annuity contracts",
"#+",,"JCT",2010,,,,,,,,,2600,2700,2700,2800,2900,,,,,,,,,,,,,26800,27500,28200,28900,29700,,,,,"Exclusion of investment income on life insurance and annuity contracts",
"#+",,"JCT",2011,,,,,,,,,,2700,2700,2800,2900,3000,,,,,,,,,,,,,27500,28200,28900,29700,30500,,,,"Exclusion of investment income on life insurance and annuity contracts",
"#+",,"JCT",2012,,,,,,,,,,,2500,2500,2600,2600,2700,,,,,,,,,,,,,25400,25700,26300,27000,27700,,,"Exclusion of investment income on life insurance and annuity contracts",
"#+",36,"Treasury",2001,450,485,520,565,605,650,,,,,,,,,,,,14535,15645,16845,18305,19525,21030,,,,,,,,,,,,"Exclusion of interest on life insurance savings",
"#+",37,"Treasury",2002,490,530,580,630,690,750,820,,,,,,,,,,,13460,14640,15940,17360,18920,20620,22510,,,,,,,,,,,"Exclusion of interest on life insurance savings",
"#+",35,"Treasury",2003,,1650,1770,1890,2020,2160,2280,2490,,,,,,,,,,,14640,15940,17360,18920,20620,22510,24440,,,,,,,,,,"Exclusion of interest on life insurance savings",
"#+",35,"Treasury",2004,,,1770,1800,1830,1860,1890,1920,1950,,,,,,,,,,,15920,17330,18910,20610,22500,24430,26360,,,,,,,,,"Exclusion of interest on life insurance savings",
"#+",35,"Treasury",2005,,,,2090,2250,2410,2590,2780,2980,3200,,,,,,,,,,,16810,18250,19720,21420,23270,25280,27460,,,,,,,,"Exclusion of interest on life insurance savings",
"#+",38,"Treasury",2006,,,,,2010,2180,2270,2570,2880,3070,3330,,,,,,,,,,,18820,20570,21800,23610,25890,27910,30280,,,,,,,"Exclusion of interest on life insurance savings",
"#+",53,"Treasury",2007,,,,,,1760,1830,1910,2120,2400,2620,2810,,,,,,,,,,,17440,18140,18860,20480,23700,26370,28540,,,,,,"Exclusion of interest on life insurance savings",
"#+",50,"Treasury",2008,,,,,,,1780,1850,2020,2310,2560,2770,2950,,,,,,,,,,,17600,18300,19905,22750,25270,27320,29150,,,,,"Exclusion of interest on life insurance savings",
"#+",49,"Treasury",2009,,,,,,,,2540,2740,2920,3100,3260,3480,3740,,,,,,,,,,,17370,19100,20580,22100,24340,27270,29850,,,,"Exclusion of interest on life insurance savings",
"#+",51,"Treasury",2010,,,,,,,,,2660,2830,3010,3160,3380,3630,3880,,,,,,,,,,,18530,19960,21440,23610,26450,28950,30980,,,"Exclusion of interest on life insurance savings",
"#+",50,"Treasury",2011,,,,,,,,,,1530,1590,1680,1770,1860,1970,2070,,,,,,,,,,,18750,19550,21390,22930,24560,26250,27790,,"Exclusion of interest on life insurance savings",
"#+",51,"Treasury",2012,,,,,,,,,,,1500,1570,1650,1740,1840,1940,2050,,,,,,,,,,,18410,19640,21010,22480,23990,25440,26920,"Exclusion of interest on life insurance savings",
"#","Special alternative tax on small property and casualty insurance companies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Small property and casualty insurance companies.&mdash;Under the baseline tax system, corporations pay taxes on their profits under the regular tax rate schedule. It would not allow preferentially low (or zero) tax rates to apply to certain types or sources of income. Under current law, however, stock non-life insurance companies are generally exempt from tax if their gross receipts for the taxable year do not exceed $600,000 and more than 50 percent of such gross receipts consists of premiums. Mutual non-life insurance companies are generally tax-exempt if their annual gross receipts do not exceed $150,000 and more than 35 percent of gross receipts consist of premiums. Also, non-life insurance companies with no more than $1.2 million of annual net premiums may elect to pay tax only on their taxable investment income. </p>",
"#+",,"JCT",2009,,,,,,,,100,100,100,100,100,,,,,,,,,,,,,0,0,0,0,0,,,,,,"Tax exemption for certain small insurance companies",
"#+",,"JCT",2010,,,,,,,,,100,100,100,100,100,,,,,,,,,,,,,0,0,0,0,0,,,,,"Tax-exempt status and election to be taxed only on investment income for certain small property and casualty insurance companies",
"#+",,"JCT",2011,,,,,,,,,,100,100,100,100,100,,,,,,,,,,,,,0,0,0,0,0,,,,"Tax-exempt status and election to be taxed only on investment income for certain small property and casualty insurance companies",
"#+",,"JCT",2012,,,,,,,,,,,100,100,100,100,100,,,,,,,,,,,,,0,0,0,0,0,,,"Tax-exempt status and election to be taxed only on investment income for certain small property and casualty insurance companies",
"#+",37,"Treasury",2001,5,5,5,5,5,5,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,"Special alternative tax on small property and casualty insurance companies",
"#+",38,"Treasury",2002,10,10,10,10,10,10,10,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,"Special alternative tax on small property and casualty insurance companies",
"#+",36,"Treasury",2003,,10,10,10,10,10,10,10,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,"Special alternative tax on small property and casualty insurance companies",
"#+",36,"Treasury",2004,,,10,10,10,10,10,10,10,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,"Special alternative tax on small property and casualty insurance companies",
"#+",36,"Treasury",2005,,,,120,120,130,130,140,140,140,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,"Special alternative tax on small property and casualty insurance companies",
"#+",39,"Treasury",2006,,,,,10,10,10,10,10,10,10,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,"Special alternative tax on small property and casualty insurance companies",
"#+",54,"Treasury",2007,,,,,,20,20,20,20,20,20,30,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,"Special alternative tax on small property and casualty insurance companies",
"#+",51,"Treasury",2008,,,,,,,50,50,50,50,50,60,60,,,,,,,,,,,0,0,0,0,0,0,0,,,,,"Special alternative tax on small property and casualty insurance companies",
"#+",50,"Treasury",2009,,,,,,,,40,40,40,40,40,50,50,,,,,,,,,,,0,0,0,0,0,0,0,,,,"Special alternative tax on small property and casualty insurance companies",
"#+",52,"Treasury",2010,,,,,,,,,40,40,40,40,50,50,60,,,,,,,,,,,,,,,,,,,,"Special alternative tax on small property and casualty insurance companies",
"#+",51,"Treasury",2011,,,,,,,,,,40,40,40,50,50,50,60,,,,,,,,,,,,,,,,,,,"Special alternative tax on small property and casualty insurance companies",
"#+",52,"Treasury",2012,,,,,,,,,,,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,"Special alternative tax on small property and casualty insurance companies",
"#","Tax exemption of certain insurance companies owned by tax-exempt organizations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Insurance companies owned by exempt organizations.&mdash;Under the baseline tax system, corporations pay taxes on their profits under the regular tax rate schedule. It would not allow preferentially low (or zero) tax rates to apply to certain types or sources of income. Generally the income generated by life and property and casualty insurance companies is subject to tax, albeit by special rules. Insurance operations conducted by such exempt organizations as fraternal societies, voluntary employee benefit associations, and others, however, are exempt from tax. </p>",
"#+",38,"Treasury",2001,225,235,240,250,255,265,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,"Tax exemption of certain insurance companies owned by tax-exempt organizations",
"#+",39,"Treasury",2002,230,240,250,270,280,300,310,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,"Tax exemption of certain insurance companies owned by tax-exempt organizations",
"#+",37,"Treasury",2003,,220,230,250,260,280,290,300,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,"Tax exemption of certain insurance companies owned by tax-exempt organizations",
"#+",37,"Treasury",2004,,,210,220,240,250,270,280,290,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,"Tax exemption of certain insurance companies owned by tax-exempt organizations",
"#+",37,"Treasury",2005,,,,190,210,220,240,250,260,280,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,"Tax exemption of certain insurance companies owned by tax-exempt organizations",
"#+",40,"Treasury",2006,,,,,180,190,210,220,230,250,260,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,"Tax exemption of certain insurance companies owned by tax-exempt organizations",
"#+",55,"Treasury",2007,,,,,,210,220,230,240,250,260,270,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,"Tax exemption of certain insurance companies owned by tax-exempt organizations",
"#+",52,"Treasury",2008,,,,,,,220,230,240,250,260,270,280,,,,,,,,,,,0,0,0,0,0,0,0,,,,,"Tax exemption of certain insurance companies owned by tax-exempt organizations",
"#+",51,"Treasury",2009,,,,,,,,180,190,190,200,200,210,210,,,,,,,,,,,0,0,0,0,0,0,0,,,,"Tax exemption of certain insurance companies owned by tax-exempt organizations",
"#+",53,"Treasury",2010,,,,,,,,,190,190,200,200,210,210,220,,,,,,,,,,,,,,,,,,,,"Tax exemption of certain insurance companies owned by tax-exempt organizations",
"#+",52,"Treasury",2011,,,,,,,,,,190,200,200,210,210,220,220,,,,,,,,,,,,,,,,,,,"Tax exemption of certain insurance companies owned by tax-exempt organizations",
"#+",53,"Treasury",2012,,,,,,,,,,,200,200,210,210,210,220,220,,,,,,,,,,,,,,,,,,"Tax exemption of certain insurance companies owned by tax-exempt organizations",
"#","Small life insurance company deduction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Small life insurance company deduction.&mdash; Under the baseline tax system, corporations pay taxes on their profits under the regular tax rate schedule. It would not allow preferentially low (or zero) tax rates to apply to certain types or sources of income. However, under current law small life insurance companies (with gross assets of less than $500 million) can deduct 60 percent of the first $3 million of otherwise taxable income. The deduction phases out for otherwise taxable income between $3 million and $15 million. </p>",
"#+",,"JCT",2001,100,100,100,100,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,"Small life insurance company taxable income adjustment",
"#+",,"JCT",2002,100,100,100,100,100,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,"Small life insurance company taxable income adjustment",
"#+",,"JCT",2003,,100,100,100,100,100,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,"Small life insurance company taxable income adjustment",
"#+",,"JCT",2004,,,100,100,100,100,100,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,"Small life insurance company taxable income adjustment",
"#+",,"JCT",2005,,,,100,100,100,100,100,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,"Small life insurance company taxable income adjustment",
"#+",,"JCT",2006,,,,,100,100,100,100,100,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,"Small life insurance company taxable income adjustment",
"#+",,"JCT",2007,,,,,,100,100,100,100,100,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,"Small life insurance company taxable income adjustment",
"#+",,"JCT",2008,,,,,,,100,100,100,100,100,,,,,,,,,,,,,0,0,0,0,0,,,,,,,"Small life insurance company taxable income adjustment",
"#+",,"JCT",2009,,,,,,,,100,100,100,100,100,,,,,,,,,,,,,0,0,0,0,0,,,,,,"Small life insurance company taxable income adjustment",
"#+",,"JCT",2010,,,,,,,,,100,100,100,100,100,,,,,,,,,,,,,0,0,0,0,0,,,,,"Small life insurance company taxable income adjustment",
"#+",,"JCT",2011,,,,,,,,,,100,100,100,100,100,,,,,,,,,,,,,0,0,0,0,0,,,,"Small life insurance company taxable income adjustment",
"#+",,"JCT",2012,,,,,,,,,,,100,100,100,100,100,,,,,,,,,,,,,0,0,0,0,0,,,"Small life insurance company taxable income adjustment",
"#+",39,"Treasury",2001,100,100,100,100,105,105,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,"Small life insurance company deduction",
"#+",40,"Treasury",2002,100,100,100,100,100,100,100,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,"Small life insurance company deduction",
"#+",38,"Treasury",2003,,100,100,100,100,100,100,100,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,"Small life insurance company deduction",
"#+",38,"Treasury",2004,,,100,100,100,100,100,100,100,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,"Small life insurance company deduction",
"#+",38,"Treasury",2005,,,,90,90,90,90,90,90,90,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,"Small life insurance company deduction",
"#+",41,"Treasury",2006,,,,,80,80,80,80,80,80,80,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,"Small life insurance company deduction",
"#+",56,"Treasury",2007,,,,,,60,60,60,60,60,60,50,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,"Small life insurance company deduction",
"#+",53,"Treasury",2008,,,,,,,60,60,60,60,60,50,50,,,,,,,,,,,0,0,0,0,0,0,0,,,,,"Small life insurance company deduction",
"#+",52,"Treasury",2009,,,,,,,,50,50,50,50,50,60,60,,,,,,,,,,,0,0,0,0,0,0,0,,,,"Small life insurance company deduction",
"#+",54,"Treasury",2010,,,,,,,,,50,50,50,50,50,50,50,,,,,,,,,,,,,,,,,,,,"Small life insurance company deduction",
"#+",53,"Treasury",2011,,,,,,,,,,50,50,50,50,50,50,50,,,,,,,,,,,,,,,,,,,"Small life insurance company deduction",
"#+",54,"Treasury",2012,,,,,,,,,,,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,"Small life insurance company deduction",
"#","Exclusion of interest spread of financial institutions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Exclusion of interest spread of financial institutions.&mdash;The baseline tax system generally would tax all income under the regular tax rate schedule. It would not allow preferentially low (or zero) tax rates to apply to certain types or sources of income. Consumers and nonprofit organizations pay for some deposit-linked services, such as check cashing, by accepting a below-market interest rate on their demand deposits. If they received a market rate of interest on those deposits and paid explicit fees for the associated services, they would pay taxes on the full market rate and (unlike businesses) could not deduct the fees. The Government thus foregoes tax on the difference between the risk-free market interest rate and below-market interest rates on demand deposits, which under competitive conditions should equal the value added of deposit services. </p>",
"#+",57,"Treasury",2007,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,1450,1540,1620,1710,1800,1890,1990,,,,,,"Exclusion of interest spread of financial institutions",
"#+",54,"Treasury",2008,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,1350,1330,1400,1480,1550,1950,2050,,,,,"Exclusion of interest spread of financial institutions",
"#+",53,"Treasury",2009,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,520,450,480,500,630,660,690,,,,"Exclusion of interest spread of financial institutions",
"#+",55,"Treasury",2010,,,,,,,,,,,,,,,,,,,,,,,,,,270,220,240,280,290,310,320,,,"Exclusion of interest spread of financial institutions",
"#+",54,"Treasury",2011,,,,,,,,,,,,,,,,,,,,,,,,,,,-120,520,960,1070,1160,1250,1330,,"Exclusion of interest spread of financial institutions",
"#+",55,"Treasury",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,-170,300,550,630,700,760,810,"Exclusion of interest spread of financial institutions",
"#","Cancellation of indebtedness",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Cancellation of indebtedness.&mdash;The baseline tax system generally would tax all income under the regular tax rate schedule. It would not allow preferentially low (or zero) tax rates to apply to certain types or sources of income. In contrast, under current law individuals are not required to report the cancellation of certain indebtedness as current income. If the canceled debt is not reported as current income, however, the basis of the underlying property must be reduced by the amount canceled. </p>",
"#+",49,"Treasury",2001,0,0,0,0,0,0,,,,,,,,,,,,25,15,15,20,20,25,,,,,,,,,,,,"Cancellation of indebtedness",
"#+",50,"Treasury",2002,0,0,0,0,0,0,0,,,,,,,,,,,30,20,10,10,10,20,20,,,,,,,,,,,"Cancellation of indebtedness",
"#+",48,"Treasury",2003,,0,0,0,0,0,0,0,,,,,,,,,,,30,30,30,40,40,40,40,,,,,,,,,,"Cancellation of indebtedness",
"#+",48,"Treasury",2004,,,0,0,0,0,0,0,0,,,,,,,,,,,0,10,30,50,60,60,50,,,,,,,,,"Cancellation of indebtedness",
"#+",48,"Treasury",2005,,,,0,0,0,0,0,0,0,,,,,,,,,,,20,30,30,30,40,40,40,,,,,,,,"Cancellation of indebtedness",
"#+",52,"Treasury",2006,,,,,0,0,0,0,0,0,0,,,,,,,,,,,30,30,30,40,40,40,40,,,,,,,"Cancellation of indebtedness",
"#+",68,"Treasury",2007,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,30,160,110,40,40,40,40,,,,,,"Cancellation of indebtedness",
"#+",65,"Treasury",2008,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,90,100,90,60,30,30,30,,,,,"Cancellation of indebtedness",
"#+",65,"Treasury",2009,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,110,90,60,40,30,30,30,,,,"Cancellation of indebtedness",
"#+",68,"Treasury",2010,,,,,,,,,,,,,,,,,,,,,,,,,,60,30,20,40,50,40,30,,,"Cancellation of indebtedness",
"#+",67,"Treasury",2011,,,,,,,,,,,,,,,,,,,,,,,,,,,300,130,-10,-50,-30,0,40,,"Cancellation of indebtedness",
"#+",68,"Treasury",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,430,130,-70,-180,-250,-230,"Cancellation of indebtedness",
"#","Exceptions from imputed interest rules",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p>Imputed interest rules.&mdash;Holders (issuers) of debt instruments are generally required to report interest earned (paid) in the period it accrues, not when paid. In addition, the amount of interest accrued is determined by the actual price paid, not by the stated principal and interest stipulated in the instrument. In general, any debt associated with the sale of property worth less than $250,000 is excepted from the general interest accounting rules. This general $250,000 exception is not a tax expenditure under reference law but is under normal law. Exceptions above $250,000 are a tax expenditure under reference law; these exceptions include the following: (1) sales of personal residences worth more than $250,000, and (2) sales of farms and small businesses worth between $250,000 and $1 million. </p>",
"#+",,"JCT",2001,"<+","<+","<+","<+",,,,,,,,,,,,,,200,200,200,200,,,,,,,,,,,,,,"Permanent exemption from imputed interest rules",
"#+",,"JCT",2002,"<50","<50","<50","<50","<50",,,,,,,,,,,,,200,200,200,200,300,,,,,,,,,,,,,"Permanent exemption from imputed interest rules",
"#+",,"JCT",2003,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,200,200,300,300,300,,,,,,,,,,,,"Permanent exemption from imputed interest rules",
"#+",,"JCT",2004,,,"<+","<+","<+","<+","<+",,,,,,,,,,,,200,300,300,300,300,,,,,,,,,,,,"Permanent exemption from imputed interest rules",
"#+",,"JCT",2005,,,,"<+","<+","<+","<+","<+",,,,,,,,,,,,300,300,300,300,300,,,,,,,,,,,"Permanent exemption from imputed interest rules",
"#+",,"JCT",2006,,,,,"<+","<+","<+","<+","<+",,,,,,,,,,,,300,300,300,300,300,,,,,,,,,,"Permanent exemption from imputed interest rules",
"#+",,"JCT",2007,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,300,300,300,300,300,,,,,,,,"Permanent exemption from imputed interest rules",
"#+",,"JCT",2008,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,400,400,400,400,500,,,,,,,"Permanent exemption from imputed interest rules",
"#+",,"JCT",2009,,,,,,,,"<50","<50","<50","<50","<50",,,,,,,,,,,,,400,400,400,500,500,,,,,,"Exemptions from imputed interest rules",
