#,Program Title,Agency/Office,Types of Assistance,Date Modified,Date Published
12.352,Scientific Research - Combating Weapons of Mass Destruction,Department of Defense / Office of the Secretary of Defense,B - PROJECT GRANTS,9/19/2008 0:00,1/1/2007 0:00
12.401,National Guard Military Operations and Maintenance (O&M) Projects,Department of Defense / National Guard Bureau,B - PROJECT GRANTS,6/4/2009 9:58,1/1/1996 0:00
12.404,National Guard ChalleNGe Program,Department of Defense / National Guard Bureau,A - FORMULA GRANTS,9/1/2010 9:27,1/1/2001 0:00
14.119,Mortgage Insurance_Homes for Disaster Victims,Department of Housing and Urban Development / Office of Housing-Federal Housing Commissioner,F - GUARANTEED/INSURED LOANS,8/13/2010 7:47,1/1/1967 0:00
14.139,Mortgage Insurance_Rental Housing in Urban Renewal Areas,Department of Housing and Urban Development / Office of Housing-Federal Housing Commissioner,F - GUARANTEED/INSURED LOANS,8/16/2010 9:34,1/1/1965 0:00
15.031,Indian Community Fire Protection,Department of the Interior / Bureau of Indian Affairs,C - DIRECT PAYMENTS FOR A SPECIFIED USE,9/27/2010 8:53,1/1/1997 0:00
15.065,Safety of Dams on Indian Lands,Department of the Interior / Bureau of Indian Affairs,C - DIRECT PAYMENTS FOR A SPECIFIED USE,9/23/2010 7:52,1/1/1997 0:00
16.590,Grants to Encourage Arrest Policies and Enforcement of Protection Orders Program,Department of Justice / Violence Against Women Office,B - PROJECT GRANTS,1/19/2011 11:15,1/1/1996 0:00
16.749,Radiation Exposure Compensation Program,Department of Justice / Civil Rights Division,B - PROJECT GRANTS,11/7/2008 0:00,1/1/2007 0:00
19.123,EUR/ACE Humanitarian Assistance Program,U.S. Department of State,B - Project Grants,1/25/2011 7:36,1/21/2011 7:50
19.124,U.S. Department of State,U.S. Department of State / Bureau of East Asian and  Pacific Affairs,"B - Cooperative Agreements, B - Cooperative Agreements (Discretionary Grants), B - Project Grants, B - Project Grants (for specified projects)",12/7/2010 10:06,12/7/2010 10:06
20.205,Highway Planning and Construction,Department of Transportation / Federal Highway Administration (FHWA),"A - FORMULA GRANTS, B - PROJECT GRANTS",7/27/2010 7:46,1/1/1967 0:00
20.600,State and Community Highway Safety,Department of Transportation / National Highway Traffic Safety Administration (NHTSA),A - FORMULA GRANTS,6/7/2010 8:17,1/1/1971 0:00
20.602,Occupant Protection Incentive Grants,Department of Transportation / National Highway Traffic Safety Administration (NHTSA),B - PROJECT GRANTS,6/1/2010 11:31,1/1/1992 0:00
20.720,State Damage Prevention Program Grants,Department of Transportation / Pipeline and Hazardous Materials Safety Administration,B - Project Grants (Discretionary),8/4/2010 8:01,1/1/2007 0:00
43.010,Construction & Environmental Compliance & Remediation,National Aeronautics and Space Administration,"B - Cooperative Agreements, B - Cooperative Agreements (Discretionary Grants), B - Project Grants, B - Project Grants (Contracts), B - Project Grants (Cooperative Agreements or Contracts), B - Project Grants (Cooperative Agreements), B - Project Grants (Discretionary), B - Project Grants (Fellowships), B - Project Grants (for collaborative design of curriculum, production of, B - Project Grants (for specified projects), B - Project Grants (including individual awards), B - Project Grants (including travel grants)",11/1/2010 7:35,11/1/2010 7:35
59.008,Disaster Assistance Loans,Small Business Administration,E - DIRECT LOANS,6/17/2009 10:02,1/1/1967 0:00
66.718,National Community-Based Lead Outreach and Training Grant Program,Environmental Protection Agency / Office of Pollution Prevention and Toxics Substances,B - PROJECT GRANTS,4/30/2010 7:34,1/1/2007 0:00
84.040,Impact Aid_Facilities Maintenance,Department of Education / Office of Elementary and Secondary Education,B - PROJECT GRANTS,8/30/2010 13:03,1/1/1980 0:00
84.041,Impact Aid,Department of Education / Office of Elementary and Secondary Education,"A - FORMULA GRANTS, B - Project Grants (Discretionary)",9/27/2010 9:12,1/1/1980 0:00
93.003,Public Health and Social Services Emergency Fund,Department of Health and Human Services / Office of the Secretary,B - PROJECT GRANTS,9/12/2008 0:00,1/1/1992 0:00
93.016,Postal Model for Medical Countermeasures Delivery and Distribution,Department of Health and Human Services / Office of the Secretary,B - Cooperative Agreements (Discretionary Grants),12/23/2010 0:24,12/23/2010 0:24
93.069,Public Health Emergency Preparedness,Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements,7/15/2010 7:41,1/1/2008 0:00
93.089,Emergency System for Advance Registration of Volunteer Health Professionals,Department of Health and Human Services / Office of the Secretary,B - Project Grants (Discretionary),7/8/2010 10:24,6/19/2009 8:31
93.228,Indian Health Service_Health Management Development Program,Department of Health and Human Services / Indian Health Service,B - PROJECT GRANTS,7/8/2010 7:52,1/1/1990 0:00
93.283,Centers for Disease Control and Prevention_Investigations and Technical Assistance,Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements,9/22/2010 7:29,1/1/1990 0:00
93.360,"Biomedical Advanced Research and Development Authority (BARDA), Biodefense Medical Countermeasure Development",Department of Health and Human Services / Office of the Secretary,"B - Cooperative Agreements (Discretionary Grants), B - Project Grants (Discretionary)",5/11/2010 14:29,5/11/2010 14:29
94.007,Program Development and Innovation Grants,Corporation for National and Community Service,B - PROJECT GRANTS,12/20/2009 17:33,1/1/1995 0:00
94.020,CNCS Disaster Response Cooperative Agreement,Corporation for National and Community Service,B - Cooperative Agreements,12/20/2009 17:34,12/20/2009 17:34
97.005,State and Local Homeland Security National Training Program,Department of Homeland Security,B - PROJECT GRANTS,8/5/2010 7:50,1/1/2003 0:00
97.007,Homeland Security Preparedness Technical Assistance Program,Department of Homeland Security,B - Cooperative Agreements,7/23/2010 8:25,1/1/2003 0:00
97.008,Non-Profit Security Program,Department of Homeland Security,B - Project Grants,7/23/2010 8:26,1/1/2003 0:00
97.019,National Fire Academy Followship Program,Department of Homeland Security,M - TRAINING,8/5/2010 7:51,1/1/2003 0:00
97.022,Flood Insurance,Department of Homeland Security,G - INSURANCE,8/5/2010 7:51,1/1/2003 0:00
97.023,Community Assistance Program State Support Services Element (CAP-SSSE),Department of Homeland Security,B - Cooperative Agreements,7/23/2010 8:26,1/1/2003 0:00
97.025,National Urban Search and Rescue (US&R) Response System,Department of Homeland Security,B - PROJECT GRANTS,6/16/2010 7:34,1/1/2003 0:00
97.026,Emergency Management Institute_Training Assistance,Department of Homeland Security,C - DIRECT PAYMENTS FOR A SPECIFIED USE,6/16/2010 7:34,1/1/2003 0:00
97.027,Emergency Management Institute (EMI)_Independent Study Program,Department of Homeland Security,M - TRAINING,5/25/2010 12:08,1/1/2003 0:00
97.028,Emergency Management Institute (EMI)_Resident Educational Program,Department of Homeland Security,M - TRAINING,6/16/2010 7:35,1/1/2003 0:00
97.029,Flood Mitigation Assistance,Department of Homeland Security,B - PROJECT GRANTS,6/30/2010 19:13,1/1/2003 0:00
97.030,Community Disaster Loans,Department of Homeland Security,E - DIRECT LOANS,8/26/2010 15:12,1/1/2003 0:00
97.031,Cora Brown Fund,Department of Homeland Security,C - DIRECT PAYMENTS FOR A SPECIFIED USE,6/16/2010 7:35,1/1/2003 0:00
97.032,Crisis Counseling,Department of Homeland Security,B - PROJECT GRANTS,6/23/2010 7:52,1/1/2003 0:00
97.033,Disaster Legal Services,Department of Homeland Security,C - Direct Payments for Specified Use,6/18/2010 14:57,1/1/2003 0:00
97.034,Disaster Unemployment Assistance,Department of Homeland Security,"C - DIRECT PAYMENTS FOR A SPECIFIED USE, J - PROVISION OF SPECIALIZED SERVICES",6/23/2010 7:53,1/1/2003 0:00
97.036,Disaster Grants - Public Assistance (Presidentially Declared Disasters),Department of Homeland Security,B - PROJECT GRANTS,5/25/2010 12:06,1/1/2003 0:00
97.039,Hazard Mitigation Grant,Department of Homeland Security,B - PROJECT GRANTS,7/23/2010 8:27,1/1/2003 0:00
97.040,Chemical Stockpile Emergency Preparedness Program,Department of Homeland Security,B - PROJECT GRANTS,5/25/2010 12:04,1/1/2003 0:00
97.041,National Dam Safety Program,Department of Homeland Security,B - PROJECT GRANTS,8/5/2010 7:51,1/1/2003 0:00
97.042,Emergency Management Performance Grants,Department of Homeland Security,A - FORMULA GRANTS,7/23/2010 8:27,1/1/2003 0:00
97.043,State Fire Training Systems Grants,Department of Homeland Security,B - PROJECT GRANTS,5/25/2010 12:03,1/1/2003 0:00
97.045,Cooperating Technical Partners,Department of Homeland Security,B - Cooperative Agreements,6/16/2010 7:36,1/1/2003 0:00
97.047,Pre-Disaster Mitigation,Department of Homeland Security,B - PROJECT GRANTS,6/30/2010 19:14,1/1/2003 0:00
97.048,Federal Disaster Assistance to Individuals and Households in Presidential Declared Disaster Areas,Department of Homeland Security,"B - PROJECT GRANTS, C - Direct Payments for Specified Use",6/23/2010 7:54,1/1/2003 0:00
97.049,Presidential Declared Disaster Assistance - Disaster Housing Operations for Individuals and Households,Department of Homeland Security,C - DIRECT PAYMENTS FOR A SPECIFIED USE,6/23/2010 7:54,1/1/2003 0:00
97.050,Presidential Declared Disaster Assistance to Individuals and Households - Other Needs,Department of Homeland Security,C - DIRECT PAYMENTS FOR A SPECIFIED USE,8/5/2010 7:52,1/1/2003 0:00
97.052,Emergency Operations Centers,Department of Homeland Security,B - PROJECT GRANTS,7/23/2010 8:28,1/1/2003 0:00
97.053,Citizen Corps,Department of Homeland Security,B - Cooperative Agreements,7/23/2010 8:32,1/1/2003 0:00
97.056,Port Security Grant Program,Department of Homeland Security,B - Cooperative Agreements,7/23/2010 8:33,1/1/2003 0:00
97.057,Intercity Bus Security Grants,Department of Homeland Security,B - Cooperative Agreements,7/23/2010 8:33,1/1/2003 0:00
97.058,Operation Safe Commerce (OSC) Cooperative Agreement Program,Department of Homeland Security,B - PROJECT GRANTS,6/28/2010 6:49,1/1/2003 0:00
97.059,Truck Security Program,Department of Homeland Security,B - Cooperative Agreements,7/12/2010 18:11,1/1/2003 0:00
97.061,Centers for Homeland Security,Department of Homeland Security,B - Project Grants,10/1/2010 8:24,1/1/2004 0:00
97.067,Homeland Security Grant Program,Department of Homeland Security,A - FORMULA GRANTS,7/23/2010 8:38,1/1/2004 0:00
97.071,Metropolitan Medical Response System,Department of Homeland Security,B - PROJECT GRANTS,7/23/2010 8:38,1/1/2004 0:00
97.077,"Homeland Security Research Testing, Evaluation, and Demonstration of Technologies Related to Nuclear Detection",Department of Homeland Security,"B - Cooperative Agreements, H - SALE, EXCHANGE, OR DONATION OF PROPERTY OR GOODS, I - USE OF PROPERTY, FACILITIES, OR EQUIPMENT, L - DISSEMINATION OF TECHNICAL INFORMATION",9/21/2010 12:09,1/1/2005 0:00
97.078,Buffer Zone Protection Program (BZPP),Department of Homeland Security,B - PROJECT GRANTS,7/23/2010 8:40,1/1/2005 0:00
97.080,Information Analysis Infrastructure Protection (IAIP) and Critical Infrastructure Monitoring and Protection,Department of Homeland Security,B - Cooperative Agreements,9/23/2010 7:56,1/1/2005 0:00
97.082,Earthquake Consortium,Department of Homeland Security,B - Project Grants (Cooperative Agreements),7/23/2010 8:43,1/1/2005 0:00
97.084,Hurricane Katrina Case Management Initiative Program,Department of Homeland Security,B - PROJECT GRANTS,6/23/2010 7:56,1/1/2005 0:00
97.086,"Homeland Security Outreach, Education, and Technical Assistance",Department of Homeland Security,"B - PROJECT GRANTS, L - DISSEMINATION OF TECHNICAL INFORMATION",9/23/2010 7:56,1/1/2005 0:00
97.088,Disaster Assistance Projects,Department of Homeland Security,B - Cooperative Agreements,7/23/2010 8:43,1/1/2005 0:00
97.089,Driver's License Security Grant Program,Department of Homeland Security,B - PROJECT GRANTS,7/23/2010 8:44,1/1/2005 0:00
97.092,Repetitive Flood Claims,Department of Homeland Security,B - PROJECT GRANTS,6/30/2010 19:14,1/1/2008 0:00
97.093,Fire Service Hazardous Materials Preparedness and Response,Department of Homeland Security,B - PROJECT GRANTS,6/16/2010 7:37,1/1/2006 0:00
97.094,Prevention Advocacy Resources and Data Exchange Program,Department of Homeland Security,B - PROJECT GRANTS,6/17/2010 7:35,1/1/2006 0:00
97.095,Safe Kids Worldwide,Department of Homeland Security,B - PROJECT GRANTS,6/15/2010 14:14,1/1/2006 0:00
97.097,Training Resource and Data Exchange,Department of Homeland Security,B - PROJECT GRANTS,6/15/2010 14:13,1/1/2006 0:00
97.098,Disaster Donations Management Program,Department of Homeland Security,B - Cooperative Agreements,6/30/2010 19:15,1/1/2006 0:00
97.099,Residential Fire Safety & Fire Sprinkler Initiatives,Department of Homeland Security,B - PROJECT GRANTS,6/15/2010 14:05,1/1/2007 0:00
97.103,Degrees at a Distance Program,Department of Homeland Security,B - PROJECT GRANTS,6/15/2010 14:04,1/1/2007 0:00
97.105,Firefighter Health and Safety,Department of Homeland Security,B - PROJECT GRANTS,6/18/2010 14:55,1/1/2007 0:00
97.106,Securing the Cities,Department of Homeland Security,"B - Cooperative Agreements, H - SALE, EXCHANGE, OR DONATION OF PROPERTY OR GOODS, I - USE OF PROPERTY, FACILITIES, OR EQUIPMENT, L - DISSEMINATION OF TECHNICAL INFORMATION",9/21/2010 11:47,1/1/2007 0:00
97.107,National Incident Management System (NIMS),Department of Homeland Security,B - PROJECT GRANTS,7/23/2010 8:44,1/1/2007 0:00
97.108,"Homeland Security, Research, Testing, Evaluation, and Demonstration of Technologies",Department of Homeland Security,"B - PROJECT GRANTS, H - SALE, EXCHANGE, OR DONATION OF PROPERTY OR GOODS, I - USE OF PROPERTY, FACILITIES, OR EQUIPMENT, L - DISSEMINATION OF TECHNICAL INFORMATION",9/23/2010 7:57,1/1/2007 0:00
97.109,Disaster Housing Assistance Grant,Department of Homeland Security,B - PROJECT GRANTS,6/15/2010 14:03,1/1/2007 0:00
97.110,Severe Loss Repetitive Program,Department of Homeland Security,B - PROJECT GRANTS,6/30/2010 19:16,1/1/2008 0:00
97.111,Regional Catastrophic Preparedness Grant Program (RCPGP),Department of Homeland Security,B - PROJECT GRANTS,7/23/2010 8:44,1/1/2008 0:00
97.112,Border Infrastructure Improvement Projects,Department of Homeland Security,"B - Cooperative Agreements, B - Project Grants",8/12/2010 7:34,1/1/2008 0:00
97.119,2010 Olympics First Responder Training,Department of Homeland Security,B - Project Grants,9/10/2010 12:17,9/21/2009 8:50
97.120,Border Interoperability Demonstration Project,Department of Homeland Security,B - Project Grants,9/23/2010 7:57,2/26/2010 7:38
97.121,Radiological/Nuclear Detection Pilot Evaluations Program,Department of Homeland Security,"B - Cooperative Agreements, B - Project Grants (Contracts), I - Use of Property, Facilities, and Equipment, L - Dissemination of Technical Information",9/23/2010 7:58,4/13/2010 8:32
97.122,Bio-Preparedness Collaboratory,Department of Homeland Security,B - Cooperative Agreements,9/23/2010 7:57,5/6/2010 15:54
97.123,Multi-State Information Sharing and Analysis Center,Department of Homeland Security,B - Cooperative Agreements,6/23/2010 10:34,6/15/2010 14:01
97.124,Interoperable Communications and Training Project,Department of Homeland Security,B - Project Grants,9/10/2010 12:19,9/10/2010 12:19
97.125,Virginia Operational Integration Cyber Center of Excellence,Department of Homeland Security,B - Project Grants,10/1/2010 8:24,10/1/2010 8:24
