#,Program Title,Agency/Office,Types of Assistance,Date Modified,Date Published
16.105,Civil Rights of Institutionalized Persons,Department of Justice / Civil Rights Division,J - PROVISION OF SPECIALIZED SERVICES,8/27/2010 7:51,1/1/1972 0:00
16.109,Civil Rights Prosecution,Department of Justice / Civil Rights Division,B - PROJECT GRANTS,8/27/2010 7:51,1/1/1992 0:00
16.110,Education and Enforcement of the Antidiscrimination Provision of the Immigration and Nationality Act,Department of Justice / Civil Rights Division,"B - PROJECT GRANTS, J - PROVISION OF SPECIALIZED SERVICES, N - INVESTIGATION OF COMPLAINTS",8/27/2010 7:51,1/1/1995 0:00
16.123,Community-Based Violence Prevention Program,Department of Justice,B - Project Grants,7/6/2010 6:31,3/18/2010 10:46
16.200,Community Relations Service,Department of Justice / Community Relations Service,J - PROVISION OF SPECIALIZED SERVICES,9/17/2008 0:00,1/1/1967 0:00
16.203,Comprehensive Approaches to Sex Offender Management Discretionary Grant (CASOM),Department of Justice,"B - PROJECT GRANTS, M - TRAINING",6/30/2010 13:49,1/1/2002 0:00
16.300,Law Enforcement Assistance_FBI Advanced Police Training,Department of Justice / Federal Bureau of Investigation,M - TRAINING,6/30/2009 10:23,1/1/1967 0:00
16.301,Law Enforcement Assistance_FBI Crime Laboratory Support,Department of Justice / Federal Bureau of Investigation,"J - PROVISION OF SPECIALIZED SERVICES, M - TRAINING",6/30/2009 10:23,1/1/1965 0:00
16.302,Law Enforcement Assistance_FBI Field Police Training,Department of Justice / Federal Bureau of Investigation,M - TRAINING,6/30/2009 10:24,1/1/1969 0:00
16.303,Law Enforcement Assistance_FBI Fingerprint Identification,Department of Justice / Federal Bureau of Investigation,J - PROVISION OF SPECIALIZED SERVICES,6/30/2009 10:24,1/1/1969 0:00
16.304,Law Enforcement Assistance_National Crime Information Center,Department of Justice / Federal Bureau of Investigation,J - PROVISION OF SPECIALIZED SERVICES,6/30/2009 10:24,1/1/1969 0:00
16.305,Law Enforcement Assistance_Uniform Crime Reports,Department of Justice / Federal Bureau of Investigation,L - DISSEMINATION OF TECHNICAL INFORMATION,6/30/2009 10:25,1/1/1969 0:00
16.307,Combined DNA Index System,Department of Justice / Federal Bureau of Investigation,B - PROJECT GRANTS,6/30/2009 10:25,1/1/1996 0:00
16.308,Indian Country Investigations,Department of Justice / Federal Bureau of Investigation,M - TRAINING,6/30/2009 10:26,1/1/1996 0:00
16.309,Law Enforcement Assistance_National Instant Criminal Background Check System,Department of Justice / Federal Bureau of Investigation,J - PROVISION OF SPECIALIZED SERVICES,6/30/2009 10:26,1/1/2000 0:00
16.320,Services for Trafficking Victims,Department of Justice / Office of Victims of Crime,"B - PROJECT GRANTS, C - DIRECT PAYMENTS FOR A SPECIFIED USE",7/8/2010 7:38,1/1/2004 0:00
16.321,Antiterrorism Emergency Reserve,Department of Justice / Office of Victims of Crime,B - PROJECT GRANTS,7/9/2010 7:48,1/1/2002 0:00
16.523,Juvenile Accountability Block Grants,Department of Justice / Office of Juvenile Justice and Delinquency Prevention,"A - FORMULA GRANTS, B - PROJECT GRANTS",7/6/2010 6:31,1/1/1998 0:00
16.524,Legal Assistance for Victims,Department of Justice / Violence Against Women Office,B - PROJECT GRANTS,10/21/2010 13:10,1/1/1999 0:00
16.526,OVW Technical Assistance Initiative,Department of Justice / Violence Against Women Office,B - PROJECT GRANTS,10/21/2010 13:10,1/1/2002 0:00
16.527,"Supervised Visitation, Safe Havens for Children",Department of Justice / Violence Against Women Office,B - PROJECT GRANTS,11/17/2010 10:50,1/1/2002 0:00
16.528,Enhanced Training and Services to End Violence and Abuse of Women Later in Life,Department of Justice / Violence Against Women Office,B - PROJECT GRANTS,11/17/2010 10:51,1/1/2002 0:00
16.529,"Education, Training, and Enhanced Services to End Violence Against and Abuse of Women with Disabilities",Department of Justice / Violence Against Women Office,B - PROJECT GRANTS,11/17/2010 10:51,1/1/2002 0:00
16.540,Juvenile Justice and Delinquency Prevention_Allocation to States,Department of Justice / Office of Juvenile Justice and Delinquency Prevention,"A - FORMULA GRANTS, B - PROJECT GRANTS",7/6/2010 6:31,1/1/1980 0:00
16.541,"Part E - Developing, Testing and Demonstrating Promising New Programs",Department of Justice / Office of Juvenile Justice and Delinquency Prevention,"B - PROJECT GRANTS, J - PROVISION OF SPECIALIZED SERVICES",7/6/2010 6:33,1/1/1980 0:00
16.543,Missing Children's Assistance,Department of Justice / Office of Juvenile Justice and Delinquency Prevention,B - PROJECT GRANTS,7/6/2010 6:32,1/1/1986 0:00
16.544,Youth Gang Prevention,Department of Justice / Office of Juvenile Justice and Delinquency Prevention,B - PROJECT GRANTS,7/8/2010 7:39,1/1/1990 0:00
16.548,Title V_Delinquency Prevention Program,Department of Justice / Office of Juvenile Justice and Delinquency Prevention,A - FORMULA GRANTS,7/6/2010 6:32,1/1/1994 0:00
16.550,State Justice Statistics Program for Statistical Analysis Centers,Department of Justice / Bureau of Justice Statistics,B - Cooperative Agreements,7/9/2010 7:48,1/1/1980 0:00
16.554,National Criminal History Improvement Program (NCHIP),Department of Justice / Bureau of Justice Statistics,B - Cooperative Agreements,7/9/2010 7:49,1/1/1995 0:00
16.556,State Domestic Violence and Sexual Assault Coalitions,Department of Justice / Violence Against Women Office,A - FORMULA GRANTS,11/17/2010 10:52,1/1/2008 0:00
16.557,Tribal Domestic Violence and Sexual Assault Coalitions Grant Program,Department of Justice / Violence Against Women Office,B - PROJECT GRANTS,10/21/2010 13:11,1/1/2008 0:00
16.560,"National Institute of Justice Research, Evaluation, and Development Project Grants",Department of Justice / National Institute of Justice,"B - PROJECT GRANTS, L - DISSEMINATION OF TECHNICAL INFORMATION",7/6/2010 6:32,1/1/1980 0:00
16.562,Criminal Justice Research and Development_Graduate Research Fellowships,Department of Justice / National Institute of Justice,B - PROJECT GRANTS,7/6/2010 6:32,1/1/1980 0:00
16.566,National Institute of Justice W.E.B. DuBois Fellowship Program,Department of Justice / National Institute of Justice,B - PROJECT GRANTS,7/6/2010 6:33,1/1/1999 0:00
16.575,Crime Victim Assistance,Department of Justice / Office of Victims of Crime,A - FORMULA GRANTS,7/8/2010 7:39,1/1/1985 0:00
16.576,Crime Victim Compensation,Department of Justice / Office of Victims of Crime,A - FORMULA GRANTS,7/8/2010 7:40,1/1/1985 0:00
16.578,Federal Surplus Property Transfer Program,Department of Justice / Bureau of Justice Assistance,"H - SALE, EXCHANGE, OR DONATION OF PROPERTY OR GOODS",7/8/2010 7:40,1/1/1986 0:00
16.579,Edward Byrne Memorial Formula Grant Program,Department of Justice / Bureau of Justice Assistance,A - FORMULA GRANTS,7/30/2009 11:36,1/1/1987 0:00
16.580,Edward Byrne Memorial State and Local Law Enforcement Assistance Discretionary Grants Program,Department of Justice / Bureau of Justice Assistance,B - PROJECT GRANTS,9/28/2009 10:20,1/1/1987 0:00
16.582,Crime Victim Assistance/Discretionary Grants,Department of Justice / Office of Victims of Crime,"B - PROJECT GRANTS, C - DIRECT PAYMENTS FOR A SPECIFIED USE",7/8/2010 7:40,1/1/1988 0:00
16.583,Children's Justice Act Partnerships for Indian Communities,Department of Justice / Office of Victims of Crime,"B - PROJECT GRANTS, C - DIRECT PAYMENTS FOR A SPECIFIED USE",7/8/2010 7:40,1/1/1989 0:00
16.585,Drug Court Discretionary Grant Program,Department of Justice / Bureau of Justice Assistance,B - PROJECT GRANTS,7/9/2010 7:49,1/1/1995 0:00
16.588,Violence Against Women Formula Grants,Department of Justice / Violence Against Women Office,A - FORMULA GRANTS,11/17/2010 10:52,1/1/1995 0:00
16.589,"Rural Domestic Violence, Dating Violence, Sexual Assault, and Stalking Assistance Program",Department of Justice / Violence Against Women Office,B - PROJECT GRANTS,10/21/2010 13:11,1/1/1996 0:00
16.590,Grants to Encourage Arrest Policies and Enforcement of Protection Orders Program,Department of Justice / Violence Against Women Office,B - PROJECT GRANTS,1/19/2011 11:15,1/1/1996 0:00
16.595,Community Capacity Development Office,Department of Justice / Executive Office for Weed and Seed,"B - PROJECT GRANTS, J - PROVISION OF SPECIALIZED SERVICES",7/8/2010 7:41,1/1/1995 0:00
16.596,Correctional Grant Program for Indian Tribes,Department of Justice / Bureau of Justice Assistance,B - PROJECT GRANTS,7/9/2010 7:49,1/1/1996 0:00
16.601,Corrections_Training and Staff Development,Department of Justice / Bureau of Prisons,"B - PROJECT GRANTS, J - PROVISION OF SPECIALIZED SERVICES, L - DISSEMINATION OF TECHNICAL INFORMATION, M - TRAINING",11/5/2008 0:00,1/1/1976 0:00
16.602,Corrections_Research and Evaluation and Policy Formulation,Department of Justice / Bureau of Prisons,"B - PROJECT GRANTS, J - PROVISION OF SPECIALIZED SERVICES, L - DISSEMINATION OF TECHNICAL INFORMATION",6/20/2008 0:00,1/1/1976 0:00
16.603,Corrections_Technical Assistance/Clearinghouse,Department of Justice / Bureau of Prisons,"B - PROJECT GRANTS, J - PROVISION OF SPECIALIZED SERVICES, L - DISSEMINATION OF TECHNICAL INFORMATION",11/6/2008 0:00,1/1/1976 0:00
16.606,State Criminal Alien Assistance Program,Department of Justice / Bureau of Justice Assistance,C - Direct Payments for Specified Use,6/25/2010 11:53,1/1/1998 0:00
16.607,Bulletproof Vest Partnership Program,Department of Justice / Bureau of Justice Assistance,C - DIRECT PAYMENTS FOR A SPECIFIED USE,7/9/2010 7:50,1/1/1999 0:00
16.608,Tribal Court Assistance Program,Department of Justice / Bureau of Justice Assistance,B - PROJECT GRANTS,7/9/2010 7:50,1/1/1999 0:00
16.609,Project Safe Neighborhoods,Department of Justice / Bureau of Justice Assistance,B - PROJECT GRANTS,7/9/2010 7:50,1/1/1999 0:00
16.610,Regional Information Sharing Systems,Department of Justice / Bureau of Justice Assistance,B - PROJECT GRANTS,7/9/2010 7:50,1/1/1999 0:00
16.611,Closed-Circuit Televising of Child Victims of Abuse,Department of Justice / Bureau of Justice Assistance,B - PROJECT GRANTS,6/29/2010 10:23,1/1/1999 0:00
16.614,State and Local Anti-Terrorism Training,Department of Justice / Bureau of Justice Assistance,"K - ADVISORY SERVICES AND COUNSELING, L - DISSEMINATION OF TECHNICAL INFORMATION, M - TRAINING",7/9/2010 7:51,1/1/1999 0:00
16.615,Public Safety Officers' Educational Assistance,Department of Justice / Bureau of Justice Assistance,D - DIRECT PAYMENTS WITH UNRESTRICTED USE,6/21/2010 23:01,1/1/1999 0:00
16.616,Indian Country Alcohol and Drug Prevention,Department of Justice / Bureau of Justice Assistance,B - PROJECT GRANTS,7/9/2010 7:51,1/1/2001 0:00
16.710,Public Safety Partnership and Community Policing Grants,Department of Justice / Office of Community Oriented Policing Services,B - PROJECT GRANTS,8/27/2010 7:52,1/1/1995 0:00
16.727,Enforcing Underage Drinking Laws Program,Department of Justice / Office of Juvenile Justice and Delinquency Prevention,B - PROJECT GRANTS,7/8/2010 7:42,1/1/1998 0:00
16.730,Reduction and Prevention of Children's Exposure to Violence,Department of Justice / Office of Juvenile Justice and Delinquency Prevention,B - PROJECT GRANTS,7/8/2010 7:43,1/1/1999 0:00
16.731,Tribal Youth Program,Department of Justice / Office of Juvenile Justice and Delinquency Prevention,B - PROJECT GRANTS,7/8/2010 7:43,1/1/1999 0:00
16.734,Special Data Collections and Statistical Studies,Department of Justice / Bureau of Justice Statistics,B - Cooperative Agreements,7/9/2010 7:51,1/1/2003 0:00
16.735,Protecting Inmates and Safeguarding Communities Discretionary Grant Program,Department of Justice / Bureau of Justice Assistance,B - PROJECT GRANTS,7/8/2010 7:43,1/1/2004 0:00
16.737,Gang Resistance Education and Training,Department of Justice / Bureau of Justice Assistance,B - PROJECT GRANTS,7/8/2010 7:44,1/1/2004 0:00
16.738,Edward Byrne Memorial Justice Assistance Grant Program,Department of Justice / Bureau of Justice Assistance,"A - FORMULA GRANTS, B - PROJECT GRANTS",7/9/2010 7:52,1/1/2005 0:00
16.739,National Prison Rape Statistics Program,Department of Justice / Bureau of Justice Statistics,B - Cooperative Agreements,7/6/2010 6:33,1/1/2005 0:00
16.740,Statewide Automated Victim Information Notification (SAVIN) Program,Department of Justice / Bureau of Justice Assistance,B - PROJECT GRANTS,7/6/2010 6:33,1/1/2005 0:00
16.741,Forensic DNA Backlog Reduction Program,Department of Justice / National Institute of Justice,A - FORMULA GRANTS,7/6/2010 6:33,1/1/2005 0:00
16.742,Paul Coverdell Forensic Sciences Improvement Grant Program,Department of Justice / National Institute of Justice,A - FORMULA GRANTS,7/6/2010 6:34,1/1/2005 0:00
16.745,Criminal and Juvenile Justice and Mental Health Collaboration Program,Department of Justice / Bureau of Justice Assistance,B - PROJECT GRANTS,7/6/2010 6:34,1/1/2006 0:00
16.746,Capital Case Litigation,Department of Justice / Bureau of Justice Assistance,B - PROJECT GRANTS,7/6/2010 6:34,1/1/2006 0:00
16.748,Convicted Offender and/or Arrestee DNA Backlog Reduction Program,Department of Justice / National Institute of Justice,A - FORMULA GRANTS,7/6/2010 6:34,1/1/2007 0:00
16.750,Support for Adam Walsh Act Implementation Grant Program,Department of Justice,B - PROJECT GRANTS,6/30/2010 13:50,1/1/2008 0:00
16.751,Edward Byrne Memorial Competitive Grant Program,Department of Justice / Bureau of Justice Assistance,B - PROJECT GRANTS,7/6/2010 10:09,1/1/2008 0:00
16.752,Economic High-Tech and Cyber Crime Prevention,Department of Justice / Bureau of Justice Assistance,B - PROJECT GRANTS,6/29/2010 10:26,1/1/2008 0:00
16.753,Congressionally Recommended Awards,Department of Justice / Bureau of Justice Assistance,B - PROJECT GRANTS,6/29/2010 10:27,1/1/2008 0:00
16.754,Harold Rogers Prescription Drug Monitoring Program,Department of Justice / Bureau of Justice Assistance,B - Project Grants,6/29/2010 10:33,7/21/2009 18:03
16.755,Southwest Border Prosecution Initiative Program,Department of Justice / Bureau of Justice Assistance,D - Direct Payments with Unrestricted Use,7/9/2010 7:52,7/21/2009 18:03
16.756,Court Appointed Special Advocates,Department of Justice / Office of Juvenile Justice and Delinquency Prevention,B - Cooperative Agreements,7/8/2010 7:44,1/1/2009 0:00
16.757,Judicial Training on Child Maltreatment for Court Personnel Juvenile Justice Programs,Department of Justice / Office of Juvenile Justice and Delinquency Prevention,B - Cooperative Agreements,7/8/2010 7:45,1/1/2009 0:00
16.758,Improving the Investigation and Prosecution of Child Abuse and the Regional and Local Children's Advocacy Centers,Department of Justice / Office of Juvenile Justice and Delinquency Prevention,B - Cooperative Agreements,7/8/2010 7:45,1/1/2009 0:00
16.803,Recovery Act - Eward Byrne  Memorial Justice Assistance Grant (JAG) Program/ Grants  to States and Territories,Department of Justice,"A - Formula Grants, B - Project Grants",6/30/2010 13:50,5/15/2009 17:33
16.804,Recovery Act - Edward Byrne Memorial Justice Assistance Grant (JAG) Program / Grants To Units Of Local Government,Department of Justice,"A - Formula Grants, B - Project Grants",6/30/2010 13:51,5/15/2009 17:33
16.806,Recovery Act - Violence Against Women Discretionary Grants For Indian Tribal Governments,Department of Justice / Violence Against Women Office,B - Project Grants (Discretionary),11/17/2010 10:52,10/9/2009 7:47
16.807,Recovery Act - VOCA Crime Victim Assistance Discretionary Grant Program,Department of Justice / Office of Victims of Crime,"B - Project Grants, C - Direct Payments for Specified Use",7/8/2010 7:47,5/15/2009 17:33
16.808,Recovery Act - Edward Byrne Memorial Competitive Grant Program,Department of Justice,"B - Cooperative Agreements, B - Project Grants",7/6/2010 10:11,5/15/2009 17:33
16.809,Recovery Act - State and Local Law Enforcement Assistance Program: Combating Criminal Narcotics Activity Stemming from the Southern Border of the United States Competitive Grant Program,Department of Justice,B - Project Grants,7/6/2010 10:13,5/15/2009 17:33
16.810,Recovery Act – Assistance to Rural Law Enforcement to Combat Crime and Drugs Competitive Grant Program,Department of Justice,B - Project Grants,7/6/2010 10:14,5/15/2009 17:33
16.812,Second Chance Act Prisoner Reentry Initiative,Department of Justice / Bureau of Justice Assistance,B - Cooperative Agreements,7/9/2010 7:52,6/18/2009 11:50
16.813,NICS Act Record Improvement Program,Department of Justice / Bureau of Justice Statistics,B - Cooperative Agreements,7/9/2010 7:53,6/30/2009 9:13
16.814,Northern Border Prosecution Initiative Program,Department of Justice / Bureau of Justice Assistance,D - Direct Payments with Unrestricted Use,7/18/2010 22:55,7/21/2009 18:04
16.815,"Tribal Civil and Criminal Legal Assistance Grants, Training and Technical Assistance",Department of Justice / Bureau of Justice Assistance,B - Project Grants,4/18/2010 11:35,4/18/2010 11:35
16.816,John R.  Justice Prosecutors and Defenders Incentive Act,Department of Justice / Bureau of Justice Assistance,A - Formula Grants,5/6/2010 7:38,5/6/2010 7:38
17.303,Wage and Hour Standards,Department of Labor / Wage and Hour Division,"K - ADVISORY SERVICES AND COUNSELING, N - INVESTIGATION OF COMPLAINTS",8/23/2010 9:39,1/1/1967 0:00
17.308,Farm Labor Contractor Registration,Department of Labor / Wage and Hour Division,"K - ADVISORY SERVICES AND COUNSELING, N - INVESTIGATION OF COMPLAINTS",8/27/2010 8:00,1/1/1972 0:00
17.309,Labor Organization Reports,Department of Labor / Office of Labor-Management Standards,"K - ADVISORY SERVICES AND COUNSELING, L - DISSEMINATION OF TECHNICAL INFORMATION, N - INVESTIGATION OF COMPLAINTS",8/23/2010 9:40,1/1/1999 0:00
17.806,Veteran's Preference in Federal Employment,Department of Labor / Veteran's Employment and Training Service,O - FEDERAL EMPLOYMENT,8/27/2010 8:02,1/1/2000 0:00
19.016,Iraq Assistance Programs,U.S. Department of State / Bureau of Near Eastern Affairs,B - Cooperative Agreements,7/22/2009 12:02,7/22/2009 12:02
19.019,International Programs to Combat Human Trafficking,U.S. Department of State / Trafficking in Persons,"B - Cooperative Agreements, B - Project Grants",11/5/2009 7:30,11/5/2009 7:30
19.021,Investing in People in The Middle East and North Africa,U.S. Department of State / Bureau of Near Eastern Affairs,B - Cooperative Agreements,7/9/2010 7:56,7/9/2010 7:56
19.204,Fishermen's Guaranty Fund,U.S. Department of State / Bureau of Oceans and International Environmental and Scientific Affairs,G - INSURANCE,10/10/2008 0:00,1/1/1987 0:00
19.345,"International Programs to Support Democracy, Human Rights and Labor","U.S. Department of State / Bureau of Democracy, Human Rights and Labor",B - Project Grants,12/23/2009 10:56,12/23/2009 10:56
20.232,Commercial Driver's License Program Improvement Grant,Department of Transportation / Federal Motor Carrier Safety Administration (FMCSA),"B - Cooperative Agreements, B - Project Grants, B - Project Grants (Discretionary)",8/2/2010 6:59,1/1/2005 0:00
20.238,Commercial Drivers License Information System (CDLIS) Modernization Grant,Department of Transportation / Federal Motor Carrier Safety Administration (FMCSA),"B - Cooperative Agreements, B - Project Grants, B - Project Grants (Discretionary)",8/2/2010 7:00,1/1/2007 0:00
20.601,Alcohol Impaired Driving Countermeasures Incentive Grants I,Department of Transportation / National Highway Traffic Safety Administration (NHTSA),B - PROJECT GRANTS,6/7/2010 8:17,1/1/1991 0:00
21.008,Low Income Taxpayer Clinics,Department of the Treasury / Internal Revenue Service (IRS),B - PROJECT GRANTS,9/27/2010 9:03,1/1/1999 0:00
30.001,Employment Discrimination_Title VII of the Civil Rights Act of 1964,Equal Employment Opportunity Commission,"K - ADVISORY SERVICES AND COUNSELING, N - INVESTIGATION OF COMPLAINTS",8/27/2010 8:05,1/1/1969 0:00
30.005,Employment Discrimination_Private Bar Program,Equal Employment Opportunity Commission,J - PROVISION OF SPECIALIZED SERVICES,8/27/2010 8:06,1/1/1978 0:00
30.008,Employment Discrimination_Age Discrimination in Employment,Equal Employment Opportunity Commission,"K - ADVISORY SERVICES AND COUNSELING, N - INVESTIGATION OF COMPLAINTS",8/27/2010 8:06,1/1/1979 0:00
30.010,Employment Discrimination Equal Pay Act,Equal Employment Opportunity Commission,"K - ADVISORY SERVICES AND COUNSELING, N - INVESTIGATION OF COMPLAINTS",8/27/2010 8:06,1/1/1979 0:00
34.001,Labor Mediation and Conciliation,Federal Mediation and Conciliation Service,"J - PROVISION OF SPECIALIZED SERVICES, K - ADVISORY SERVICES AND COUNSELING",9/23/2008 0:00,1/1/1969 0:00
43.011,Office of Inspector General,National Aeronautics and Space Administration,"B - Cooperative Agreements, B - Cooperative Agreements (Discretionary Grants), B - Project Grants, B - Project Grants (Capacity Building and Complaint Processing, Training), B - Project Grants (Contracts), B - Project Grants (Cooperative Agreements or Contracts), B - Project Grants (Cooperative Agreements), B - Project Grants (Discretionary), B - Project Grants (Fellowships), B - Project Grants (for collaborative design of curriculum, production of, B - Project Grants (for specified projects), B - Project Grants (including individual awards), B - Project Grants (including travel grants), B - Project Grants (Special), C - Direct Payments for Specified Use, C - Direct Payments for Specified Use (Cooperative Agreements), I - Use of Property, Facilities, and Equipment, J - Provision of Specialized Services, K - Advisory Services and Counseling, K - Advisory Services on Compliance, L - Dissemination of Technical Information, L - Information, N - Investigation of Complaints, N - Investigation of Complaints (Compliance Reviews), N - Resolution of Disputes",11/1/2010 7:36,11/1/2010 7:36
46.001,Labor-Management Relations,National Labor Relations Board,"J - PROVISION OF SPECIALIZED SERVICES, N - INVESTIGATION OF COMPLAINTS",8/27/2010 8:08,1/1/1969 0:00
91.003,91.003 Annual Senior Fellowship Competition,United States Institute of Peace,B - Project Grants (Cooperative Agreements or Contracts),6/27/2010 8:22,6/27/2010 8:22
93.001,Civil Rights and Privacy Rule Compliance Activities,Department of Health and Human Services / Office of the Secretary,"K - ADVISORY SERVICES AND COUNSELING, N - INVESTIGATION OF COMPLAINTS",9/20/2010 10:23,1/1/1976 0:00
93.276,Drug-Free Communities Support Program Grants,Department of Health and Human Services / Substance Abuse and Mental Health Services Administration,B - PROJECT GRANTS,10/18/2010 13:07,1/1/2004 0:00
93.775,State Medicaid Fraud Control Units,Department of Health and Human Services / Centers for Medicare and Medicaid Services,A - FORMULA GRANTS,8/25/2010 7:45,1/1/1990 0:00
93.975,National All Schedules Prescription Electronic Reporting Grant,Department of Health and Human Services / Substance Abuse and Mental Health Services Administration,A - Formula Grants,8/9/2010 8:24,6/12/2009 10:12
95.001,High Intensity Drug Trafficking Areas Program,Executive Office of the President,B - Project Grants,7/18/2010 23:14,7/18/2010 23:14
97.005,State and Local Homeland Security National Training Program,Department of Homeland Security,B - PROJECT GRANTS,8/5/2010 7:50,1/1/2003 0:00
97.007,Homeland Security Preparedness Technical Assistance Program,Department of Homeland Security,B - Cooperative Agreements,7/23/2010 8:25,1/1/2003 0:00
97.008,Non-Profit Security Program,Department of Homeland Security,B - Project Grants,7/23/2010 8:26,1/1/2003 0:00
97.056,Port Security Grant Program,Department of Homeland Security,B - Cooperative Agreements,7/23/2010 8:33,1/1/2003 0:00
97.057,Intercity Bus Security Grants,Department of Homeland Security,B - Cooperative Agreements,7/23/2010 8:33,1/1/2003 0:00
97.058,Operation Safe Commerce (OSC) Cooperative Agreement Program,Department of Homeland Security,B - PROJECT GRANTS,6/28/2010 6:49,1/1/2003 0:00
97.059,Truck Security Program,Department of Homeland Security,B - Cooperative Agreements,7/12/2010 18:11,1/1/2003 0:00
