#,Program Title,Agency/Office,Types of Assistance,Date Modified,Date Published
64.019,Veterans Rehabilitation_Alcohol and Drug Dependence,Department of Veterans Affairs / VA Health Administration Center,J - PROVISION OF SPECIALIZED SERVICES,7/16/2008 0:00,1/1/1971 0:00
64.022,Veterans Home Based Primary Care,Department of Veterans Affairs / VA Health Administration Center,J - PROVISION OF SPECIALIZED SERVICES,6/19/2008 0:00,1/1/1974 0:00
64.024,VA Homeless Providers Grant and Per Diem Program,Department of Veterans Affairs / VA Health Administration Center,B - PROJECT GRANTS,6/16/2008 0:00,1/1/1995 0:00
64.026,Veterans State Adult Day Health Care,Department of Veterans Affairs / National Cemetery System,B - PROJECT GRANTS,6/19/2008 0:00,1/1/2008 0:00
64.029,Purchase Care Program,Department of Veterans Affairs,C - Direct Payments for Specified Use,8/30/2010 12:57,8/30/2010 12:57
64.127,Monthly Allowance for Children of Vietnam Veterans Born with Spina Bifida,Department of Veterans Affairs / Veterans Benefits Administration,D - DIRECT PAYMENTS WITH UNRESTRICTED USE,7/16/2008 0:00,1/1/1997 0:00
64.128,Vocational Training and Rehabilitation for Vietnam Veterans' Children with Spina Bifida or Other Covered Birth Defects,Department of Veterans Affairs / Veterans Benefits Administration,C - DIRECT PAYMENTS FOR A SPECIFIED USE,6/20/2008 0:00,1/1/1997 0:00
66.418,Construction Grants for Wastewater Treatment Works,Environmental Protection Agency / Office of Water,B - PROJECT GRANTS,4/27/2010 7:37,1/1/1974 0:00
84.011,Migrant Education_State Grant Program,Department of Education / Office of Elementary and Secondary Education,A - FORMULA GRANTS,9/3/2010 19:05,1/1/1980 0:00
84.126,Rehabilitation Services_Vocational Rehabilitation Grants to States,Department of Education / Office of Special Education and Rehabilitative Services,A - FORMULA GRANTS,9/25/2010 8:58,1/1/1980 0:00
84.128,Rehabilitation Services_Service Projects,Department of Education / Office of Special Education and Rehabilitative Services,B - PROJECT GRANTS,9/25/2010 8:58,1/1/1980 0:00
84.129,Rehabilitation Long-Term Training,Department of Education / Office of Special Education and Rehabilitative Services,B - PROJECT GRANTS,9/25/2010 8:58,1/1/1980 0:00
84.133,National Institute on Disability and Rehabilitation Research,Department of Education / Office of Special Education and Rehabilitative Services,B - PROJECT GRANTS,9/25/2010 8:59,1/1/1980 0:00
84.380,Special Education -- Olympic Education Programs,Department of Education / Office of Special Education and Rehabilitative Services,B - PROJECT GRANTS,9/19/2010 20:23,1/1/2008 0:00
84.393,"Special Education - Grants for Infants and Families, Recovery Act",Department of Education / Office of Special Education and Rehabilitative Services,A - Formula Grants,9/29/2010 7:55,5/1/2009 16:59
84.398,"Independent Living State Grants, Recovery Act",Department of Education,A - Formula Grants,8/23/2010 10:29,5/1/2009 16:59
85.001,Harry S Truman Scholarship Program,Harry S Truman Scholarship Foundation,C - DIRECT PAYMENTS FOR A SPECIFIED USE,11/7/2008 0:00,1/1/1980 0:00
88.001,Architectural and Transportation Barriers Compliance Board,Architectural and Transportation Barriers Compliance Board,L - DISSEMINATION OF TECHNICAL INFORMATION,9/17/2008 0:00,1/1/1984 0:00
91.003,91.003 Annual Senior Fellowship Competition,United States Institute of Peace,B - Project Grants (Cooperative Agreements or Contracts),6/27/2010 8:22,6/27/2010 8:22
93.004,Cooperative Agreements to Improve the Health Status of Minority Populations,Department of Health and Human Services / Office of Minority Health,B - Cooperative Agreements,10/1/2010 8:21,1/1/1997 0:00
93.006,State and Territorial and Technical Assistance Capacity Development Minority HIV/AIDS Demonstration Program,Department of Health and Human Services / Office of Minority Health,B - PROJECT GRANTS,10/1/2010 8:21,1/1/2000 0:00
93.007,Public Awareness Campaigns on Embryo Adoption,Department of Health and Human Services / Office of the Secretary,B - PROJECT GRANTS,10/1/2010 8:21,1/1/2002 0:00
93.008,Medical Reserve Corps Small Grant Program,Department of Health and Human Services / Office of the Secretary,B - Cooperative Agreements,9/20/2010 10:24,1/1/2004 0:00
93.009,Compassion Capital Fund,Department of Health and Human Services / Administration for Children and Families,B - PROJECT GRANTS,7/18/2010 22:56,1/1/2004 0:00
93.010,Community-Based Abstinence Education (CBAE),Department of Health and Human Services / Administration for Children and Families,B - PROJECT GRANTS,7/6/2010 10:20,1/1/2005 0:00
93.011,National Organizations of State and Local Officials,Department of Health and Human Services / Health Resources and Services Administration,B - Cooperative Agreements,1/29/2011 21:08,1/29/2011 21:08
93.015,HIV Prevention Programs for Women,Department of Health and Human Services / Office of the Secretary,B - Cooperative Agreements,9/20/2010 10:25,1/1/2006 0:00
93.017,Strengthening the Management and Services of the Women's and Children's Hospitals in Kabul,Department of Health and Human Services / Office of the Secretary,B - PROJECT GRANTS,10/1/2010 12:29,1/1/2006 0:00
93.018,Strengthening Public Health Services at the Outreach Offices of the U.S.-Mexico Border Health Commission,Department of Health and Human Services / Office of the Secretary,B - PROJECT GRANTS,8/27/2010 8:09,1/1/2006 0:00
93.019,Technical Assistance and Provision for Foreign Hospitals and Health Organizations,Department of Health and Human Services / Office of the Secretary,B - PROJECT GRANTS,10/26/2010 10:14,1/1/2008 0:00
93.043,"Special Programs for the Aging_Title III, Part D_Disease Prevention and Health Promotion Services",Department of Health and Human Services / Administration on Aging,A - FORMULA GRANTS,8/16/2010 10:10,1/1/1992 0:00
93.044,"Special Programs for the Aging_Title III, Part B_Grants for Supportive Services and Senior Centers",Department of Health and Human Services / Administration on Aging,A - FORMULA GRANTS,7/6/2010 10:17,1/1/1992 0:00
93.045,"Special Programs for the Aging_Title III, Part C_Nutrition Services",Department of Health and Human Services / Administration on Aging,A - FORMULA GRANTS,8/5/2010 7:48,1/1/1992 0:00
93.047,"Special Programs for the Aging_Title VI, Part A, Grants to Indian Tribes_Part B, Grants to Native Hawaiians",Department of Health and Human Services / Administration on Aging,B - PROJECT GRANTS,8/5/2010 7:48,1/1/1992 0:00
93.051,Alzheimer's Disease Demonstration Grants to States,Department of Health and Human Services / Administration on Aging,B - PROJECT GRANTS,9/27/2010 9:13,1/1/1999 0:00
93.052,"National Family Caregiver Support, Title III, Part E",Department of Health and Human Services / Administration on Aging,A - FORMULA GRANTS,8/5/2010 7:48,1/1/2001 0:00
93.053,Nutrition Services Incentive Program,Department of Health and Human Services / Administration on Aging,A - FORMULA GRANTS,8/5/2010 7:49,1/1/2003 0:00
93.054,"National Family Caregiver Support, Title VI, Part C, Grants To Indian Tribes And Native Hawaiians",Department of Health and Human Services / Administration on Aging,B - PROJECT GRANTS,8/5/2010 7:49,1/1/2007 0:00
93.061,Innovations in Applied Public Health Research,Department of Health and Human Services / Centers for Disease Control and Prevention,"B - Cooperative Agreements, B - Project Grants",7/23/2010 7:58,1/1/2004 0:00
93.062,Biomonitoring Programs for State Public Health Laboratories,Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements,9/22/2010 7:27,9/14/2009 10:10
93.063,Centers for Genomics and Public Health,Department of Health and Human Services / Centers for Disease Control and Prevention,B - PROJECT GRANTS,8/30/2010 13:23,1/1/2004 0:00
93.064,"Laboratory Training, Evaluation, and Quality Assurance Programs",Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements,9/22/2010 7:28,1/1/2004 0:00
93.065,"Laboratory Leadership, Workforce Training and Management Development, Improving Public Health Laboratory Infrastructure",Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements,7/28/2010 7:51,1/1/2005 0:00
93.066,State Vital Statistics Improvement Program,Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements,7/23/2010 7:59,1/1/2004 0:00
93.067,Global AIDS,Department of Health and Human Services / Centers for Disease Control and Prevention,B - PROJECT GRANTS,8/28/2009 10:46,1/1/2005 0:00
93.068,"Chronic Diseases:  Research, Control, and Prevention",Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements,7/16/2010 8:06,1/1/2005 0:00
93.070,Environmental Public Health and Emergency Response,Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements,7/15/2010 7:41,9/23/2009 10:10
93.071,Medicare Enrollment Assistance Program,Department of Health and Human Services / Administration on Aging,"A - FORMULA GRANTS, B - PROJECT GRANTS",9/22/2010 7:28,1/1/2008 0:00
93.073,Birth Defects and Developmental Disabilities - Prevention and Surveillance,Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements,7/16/2010 8:07,2/16/2010 8:13
93.086,Healthy Marriage Promotion and Responsible Fatherhood Grants,Department of Health and Human Services / Administration for Children and Families,"B - PROJECT GRANTS, L - DISSEMINATION OF TECHNICAL INFORMATION",7/18/2010 22:56,1/1/2006 0:00
93.087,Enhance the Safety of Children Affected by Parental Methamphetamine or Other Substance Abuse,Department of Health and Human Services / Administration for Children and Families,B - PROJECT GRANTS,7/7/2010 7:34,1/1/2007 0:00
93.088,Advancing System Improvements to Support Targets for Healthy People 2010,Department of Health and Human Services / Office of the Secretary,B - PROJECT GRANTS,10/1/2010 8:22,1/1/2008 0:00
93.092,Personal Responsibility Education Program,Department of Health and Human Services / Administration for Children and Families,"A - Formula Grants, B - Project Grants",8/9/2010 8:05,5/10/2010 13:53
93.103,Food and Drug Administration_Research,Department of Health and Human Services / Food and Drug Administration,"B - Cooperative Agreements, B - Project Grants, B - Project Grants (for specified projects)",9/13/2010 12:03,1/1/1990 0:00
93.104,Comprehensive Community Mental Health Services for Children with Serious Emotional Disturbances (SED),Department of Health and Human Services / Substance Abuse and Mental Health Services Administration,B - PROJECT GRANTS,10/18/2010 11:27,1/1/1993 0:00
93.105,Bilingual/Bicultural Service Demonstration Grants,Department of Health and Human Services / Office of Minority Health,B - PROJECT GRANTS,10/1/2010 8:22,1/1/1993 0:00
93.107,Area Health Education Centers Point of Service Maintenance and Enhancement Awards,Department of Health and Human Services / Health Resources and Services Administration,B - Cooperative Agreements,7/2/2010 10:10,1/1/1993 0:00
93.110,Maternal and Child Health Federal Consolidated Programs,Department of Health and Human Services / Health Resources and Services Administration,B - PROJECT GRANTS,7/9/2010 8:03,1/1/1990 0:00
93.111,Adolescent Family Life Research Grants,Department of Health and Human Services / Office of Population Affairs,B - PROJECT GRANTS,9/29/2010 7:56,1/1/1990 0:00
93.113,Environmental Health,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/6/2010 10:52,1/1/1990 0:00
93.116,Project Grants and Cooperative Agreements for Tuberculosis Control Programs,Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements,7/23/2010 8:00,1/1/1990 0:00
93.117,Preventive Medicine Residency Program,Department of Health and Human Services / Health Resources and Services Administration,"B - PROJECT GRANTS, M - Training",7/1/2010 14:50,1/1/1990 0:00
93.118,Acquired Immunodeficiency Syndrome (AIDS) Activity,Department of Health and Human Services / Centers for Disease Control and Prevention,B - PROJECT GRANTS,9/22/2010 7:28,1/1/1990 0:00
93.121,Oral Diseases and Disorders Research,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,6/29/2010 7:56,1/1/1990 0:00
93.124,Nurse Anesthetist Traineeships,Department of Health and Human Services / Health Resources and Services Administration,A - FORMULA GRANTS,7/2/2010 10:15,1/1/1990 0:00
93.127,Emergency Medical Services for Children,Department of Health and Human Services / Health Resources and Services Administration,B - Cooperative Agreements,7/9/2010 8:04,1/1/1990 0:00
93.129,Technical and Non-Financial Assistance to Health Centers,Department of Health and Human Services / Health Resources and Services Administration,B - Cooperative Agreements,9/16/2010 11:08,1/1/1990 0:00
93.130,Cooperative Agreements to States/Territories for the Coordination and Development of Primary Care Offices,Department of Health and Human Services / Health Resources and Services Administration,B - Cooperative Agreements,7/1/2010 15:12,1/1/1990 0:00
93.134,Grants to Increase Organ Donations,Department of Health and Human Services / Health Resources and Services Administration,"B - Cooperative Agreements, B - Project Grants",9/16/2010 11:08,1/1/1990 0:00
93.135,Centers for Research and Demonstration for Health Promotion and Disease Prevention,Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements,9/22/2010 7:29,1/1/1990 0:00
93.136,Injury Prevention and Control Research and State and Community Based Programs,Department of Health and Human Services / Centers for Disease Control and Prevention,B - PROJECT GRANTS,7/16/2010 8:08,1/1/1990 0:00
93.137,Community Programs to Improve  Minority Health Grant Program,Department of Health and Human Services / Office of Minority Health,B - PROJECT GRANTS,9/29/2010 7:56,1/1/1990 0:00
93.138,Protection and Advocacy for Individuals with Mental Illness,Department of Health and Human Services / Substance Abuse and Mental Health Services Administration,A - FORMULA GRANTS,8/9/2010 8:15,1/1/1990 0:00
93.140,Intramural Research Training Award,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,10/1/2010 8:22,1/1/1990 0:00
93.142,NIEHS Hazardous Waste Worker Health and Safety Training,Department of Health and Human Services / National Institutes of Health,B - Project Grants (Cooperative Agreements),8/24/2010 7:31,1/1/1990 0:00
93.143,NIEHS Superfund Hazardous Substances_Basic Research and Education,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/6/2010 11:14,1/1/1990 0:00
93.145,AIDS Education and Training Centers,Department of Health and Human Services / Health Resources and Services Administration,B - PROJECT GRANTS,9/16/2010 11:08,1/1/1990 0:00
93.150,Projects for Assistance in Transition from Homelessness (PATH),Department of Health and Human Services / Substance Abuse and Mental Health Services Administration,A - FORMULA GRANTS,8/10/2010 7:46,1/1/1990 0:00
93.153,"Coordinated Services and Access to Research for Women, Infants, Children, and Youth",Department of Health and Human Services / Health Resources and Services Administration,B - PROJECT GRANTS,7/12/2010 8:35,1/1/1990 0:00
93.155,Rural Health Research Centers,Department of Health and Human Services / Health Resources and Services Administration,B - PROJECT GRANTS,9/16/2010 11:09,1/1/1990 0:00
93.156,"Geriatric Training for Physicians, Dentists and Behavioral/Mental Health Professionals",Department of Health and Human Services / Health Resources and Services Administration,"B - PROJECT GRANTS, M - Training",7/2/2010 10:16,1/1/1990 0:00
93.157,Centers of Excellence,Department of Health and Human Services / Health Resources and Services Administration,"A - Formula Grants, B - PROJECT GRANTS",7/2/2010 10:16,1/1/1990 0:00
93.161,Health Program for Toxic Substances and Disease Registry,Department of Health and Human Services / Agency for Toxic Substances and Disease Registry,B - PROJECT GRANTS,7/16/2010 8:08,1/1/1990 0:00
93.162,National Health Service Corps Loan Repayment Program,Department of Health and Human Services / Health Resources and Services Administration,C - DIRECT PAYMENTS FOR A SPECIFIED USE,7/2/2010 10:16,1/1/1990 0:00
93.164,Indian Health Service Educational Loan Repayment,Department of Health and Human Services / Indian Health Service,C - Direct Payments for Specified Use,9/21/2010 14:06,1/1/1990 0:00
93.165,Grants to States for Loan Repayment Program,Department of Health and Human Services / Health Resources and Services Administration,"B - PROJECT GRANTS, C - Direct Payments for Specified Use",7/2/2010 10:17,1/1/1990 0:00
93.172,Human Genome Research,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/19/2010 11:37,1/1/1990 0:00
93.173,Research Related to Deafness and Communication Disorders,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/8/2010 7:49,1/1/1990 0:00
93.178,Nursing Workforce Diversity,Department of Health and Human Services / Health Resources and Services Administration,B - PROJECT GRANTS,7/2/2010 10:17,1/1/1990 0:00
93.184,Disabilities Prevention,Department of Health and Human Services / Centers for Disease Control and Prevention,B - Cooperative Agreements,7/16/2010 8:08,1/1/1990 0:00
93.185,"Immunization Research, Demonstration, Public Information and Education_Training and Clinical Skills Improvement Projects",Department of Health and Human Services / Centers for Disease Control and Prevention,B - PROJECT GRANTS,7/28/2010 7:51,1/1/1990 0:00
93.186,National Research Service Award in Primary Care Medicine,Department of Health and Human Services / Health Resources and Services Administration,M - TRAINING,9/16/2010 11:09,1/1/1990 0:00
93.187,Undergraduate Scholarship Program for Individuals from Disadvantaged Backgrounds,Department of Health and Human Services / National Institutes of Health,B - PROJECT GRANTS,7/8/2010 10:25,1/1/1995 0:00
93.189,Health Education Training Centers Continuing Educational Support for Health Professionals Serving in Underserved Communities,Department of Health and Human Services / Health Resources and Services Administration,B - PROJECT GRANTS,7/2/2010 10:17,1/1/1990 0:00
