"Source: OMB. ""Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2007."""
""
Budget_function,Title as it Appears in Source,2005 Indv,2006 Indv,2007 Indv,2008 Indv,2009 Indv,2010 Indv,2011 Indv,2005 Corp,2006 Corp,2007 Corp,2008 Corp,2009 Corp,2010 Corp,2011 Corp,2005 Total,2006 Total,2007 Total,2008 Total,2009 Total,2010 Total,2011 Total,Notes
Energy,Exclusion of interest on energy facility bonds,60.00,70.00,70.00,80.00,80.00,90.00,90.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,80.00,90.00,90.00,100.00,100.00,110.00,110.00,
Energy,Exclusion of utility conservation subsidies,80.00,80.00,80.00,80.00,80.00,70.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,80.00,80.00,80.00,80.00,70.00,70.00,
Energy,"Expensing of exploration and development costs, fuels",50.00,90.00,110.00,110.00,90.00,70.00,50.00,340.00,590.00,760.00,720.00,560.00,430.00,330.00,390.00,680.00,870.00,830.00,650.00,500.00,380.00,
Energy,Natural gas distribution pipelines treated as 15-year property,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,50.00,90.00,120.00,150.00,150.00,0.00,20.00,50.00,90.00,120.00,150.00,150.00,
Energy,Pass through low sulfur diesel expensing to cooperative owners,40.00,0.00,-10.00,0.00,-10.00,0.00,-10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,-10.00,0.00,-10.00,0.00,-10.00,
Energy,Tax credit and deduction for clean-fuel burning vehicles,20.00,60.00,210.00,150.00,160.00,10.00,-10.00,50.00,30.00,-10.00,-10.00,-20.00,-30.00,-30.00,70.00,90.00,200.00,140.00,140.00,-20.00,-40.00,
Energy,Temporary 50 percent expensing for equipment used in the refining of liquid fuels,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,30.00,120.00,240.00,260.00,180.00,0.00,10.00,30.00,120.00,240.00,260.00,180.00,
Commerce and housing,Accelerated depreciation of buildings other than rental housing (normal tax method),-1130.00,-680.00,-440.00,-170.00,-370.00,-20.00,350.00,220.00,400.00,530.00,720.00,730.00,970.00,1230.00,-910.00,-280.00,90.00,550.00,360.00,950.00,1580.00,
Commerce and housing,Accelerated depreciation of machinery and equipment (normal tax method),4370.00,10270.00,12360.00,14070.00,16190.00,17680.00,19290.00,15850.00,30250.00,39870.00,47870.00,57290.00,63410.00,69170.00,20220.00,40520.00,52230.00,61940.00,73480.00,81090.00,88460.00,
Commerce and housing,Accelerated depreciation on rental housing (normal tax method),8960.00,9920.00,10710.00,11820.00,12910.00,13750.00,14890.00,650.00,710.00,760.00,840.00,910.00,960.00,1030.00,9610.00,10630.00,11470.00,12660.00,13820.00,14710.00,15920.00,
Commerce and housing,Cancellation of indebtedness,30.00,160.00,110.00,40.00,40.00,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,160.00,110.00,40.00,40.00,40.00,40.00,
Commerce and housing,Capital gains exclusion of small corporation stock,200.00,230.00,260.00,300.00,320.00,350.00,470.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,230.00,260.00,300.00,320.00,350.00,470.00,
Commerce and housing,Capital gains exclusion on home sales,35990.00,39750.00,43900.00,48490.00,59900.00,78860.00,87100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35990.00,39750.00,43900.00,48490.00,59900.00,78860.00,87100.00,
Commerce and housing,Carryover basis of capital gains on gifts,410.00,540.00,640.00,750.00,790.00,1270.00,6370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,410.00,540.00,640.00,750.00,790.00,1270.00,6370.00,
Commerce and housing,Credit for low-income housing investments,580.00,610.00,640.00,670.00,710.00,740.00,780.00,3300.00,3450.00,3610.00,3790.00,4000.00,4210.00,4440.00,3880.00,4060.00,4250.00,4460.00,4710.00,4950.00,5220.00,
Commerce and housing,Deductibility of mortgage interest on owner-occupied homes,62160.00,72060.00,79860.00,87820.00,94490.00,100980.00,108280.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62160.00,72060.00,79860.00,87820.00,94490.00,100980.00,108280.00,
Commerce and housing,Deductibility of State and local property tax on owner-occupied homes,19110.00,15020.00,12810.00,12910.00,12830.00,12720.00,22930.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19110.00,15020.00,12810.00,12910.00,12830.00,12720.00,22930.00,
Commerce and housing,Deduction for US production activities,1350.00,1170.00,2350.00,2420.00,2480.00,3770.00,5390.00,4870.00,3980.00,8320.00,9770.00,10630.00,16550.00,16880.00,6220.00,5150.00,10670.00,12190.00,13110.00,20320.00,22270.00,
Commerce and housing,Deferral of income from post-1987 installment sales,830.00,840.00,860.00,880.00,890.00,1000.00,1120.00,290.00,290.00,300.00,300.00,310.00,310.00,310.00,1120.00,1130.00,1160.00,1180.00,1200.00,1310.00,1430.00,
Commerce and housing,"Exception from passive loss rules for $25,000 of rental loss",6470.00,6370.00,6230.00,6060.00,5880.00,5700.00,5510.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6470.00,6370.00,6230.00,6060.00,5880.00,5700.00,5510.00,
Commerce and housing,Exceptions from imputed interest rules,50.00,50.00,50.00,50.00,50.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,
Commerce and housing,Excess bad debt reserves of financial institutions,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,
Commerce and housing,Exclusion of interest on life insurance savings,17440.00,18140.00,18860.00,20480.00,23700.00,26370.00,28540.00,1760.00,1830.00,1910.00,2120.00,2400.00,2620.00,2810.00,19200.00,19970.00,20770.00,22600.00,26100.00,28990.00,31350.00,
Commerce and housing,Exclusion of interest on owner-occupied mortgage subsidy bonds,730.00,780.00,830.00,920.00,980.00,1010.00,1040.00,200.00,210.00,210.00,220.00,230.00,230.00,240.00,930.00,990.00,1040.00,1140.00,1210.00,1240.00,1280.00,
Commerce and housing,Exclusion of interest on rental housing bonds,320.00,340.00,360.00,400.00,430.00,440.00,450.00,90.00,90.00,90.00,100.00,100.00,100.00,100.00,410.00,430.00,450.00,500.00,530.00,540.00,550.00,
Commerce and housing,Exclusion of interest on small issue bonds,310.00,330.00,350.00,390.00,410.00,430.00,440.00,80.00,90.00,90.00,90.00,100.00,100.00,100.00,390.00,420.00,440.00,480.00,510.00,530.00,540.00,
Commerce and housing,Exclusion of interest spread of financial institutions,1450.00,1540.00,1620.00,1710.00,1800.00,1890.00,1990.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1450.00,1540.00,1620.00,1710.00,1800.00,1890.00,1990.00,
Commerce and housing,Exclusion of net imputed rental income,28600.00,29720.00,33210.00,36860.00,40630.00,44785.00,49364.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28600.00,29720.00,33210.00,36860.00,40630.00,44785.00,49364.00,
Commerce and housing,Exemption of credit union income,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1290.00,1370.00,1450.00,1540.00,1640.00,1740.00,1850.00,1290.00,1370.00,1450.00,1540.00,1640.00,1740.00,1850.00,
Commerce and housing,Expensing of certain small investments (normal tax method),3680.00,3280.00,3120.00,630.00,870.00,950.00,1150.00,1710.00,1440.00,1240.00,-280.00,-2.00,160.00,310.00,5390.00,4720.00,4360.00,350.00,868.00,1110.00,1460.00,
Commerce and housing,Graduated corporation income tax rate (normal tax method),0.00,0.00,0.00,0.00,0.00,0.00,0.00,3160.00,3450.00,3590.00,3940.00,4180.00,4300.00,4390.00,3160.00,3450.00,3590.00,3940.00,4180.00,4300.00,4390.00,
Commerce and housing,Ordinary income treatment of loss from small business corporation stock sale,50.00,50.00,50.00,50.00,50.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,
Commerce and housing,"Capital gains (except agriculture, timber, iron ore, and coal)",26170.00,25990.00,26760.00,31280.00,22340.00,17580.00,23410.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26170.00,25990.00,26760.00,31280.00,22340.00,17580.00,23410.00,
Commerce and housing,Small life insurance company deduction,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,60.00,60.00,60.00,60.00,60.00,50.00,60.00,60.00,60.00,60.00,60.00,60.00,50.00,
Commerce and housing,Special alternative tax on small property and casualty insurance companies,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,20.00,20.00,20.00,20.00,30.00,20.00,20.00,20.00,20.00,20.00,20.00,30.00,
Commerce and housing,Special rules for certain film and TV production,20.00,20.00,20.00,10.00,-10.00,-20.00,-10.00,70.00,90.00,70.00,60.00,-30.00,-70.00,-50.00,90.00,110.00,90.00,70.00,-40.00,-90.00,-60.00,
Commerce and housing,Step-up basis of capital gains at death,26820.00,29510.00,32460.00,35700.00,36480.00,34560.00,38010.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26820.00,29510.00,32460.00,35700.00,36480.00,34560.00,38010.00,
Commerce and housing,Tax exemption of certain insurance companies owned by tax-exempt organizations,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.00,220.00,230.00,240.00,250.00,260.00,270.00,210.00,220.00,230.00,240.00,250.00,260.00,270.00,
Transportation,Deferral of tax on shipping companies,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,
Transportation,Exclusion for employer-provided transit passes,480.00,550.00,630.00,710.00,790.00,880.00,960.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,480.00,550.00,630.00,710.00,790.00,880.00,960.00,
Transportation,Exclusion of interest on bonds for Financing of Highway Projects and rail-truck transfer facilities,0.00,15.00,35.00,55.00,70.00,70.00,75.00,0.00,10.00,15.00,20.00,25.00,25.00,25.00,0.00,25.00,50.00,75.00,95.00,95.00,100.00,
Transportation,Exclusion of reimbursed employee parking expenses,2590.00,2730.00,2880.00,3030.00,3180.00,3330.00,3420.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2590.00,2730.00,2880.00,3030.00,3180.00,3330.00,3420.00,
Transportation,Tax credit for certain expenditures for maintaining railroad tracks,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,140.00,150.00,110.00,50.00,30.00,10.00,70.00,140.00,150.00,110.00,50.00,30.00,10.00,
Income security,401(k) plans,37440.00,37330.00,39800.00,43100.00,48810.00,53870.00,47290.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37440.00,37330.00,39800.00,43100.00,48810.00,53870.00,47290.00,
Income security,Additional exemption for housing Hurricane Katrina displaced individuals,0.00,110.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.00,20.00,0.00,0.00,0.00,0.00,
Income security,Additional deduction for the blind,40.00,30.00,30.00,40.00,40.00,40.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,30.00,30.00,40.00,40.00,40.00,50.00,
Income security,Additional deduction for the elderly,1850.00,1740.00,1740.00,1880.00,1930.00,1980.00,2940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1850.00,1740.00,1740.00,1880.00,1930.00,1980.00,2940.00,
Income security,Deductibility of casualty losses,250.00,980.00,640.00,300.00,320.00,330.00,360.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,980.00,640.00,300.00,320.00,330.00,360.00,
Income security,Earned income tax credit,4925.00,5050.00,5150.00,5445.00,5640.00,5810.00,6070.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4925.00,5050.00,5150.00,5445.00,5640.00,5810.00,6070.00,"The figures in the table indicate the effect of the earned income tax credit on receipts. The effect of the credit on outlays (in millions of dollars) is as follows: 2005 $34,559;2006 $35,098; 2007 $35,645; 2008 $36,955; 2009 $38,048; 2010 $38,823; and 2011 $40,278."
Income security,Employer plans,50630.00,50360.00,52470.00,48100.00,45760.00,44760.00,36910.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50630.00,50360.00,52470.00,48100.00,45760.00,44760.00,36910.00,
Income security,Exclusion of military disability pensions,100.00,110.00,110.00,120.00,120.00,130.00,130.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,110.00,110.00,120.00,120.00,130.00,130.00,
Income security,Exclusion of public assistance benefits (normal tax method),430.00,450.00,470.00,490.00,510.00,530.00,550.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,430.00,450.00,470.00,490.00,510.00,530.00,550.00,
Income security,Exclusion of railroad retirement system benefits,390.00,390.00,380.00,360.00,370.00,370.00,350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,390.00,390.00,380.00,360.00,370.00,370.00,350.00,
Income security,Exclusion of special benefits for disabled coal miners,50.00,50.00,50.00,40.00,40.00,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,50.00,40.00,40.00,40.00,40.00,
Income security,Exclusion of workers' compensation benefits,5770.00,6000.00,6180.00,6390.00,6630.00,6860.00,7090.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5770.00,6000.00,6180.00,6390.00,6630.00,6860.00,7090.00,
Income security,Income of trusts to finance supplementary unemployment benefits,20.00,20.00,20.00,20.00,20.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,
Income security,Individual Retirement Accounts,3100.00,4230.00,5970.00,7180.00,8300.00,8840.00,8060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3100.00,4230.00,5970.00,7180.00,8300.00,8840.00,8060.00,
Income security,Keogh plans,9400.00,9990.00,10670.00,11630.00,12670.00,13800.00,15040.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9400.00,9990.00,10670.00,11630.00,12670.00,13800.00,15040.00,
Income security,Low and moderate income savers credit,1310.00,1380.00,830.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1310.00,1380.00,830.00,0.00,0.00,0.00,0.00,
Income security,Premiums on accident and disability insurance,280.00,290.00,300.00,310.00,320.00,330.00,340.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,280.00,290.00,300.00,310.00,320.00,330.00,340.00,
Income security,Premiums on group term life insurance,2020.00,2070.00,2180.00,2250.00,2310.00,2380.00,2490.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2020.00,2070.00,2180.00,2250.00,2310.00,2380.00,2490.00,
Income security,Special ESOP rules,340.00,350.00,370.00,390.00,390.00,390.00,390.00,1310.00,1410.00,1520.00,1640.00,1780.00,1940.00,2100.00,1650.00,1760.00,1890.00,2030.00,2170.00,2330.00,2490.00,
Income security,Tax credit for the elderly and disabled,20.00,20.00,20.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,20.00,10.00,10.00,10.00,10.00,
"General science, space, and technology",Credit for increasing research activities,50.00,40.00,0.00,0.00,0.00,0.00,0.00,5110.00,2120.00,920.00,390.00,180.00,50.00,0.00,5160.00,2160.00,920.00,390.00,180.00,50.00,0.00,
"General science, space, and technology",Expensing of research and experimentation expenditures (normal tax method),100.00,150.00,140.00,120.00,110.00,100.00,100.00,4010.00,7770.00,6850.00,6140.00,5250.00,4700.00,4740.00,4110.00,7920.00,6990.00,6260.00,5360.00,4800.00,4840.00,
International affairs,Deferral of income from controlled foreign corporations (normal tax method),0.00,0.00,0.00,0.00,0.00,0.00,0.00,10500.00,11160.00,11940.00,12770.00,13650.00,14600.00,15620.00,10500.00,11160.00,11940.00,12770.00,13650.00,14600.00,15620.00,
International affairs,Deferred taxes for financial firms on certain income earned overseas,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2190.00,2260.00,960.00,0.00,0.00,0.00,0.00,2190.00,2260.00,960.00,0.00,0.00,0.00,0.00,
International affairs,Exclusion of certain allowances for Federal employees abroad,900.00,950.00,1000.00,1050.00,1100.00,1160.00,1230.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,900.00,950.00,1000.00,1050.00,1100.00,1160.00,1230.00,
International affairs,Exclusion of income earned abroad by U.S. citizens,2750.00,2810.00,2940.00,3100.00,3270.00,3450.00,3640.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2750.00,2810.00,2940.00,3100.00,3270.00,3450.00,3640.00,
International affairs,Extraterritorial income exclusion,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5220.00,4370.00,1720.00,110.00,50.00,50.00,40.00,5220.00,4370.00,1720.00,110.00,50.00,50.00,40.00,
International affairs,Inventory property sales source rules exception,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1560.00,1680.00,1840.00,2040.00,2230.00,2380.00,2540.00,1560.00,1680.00,1840.00,2040.00,2230.00,2380.00,2540.00,
National Defense,Exclusion of benefits and allowances to armed forces personnel,2990.00,3020.00,3050.00,3070.00,3110.00,3140.00,3170.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2990.00,3020.00,3050.00,3070.00,3110.00,3140.00,3170.00,
Agriculture,Bio-Diesel and small agri-biodiesel producer tax credits,30.00,90.00,100.00,90.00,40.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,90.00,100.00,90.00,40.00,20.00,20.00,
Agriculture,Capital gains treatment of certain income,880.00,870.00,900.00,1050.00,750.00,590.00,780.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,880.00,870.00,900.00,1050.00,750.00,590.00,780.00,
Agriculture,Deferral of gain on sale of farm refiners,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,
Agriculture,Expensing of certain capital outlays,90.00,110.00,110.00,110.00,120.00,120.00,120.00,20.00,20.00,20.00,20.00,20.00,20.00,30.00,110.00,130.00,130.00,130.00,140.00,140.00,150.00,
Agriculture,Expensing of certain multiperiod production costs,50.00,60.00,60.00,70.00,70.00,70.00,70.00,10.00,10.00,10.00,10.00,10.00,10.00,20.00,60.00,70.00,70.00,80.00,80.00,80.00,90.00,
Agriculture,Income averaging for farmers,40.00,40.00,40.00,40.00,40.00,40.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,40.00,40.00,40.00,40.00,40.00,50.00,
Agriculture,Treatment of loans forgiven for solvent farmers,10.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,
Community and regional development,Credit to holders of Gulf Tax Credit Bonds,0.00,0.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,10.00,
Community and regional development,Empowerment zones and renewal communities,830.00,900.00,1000.00,1110.00,1320.00,940.00,360.00,290.00,310.00,340.00,370.00,420.00,190.00,60.00,1120.00,1210.00,1340.00,1480.00,1740.00,1130.00,420.00,
Community and regional development,"Exclusion of interest for airport, dock, and similar bonds",630.00,680.00,720.00,800.00,860.00,880.00,910.00,170.00,180.00,190.00,190.00,200.00,200.00,210.00,800.00,860.00,910.00,990.00,1060.00,1080.00,1120.00,
Community and regional development,Exemption of certain mutuals' and cooperatives' income,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,60.00,70.00,70.00,70.00,70.00,70.00,60.00,60.00,70.00,70.00,70.00,70.00,70.00,
Community and regional development,Expensing of environmental remediation costs,10.00,10.00,10.00,0.00,0.00,0.00,0.00,60.00,50.00,30.00,0.00,-20.00,-10.00,-10.00,70.00,60.00,40.00,0.00,-20.00,-10.00,-10.00,
Community and regional development,Investment credit for rehabilitation of structures (other than historic),20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,
Community and regional development,New markets tax credit,320.00,460.00,620.00,650.00,590.00,500.00,390.00,110.00,150.00,210.00,220.00,200.00,170.00,130.00,430.00,610.00,830.00,870.00,790.00,670.00,520.00,
Natural resources and environment,Capital gains treatment of certain timber income,90.00,90.00,90.00,100.00,70.00,60.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,90.00,90.00,100.00,70.00,60.00,80.00,
Natural resources and environment,"Excess of percentage over cost depletion, nonfuel minerals",20.00,20.00,20.00,20.00,20.00,20.00,20.00,250.00,260.00,280.00,290.00,290.00,310.00,320.00,270.00,280.00,300.00,310.00,310.00,330.00,340.00,
Natural resources and environment,Exclusion of gain or loss on sale or exchange of certain brownfield sites,0.00,0.00,0.00,10.00,10.00,20.00,20.00,0.00,0.00,10.00,20.00,30.00,50.00,40.00,0.00,0.00,10.00,30.00,40.00,70.00,60.00,
Natural resources and environment,"Exclusion of interest on bonds for water, sewage, and hazardous waste facilities",350.00,380.00,400.00,440.00,470.00,490.00,500.00,100.00,100.00,100.00,110.00,110.00,110.00,120.00,450.00,480.00,500.00,550.00,580.00,600.00,620.00,
Natural resources and environment,Expensing of capital costs with respect to complying with EPA sulfur regulations,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,30.00,50.00,30.00,0.00,10.00,10.00,10.00,30.00,50.00,30.00,0.00,
Natural resources and environment,"Expensing of exploration and development costs, nonfuel minerals",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Natural resources and environment,Expensing of multiperiod timber growing costs,110.00,120.00,120.00,120.00,120.00,130.00,130.00,240.00,250.00,260.00,280.00,290.00,300.00,300.00,350.00,370.00,380.00,400.00,410.00,430.00,430.00,
Natural resources and environment,Tax incentives for preservation of historic structures,80.00,90.00,90.00,90.00,100.00,100.00,110.00,270.00,280.00,290.00,310.00,320.00,340.00,360.00,350.00,370.00,380.00,400.00,420.00,440.00,470.00,
"Education, training, employment, and social services",Adoption credit and exclusion,360.00,540.00,560.00,570.00,580.00,600.00,540.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,360.00,540.00,560.00,570.00,580.00,600.00,540.00,
"Education, training, employment, and social services",Assistance for adopted foster children,310.00,320.00,350.00,370.00,400.00,430.00,470.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,310.00,320.00,350.00,370.00,400.00,430.00,470.00,
"Education, training, employment, and social services",Child credit,41790.00,42090.00,42120.00,42070.00,41830.00,41870.00,31730.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41790.00,42090.00,42120.00,42070.00,41830.00,41870.00,31730.00,"The figures in the table indicate the effect of the child tax credit on receipts. The effect of the credit on outlays (in millions of dollars) is as follows: 2005 $14,620; 2006 $14,110; 2007 $13,540; 2008 $12,950; 2009 $12,760 and 2010 $12,330:2011 $12,110."
