"Source: JCT. ""JCS-3-07: Estimates Of Federal Tax Expenditures For Fiscal Years 2007-2011."""
"The Joint Committee on Taxation (JCT) does not provide numerical data for values that are between -$50 million and $50 million. Rather it provides a footnote indicating that the values are either ""greater than -$50 million"" or ""less than $50 million."" The estimates in the individual and corporation columns from the JCT may contain values between -$50 million and $50 million (denoted as >-50 or <50). When aggregated, in the totals column, the sums of these values are unknown and thus are rounded to zero. For more information, see Subsidyscope's methodology."
""
Budget_function,Title as it Appears in Source,2007 Indv,2008 Indv,2009 Indv,2010 Indv,2011 Indv,2007 Corp,2008 Corp,2009 Corp,2010 Corp,2011 Corp,2007 Total,2008 Total,2009 Total,2010 Total,2011 Total,Notes
"General science, space, and technology",Expensing of research and experimental expenditures,<50,<50,100.00,100.00,100.00,1300.00,2200.00,4600.00,5800.00,6200.00,1300.00,2200.00,4700.00,5900.00,6300.00,
International affairs,Deferral of active income of controlled foreign corporations,0.00,0.00,0.00,0.00,0.00,5800.00,6400.00,7000.00,7500.00,7900.00,5800.00,6400.00,7000.00,7500.00,7900.00,
International affairs,Deferral of certain active financing income,0.00,0.00,0.00,0.00,0.00,2300.00,2600.00,800.00,0.00,0.00,2300.00,2600.00,800.00,0.00,0.00,
International affairs,Exclusion of certain allowances for Federal employees abroad,600.00,700.00,700.00,800.00,800.00,0.00,0.00,0.00,0.00,0.00,600.00,700.00,700.00,800.00,800.00,
International affairs,Exclusion of income earned abroad by US citizens,3800.00,4000.00,4200.00,4400.00,4600.00,0.00,0.00,0.00,0.00,0.00,3800.00,4000.00,4200.00,4400.00,4600.00,
International affairs,Inventory property sales source rule exception,0.00,0.00,0.00,0.00,0.00,6400.00,6600.00,6800.00,7000.00,7200.00,6400.00,6600.00,6800.00,7000.00,7200.00,
National Defense,Deduction for overnight-travel expenses of National Guard and Reserve Members,<50,<50,<50,<50,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,
National Defense,Exclusion of benefits and allowances to Armed Forces personnel,3000.00,3200.00,3300.00,3400.00,3900.00,0.00,0.00,0.00,0.00,0.00,3000.00,3200.00,3300.00,3400.00,3900.00,
National Defense,Exclusion of military disability benefits,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,
Agriculture,Exclusion of cost-sharing payments,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Agriculture,Expensing of fertilizer and soil conditioner costs,200.00,100.00,100.00,100.00,100.00,<50,<50,<50,<50,<50,200.00,100.00,100.00,100.00,100.00,
Agriculture,Expensing of soil and water conservation expenditures,<50,<50,<50,<50,100.00,<50,<50,<50,<50,<50,0,0,0,0,100.00,
Agriculture,Expensing of the costs of raising dairy and breeding cattle,100.00,100.00,100.00,100.00,100.00,<50,<50,<50,<50,<50,100.00,100.00,100.00,100.00,100.00,
Agriculture,Five-year carryback period for net operating losses attributable to farming,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Agriculture,Income averaging for farmers and fisherman,<50,<50,<50,<50,<50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Agriculture,Exclusion of cancellation of indebtedness income of farmers,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,
Community and regional development,Accelerated depreciation for business property on Indian reservations,100.00,100.00,<50,>-50,100.00,200.00,200.00,<50,-100.00,-100.00,300.00,300.00,0,-100.00,0.00,
Community and regional development,Tax credit for Indian reservation employment,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Community and regional development,District of Columbia tax incentives,100.00,100.00,100.00,100.00,200.00,<50,<50,<50,<50,<50,100.00,100.00,100.00,100.00,200.00,
Community and regional development,Empowerment zone tax incentives,400.00,400.00,500.00,300.00,100.00,200.00,200.00,200.00,200.00,100.00,600.00,600.00,700.00,500.00,200.00,
Community and regional development,Renewal community tax incentives,400.00,400.00,400.00,200.00,<50,300.00,400.00,400.00,200.00,<50,700.00,800.00,800.00,400.00,0,
Community and regional development,"Exclusion of interest on State and local government qualified private activity bonds for private airports, docks, and mass-communting facilities",800.00,900.00,900.00,900.00,1000.00,300.00,300.00,400.00,400.00,400.00,1100.00,1200.00,1300.00,1300.00,1400.00,
Community and regional development,Exclusion of interest on state and local qualified private activity bonds for green buildings and sustainable design projects,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Community and regional development,"Expensing of environmental remediation costs (""Brownfields'')",200.00,<50,>-50,>-50,>-50,100.00,<50,<50,<50,<50,300.00,0,0,0,0,
Community and regional development,New markets tax credit,400.00,500.00,500.00,500.00,400.00,300.00,400.00,400.00,400.00,300.00,700.00,900.00,900.00,900.00,700.00,
Community and regional development,New York City Liberty Zone tax incentives,100.00,100.00,100.00,100.00,100.00,100.00,100.00,<50,<50,<50,200.00,200.00,100.00,100.00,100.00,
Natural resources and environment,Amortization and expensing of reforestation expenditures,100.00,100.00,100.00,100.00,100.00,<50,<50,<50,<50,<50,100.00,100.00,100.00,100.00,100.00,
Natural resources and environment,"Excess of percentage over cost depletion, nonfuel minerals",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,200.00,200.00,200.00,200.00,200.00,
Natural resources and environment,Exclusion of contributions in aid of construction for water and sewer utilities,0.00,0.00,0.00,0.00,0.00,<50,<50,<50,<50,<50,0.00,0.00,0.00,0.00,0.00,
Natural resources and environment,Tax exclusion for earnings of certain environmental settlement funds,0.00,0.00,0.00,0.00,0.00,<50,<50,<50,<50,<50,0.00,0.00,0.00,0.00,0.00,
Natural resources and environment,"Exclusion of interest on State and local government qualified private activity bonds for sewage, water, and hazardous waste facilities",400.00,500.00,500.00,500.00,600.00,200.00,200.00,200.00,200.00,200.00,600.00,700.00,700.00,700.00,800.00,
Natural resources and environment,"Expensing of exploration and development costs, nonfuel minerals",<50,<50,<50,<50,<50,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
Natural resources and environment,Expensing of timber-growing costs,<50,<50,<50,<50,<50,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,
Natural resources and environment,Special rules for mining reclamation reserves,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Natural resources and environment,Special tax rate for nuclear decommissioning reserve funds,0.00,0.00,0.00,0.00,0.00,600.00,700.00,800.00,800.00,900.00,600.00,700.00,800.00,800.00,900.00,
"Education, training, employment, and social services",Adoption credit and employee adoption benefits exclusion,700.00,700.00,700.00,800.00,200.00,0.00,0.00,0.00,0.00,0.00,700.00,700.00,700.00,800.00,200.00,
"Education, training, employment, and social services",Tax credit for children under age 17 ,45000.00,44800.00,44800.00,44800.00,21900.00,0.00,0.00,0.00,0.00,0.00,45000.00,44800.00,44800.00,44800.00,21900.00,"Tax expenditure estimate includes refundable amounts, amounts used to offset income taxes, and amounts used to offset other taxes. The amount of refundable child tax credit and earned income tax credit used to offset taxes other than income tax or paid out as refunds is: $58.1 billion in 2007, $59.6 billion in 2008, $61.0 billion in 2009, $62.0 billion in 2010 and $48.9 billion in 2011."
"Education, training, employment, and social services",Tax credit for child and dependent care and exclusion of employer-provided child care ,3000.00,2600.00,2600.00,2500.00,2500.00,0.00,0.00,0.00,0.00,0.00,3000.00,2600.00,2600.00,2500.00,2500.00,Estimate includes employer-provided child care purchased through dependent care flexible spending accounts.
"Education, training, employment, and social services",Tax credit for disabled access expenditures,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
"Education, training, employment, and social services",Tax credit for holders of qualified zone academy bonds,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
"Education, training, employment, and social services",Deduction for charitable contributions to educational institutions,5900.00,6200.00,6500.00,6900.00,7300.00,700.00,800.00,800.00,800.00,800.00,6600.00,7000.00,7300.00,7700.00,8100.00,
"Education, training, employment, and social services","Deduction for charitable contributions, other than for education and health",32000.00,33600.00,35300.00,37100.00,39600.00,1800.00,1900.00,1900.00,1900.00,1900.00,33800.00,35500.00,37200.00,39000.00,41500.00,
"Education, training, employment, and social services",Deduction for interest of student loans,900.00,900.00,900.00,1000.00,500.00,0.00,0.00,0.00,0.00,0.00,900.00,900.00,900.00,1000.00,500.00,
"Education, training, employment, and social services",Deduction for higher education expenses,2200.00,600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2200.00,600.00,0.00,0.00,0.00,
"Education, training, employment, and social services",Deferral of taxation on spread on acquisition of stock under incentive stock option plans and employee stock purchase plans ,400.00,400.00,300.00,200.00,300.00,0.00,0.00,0.00,0.00,0.00,400.00,400.00,300.00,200.00,300.00,Tax expenditure estimate does not include offsetting denial of corporate deduction for qualified stock option compensation.
"Education, training, employment, and social services",Exclusion of income attributable to the discharge of certain student loan debt and NHSC Educational Loan repayments,<50,<50,<50,<50,<50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"Education, training, employment, and social services",Exclusion of earnings of Coverdell education savings accounts,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,
"Education, training, employment, and social services",Tax credit for employer-provided dependent care,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
"Education, training, employment, and social services",Exclusion of benefits provided under cafeteria plans ,30000.00,33600.00,36800.00,40300.00,44800.00,0.00,0.00,0.00,0.00,0.00,30000.00,33600.00,36800.00,40300.00,44800.00,Estimate includes amounts of employer-provided health insurance purchased though cafeteria plans and employer-provided child care purchased through the dependent care flexible spending accounts. These amounts are also included in other line items in this table.
"Education, training, employment, and social services",Exclusion of certain foster care payments,600.00,700.00,700.00,800.00,800.00,0.00,0.00,0.00,0.00,0.00,600.00,700.00,700.00,800.00,800.00,
"Education, training, employment, and social services",Exclusion of employee awards,200.00,200.00,200.00,200.00,200.00,0.00,0.00,0.00,0.00,0.00,200.00,200.00,200.00,200.00,200.00,
"Education, training, employment, and social services",Exclusion of employee meals and lodging (other than military),900.00,900.00,1000.00,1000.00,1000.00,0.00,0.00,0.00,0.00,0.00,900.00,900.00,1000.00,1000.00,1000.00,
"Education, training, employment, and social services",Exclusion of employer-provided education assistance benefits,800.00,800.00,900.00,900.00,200.00,0.00,0.00,0.00,0.00,0.00,800.00,800.00,900.00,900.00,200.00,
"Education, training, employment, and social services",Exclusion of employer-provided tuition reduction benefits,200.00,200.00,200.00,200.00,200.00,0.00,0.00,0.00,0.00,0.00,200.00,200.00,200.00,200.00,200.00,
"Education, training, employment, and social services",Exclusion of income earned by voluntary employees' beneficiary associations,2000.00,2000.00,2100.00,2100.00,2200.00,0.00,0.00,0.00,0.00,0.00,2000.00,2000.00,2100.00,2100.00,2200.00,
"Education, training, employment, and social services",Exclusion of interest on State and local government qualified private activity bonds for private nonprofit and qualified public educational facilities,1100.00,1200.00,1300.00,1400.00,1400.00,400.00,500.00,500.00,500.00,600.00,1500.00,1700.00,1800.00,1900.00,2000.00,
"Education, training, employment, and social services",Exclusion of interest on State and local government qualified private activity bonds for student loans,300.00,300.00,400.00,400.00,400.00,100.00,100.00,100.00,100.00,100.00,400.00,400.00,500.00,500.00,500.00,
"Education, training, employment, and social services",Exclusion of miscellaneous fringe benefits,6600.00,7000.00,7200.00,7500.00,8400.00,0.00,0.00,0.00,0.00,0.00,6600.00,7000.00,7200.00,7500.00,8400.00,
"Education, training, employment, and social services",Exclusion of housing allowances for ministers,600.00,600.00,600.00,700.00,700.00,0.00,0.00,0.00,0.00,0.00,600.00,600.00,600.00,700.00,700.00,
"Education, training, employment, and social services",Exclusion of scholarship and fellowship income,1600.00,1700.00,1800.00,1900.00,2000.00,0.00,0.00,0.00,0.00,0.00,1600.00,1700.00,1800.00,1900.00,2000.00,
"Education, training, employment, and social services",Exclusion of tax on earnings of qualified tuition programs,600.00,700.00,900.00,1000.00,1200.00,0.00,0.00,0.00,0.00,0.00,600.00,700.00,900.00,1000.00,1200.00,
