"Source: OMB. ""Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2005."""
""
Budget_function,Title as it Appears in Source,2003 Indv,2004 Indv,2005 Indv,2006 Indv,2007 Indv,2008 Indv,2009 Indv,2003 Corp,2004 Corp,2005 Corp,2006 Corp,2007 Corp,2008 Corp,2009 Corp,2003 Total,2004 Total,2005 Total,2006 Total,2007 Total,2008 Total,2009 Total,Notes
Energy,Tax credit and deduction for clean-fuel burning vehicles,20.00,20.00,0.00,0.00,-10.00,-10.00,-10.00,50.00,40.00,10.00,-20.00,-60.00,-50.00,-60.00,70.00,60.00,10.00,-20.00,-70.00,-60.00,-70.00,
Commerce and housing,Accelerated depreciation of buildings other than rental housing (normal tax method),-100.00,-270.00,-320.00,-440.00,-750.00,-1120.00,-2070.00,-2190.00,-2920.00,-3740.00,-4250.00,-6060.00,-9050.00,-12360.00,-2290.00,-3190.00,-4060.00,-4690.00,-6810.00,-10170.00,-14430.00,
Commerce and housing,Accelerated depreciation of machinery and equipment (normal tax method),7920.00,7970.00,-2200.00,-4960.00,-4460.00,-4780.00,-5190.00,40600.00,38830.00,-8720.00,-32980.00,-26580.00,-23990.00,-22400.00,48520.00,46800.00,-10920.00,-37940.00,-31040.00,-28770.00,-27590.00,
Commerce and housing,Accelerated depreciation on rental housing (normal tax method),1170.00,630.00,-120.00,-1000.00,-2150.00,-3300.00,-4560.00,50.00,-10.00,-50.00,-110.00,-180.00,-260.00,-340.00,1220.00,620.00,-170.00,-1110.00,-2330.00,-3560.00,-4900.00,
Commerce and housing,Amortization of start-up costs (normal tax method),10.00,10.00,10.00,20.00,20.00,20.00,20.00,100.00,110.00,120.00,130.00,140.00,140.00,140.00,110.00,120.00,130.00,150.00,160.00,160.00,160.00,
Commerce and housing,Cancellation of indebtedness,20.00,30.00,30.00,30.00,40.00,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,30.00,30.00,30.00,40.00,40.00,40.00,
Commerce and housing,Capital gains exclusion of small corporation stock,130.00,160.00,210.00,250.00,300.00,350.00,390.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.00,160.00,210.00,250.00,300.00,350.00,390.00,
Commerce and housing,Capital gains exclusion on home sales,20260.00,20860.00,21490.00,22140.00,22800.00,23480.00,24190.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20260.00,20860.00,21490.00,22140.00,22800.00,23480.00,24190.00,
Commerce and housing,Carryover basis of capital gains on gifts,590.00,390.00,450.00,540.00,550.00,580.00,620.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,590.00,390.00,450.00,540.00,550.00,580.00,620.00,
Commerce and housing,Credit for low-income housing investments,2760.00,2910.00,3050.00,3190.00,3320.00,3480.00,3650.00,3450.00,3640.00,3810.00,3990.00,4150.00,4350.00,4560.00,6210.00,6550.00,6860.00,7180.00,7470.00,7830.00,8210.00,
Commerce and housing,Deductibility of mortgage interest on owner-occupied homes,61160.00,62590.00,69740.00,74800.00,78420.00,83030.00,87920.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61160.00,62590.00,69740.00,74800.00,78420.00,83030.00,87920.00,
Commerce and housing,Deductibility of State and local property tax on owner-occupied homes,22090.00,21740.00,19410.00,16110.00,14580.00,13640.00,13110.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22090.00,21740.00,19410.00,16110.00,14580.00,13640.00,13110.00,
Commerce and housing,Deferral of income from post-1987 installment sales,800.00,810.00,830.00,840.00,860.00,880.00,890.00,280.00,290.00,290.00,300.00,300.00,310.00,310.00,1080.00,1100.00,1120.00,1140.00,1160.00,1190.00,1200.00,
Commerce and housing,"Exception from passive loss rules for $25,000 of rental loss",5710.00,4570.00,4390.00,4210.00,4020.00,3840.00,3660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5710.00,4570.00,4390.00,4210.00,4020.00,3840.00,3660.00,
Commerce and housing,Exceptions from imputed interest rules,50.00,50.00,50.00,50.00,50.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,
Commerce and housing,Excess bad debt reserves of financial institutions,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,30.00,20.00,20.00,10.00,0.00,0.00,40.00,30.00,20.00,20.00,10.00,0.00,0.00,
Commerce and housing,Exclusion of interest on life insurance savings,16810.00,18250.00,19720.00,21420.00,23270.00,25280.00,27460.00,2090.00,2250.00,2410.00,2590.00,2780.00,2980.00,3200.00,18900.00,20500.00,22130.00,24010.00,26050.00,28260.00,30660.00,
Commerce and housing,Exclusion of interest on owner-occupied mortgage subsidy bonds,710.00,790.00,870.00,930.00,980.00,1050.00,1080.00,200.00,200.00,210.00,220.00,220.00,230.00,240.00,910.00,990.00,1080.00,1150.00,1200.00,1280.00,1320.00,
Commerce and housing,Exclusion of interest on rental housing bonds,220.00,250.00,280.00,300.00,310.00,330.00,340.00,60.00,60.00,70.00,70.00,70.00,70.00,70.00,280.00,310.00,350.00,370.00,380.00,400.00,410.00,
Commerce and housing,Exclusion of interest on small issue bonds,310.00,340.00,380.00,400.00,420.00,450.00,470.00,80.00,90.00,90.00,90.00,100.00,100.00,100.00,390.00,430.00,470.00,490.00,520.00,550.00,570.00,
Commerce and housing,Exemption of credit union income,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1300.00,1360.00,1430.00,1500.00,1570.00,1650.00,1730.00,1300.00,1360.00,1430.00,1500.00,1570.00,1650.00,1730.00,
Commerce and housing,Expensing of certain small investments (normal tax method),610.00,880.00,3060.00,970.00,-100.00,110.00,160.00,420.00,710.00,1790.00,680.00,-390.00,-140.00,-30.00,1030.00,1590.00,4850.00,1650.00,-490.00,-30.00,130.00,
Commerce and housing,Graduated corporation income tax rate (normal tax method),0.00,0.00,0.00,0.00,0.00,0.00,0.00,3030.00,3090.00,3910.00,4650.00,4800.00,4890.00,5040.00,3030.00,3090.00,3910.00,4650.00,4800.00,4890.00,5040.00,
Commerce and housing,Ordinary income treatment of loss from small business corporation stock sale,40.00,50.00,50.00,50.00,50.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,50.00,50.00,50.00,50.00,50.00,50.00,
Commerce and housing,"Capital gains (except agriculture, timber, iron ore, and coal)",25730.00,27300.00,30190.00,32930.00,36410.00,48930.00,29210.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25730.00,27300.00,30190.00,32930.00,36410.00,48930.00,29210.00,"If corporate equity were to be included, the revenue loss estimates would be $48,540 in 2003, $51,510 in 2004, $56,970 in 2005, $62,140 in 2006, $68,690 in 2007, $92,320 in 2008, and $55,110 in 2009. Similarly, if the reduced tax rate on dividends were to be included, the revenue loss estimates would be $1,810 in 2003, $16,720 in 2004, $13,280 in 2005, $13,880 in 2006, $14,480 in 2007, $15,970 in 2008, and $8,540 in 2009."
Commerce and housing,Small life insurance company deduction,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,
Commerce and housing,Special alternative tax on small property and casualty insurance companies,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120.00,120.00,130.00,130.00,140.00,140.00,140.00,120.00,120.00,130.00,130.00,140.00,140.00,140.00,
Commerce and housing,Step-up basis of capital gains at death,14880.00,16280.00,18240.00,20240.00,22240.00,24190.00,26010.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14880.00,16280.00,18240.00,20240.00,22240.00,24190.00,26010.00,
Commerce and housing,Tax exemption of certain insurance companies owned by tax-exempt organizations,0.00,0.00,0.00,0.00,0.00,0.00,0.00,190.00,210.00,220.00,240.00,250.00,260.00,280.00,190.00,210.00,220.00,240.00,250.00,260.00,280.00,
Transportation,Deferral of tax on shipping companies,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,
Transportation,Exclusion for employer-provided transit passes,320.00,380.00,450.00,520.00,590.00,660.00,730.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320.00,380.00,450.00,520.00,590.00,660.00,730.00,
Transportation,Exclusion of reimbursed employee parking expenses,2130.00,2240.00,2360.00,2490.00,2610.00,2740.00,2880.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2130.00,2240.00,2360.00,2490.00,2610.00,2740.00,2880.00,
Income security,401(k) plans,51560.00,56740.00,58910.00,61340.00,65750.00,71080.00,75440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51560.00,56740.00,58910.00,61340.00,65750.00,71080.00,75440.00,
Income security,Additional deduction for the blind,40.00,30.00,40.00,40.00,40.00,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,30.00,40.00,40.00,40.00,40.00,40.00,
Income security,Additional deduction for the elderly,1840.00,1710.00,1800.00,1900.00,1960.00,1920.00,1940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1840.00,1710.00,1800.00,1900.00,1960.00,1920.00,1940.00,
Income security,Deductibility of casualty losses,500.00,690.00,670.00,680.00,640.00,600.00,630.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,690.00,670.00,680.00,640.00,600.00,630.00,
Income security,Earned income tax credit,5099.00,4884.00,5006.00,5477.00,5515.00,5603.00,5780.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5099.00,4884.00,5006.00,5477.00,5515.00,5603.00,5780.00,"The figures in the table indicate the effect of the earned income tax credit on receipts. The effect of the credit on outlays (in millions of dollars) is as follows: 2003 $31,961; 2004 $33,551; 2005 $34,148; 2006 $34,488; 2007 $34,338; 2008 $34,359; and 2009 $35,161."
Income security,Employer plans,59480.00,59380.00,61740.00,66340.00,62650.00,58360.00,60440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59480.00,59380.00,61740.00,66340.00,62650.00,58360.00,60440.00,
Income security,Exclusion of military disability pensions,100.00,110.00,110.00,110.00,110.00,120.00,120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,110.00,110.00,110.00,110.00,120.00,120.00,
Income security,Exclusion of public assistance benefits (normal tax method),400.00,410.00,430.00,450.00,470.00,490.00,510.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,410.00,430.00,450.00,470.00,490.00,510.00,
Income security,Exclusion of railroad retirement system benefits,400.00,400.00,400.00,400.00,400.00,400.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,
Income security,Exclusion of special benefits for disabled coal miners,60.00,60.00,50.00,50.00,50.00,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,60.00,50.00,50.00,50.00,40.00,40.00,
Income security,Exclusion of workers' compensation benefits,6100.00,6460.00,6850.00,7270.00,7710.00,8190.00,8690.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6100.00,6460.00,6850.00,7270.00,7710.00,8190.00,8690.00,
Income security,Income of trusts to finance supplementary unemployment benefits,30.00,30.00,30.00,30.00,30.00,30.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,
Income security,Individual Retirement Accounts,20060.00,19810.00,20090.00,20610.00,20150.00,19710.00,19490.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20060.00,19810.00,20090.00,20610.00,20150.00,19710.00,19490.00,
Income security,Keogh plans,6020.00,8730.00,9260.00,9860.00,10530.00,11480.00,12500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6020.00,8730.00,9260.00,9860.00,10530.00,11480.00,12500.00,
Income security,Low and moderate income savers credit,880.00,960.00,1100.00,1210.00,730.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,880.00,960.00,1100.00,1210.00,730.00,0.00,0.00,
Income security,Premiums on accident and disability insurance,230.00,240.00,250.00,260.00,270.00,280.00,290.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,230.00,240.00,250.00,260.00,270.00,280.00,290.00,
Income security,Premiums on group term life insurance,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1800.00,1830.00,1860.00,1890.00,1920.00,1950.00,1990.00,1800.00,1830.00,1860.00,1890.00,1920.00,1950.00,1990.00,
Income security,Small business retirement plan credit,20.00,40.00,50.00,60.00,70.00,70.00,70.00,20.00,40.00,50.00,70.00,70.00,80.00,80.00,40.00,80.00,100.00,130.00,140.00,150.00,150.00,
Income security,Special ESOP rules,320.00,350.00,370.00,400.00,430.00,460.00,500.00,1460.00,1570.00,1690.00,1820.00,1970.00,2120.00,2280.00,1780.00,1920.00,2060.00,2220.00,2400.00,2580.00,2780.00,
Income security,Tax credit for the elderly and disabled,20.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,10.00,10.00,10.00,10.00,10.00,10.00,
"General science, space, and technology",Credit for increasing research activities,50.00,40.00,20.00,0.00,0.00,0.00,0.00,4910.00,4360.00,2530.00,1090.00,460.00,150.00,60.00,4960.00,4400.00,2550.00,1090.00,460.00,150.00,60.00,
"General science, space, and technology",Expensing of research and experimentation expenditures (normal tax method),-40.00,-50.00,100.00,160.00,140.00,120.00,110.00,-1940.00,-2300.00,4400.00,8130.00,6970.00,6240.00,5460.00,-1980.00,-2350.00,4500.00,8290.00,7110.00,6360.00,5570.00,
International affairs,Deferral of income from controlled foreign corporations (normal tax method),0.00,0.00,0.00,0.00,0.00,0.00,0.00,7450.00,7900.00,8400.00,8930.00,9550.00,10210.00,10920.00,7450.00,7900.00,8400.00,8930.00,9550.00,10210.00,10920.00,
International affairs,Deferred taxes for financial firms on certain income earned overseas,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2050.00,2130.00,2190.00,2260.00,960.00,0.00,0.00,2050.00,2130.00,2190.00,2260.00,960.00,0.00,0.00,
International affairs,Exclusion of certain allowances for Federal employees abroad,770.00,800.00,840.00,880.00,920.00,960.00,1010.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,770.00,800.00,840.00,880.00,920.00,960.00,1010.00,
International affairs,Exclusion of income earned abroad by U.S. citizens,2620.00,2680.00,2750.00,2810.00,2940.00,3100.00,3270.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2620.00,2680.00,2750.00,2810.00,2940.00,3100.00,3270.00,
International affairs,Extraterritorial income exclusion,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5150.00,5510.00,5890.00,6290.00,6730.00,7200.00,7700.00,5150.00,5510.00,5890.00,6290.00,6730.00,7200.00,7700.00,
International affairs,Inventory property sales source rules exception,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1540.00,1620.00,1700.00,1790.00,1880.00,1980.00,2080.00,1540.00,1620.00,1700.00,1790.00,1880.00,1980.00,2080.00,
National Defense,Exclusion of benefits and allowances to armed forces personnel,2210.00,2240.00,2260.00,2290.00,2310.00,2330.00,2350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2210.00,2240.00,2260.00,2290.00,2310.00,2330.00,2350.00,
Agriculture,Capital gains treatment of certain income,1050.00,1100.00,1160.00,1220.00,1280.00,1350.00,1420.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1050.00,1100.00,1160.00,1220.00,1280.00,1350.00,1420.00,
Agriculture,Deferral of gain on sale of farm refiners,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,20.00,20.00,20.00,10.00,10.00,10.00,10.00,20.00,20.00,20.00,
Agriculture,Expensing of certain capital outlays,100.00,110.00,110.00,110.00,120.00,120.00,130.00,20.00,20.00,20.00,20.00,20.00,30.00,30.00,120.00,130.00,130.00,130.00,140.00,150.00,160.00,
Agriculture,Expensing of certain multiperiod production costs,70.00,70.00,70.00,80.00,80.00,80.00,80.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,90.00,90.00,90.00,100.00,100.00,100.00,100.00,
Agriculture,Income averaging for farmers,70.00,80.00,80.00,80.00,80.00,90.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,80.00,80.00,80.00,80.00,90.00,90.00,
Agriculture,Treatment of loans forgiven for solvent farmers,10.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,
Community and regional development,"Empowerment zones, Enterprise communities, and Renewal communities",790.00,800.00,830.00,900.00,990.00,1100.00,1310.00,280.00,280.00,290.00,310.00,330.00,370.00,420.00,1070.00,1080.00,1120.00,1210.00,1320.00,1470.00,1730.00,
Community and regional development,"Exclusion of interest for airport, dock, and similar bonds",600.00,670.00,730.00,790.00,830.00,890.00,910.00,170.00,170.00,180.00,180.00,190.00,190.00,200.00,770.00,840.00,910.00,970.00,1020.00,1080.00,1110.00,
Community and regional development,Exemption of certain mutuals' and cooperatives' income,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,60.00,70.00,70.00,70.00,70.00,70.00,60.00,60.00,70.00,70.00,70.00,70.00,70.00,
Community and regional development,Expensing of environmental remediation costs,10.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,20.00,-10.00,-10.00,-10.00,-10.00,-10.00,80.00,20.00,-10.00,-10.00,-10.00,-10.00,-10.00,
Community and regional development,Investment credit for rehabilitation of structures (other than historic),10.00,10.00,10.00,10.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,
Community and regional development,New markets tax credit,140.00,220.00,320.00,460.00,620.00,650.00,590.00,50.00,70.00,110.00,150.00,210.00,220.00,200.00,190.00,290.00,430.00,610.00,830.00,870.00,790.00,
Natural resources and environment,Capital gains treatment of certain timber income,100.00,110.00,120.00,120.00,130.00,130.00,140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,110.00,120.00,120.00,130.00,130.00,140.00,
Natural resources and environment,"Excess of percentage over cost depletion, nonfuel minerals",20.00,20.00,20.00,20.00,20.00,20.00,20.00,230.00,230.00,240.00,240.00,250.00,260.00,260.00,250.00,250.00,260.00,260.00,270.00,280.00,280.00,
Natural resources and environment,"Exclusion of interest on bonds for water, sewage, and hazardous waste facilities",350.00,390.00,430.00,460.00,480.00,520.00,530.00,100.00,100.00,100.00,110.00,110.00,110.00,120.00,450.00,490.00,530.00,570.00,590.00,630.00,650.00,
Natural resources and environment,"Expensing of exploration and development costs, nonfuel minerals",0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,
Natural resources and environment,Expensing of multiperiod timber growing costs,110.00,110.00,110.00,120.00,120.00,120.00,120.00,230.00,230.00,240.00,250.00,260.00,280.00,290.00,340.00,340.00,350.00,370.00,380.00,400.00,410.00,
Natural resources and environment,Tax incentives for preservation of historic structures,60.00,60.00,60.00,70.00,70.00,70.00,80.00,210.00,230.00,240.00,250.00,260.00,270.00,290.00,270.00,290.00,300.00,320.00,330.00,340.00,370.00,
"Education, training, employment, and social services",Adoption credit and exclusion,220.00,450.00,500.00,540.00,560.00,570.00,580.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,220.00,450.00,500.00,540.00,560.00,570.00,580.00,
"Education, training, employment, and social services",Assistance for adopted foster children,250.00,290.00,330.00,380.00,430.00,480.00,540.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,290.00,330.00,380.00,430.00,480.00,540.00,
"Education, training, employment, and social services",Child credit,37970.00,24340.00,29860.00,24810.00,24680.00,24480.00,25430.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37970.00,24340.00,29860.00,24810.00,24680.00,24480.00,25430.00,"The figures in the table indicate the effect of the child tax credit on receipts. The effect of the credit on outlays (in millions of dollars) is as follows: 2003 $6,435; 2004 $7,447; 2005 $11,486; 2006 $8,440; 2007 $8,237; 2008 $7,956; and 2009 $7,909"
"Education, training, employment, and social services",Credit for child and dependent care expenses,2720.00,2950.00,2690.00,2210.00,2030.00,1900.00,1780.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2720.00,2950.00,2690.00,2210.00,2030.00,1900.00,1780.00,
"Education, training, employment, and social services",Credit for disabled access expenditures,40.00,40.00,40.00,40.00,40.00,40.00,40.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,50.00,50.00,60.00,60.00,60.00,60.00,60.00,
"Education, training, employment, and social services",Credit for holders of zone academy bonds,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,90.00,110.00,130.00,130.00,140.00,140.00,80.00,90.00,110.00,130.00,130.00,140.00,140.00,
"Education, training, employment, and social services",Deductibility of charitable contributions (education),3180.00,2880.00,3120.00,3440.00,3640.00,3890.00,4170.00,490.00,510.00,540.00,560.00,590.00,620.00,660.00,3670.00,3390.00,3660.00,4000.00,4230.00,4510.00,4830.00,
"Education, training, employment, and social services","Deductibility of charitable contributions, other than education and health",28910.00,26200.00,28440.00,31260.00,33140.00,35360.00,37910.00,1110.00,1170.00,1230.00,1290.00,1360.00,1430.00,1500.00,30020.00,27370.00,29670.00,32550.00,34500.00,36790.00,39410.00,
"Education, training, employment, and social services",Deductibility of student-loan interest,730.00,760.00,780.00,800.00,820.00,830.00,840.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,730.00,760.00,780.00,800.00,820.00,830.00,840.00,
"Education, training, employment, and social services",Deduction for higher education expenses,1730.00,1810.00,2580.00,2610.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1730.00,1810.00,2580.00,2610.00,0.00,0.00,0.00,
"Education, training, employment, and social services",Education Individual Retirement Accounts,70.00,110.00,140.00,190.00,240.00,300.00,370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,110.00,140.00,190.00,240.00,300.00,370.00,
"Education, training, employment, and social services",Employer provided child care exclusion,590.00,620.00,770.00,870.00,920.00,960.00,1010.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,590.00,620.00,770.00,870.00,920.00,960.00,1010.00,
"Education, training, employment, and social services",Employer-provided child care credit,90.00,130.00,140.00,150.00,160.00,170.00,180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,130.00,140.00,150.00,160.00,170.00,180.00,
"Education, training, employment, and social services",Exclusion of certain foster care payments,430.00,430.00,440.00,450.00,460.00,470.00,570.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,430.00,430.00,440.00,450.00,460.00,470.00,570.00,
"Education, training, employment, and social services",Exclusion of employee meals and lodging (other than military),780.00,810.00,850.00,890.00,930.00,970.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,780.00,810.00,850.00,890.00,930.00,970.00,1000.00,
"Education, training, employment, and social services",Exclusion of employer-provided educational assistance,500.00,530.00,560.00,590.00,620.00,660.00,690.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,530.00,560.00,590.00,620.00,660.00,690.00,
"Education, training, employment, and social services",Exclusion of interest on bonds for private nonprofit educational facilities,610.00,680.00,750.00,800.00,840.00,900.00,930.00,170.00,170.00,180.00,190.00,190.00,200.00,200.00,780.00,850.00,930.00,990.00,1030.00,1100.00,1130.00,
"Education, training, employment, and social services",Exclusion of interest on savings bonds redeemed to finance educational expenses,10.00,10.00,10.00,10.00,20.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,20.00,20.00,20.00,
"Education, training, employment, and social services",Exclusion of interest on student-loan bonds,200.00,220.00,250.00,260.00,280.00,300.00,310.00,60.00,60.00,60.00,60.00,60.00,60.00,70.00,260.00,280.00,310.00,320.00,340.00,360.00,380.00,
"Education, training, employment, and social services",Exclusion of parsonage allowances,380.00,400.00,420.00,450.00,480.00,510.00,540.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,380.00,400.00,420.00,450.00,480.00,510.00,540.00,
"Education, training, employment, and social services",Exclusion of scholarship and fellowship income (normal tax method),1260.00,1260.00,1340.00,1400.00,1410.00,1420.00,1420.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1260.00,1260.00,1340.00,1400.00,1410.00,1420.00,1420.00,
"Education, training, employment, and social services",HOPE tax credit,3290.00,3420.00,3510.00,3290.00,3330.00,3320.00,3310.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3290.00,3420.00,3510.00,3290.00,3330.00,3320.00,3310.00,
"Education, training, employment, and social services",Lifetime Learning tax credit,1910.00,2250.00,2180.00,2120.00,2320.00,2320.00,2300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1910.00,2250.00,2180.00,2120.00,2320.00,2320.00,2300.00,
"Education, training, employment, and social services",Parental personal exemption for students age 19 or over,3140.00,3130.00,2550.00,2000.00,1760.00,1580.00,1430.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3140.00,3130.00,2550.00,2000.00,1760.00,1580.00,1430.00,
