"Source: OMB. ""Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2004."""
""
Budget_function,Title as it Appears in Source,2002 Indv,2003 Indv,2004 Indv,2005 Indv,2006 Indv,2007 Indv,2008 Indv,2002 Corp,2003 Corp,2004 Corp,2005 Corp,2006 Corp,2007 Corp,2008 Corp,2002 Total,2003 Total,2004 Total,2005 Total,2006 Total,2007 Total,2008 Total,Notes
Energy,Tax credit and deduction for clean-fuel burning vehicles,20.00,30.00,30.00,20.00,0.00,-10.00,-10.00,50.00,60.00,40.00,20.00,-10.00,-60.00,-60.00,70.00,90.00,70.00,40.00,-10.00,-70.00,-70.00,
Commerce and housing,Accelerated depreciation of buildings other than rental housing (normal tax method),-90.00,-280.00,-510.00,-1240.00,-1760.00,-2380.00,-3000.00,-1710.00,-2250.00,-1470.00,-5280.00,-7440.00,-9980.00,-12820.00,-1800.00,-2530.00,-1980.00,-6520.00,-9200.00,-12360.00,-15820.00,
Commerce and housing,Accelerated depreciation of machinery and equipment (normal tax method),7100.00,4720.00,2530.00,-5920.00,-5930.00,-6300.00,-6570.00,40670.00,26390.00,14140.00,-33390.00,-29330.00,-26960.00,-25000.00,47770.00,31110.00,16670.00,-39310.00,-35260.00,-33260.00,-31570.00,
Commerce and housing,Accelerated depreciation on rental housing (normal tax method),1520.00,1050.00,330.00,-440.00,-1610.00,-3050.00,-4240.00,70.00,30.00,-20.00,-80.00,-160.00,-260.00,-330.00,1590.00,1080.00,310.00,-520.00,-1770.00,-3310.00,-4570.00,
Commerce and housing,Amortization of start-up costs (normal tax method),20.00,20.00,30.00,30.00,30.00,30.00,30.00,90.00,110.00,120.00,130.00,130.00,140.00,140.00,110.00,130.00,150.00,160.00,160.00,170.00,170.00,
Commerce and housing,Cancellation of indebtedness,0.00,10.00,30.00,50.00,60.00,60.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,30.00,50.00,60.00,60.00,50.00,
Commerce and housing,Capital gains exclusion of small corporation stock,100.00,130.00,160.00,210.00,250.00,300.00,350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,130.00,160.00,210.00,250.00,300.00,350.00,
Commerce and housing,Capital gains exclusion on home sales,19670.00,20260.00,20860.00,21490.00,22140.00,22800.00,23480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19670.00,20260.00,20860.00,21490.00,22140.00,22800.00,23480.00,
Commerce and housing,Carryover basis of capital gains on gifts,640.00,640.00,450.00,540.00,640.00,650.00,630.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,640.00,640.00,450.00,540.00,640.00,650.00,630.00,
Commerce and housing,Credit for low-income housing investments,660.00,690.00,730.00,760.00,800.00,830.00,870.00,2630.00,2760.00,2910.00,3060.00,3190.00,3330.00,3490.00,3290.00,3450.00,3640.00,3820.00,3990.00,4160.00,4360.00,
Commerce and housing,Deductibility of mortgage interest on owner-occupied homes,63590.00,65540.00,68440.00,71870.00,74790.00,78160.00,82650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63590.00,65540.00,68440.00,71870.00,74790.00,78160.00,82650.00,
Commerce and housing,Deductibility of State and local property tax on owner-occupied homes,21760.00,22320.00,22160.00,19750.00,16240.00,14580.00,13580.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21760.00,22320.00,22160.00,19750.00,16240.00,14580.00,13580.00,
Commerce and housing,Deferral of income from post-1987 installment sales,780.00,800.00,810.00,830.00,840.00,860.00,880.00,270.00,280.00,290.00,290.00,300.00,300.00,310.00,1050.00,1080.00,1100.00,1120.00,1140.00,1160.00,1190.00,
Commerce and housing,"Exception from passive loss rules for $25,000 of rental loss",5690.00,5270.00,4920.00,4600.00,4290.00,4020.00,3790.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5690.00,5270.00,4920.00,4600.00,4290.00,4020.00,3790.00,
Commerce and housing,Exceptions from imputed interest rules,50.00,50.00,50.00,50.00,50.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,
Commerce and housing,Excess bad debt reserves of financial institutions,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Commerce and housing,Exclusion of interest on life insurance savings,15920.00,17330.00,18910.00,20610.00,22500.00,24430.00,26360.00,1770.00,1800.00,1830.00,1860.00,1890.00,1920.00,1950.00,17690.00,19130.00,20740.00,22470.00,24390.00,26350.00,28310.00,
Commerce and housing,Exclusion of interest on owner-occupied mortgage subsidy bonds,660.00,740.00,820.00,910.00,970.00,1020.00,1100.00,210.00,220.00,230.00,230.00,240.00,250.00,260.00,870.00,960.00,1050.00,1140.00,1210.00,1270.00,1360.00,
Commerce and housing,Exclusion of interest on rental housing bonds,140.00,150.00,170.00,190.00,200.00,210.00,230.00,40.00,50.00,50.00,50.00,50.00,50.00,50.00,180.00,200.00,220.00,240.00,250.00,260.00,280.00,
Commerce and housing,Exclusion of interest on small issue bonds,250.00,280.00,310.00,340.00,360.00,380.00,410.00,80.00,80.00,90.00,90.00,90.00,90.00,100.00,330.00,360.00,400.00,430.00,450.00,470.00,510.00,
Commerce and housing,Exemption of credit union income,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1020.00,1090.00,1160.00,1240.00,1320.00,1410.00,1510.00,1020.00,1090.00,1160.00,1240.00,1320.00,1410.00,1510.00,
Commerce and housing,Expensing of certain small investments (normal tax method),-220.00,-30.00,240.00,1010.00,1110.00,930.00,860.00,-140.00,-80.00,130.00,560.00,720.00,580.00,520.00,-360.00,-110.00,370.00,1570.00,1830.00,1510.00,1380.00,
Commerce and housing,Graduated corporation income tax rate (normal tax method),0.00,0.00,0.00,0.00,0.00,0.00,0.00,4870.00,5380.00,5700.00,5880.00,6100.00,6350.00,6640.00,4870.00,5380.00,5700.00,5880.00,6100.00,6350.00,6640.00,
Commerce and housing,Ordinary income treatment of loss from small business corporation stock sale,40.00,40.00,50.00,50.00,50.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,40.00,50.00,50.00,50.00,50.00,50.00,
Commerce and housing,"Capital gains (except agriculture, timber, iron ore, and coal) (normal tax method)",56060.00,55010.00,53930.00,54550.00,49870.00,49760.00,51450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56060.00,55010.00,53930.00,54550.00,49870.00,49760.00,51450.00,
Commerce and housing,Small life insurance company deduction,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
Commerce and housing,Special alternative tax on small property and casualty insurance companies,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,
Commerce and housing,Step-up basis of capital gains at death,26890.00,27390.00,28500.00,29630.00,30490.00,31370.00,32390.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26890.00,27390.00,28500.00,29630.00,30490.00,31370.00,32390.00,
Commerce and housing,Tax exemption of certain insurance companies owned by tax-exempt organizations,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.00,220.00,240.00,250.00,270.00,280.00,290.00,210.00,220.00,240.00,250.00,270.00,280.00,290.00,
Transportation,Deferral of tax on shipping companies,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,
Transportation,Exclusion for employer-provided transit passes,250.00,320.00,380.00,450.00,530.00,600.00,670.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,320.00,380.00,450.00,530.00,600.00,670.00,
Transportation,Exclusion of reimbursed employee parking expenses,2070.00,2180.00,2290.00,2410.00,2540.00,2680.00,2810.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2070.00,2180.00,2290.00,2410.00,2540.00,2680.00,2810.00,
Income security,401(k) plans,50830.00,52920.00,55290.00,57830.00,61490.00,65060.00,68030.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50830.00,52920.00,55290.00,57830.00,61490.00,65060.00,68030.00,
Income security,Additional deduction for the blind,40.00,40.00,40.00,40.00,40.00,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,
Income security,Additional deduction for the elderly,1890.00,1950.00,2050.00,2120.00,2180.00,2110.00,2030.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1890.00,1950.00,2050.00,2120.00,2180.00,2110.00,2030.00,
Income security,Deductibility of casualty losses,280.00,400.00,420.00,440.00,460.00,500.00,540.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,280.00,400.00,420.00,440.00,460.00,500.00,540.00,
Income security,Earned income tax credit,4450.00,4930.00,5090.00,5280.00,5410.00,5580.00,5790.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4450.00,4930.00,5090.00,5280.00,5410.00,5580.00,5790.00,"The figures in the table indicate the effect of the earned income tax credit on receipts. The effect of the credit on outlays (in millions of dollars) is as follows: 2002 $27,830; 2003 $30,610; 2004 $31,380; 2005 $32,090; 2006 $33,450; 2007 $34,480; and 2008 $35,380."
Income security,Employer plans,51260.00,63480.00,67870.00,70540.00,73200.00,67500.00,61440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51260.00,63480.00,67870.00,70540.00,73200.00,67500.00,61440.00,
Income security,Exclusion of military disability pensions,110.00,110.00,120.00,120.00,130.00,130.00,140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.00,110.00,120.00,120.00,130.00,130.00,140.00,
Income security,Exclusion of public assistance benefits (normal tax method),380.00,400.00,410.00,430.00,450.00,470.00,440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,380.00,400.00,410.00,430.00,450.00,470.00,440.00,
Income security,Exclusion of railroad retirement system benefits,390.00,400.00,400.00,400.00,400.00,400.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,390.00,400.00,400.00,400.00,400.00,400.00,400.00,
Income security,Exclusion of special benefits for disabled coal miners,70.00,60.00,60.00,50.00,50.00,50.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,60.00,60.00,50.00,50.00,50.00,40.00,
Income security,Exclusion of workers' compensation benefits,5750.00,6100.00,6460.00,6850.00,7270.00,7710.00,8190.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5750.00,6100.00,6460.00,6850.00,7270.00,7710.00,8190.00,
Income security,Income of trusts to finance supplementary unemployment benefits,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,30.00,30.00,30.00,30.00,30.00,30.00,20.00,30.00,30.00,30.00,30.00,30.00,30.00,
Income security,Individual Retirement Accounts,19080.00,20840.00,23130.00,22400.00,22380.00,20540.00,19800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19080.00,20840.00,23130.00,22400.00,22380.00,20540.00,19800.00,
Income security,Keogh plans,7000.00,7282.00,7616.00,7904.00,8166.00,8402.00,9196.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,7282.00,7616.00,7904.00,8166.00,8402.00,9196.00,
Income security,Low and moderate income savers credit,850.00,2050.00,1860.00,1670.00,1510.00,850.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,850.00,2050.00,1860.00,1670.00,1510.00,850.00,0.00,
Income security,Premiums on accident and disability insurance,220.00,230.00,240.00,250.00,260.00,270.00,280.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,220.00,230.00,240.00,250.00,260.00,270.00,280.00,
Income security,Premiums on group term life insurance,1780.00,1800.00,1830.00,1860.00,1890.00,1920.00,1950.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1780.00,1800.00,1830.00,1860.00,1890.00,1920.00,1950.00,
Income security,Small business retirement plan credit,10.00,20.00,40.00,50.00,50.00,60.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,20.00,40.00,50.00,50.00,60.00,60.00,
Income security,Special ESOP rules,300.00,310.00,320.00,340.00,350.00,370.00,390.00,1330.00,1400.00,1470.00,1550.00,1640.00,1720.00,1810.00,1630.00,1710.00,1790.00,1890.00,1990.00,2090.00,2200.00,
Income security,Tax credit for the elderly and disabled,20.00,20.00,20.00,20.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,20.00,20.00,10.00,10.00,10.00,
"General science, space, and technology",Credit for increasing research activities,60.00,50.00,40.00,20.00,0.00,0.00,0.00,6810.00,5590.00,4950.00,2890.00,1240.00,520.00,170.00,6870.00,5640.00,4990.00,2910.00,1240.00,520.00,170.00,
"General science, space, and technology",Expensing of research and experimentation expenditures (normal tax method),30.00,40.00,50.00,70.00,80.00,80.00,80.00,1630.00,2160.00,2710.00,3320.00,3910.00,4190.00,4300.00,1660.00,2200.00,2760.00,3390.00,3990.00,4270.00,4380.00,
International affairs,Deferral of income from controlled foreign corporations (normal tax method),0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,7450.00,7900.00,8400.00,8930.00,9550.00,10210.00,7000.00,7450.00,7900.00,8400.00,8930.00,9550.00,10210.00,
International affairs,Deferred taxes for financial firms on certain income earned overseas,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1950.00,2050.00,2130.00,2190.00,2260.00,960.00,0.00,1950.00,2050.00,2130.00,2190.00,2260.00,960.00,0.00,
International affairs,Exclusion of certain allowances for Federal employees abroad,760.00,800.00,840.00,880.00,930.00,980.00,1030.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,760.00,800.00,840.00,880.00,930.00,980.00,1030.00,
International affairs,Exclusion of income earned abroad by U.S. citizens,2740.00,2620.00,2680.00,2750.00,2810.00,2940.00,3100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2740.00,2620.00,2680.00,2750.00,2810.00,2940.00,3100.00,
International affairs,Extraterritorial income exclusion,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4820.00,5150.00,5510.00,5890.00,6290.00,6730.00,7200.00,4820.00,5150.00,5510.00,5890.00,6290.00,6730.00,7200.00,
International affairs,Inventory property sales source rules exception,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1470.00,1540.00,1620.00,1700.00,1790.00,1880.00,1980.00,1470.00,1540.00,1620.00,1700.00,1790.00,1880.00,1980.00,
National Defense,Exclusion of benefits and allowances to armed forces personnel,2190.00,2210.00,2240.00,2260.00,2290.00,2310.00,2330.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2190.00,2210.00,2240.00,2260.00,2290.00,2310.00,2330.00,
Agriculture,Capital gains treatment of certain income,1010.00,1060.00,1120.00,1180.00,1250.00,1310.00,1380.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1010.00,1060.00,1120.00,1180.00,1250.00,1310.00,1380.00,
Agriculture,Deferral of gain on sale of farm refiners,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,10.00,10.00,20.00,10.00,10.00,10.00,10.00,10.00,10.00,20.00,
Agriculture,Expensing of certain capital outlays,150.00,160.00,150.00,150.00,150.00,150.00,160.00,20.00,20.00,20.00,20.00,20.00,20.00,30.00,170.00,180.00,170.00,170.00,170.00,170.00,190.00,
Agriculture,Expensing of certain multiperiod production costs,110.00,110.00,100.00,100.00,100.00,100.00,100.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,130.00,130.00,120.00,120.00,120.00,120.00,120.00,
Agriculture,Income averaging for farmers,70.00,70.00,80.00,80.00,80.00,90.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,70.00,80.00,80.00,80.00,90.00,90.00,
Agriculture,Treatment of loans forgiven for solvent farmers,10.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,
Community and regional development,"Empowerment zones, Enterprise communities, and Renewal communities",510.00,830.00,870.00,960.00,1060.00,1190.00,1330.00,220.00,300.00,300.00,320.00,350.00,390.00,420.00,730.00,1130.00,1170.00,1280.00,1410.00,1580.00,1750.00,
Community and regional development,"Exclusion of interest for airport, dock, and similar bonds",520.00,580.00,650.00,710.00,760.00,800.00,860.00,170.00,170.00,180.00,180.00,190.00,200.00,200.00,690.00,750.00,830.00,890.00,950.00,1000.00,1060.00,
Community and regional development,Exemption of certain mutuals' and cooperatives' income,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,60.00,60.00,70.00,70.00,70.00,70.00,60.00,60.00,60.00,70.00,70.00,70.00,70.00,
Community and regional development,Expensing of environmental remediation costs,10.00,10.00,0.00,0.00,0.00,0.00,0.00,70.00,70.00,20.00,-10.00,-10.00,-10.00,-10.00,80.00,80.00,20.00,-10.00,-10.00,-10.00,-10.00,
Community and regional development,Investment credit for rehabilitation of structures (other than historic),10.00,10.00,10.00,10.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,
Community and regional development,New markets tax credit,70.00,140.00,220.00,320.00,460.00,620.00,650.00,20.00,50.00,70.00,110.00,150.00,210.00,220.00,90.00,190.00,290.00,430.00,610.00,830.00,870.00,
Natural resources and environment,Capital gains treatment of certain timber income,100.00,110.00,110.00,120.00,120.00,130.00,140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,110.00,110.00,120.00,120.00,130.00,140.00,
Natural resources and environment,"Excess of percentage over cost depletion, nonfuel minerals",20.00,20.00,20.00,20.00,20.00,20.00,20.00,240.00,240.00,250.00,260.00,270.00,270.00,280.00,260.00,260.00,270.00,280.00,290.00,290.00,300.00,
Natural resources and environment,"Exclusion of interest on bonds for water, sewage, and hazardous waste facilities",340.00,370.00,420.00,460.00,490.00,520.00,550.00,110.00,110.00,120.00,120.00,120.00,130.00,130.00,450.00,480.00,540.00,580.00,610.00,650.00,680.00,
Natural resources and environment,"Expensing of exploration and development costs, nonfuel minerals",0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,30.00,30.00,30.00,30.00,40.00,40.00,30.00,30.00,30.00,30.00,30.00,40.00,40.00,
Natural resources and environment,Expensing of multiperiod timber growing costs,120.00,120.00,120.00,120.00,130.00,130.00,130.00,240.00,250.00,260.00,260.00,270.00,280.00,280.00,360.00,370.00,380.00,380.00,400.00,410.00,410.00,
Natural resources and environment,Tax incentives for preservation of historic structures,40.00,40.00,50.00,50.00,50.00,50.00,60.00,160.00,170.00,180.00,190.00,200.00,210.00,220.00,200.00,210.00,230.00,240.00,250.00,260.00,280.00,
"Education, training, employment, and social services",Adoption credit and exclusion,140.00,220.00,450.00,500.00,540.00,560.00,570.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.00,220.00,450.00,500.00,540.00,560.00,570.00,
"Education, training, employment, and social services",Assistance for adopted foster children,220.00,250.00,290.00,330.00,380.00,430.00,480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,220.00,250.00,290.00,330.00,380.00,430.00,480.00,
"Education, training, employment, and social services",Child credit,22170.00,21440.00,21310.00,22480.00,24280.00,23940.00,23660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22170.00,21440.00,21310.00,22480.00,24280.00,23940.00,23660.00,"The figures in the table indicate the effect of the child tax credit on receipts. The effect of the credit on outlays (in millions of dollars) is as follows: 2002 $5,060; 2003 $5,870; 2004 $5,860; 2005 $5,700; 2006 $7,630; 2007 $7,630; and 2008 $7,500"
"Education, training, employment, and social services",Credit for child and dependent care expenses,2750.00,2910.00,3230.00,2860.00,2380.00,2190.00,2050.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2750.00,2910.00,3230.00,2860.00,2380.00,2190.00,2050.00,
"Education, training, employment, and social services",Credit for disabled access expenditures,40.00,40.00,40.00,40.00,40.00,40.00,40.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,50.00,50.00,50.00,60.00,60.00,60.00,60.00,
"Education, training, employment, and social services",Credit for holders of zone academy bonds,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,80.00,90.00,100.00,100.00,100.00,100.00,50.00,80.00,90.00,100.00,100.00,100.00,100.00,
"Education, training, employment, and social services",Deductibility of charitable contributions (education),3300.00,3440.00,3640.00,3810.00,4000.00,4160.00,4420.00,720.00,700.00,710.00,830.00,820.00,810.00,810.00,4020.00,4140.00,4350.00,4640.00,4820.00,4970.00,5230.00,
"Education, training, employment, and social services","Deductibility of charitable contributions, other than education and health",29970.00,31230.00,33110.00,34670.00,36350.00,37770.00,40150.00,890.00,870.00,880.00,1040.00,1010.00,1010.00,1010.00,30860.00,32100.00,33990.00,35710.00,37360.00,38780.00,41160.00,
"Education, training, employment, and social services",Deductibility of student-loan interest,450.00,640.00,660.00,680.00,700.00,720.00,720.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,450.00,640.00,660.00,680.00,700.00,720.00,720.00,
"Education, training, employment, and social services",Deduction for higher education expenses,420.00,2230.00,2880.00,3620.00,2940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,420.00,2230.00,2880.00,3620.00,2940.00,0.00,0.00,
"Education, training, employment, and social services",Education Individual Retirement Accounts,50.00,100.00,160.00,240.00,330.00,440.00,560.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,100.00,160.00,240.00,330.00,440.00,560.00,
"Education, training, employment, and social services",Employer provided child care exclusion,690.00,720.00,760.00,810.00,850.00,890.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,690.00,720.00,760.00,810.00,850.00,890.00,940.00,
"Education, training, employment, and social services",Employer-provided child care credit,40.00,90.00,130.00,140.00,150.00,160.00,170.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,90.00,130.00,140.00,150.00,160.00,170.00,
"Education, training, employment, and social services",Exclusion of certain foster care payments,450.00,430.00,430.00,440.00,450.00,460.00,470.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,450.00,430.00,430.00,440.00,450.00,460.00,470.00,
"Education, training, employment, and social services",Exclusion of employee meals and lodging (other than military),740.00,780.00,810.00,850.00,890.00,930.00,970.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,740.00,780.00,810.00,850.00,890.00,930.00,970.00,
"Education, training, employment, and social services",Exclusion of employer-provided educational assistance,400.00,490.00,520.00,550.00,580.00,610.00,650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,490.00,520.00,550.00,580.00,610.00,650.00,
"Education, training, employment, and social services",Exclusion of interest on bonds for private nonprofit educational facilities,440.00,490.00,550.00,600.00,650.00,680.00,730.00,140.00,150.00,150.00,160.00,160.00,170.00,170.00,580.00,640.00,700.00,760.00,810.00,850.00,900.00,
"Education, training, employment, and social services",Exclusion of interest on savings bonds redeemed to finance educational expenses,10.00,10.00,10.00,10.00,10.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,10.00,20.00,20.00,
"Education, training, employment, and social services",Exclusion of interest on student-loan bonds,180.00,200.00,230.00,250.00,270.00,280.00,300.00,60.00,60.00,60.00,60.00,70.00,70.00,70.00,240.00,260.00,290.00,310.00,340.00,350.00,370.00,
"Education, training, employment, and social services",Exclusion of parsonage allowances,350.00,380.00,400.00,420.00,450.00,480.00,510.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,350.00,380.00,400.00,420.00,450.00,480.00,510.00,
"Education, training, employment, and social services",Exclusion of scholarship and fellowship income (normal tax method),1270.00,1260.00,1260.00,1340.00,1400.00,1410.00,1420.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1270.00,1260.00,1260.00,1340.00,1400.00,1410.00,1420.00,
"Education, training, employment, and social services",HOPE tax credit,4110.00,3520.00,2880.00,2930.00,2730.00,2900.00,2790.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4110.00,3520.00,2880.00,2930.00,2730.00,2900.00,2790.00,
"Education, training, employment, and social services",Lifetime Learning tax credit,2180.00,2250.00,2980.00,2840.00,2610.00,2820.00,2860.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2180.00,2250.00,2980.00,2840.00,2610.00,2820.00,2860.00,
"Education, training, employment, and social services",Parental personal exemption for students age 19 or over,2480.00,3310.00,3230.00,2690.00,2020.00,1670.00,1470.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2480.00,3310.00,3230.00,2690.00,2020.00,1670.00,1470.00,
"Education, training, employment, and social services",State prepaid tuition plans,270.00,340.00,400.00,470.00,560.00,660.00,750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,270.00,340.00,400.00,470.00,560.00,660.00,750.00,
