"Source: OMB. ""Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2012."""
""
Budget_function,Title as it Appears in Source,2010 Indv,2011 Indv,2012 Indv,2013 Indv,2014 Indv,2015 Indv,2016 Indv,2010 Corp,2011 Corp,2012 Corp,2013 Corp,2014 Corp,2015 Corp,2016 Corp,2010 Total,2011 Total,2012 Total,2013 Total,2014 Total,2015 Total,2016 Total,Notes
Commerce and housing,Accelerated depreciation on rental housing (normal tax method),-1460.00,-1640.00,-1550.00,-1340.00,-1080.00,-870.00,-690.00,-30.00,-30.00,-30.00,-30.00,-20.00,-20.00,-10.00,-1490.00,-1670.00,-1580.00,-1370.00,-1100.00,-890.00,-700.00,
Commerce and housing,Cancellation of indebtedness,750.00,430.00,130.00,-70.00,-180.00,-250.00,-230.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,750.00,430.00,130.00,-70.00,-180.00,-250.00,-230.00,
Commerce and housing,Capital gains exclusion of small corporation stock,50.00,170.00,290.00,300.00,470.00,820.00,850.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,170.00,290.00,300.00,470.00,820.00,850.00,
Commerce and housing,Capital gains exclusion on home sales,22160.00,27650.00,35200.00,38880.00,42940.00,47420.00,52380.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22160.00,27650.00,35200.00,38880.00,42940.00,47420.00,52380.00,
Commerce and housing,Carryover basis of capital gains on gifts,1400.00,4790.00,1990.00,2660.00,2850.00,3070.00,3290.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1400.00,4790.00,1990.00,2660.00,2850.00,3070.00,3290.00,
Commerce and housing,Credit for homebuyer,13680.00,10410.00,-2160.00,-1450.00,-590.00,-520.00,-470.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13680.00,10410.00,-2160.00,-1450.00,-590.00,-520.00,-470.00,
Commerce and housing,Credit for low-income housing investments,280.00,300.00,310.00,360.00,370.00,380.00,380.00,5370.00,5690.00,5980.00,6770.00,7060.00,7200.00,7260.00,5650.00,5990.00,6290.00,7130.00,7430.00,7580.00,7640.00,
Commerce and housing,Deductibility of mortgage interest on owner-occupied homes,79150.00,88720.00,98550.00,110660.00,122970.00,133300.00,143700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79150.00,88720.00,98550.00,110660.00,122970.00,133300.00,143700.00,
Commerce and housing,Deductibility of State and local property tax on owner-occupied homes,15120.00,19320.00,24910.00,27000.00,28760.00,30250.00,31370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15120.00,19320.00,24910.00,27000.00,28760.00,30250.00,31370.00,
Commerce and housing,Deduction for US production activities,3130.00,3290.00,3490.00,3700.00,3910.00,4120.00,4330.00,10010.00,10510.00,11140.00,11810.00,12500.00,13170.00,13830.00,13140.00,13800.00,14630.00,15510.00,16410.00,17290.00,18160.00,
Commerce and housing,Deferral of income from installment sales,620.00,730.00,830.00,1020.00,1230.00,1420.00,1600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,620.00,730.00,830.00,1020.00,1230.00,1420.00,1600.00,
Commerce and housing,Discharge of mortgage indebtedness,1480.00,1390.00,1100.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1480.00,1390.00,1100.00,250.00,0.00,0.00,0.00,
Commerce and housing,"Exception from passive loss rules for $25,000 of rental loss",8790.00,10860.00,13110.00,14830.00,16730.00,18880.00,20200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8790.00,10860.00,13110.00,14830.00,16730.00,18880.00,20200.00,
Commerce and housing,Exceptions from imputed interest rules,50.00,50.00,50.00,50.00,50.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,
Commerce and housing,Exclusion of interest on life insurance savings,18410.00,19640.00,21010.00,22480.00,23990.00,25440.00,26920.00,1500.00,1570.00,1650.00,1740.00,1840.00,1940.00,2050.00,19910.00,21210.00,22660.00,24220.00,25830.00,27380.00,28970.00,
Commerce and housing,Exclusion of interest on owner-occupied mortgage subsidy bonds,830.00,900.00,1010.00,1160.00,1300.00,1400.00,1480.00,400.00,360.00,480.00,600.00,620.00,610.00,640.00,1230.00,1260.00,1490.00,1760.00,1920.00,2010.00,2120.00,
Commerce and housing,Exclusion of interest on rental housing bonds,710.00,770.00,860.00,990.00,1110.00,1190.00,1260.00,340.00,310.00,410.00,510.00,530.00,520.00,540.00,1050.00,1080.00,1270.00,1500.00,1640.00,1710.00,1800.00,
Commerce and housing,Exclusion of interest on small issue bonds,220.00,240.00,270.00,310.00,350.00,370.00,390.00,110.00,100.00,130.00,160.00,160.00,160.00,170.00,330.00,340.00,400.00,470.00,510.00,530.00,560.00,
Commerce and housing,Exclusion of interest spread of financial institutions,-170.00,300.00,550.00,630.00,700.00,760.00,810.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-170.00,300.00,550.00,630.00,700.00,760.00,810.00,
Commerce and housing,Exclusion of net imputed rental income,41200.00,46950.00,50640.00,51080.00,58740.00,66860.00,75480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41200.00,46950.00,50640.00,51080.00,58740.00,66860.00,75480.00,
Commerce and housing,Exemption of credit union income,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1270.00,1240.00,1310.00,1470.00,1600.00,1710.00,1830.00,1270.00,1240.00,1310.00,1470.00,1600.00,1710.00,1830.00,
Commerce and housing,Expensing of certain small investments (normal tax method),780.00,5750.00,-440.00,-2200.00,-540.00,280.00,920.00,170.00,960.00,-270.00,-620.00,-300.00,-130.00,10.00,950.00,6710.00,-710.00,-2820.00,-840.00,150.00,930.00,
Commerce and housing,Graduated corporation income tax rate (normal tax method),0.00,0.00,0.00,0.00,0.00,0.00,0.00,3000.00,3280.00,3220.00,3300.00,3590.00,3770.00,3960.00,3000.00,3280.00,3220.00,3300.00,3590.00,3770.00,3960.00,
Commerce and housing,Ordinary income treatment of loss from small business corporation stock sale,60.00,60.00,60.00,60.00,60.00,60.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,
Commerce and housing,"Capital gains (except agriculture, timber, iron ore, and coal)",36300.00,37560.00,38490.00,43260.00,46880.00,58110.00,69540.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36300.00,37560.00,38490.00,43260.00,46880.00,58110.00,69540.00,
Commerce and housing,Treatment of qualified dividends,31050.00,23600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31050.00,23600.00,0.00,0.00,0.00,0.00,0.00,
Commerce and housing,Small life insurance company deduction,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,
Commerce and housing,Special alternative tax on small property and casualty insurance companies,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,
Commerce and housing,Special rules for certain film and TV production,10.00,10.00,10.00,0.00,0.00,0.00,0.00,40.00,20.00,20.00,10.00,0.00,0.00,0.00,50.00,30.00,30.00,10.00,0.00,0.00,0.00,
Commerce and housing,Step-up basis of capital gains at death,39520.00,50940.00,61480.00,66090.00,71040.00,76370.00,82100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39520.00,50940.00,61480.00,66090.00,71040.00,76370.00,82100.00,
Commerce and housing,Tax exemption of certain insurance companies owned by tax-exempt organizations,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,200.00,210.00,210.00,210.00,220.00,220.00,200.00,200.00,210.00,210.00,210.00,220.00,220.00,
Transportation,Deferral of tax on shipping companies,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,
Transportation,Exclusion for employer-provided transit passes,580.00,510.00,520.00,560.00,590.00,640.00,680.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,580.00,510.00,520.00,560.00,590.00,640.00,680.00,
Transportation,Exclusion of interest on bonds for Highway Projects and rail-truck transfer facilities,180.00,190.00,180.00,170.00,160.00,150.00,140.00,60.00,60.00,60.00,60.00,50.00,50.00,50.00,240.00,250.00,240.00,230.00,210.00,200.00,190.00,
Transportation,Exclusion of reimbursed employee parking expenses,2970.00,3050.00,3180.00,3320.00,3470.00,3620.00,3760.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2970.00,3050.00,3180.00,3320.00,3470.00,3620.00,3760.00,
Transportation,Tax credit for certain expenditures for maintaining railroad tracks,10.00,10.00,10.00,0.00,0.00,0.00,0.00,40.00,20.00,20.00,10.00,0.00,0.00,0.00,50.00,30.00,30.00,10.00,0.00,0.00,0.00,
Income security,401(k) plans,52240.00,62850.00,67590.00,69060.00,71520.00,72880.00,75210.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52240.00,62850.00,67590.00,69060.00,71520.00,72880.00,75210.00,
Income security,Additional deduction for the blind,30.00,40.00,40.00,50.00,50.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,40.00,40.00,50.00,50.00,50.00,50.00,
Income security,Additional deduction for the elderly,1890.00,2480.00,2980.00,3170.00,3400.00,3560.00,3590.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1890.00,2480.00,2980.00,3170.00,3400.00,3560.00,3590.00,
Income security,Deductibility of casualty losses,260.00,300.00,320.00,330.00,360.00,380.00,410.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260.00,300.00,320.00,330.00,360.00,380.00,410.00,
Income security,Earned income tax credit  ,4910.00,7510.00,8500.00,8730.00,9020.00,9260.00,9550.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4910.00,7510.00,8500.00,8730.00,9020.00,9260.00,9550.00,"The figures in the table indicate the effect of the earned income tax credit on receipts. The effect of the credit on outlays (in millions of dollars) is as follows: 2010 $54,740; 2011 $54,960; 2012 $43,980; 2013 $43,860; 2014 $44,130; 2015 $44,380; and 2016 $44,910."
Income security,Employer plans,39580.00,42200.00,45230.00,46460.00,49460.00,51620.00,53200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39580.00,42200.00,45230.00,46460.00,49460.00,51620.00,53200.00,
Income security,Exclusion of military disability pensions,110.00,110.00,110.00,110.00,110.00,110.00,110.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.00,110.00,110.00,110.00,110.00,110.00,110.00,
Income security,Exclusion of public assistance benefits (normal tax method),640.00,670.00,710.00,750.00,770.00,800.00,830.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,640.00,670.00,710.00,750.00,770.00,800.00,830.00,
Income security,Exclusion of railroad retirement system benefits,350.00,330.00,310.00,280.00,270.00,260.00,260.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,350.00,330.00,310.00,280.00,270.00,260.00,260.00,
Income security,Exclusion of special benefits for disabled coal miners,40.00,40.00,40.00,40.00,40.00,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,
Income security,Exclusion of unemployment insurance benefits,5220.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5220.00,0.00,0.00,0.00,0.00,0.00,0.00,
Income security,Exclusion of workers' compensation benefits,6770.00,7050.00,7410.00,7790.00,8170.00,8570.00,9000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6770.00,7050.00,7410.00,7790.00,8170.00,8570.00,9000.00,
Income security,Income of trusts to finance supplementary unemployment benefits,20.00,30.00,40.00,50.00,60.00,70.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,30.00,40.00,50.00,60.00,70.00,80.00,
Income security,Individual Retirement Accounts,12630.00,13930.00,15610.00,16020.00,16220.00,16320.00,16320.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12630.00,13930.00,15610.00,16020.00,16220.00,16320.00,16320.00,
Income security,Keogh plans,13820.00,15030.00,17070.00,19580.00,20940.00,22450.00,23840.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13820.00,15030.00,17070.00,19580.00,20940.00,22450.00,23840.00,
Income security,Low and moderate income savers credit,1130.00,1370.00,1320.00,1320.00,1290.00,1270.00,1290.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1130.00,1370.00,1320.00,1320.00,1290.00,1270.00,1290.00,
Income security,Premiums on accident and disability insurance,330.00,340.00,350.00,360.00,360.00,370.00,370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,330.00,340.00,350.00,360.00,360.00,370.00,370.00,
Income security,Premiums on group term life insurance,1950.00,1980.00,2080.00,2120.00,2150.00,2190.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1950.00,1980.00,2080.00,2120.00,2150.00,2190.00,2250.00,
Income security,Special ESOP rules,450.00,470.00,490.00,520.00,550.00,580.00,610.00,950.00,1030.00,1110.00,1180.00,1150.00,1220.00,1290.00,1400.00,1500.00,1600.00,1700.00,1700.00,1800.00,1900.00,
Income security,Tax credit for the elderly and disabled,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,
"General science, space, and technology",Credit for increasing research activities,120.00,0.00,0.00,0.00,0.00,0.00,0.00,5770.00,3850.00,3080.00,2460.00,1960.00,1570.00,1250.00,5890.00,3850.00,3080.00,2460.00,1960.00,1570.00,1250.00,
"General science, space, and technology",Expensing of research and experimentation expenditures (normal tax method),340.00,360.00,380.00,400.00,420.00,450.00,470.00,3220.00,4250.00,5390.00,6330.00,6550.00,7310.00,7380.00,3560.00,4610.00,5770.00,6730.00,6970.00,7760.00,7850.00,
International affairs,Deferral of income from controlled foreign corporations (normal tax method),0.00,0.00,0.00,0.00,0.00,0.00,0.00,38130.00,41410.00,42000.00,41810.00,41770.00,43020.00,44240.00,38130.00,41410.00,42000.00,41810.00,41770.00,43020.00,44240.00,
International affairs,Deferred taxes for financial firms on certain income earned overseas,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2330.00,0.00,0.00,0.00,0.00,0.00,0.00,2330.00,0.00,0.00,0.00,0.00,0.00,0.00,
International affairs,Exclusion of certain allowances for Federal employees abroad,970.00,1020.00,1070.00,1120.00,1180.00,1240.00,1300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,970.00,1020.00,1070.00,1120.00,1180.00,1240.00,1300.00,
International affairs,Exclusion of income earned abroad by U.S. citizens,6800.00,5550.00,5400.00,5800.00,6140.00,6430.00,6730.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6800.00,5550.00,5400.00,5800.00,6140.00,6430.00,6730.00,
International affairs,Inventory property sales source rules exception,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2680.00,2910.00,3160.00,3430.00,3730.00,4050.00,4400.00,2680.00,2910.00,3160.00,3430.00,3730.00,4050.00,4400.00,
National Defense,Exclusion of benefits and allowances to armed forces personnel,12740.00,13290.00,13710.00,12200.00,12680.00,13190.00,13720.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12740.00,13290.00,13710.00,12200.00,12680.00,13190.00,13720.00,
Agriculture,Capital gains treatment of certain income,490.00,500.00,520.00,580.00,630.00,780.00,930.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,490.00,500.00,520.00,580.00,630.00,780.00,930.00,
Agriculture,Deferral of gain on sale of farm refiners,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,
Agriculture,Expensing of certain capital outlays,70.00,70.00,90.00,100.00,120.00,120.00,130.00,0.00,10.00,10.00,10.00,10.00,10.00,10.00,70.00,80.00,100.00,110.00,130.00,130.00,140.00,
Agriculture,Expensing of certain multiperiod production costs,130.00,140.00,140.00,160.00,170.00,170.00,170.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,140.00,150.00,150.00,170.00,180.00,180.00,180.00,
Agriculture,Expensing of reforestation expenditures,40.00,60.00,70.00,70.00,70.00,80.00,80.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,50.00,70.00,80.00,80.00,80.00,90.00,90.00,
Agriculture,Income averaging for farmers,90.00,90.00,90.00,90.00,90.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,90.00,90.00,90.00,90.00,100.00,100.00,
Agriculture,Treatment of loans forgiven for solvent farmers,20.00,20.00,20.00,20.00,20.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,
Community and regional development,Credit to holders of Gulf Tax Credit Bonds,60.00,60.00,50.00,40.00,40.00,40.00,40.00,20.00,20.00,20.00,10.00,10.00,10.00,10.00,80.00,80.00,70.00,50.00,50.00,50.00,50.00,
Community and regional development,Empowerment zones and renewal communities,580.00,400.00,450.00,490.00,500.00,480.00,420.00,150.00,100.00,120.00,130.00,130.00,120.00,100.00,730.00,500.00,570.00,620.00,630.00,600.00,520.00,
Community and regional development,"Exclusion of interest for airport, dock, and similar bonds",570.00,620.00,690.00,800.00,890.00,960.00,1010.00,270.00,250.00,330.00,410.00,420.00,420.00,440.00,840.00,870.00,1020.00,1210.00,1310.00,1380.00,1450.00,
Community and regional development,Exemption of certain mutuals' and cooperatives' income,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.00,110.00,110.00,120.00,120.00,120.00,130.00,110.00,110.00,110.00,120.00,120.00,120.00,130.00,
Community and regional development,Expensing of environmental remediation costs,0.00,-20.00,-20.00,-20.00,-20.00,-20.00,-20.00,10.00,-110.00,-120.00,-120.00,-110.00,-100.00,-90.00,10.00,-130.00,-140.00,-140.00,-130.00,-120.00,-110.00,
Community and regional development,Investment credit for rehabilitation of structures (other than historic),10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,
Community and regional development,New markets tax credit,70.00,80.00,80.00,80.00,80.00,70.00,60.00,650.00,720.00,730.00,700.00,660.00,590.00,480.00,720.00,800.00,810.00,780.00,740.00,660.00,540.00,
Community and regional development,Recovery Zone Bonds ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"In addition, recovery zone bonds have outlay effects (in millions of dollars) as follows: 2010 $60, 2011 $120, 2012 $130, 2013 $130, 2014 $130, 2015 $130, 2016 $130."
Community and regional development,Tribal Economic Development Bonds,10.00,20.00,20.00,20.00,10.00,10.00,10.00,0.00,10.00,10.00,10.00,10.00,10.00,0.00,10.00,30.00,30.00,30.00,20.00,20.00,10.00,
Natural resources and environment,Capital gains treatment of certain timber income,50.00,50.00,50.00,60.00,60.00,80.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,50.00,60.00,60.00,80.00,90.00,
Natural resources and environment,Deduction for endangered species recovery expenditures,10.00,10.00,10.00,10.00,20.00,20.00,20.00,10.00,20.00,20.00,20.00,30.00,30.00,40.00,20.00,30.00,30.00,30.00,50.00,50.00,60.00,
Natural resources and environment,"Excess of percentage over cost depletion, nonfuel minerals",50.00,50.00,50.00,50.00,50.00,50.00,50.00,720.00,740.00,720.00,690.00,700.00,720.00,730.00,770.00,790.00,770.00,740.00,750.00,770.00,780.00,
Natural resources and environment,Exclusion of gain or loss on sale or exchange of certain brownfield sites,20.00,20.00,10.00,10.00,0.00,0.00,0.00,50.00,40.00,30.00,20.00,10.00,0.00,0.00,70.00,60.00,40.00,30.00,10.00,0.00,0.00,
