"Source: JCT. ""JCS-1-10: Estimates Of Federal Tax Expenditures For Fiscal Years 2009-2013."""
"The Joint Committee on Taxation (JCT) does not provide numerical data for values that are between -$50 million and $50 million. Rather it provides a footnote indicating that the values are either ""greater than -$50 million"" or ""less than $50 million."" The estimates in the individual and corporation columns from the JCT may contain values between -$50 million and $50 million (denoted as >-50 or <50). When aggregated, in the totals column, the sums of these values are unknown and thus are rounded to zero. For more information, see Subsidyscope's methodology."
""
Budget_function,Title as it Appears in Source,2009 Indv,2010 Indv,2011 Indv,2012 Indv,2013 Indv,2009 Corp,2010 Corp,2011 Corp,2012 Corp,2013 Corp,2009 Total,2010 Total,2011 Total,2012 Total,2013 Total,Notes
Energy,Exclusion of interest on State and local government qualified private activity bonds for energy production facilities,100.00,100.00,100.00,100.00,100.00,<50,<50,<50,<50,<50,100.00,100.00,100.00,100.00,100.00,
Energy,Exclusion of energy conservation subsidies provided by public utilities,<50,<50,<50,<50,<50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Energy,Expensing of exploration and development costs: Oil and gas,<50,<50,<50,<50,<50,300.00,400.00,400.00,700.00,800.00,300.00,400.00,400.00,700.00,800.00,
Energy,Expensing of exploration and development costs: Other fuels,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Energy,"Five-year MACRS for certain energy property (solar, wind, etc)",<50,<50,<50,<50,<50,300.00,300.00,200.00,100.00,<50,300.00,300.00,200.00,100.00,0,
Energy,15-year MACRS for natural gas distribution line,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
Energy,Credit for holder of qualified energy conservation bonds,<50,<50,<50,<50,<50,<50,<50,<50,<50,100.00,0,0,0,0,100.00,
Energy,Seven-year MACRS for natural gas gathering line,0.00,0.00,0.00,0.00,0.00,<50,<50,<50,<50,<50,0.00,0.00,0.00,0.00,0.00,
Energy,Credit for clean-fuel vehicle refueling property,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Energy,Credits for alternative technology vehicles,400.00,500.00,200.00,<50,<50,100.00,200.00,100.00,<50,<50,500.00,700.00,300.00,0,0,
Energy,Credits for alternative technology vehicles: Hybrid vehicles,200.00,200.00,100.00,100.00,<50,<50,<50,<50,<50,<50,200.00,200.00,100.00,100.00,0,
Energy,Credits for alternative technology vehicles: Other alternative fuel vehicles,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Energy,Election to expense 50 percent of qualified property used to refine liquid fuels,0.00,0.00,0.00,0.00,0.00,500.00,700.00,800.00,700.00,600.00,500.00,700.00,800.00,700.00,600.00,
Commerce and housing,Retail motor fuels outlets,300.00,200.00,100.00,100.00,100.00,200.00,200.00,100.00,100.00,100.00,500.00,400.00,200.00,200.00,200.00,15-year recovery period and bonus depreciation (when generally applicable) in the case of leasehold improvements and retail motor fuel outlets.
Commerce and housing,Depreciation of buildings other than rental housing in excess of alternative depreciation system ,100.00,100.00,200.00,200.00,200.00,100.00,200.00,200.00,200.00,200.00,200.00,300.00,400.00,400.00,400.00,"Does not include special depreciation rules relating to leasehold and retail improvements, restaurants, and retail motor fuel outlets that are reported separately. "
Commerce and housing,Depreciation of equipment in excess of the alternative depreciation system ,6200.00,1100.00,-1500.00,-500.00,700.00,35000.00,6200.00,-8300.00,-2700.00,4200.00,41200.00,7300.00,-9800.00,-3200.00,4900.00,Includes bonus depreciation and general acceleration under MACRS. 
Commerce and housing,Depreciation of rental housing in excess of alternative depreciation system,4000.00,4500.00,4400.00,4200.00,3900.00,400.00,500.00,500.00,500.00,400.00,4400.00,5000.00,4900.00,4700.00,4300.00,
Commerce and housing,Amortization of business startup costs,900.00,900.00,1000.00,1000.00,1100.00,<50,<50,<50,<50,<50,900.00,900.00,1000.00,1000.00,1100.00,
Commerce and housing,Small business stock,400.00,500.00,300.00,400.00,400.00,0.00,0.00,0.00,0.00,0.00,400.00,500.00,300.00,400.00,400.00,
Commerce and housing,Exclusion of capital gains on sales of principal residences,15300.00,15300.00,17400.00,18800.00,19800.00,0.00,0.00,0.00,0.00,0.00,15300.00,15300.00,17400.00,18800.00,19800.00,
Commerce and housing,Carryover basis of capital gains on gifts,1800.00,12100.00,14800.00,5300.00,1900.00,0.00,0.00,0.00,0.00,0.00,1800.00,12100.00,14800.00,5300.00,1900.00,
Commerce and housing,"Cash accounting, other than agriculture",900.00,1000.00,1000.00,1100.00,1100.00,<50,<50,<50,<50,<50,900.00,1000.00,1000.00,1100.00,1100.00,
Commerce and housing,Completed contract rules,<50,<50,<50,<50,<50,500.00,600.00,600.00,700.00,700.00,500.00,600.00,600.00,700.00,700.00,
Commerce and housing,Credit for employer-paid FICA taxes on tips,200.00,200.00,300.00,300.00,300.00,300.00,300.00,400.00,400.00,400.00,500.00,500.00,700.00,700.00,700.00,
Commerce and housing,First-time homebuyer credit ,8700.00,900.00,-1800.00,-1700.00,-1000.00,0.00,0.00,0.00,0.00,0.00,8700.00,900.00,-1800.00,-1700.00,-1000.00,"Estimate includes refundability associated with the outlay effects found on page 46 of the JCT <a href=""http://www.jct.gov/publications.html?func=startdown&id=3642""><em>Estimates of Federal Tax Expenditures for Fiscal Years 2009-2013</em>.</a> "
Commerce and housing,Credit for low-income housing ,300.00,300.00,200.00,200.00,200.00,8000.00,4700.00,4900.00,5400.00,5900.00,8300.00,5000.00,5100.00,5600.00,6100.00,"Estimate includes refundability associated with the outlay effects found on page 46 of the JCT <a href=""http://www.jct.gov/publications.html?func=startdown&id=3642""><em>Estimates of Federal Tax Expenditures for Fiscal Years 2009-2013</em>.</a> "
Commerce and housing,Credit for rehabilitation of historic structures,100.00,100.00,200.00,200.00,200.00,300.00,400.00,400.00,400.00,400.00,400.00,500.00,600.00,600.00,600.00,
Commerce and housing,"Credit for rehabilitation of structures, other than historic structures",100.00,100.00,100.00,200.00,200.00,<50,<50,100.00,100.00,100.00,100.00,100.00,200.00,300.00,300.00,
Commerce and housing,Credit for the cost of carrying tax-paid distilled spirits in wholesale inventories,0.00,0.00,0.00,0.00,0.00,<50,<50,<50,<50,<50,0.00,0.00,0.00,0.00,0.00,
Commerce and housing,Deduction for mortgage interest on owner-occupied residences,86400.00,103700.00,119900.00,128200.00,134700.00,0.00,0.00,0.00,0.00,0.00,86400.00,103700.00,119900.00,128200.00,134700.00,
Commerce and housing,Deduction for property taxes on real property,25100.00,16400.00,24900.00,29300.00,30000.00,0.00,0.00,0.00,0.00,0.00,25100.00,16400.00,24900.00,29300.00,30000.00,
Commerce and housing,Deduction for premiums for qualified mortgage insurance,100.00,200.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,200.00,200.00,0.00,0.00,
Commerce and housing,Deduction for income attributable to domestic production activities,1200.00,2400.00,3200.00,3800.00,4400.00,5000.00,7000.00,8400.00,8800.00,9200.00,6200.00,9400.00,11600.00,12600.00,13600.00,
Commerce and housing,Deferral of gain on like-kind exchanges,600.00,700.00,800.00,1000.00,1100.00,1400.00,1400.00,1700.00,2000.00,2300.00,2000.00,2100.00,2500.00,3000.00,3400.00,
Commerce and housing,Deferral of gain on non-dealer installment sales ,-3400.00,-2500.00,-1000.00,800.00,1400.00,-6100.00,-4100.00,100.00,4100.00,5600.00,-9500.00,-6600.00,-900.00,4900.00,7000.00,Pattern differs from tax expenditure calculated in prior pamphlets because of economic conditions in 2008 and 2009. 
Commerce and housing,Exclusion of income attributable to the discharge of principal residence acquisition indebtedness,700.00,600.00,300.00,100.00,<50,0.00,0.00,0.00,0.00,0.00,700.00,600.00,300.00,100.00,0.00,
Commerce and housing,Distributions in redemption of stock to pay various taxes imposed at death,300.00,200.00,<50,400.00,500.00,0.00,0.00,0.00,0.00,0.00,300.00,200.00,0.00,400.00,500.00,
Commerce and housing,Exemptions from imputed interest rules,400.00,400.00,500.00,500.00,600.00,<50,<50,<50,<50,<50,400.00,400.00,500.00,500.00,600.00,
Commerce and housing,Exclusion of gain or loss on sale or exchange of brownfield property,0.00,0.00,0.00,0.00,0.00,<50,<50,<50,<50,<50,0.00,0.00,0.00,0.00,0.00,
Commerce and housing,Exclusion of investment income on life insurance and annuity contracts,27500.00,28200.00,28900.00,29700.00,30500.00,2700.00,2700.00,2800.00,2900.00,3000.00,30200.00,30900.00,31700.00,32600.00,33500.00,
Commerce and housing,Exclusion of interest on State and local government qualified private activity bonds for owner-occupied housing,1000.00,1000.00,1100.00,1100.00,1100.00,400.00,400.00,400.00,400.00,400.00,1400.00,1400.00,1500.00,1500.00,1500.00,
Commerce and housing,Exclusion of interest on State and local government qualified private activity bonds for rental housing,600.00,600.00,700.00,700.00,700.00,200.00,300.00,300.00,300.00,300.00,800.00,900.00,1000.00,1000.00,1000.00,
Commerce and housing,Exclusion of interest on State and local government small-issue qualified private activity bonds,300.00,300.00,400.00,400.00,400.00,100.00,100.00,100.00,100.00,100.00,400.00,400.00,500.00,500.00,500.00,
Commerce and housing,Exclusion of interest on State and local qualified private activity bonds for green buildings and sustainable design projects,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Commerce and housing,Exemption of credit union income,0.00,0.00,0.00,0.00,0.00,1500.00,1600.00,1700.00,1800.00,1800.00,1500.00,1600.00,1700.00,1800.00,1800.00,
Commerce and housing,Expensing under section 179 of depreciable business property,-1600.00,2000.00,1700.00,-1100.00,-200.00,-400.00,500.00,400.00,-300.00,-100.00,-2000.00,2500.00,2100.00,-1400.00,-300.00,
Commerce and housing,Expensing of costs to remove architectural and transportation barriers to the handicapped and elderly,100.00,100.00,100.00,100.00,100.00,<50,<50,<50,<50,<50,100.00,100.00,100.00,100.00,100.00,
Commerce and housing,Expensing of magazine circulation expenditures,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Commerce and housing,Five-year carryback period for small business,800.00,-100.00,-100.00,-100.00,-100.00,200.00,>-50,>-50,>-50,>-50,1000.00,-100.00,-100.00,-100.00,-100.00,
Commerce and housing,"Reduced rates on first $10,000,000 of corporate taxable income",0.00,0.00,0.00,0.00,0.00,3300.00,3200.00,3200.00,3200.00,3100.00,3300.00,3200.00,3200.00,3200.00,3100.00,
Commerce and housing,Inclusion of income arising from business indebtedness discharged by the reacquisition of a debt instrument,900.00,1700.00,600.00,<50,<50,11200.00,21100.00,6900.00,500.00,300.00,12100.00,22800.00,7500.00,500.00,300.00,
Commerce and housing,Income recognition rule for gain or loss from section 1256 contracts,800.00,800.00,800.00,800.00,900.00,<50,<50,<50,<50,<50,800.00,800.00,800.00,800.00,900.00,
Commerce and housing,Increased standard deduction for real property taxes,1900.00,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1900.00,500.00,0.00,0.00,0.00,
Commerce and housing,Interest rate and discounting period assumptions for reserves of property and casualty insurance companies,0.00,0.00,0.00,0.00,0.00,600.00,700.00,700.00,700.00,800.00,600.00,700.00,700.00,700.00,800.00,
Commerce and housing,Inventory methods and valuation: Last in first out,400.00,500.00,500.00,600.00,600.00,3400.00,3600.00,3800.00,4000.00,4200.00,3800.00,4100.00,4300.00,4600.00,4800.00,
Commerce and housing,Inventory methods and valuation: Lower of cost or market,100.00,100.00,100.00,100.00,100.00,400.00,400.00,400.00,400.00,500.00,500.00,500.00,500.00,500.00,600.00,
Commerce and housing,Inventory methods and valuation: Specific identification for homogeneous products,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Commerce and housing,Investment recovery period for 15-year property: Leasehold improvement property,3400.00,1800.00,300.00,300.00,200.00,2800.00,1400.00,300.00,200.00,200.00,6200.00,3200.00,600.00,500.00,400.00,15-year recovery period and bonus depreciation (when generally applicable) in the case of leasehold improvements and retail motor fuel outlets.
Commerce and housing,Investment recovery period for 15-year property: Restaurant property,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,200.00,200.00,200.00,200.00,200.00,15-year recovery period and bonus depreciation (when generally applicable) in the case of leasehold improvements and retail motor fuel outlets.
Commerce and housing,Investment recovery period for 15-year property: Retail improvements,<50,<50,100.00,100.00,100.00,<50,<50,100.00,<50,<50,0,0,200.00,100.00,100.00,15-year recovery period and bonus depreciation (when generally applicable) in the case of leasehold improvements and retail motor fuel outlets.
Commerce and housing,Net alternative minimum tax attributable to net operating loss limitation,-100.00,-100.00,-100.00,-100.00,-100.00,-500.00,-500.00,-500.00,-500.00,-500.00,-600.00,-600.00,-600.00,-600.00,-600.00,
Commerce and housing,Ordinary gain or loss treatment for sale or exchange of Fannie Mae and Freddie Mac preferred stock by certain financial institutions,100.00,<50,<50,<50,<50,2600.00,400.00,200.00,100.00,-100.00,2700.00,400.00,200.00,100.00,-100.00,
Commerce and housing,Proration for property and casualty insurance companies,0.00,0.00,0.00,0.00,0.00,300.00,300.00,400.00,400.00,400.00,300.00,300.00,400.00,400.00,400.00,
Commerce and housing,R&E credits in lieu of bonus depreciation (Code section 168(k)(4)),0.00,0.00,>-50,>-50,>-50,500.00,300.00,>-50,>-50,>-50,500.00,300.00,0,0,0,"Estimate includes refundability associated with the outlay effects found on page 46 of the JCT <a href=""http://www.jct.gov/publications.html?func=startdown&id=3642""><em>Estimates of Federal Tax Expenditures for Fiscal Years 2009-2013</em>.</a> "
Commerce and housing,Reduced rates of tax on dividends and long-term capital gains,89500.00,96600.00,71300.00,75700.00,85700.00,0.00,0.00,0.00,0.00,0.00,89500.00,96600.00,71300.00,75700.00,85700.00,
Commerce and housing,Seven-year recovery period for motorsports entertainment complexes,<50,<50,<50,<50,<50,100.00,<50,<50,<50,<50,100.00,0,0,0,0,
Commerce and housing,Small life insurance company taxable income adjustment,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
Commerce and housing,Tax-exempt status and election to be taxed only on investment income for certain small property and casualty insurance companies,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
Commerce and housing,Special deduction for Blue Cross and Blue Shield companies,0.00,0.00,0.00,0.00,0.00,400.00,400.00,400.00,400.00,500.00,400.00,400.00,400.00,400.00,500.00,
Commerce and housing,Deduction for certain film and television production costs,>-50,>-50,>-50,>-50,>-50,200.00,>-50,>-50,>-50,>-50,200.00,0,0,0,0,
Commerce and housing,"Special rules for magazine, paperback book, and record returns",<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Commerce and housing,Special treatment of life insurance company reserves,0.00,0.00,0.00,0.00,0.00,2100.00,2200.00,2300.00,2400.00,2600.00,2100.00,2200.00,2300.00,2400.00,2600.00,
Commerce and housing,Exclusion of capital gains at death,23700.00,25500.00,31500.00,37900.00,40800.00,0.00,0.00,0.00,0.00,0.00,23700.00,25500.00,31500.00,37900.00,40800.00,
Transportation,Deferral of tax on capital construction funds of shipping companies,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
Transportation,Exclusion of employer-provided transit and vanpool benefits,400.00,500.00,500.00,500.00,500.00,0.00,0.00,0.00,0.00,0.00,400.00,500.00,500.00,500.00,500.00,
Transportation,Exclusion of interest on State and local government qualified private activity bonds for highway projects and rail-truck transfer facilities,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Transportation,Exclusion of employer-paid transportation benefits,3800.00,3900.00,4400.00,4600.00,4800.00,0.00,0.00,0.00,0.00,0.00,3800.00,3900.00,4400.00,4600.00,4800.00,
Transportation,High-speed intercity rail vehicle speed requirement for exempt high-speed rail facility bonds,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Transportation,Credit for certain expenditures on railroad track maintenance,0.00,0.00,0.00,0.00,0.00,200.00,100.00,<50,<50,<50,200.00,100.00,0.00,0.00,0.00,
Income security,$250 credit against income taxes owed for 2009,200.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,100.00,0.00,0.00,0.00,
Income security,Defined contribution plans,32600.00,29600.00,32600.00,39800.00,49700.00,0.00,0.00,0.00,0.00,0.00,32600.00,29600.00,32600.00,39800.00,49700.00,Pattern differs from tax expenditure calculated in prior pamphlets because of economic conditions in 2008 and 2009. 
Income security,Additional standard deduction for the blind and the elderly,1700.00,1600.00,1900.00,2300.00,2500.00,0.00,0.00,0.00,0.00,0.00,1700.00,1600.00,1900.00,2300.00,2500.00,
Income security,Deduction for casualty and theft losses,200.00,200.00,300.00,300.00,300.00,0.00,0.00,0.00,0.00,0.00,200.00,200.00,300.00,300.00,300.00,
Income security,Earned income credit ,52800.00,55100.00,51300.00,50600.00,51400.00,0.00,0.00,0.00,0.00,0.00,52800.00,55100.00,51300.00,50600.00,51400.00,"Estimate includes refundability associated with the outlay effects found on page 46 of the JCT <a href=""http://www.jct.gov/publications.html?func=startdown&id=3642""><em>Estimates of Federal Tax Expenditures for Fiscal Years 2009-2013</em>.</a> "
Income security,Defined benefit plans,38400.00,37500.00,51500.00,66300.00,82000.00,0.00,0.00,0.00,0.00,0.00,38400.00,37500.00,51500.00,66300.00,82000.00,Pattern differs from tax expenditure calculated in prior pamphlets because of economic conditions in 2008 and 2009. 
Income security,Exclusion of damages on account of personal physical injuries or physical sickness,1500.00,1500.00,1600.00,1600.00,1600.00,0.00,0.00,0.00,0.00,0.00,1500.00,1500.00,1600.00,1600.00,1600.00,
Income security,Exclusion of disaster mitigation payments,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Income security,Exclusion of cash public assistance benefits,3000.00,3100.00,3400.00,4400.00,4900.00,0.00,0.00,0.00,0.00,0.00,3000.00,3100.00,3400.00,4400.00,4900.00,
Income security,Exclusion of special benefits for disabled coal miners,<50,<50,<50,<50,<50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Income security,Exclusion of survivor annuities paid to families of public safety officers killed in the line of duty,<50,<50,<50,<50,<50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Income security,"Exclusion from gross income for up to $2,400 of unemployment compensation",3600.00,1200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3600.00,1200.00,0.00,0.00,0.00,
Income security,Exclusion of workers' compensation benefits (disability and survivors payments),2700.00,2700.00,3000.00,3100.00,3100.00,0.00,0.00,0.00,0.00,0.00,2700.00,2700.00,3000.00,3100.00,3100.00,
Income security,Individual retirement arrangements: Roth IRAs,100.00,3600.00,4100.00,4900.00,5600.00,0.00,0.00,0.00,0.00,0.00,100.00,3600.00,4100.00,4900.00,5600.00,Pattern differs from tax expenditure calculated in prior pamphlets because of economic conditions in 2008 and 2009. 
Income security,Individual retirement arrangements: Traditional IRAs,-28000.00,21500.00,13400.00,14300.00,18500.00,0.00,0.00,0.00,0.00,0.00,-28000.00,21500.00,13400.00,14300.00,18500.00,Pattern differs from tax expenditure calculated in prior pamphlets because of economic conditions in 2008 and 2009. 
Income security,Plans covering partners and sole proprietors (sometimes referred to as ``Keogh plans''),9200.00,12900.00,16200.00,17300.00,17800.00,0.00,0.00,0.00,0.00,0.00,9200.00,12900.00,16200.00,17300.00,17800.00,Pattern differs from tax expenditure calculated in prior pamphlets because of economic conditions in 2008 and 2009. 
Income security,Individual retirement arrangements: Credit for certain individuals for elective deferrals and IRA contributions,900.00,900.00,900.00,1000.00,1000.00,0.00,0.00,0.00,0.00,0.00,900.00,900.00,900.00,1000.00,1000.00,Pattern differs from tax expenditure calculated in prior pamphlets because of economic conditions in 2008 and 2009. 
Income security,Making work pay credit ,42800.00,58000.00,14800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42800.00,58000.00,14800.00,0.00,0.00,"Estimate includes refundability associated with the outlay effects found on page 46 of the JCT <a href=""http://www.jct.gov/publications.html?func=startdown&id=3642""><em>Estimates of Federal Tax Expenditures for Fiscal Years 2009-2013</em>.</a> "
Income security,"Phase out of the personal exemption for regular income tax, and disallowance of the personal exemption and the standard deduction for the alternative minimum tax",-10600.00,-32900.00,-43200.00,-33300.00,-36400.00,0.00,0.00,0.00,0.00,0.00,-10600.00,-32900.00,-43200.00,-33300.00,-36400.00,
Income security,Exclusion of other employee benefits: Premiums on accident and disability insurance,3000.00,3100.00,3400.00,3600.00,3800.00,0.00,0.00,0.00,0.00,0.00,3000.00,3100.00,3400.00,3600.00,3800.00,
Income security,Exclusion of other employee benefits: Premiums on group term life insurance,2400.00,2400.00,2500.00,2500.00,2600.00,0.00,0.00,0.00,0.00,0.00,2400.00,2400.00,2500.00,2500.00,2600.00,
Income security,Recovery rebate ,12000.00,1700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12000.00,1700.00,0.00,0.00,0.00,"Estimate includes refundability associated with the outlay effects found on page 46 of the JCT <a href=""http://www.jct.gov/publications.html?func=startdown&id=3642""><em>Estimates of Federal Tax Expenditures for Fiscal Years 2009-2013</em>.</a> "
"General science, space, and technology",Credit for increasing research activities (Code section 41) ,100.00,100.00,100.00,<50,<50,4800.00,3100.00,2500.00,1900.00,1500.00,4900.00,3200.00,2600.00,1900.00,1500.00,"Estimate includes refundability associated with the outlay effects found on page 46 of the JCT <a href=""http://www.jct.gov/publications.html?func=startdown&id=3642""><em>Estimates of Federal Tax Expenditures for Fiscal Years 2009-2013</em>.</a> "
