"Source: OMB. ""Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2008."""
""
Budget_function,Title as it Appears in Source,2006 Indv,2007 Indv,2008 Indv,2009 Indv,2010 Indv,2011 Indv,2012 Indv,2006 Corp,2007 Corp,2008 Corp,2009 Corp,2010 Corp,2011 Corp,2012 Corp,2006 Total,2007 Total,2008 Total,2009 Total,2010 Total,2011 Total,2012 Total,Notes
Commerce and housing,Exclusion of net imputed rental income,28780.00,32110.00,35680.00,39440.00,43596.00,48190.00,53269.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28780.00,32110.00,35680.00,39440.00,43596.00,48190.00,53269.00,
Commerce and housing,Exemption of credit union income,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1320.00,1400.00,1480.00,1570.00,1660.00,1750.00,1850.00,1320.00,1400.00,1480.00,1570.00,1660.00,1750.00,1850.00,
Commerce and housing,Expensing of certain small investments (normal tax method),3850.00,4200.00,4260.00,3850.00,-290.00,440.00,920.00,1150.00,1130.00,1070.00,890.00,-800.00,-360.00,-70.00,5000.00,5330.00,5330.00,4740.00,-1090.00,80.00,850.00,
Commerce and housing,Graduated corporation income tax rate (normal tax method),0.00,0.00,0.00,0.00,0.00,0.00,0.00,4050.00,4270.00,4240.00,4320.00,4420.00,4530.00,4690.00,4050.00,4270.00,4240.00,4320.00,4420.00,4530.00,4690.00,
Commerce and housing,Ordinary income treatment of loss from small business corporation stock sale,50.00,50.00,50.00,50.00,60.00,60.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,50.00,50.00,60.00,60.00,60.00,
Commerce and housing,"Capital gains (except agriculture, timber, iron ore, and coal)",48610.00,51770.00,51960.00,52230.00,55400.00,53870.00,38420.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48610.00,51770.00,51960.00,52230.00,55400.00,53870.00,38420.00,
Commerce and housing,Small life insurance company deduction,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,60.00,60.00,60.00,60.00,50.00,50.00,60.00,60.00,60.00,60.00,60.00,50.00,50.00,
Commerce and housing,Special alternative tax on small property and casualty insurance companies,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,50.00,50.00,50.00,60.00,60.00,50.00,50.00,50.00,50.00,50.00,60.00,60.00,
Commerce and housing,Special rules for certain film and TV production,20.00,20.00,10.00,-10.00,-20.00,-10.00,-10.00,90.00,70.00,60.00,-30.00,-70.00,-50.00,-40.00,110.00,90.00,70.00,-40.00,-90.00,-60.00,-50.00,
Commerce and housing,Step-up basis of capital gains at death,29600.00,32600.00,35900.00,36750.00,37950.00,39450.00,41010.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29600.00,32600.00,35900.00,36750.00,37950.00,39450.00,41010.00,
Commerce and housing,Tax exemption of certain insurance companies owned by tax-exempt organizations,0.00,0.00,0.00,0.00,0.00,0.00,0.00,220.00,230.00,240.00,250.00,260.00,270.00,280.00,220.00,230.00,240.00,250.00,260.00,270.00,280.00,
Transportation,Deferral of tax on shipping companies,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,
Transportation,Exclusion for employer-provided transit passes,560.00,630.00,710.00,790.00,880.00,960.00,1030.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,560.00,630.00,710.00,790.00,880.00,960.00,1030.00,
Transportation,Exclusion of interest on bonds for Financing of Highway Projects and rail-truck transfer facilities,15.00,35.00,55.00,70.00,70.00,75.00,75.00,10.00,15.00,20.00,25.00,25.00,25.00,25.00,25.00,50.00,75.00,95.00,95.00,100.00,100.00,
Transportation,Exclusion of reimbursed employee parking expenses,2740.00,2890.00,3040.00,3190.00,3350.00,3430.00,3540.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2740.00,2890.00,3040.00,3190.00,3350.00,3430.00,3540.00,
Transportation,Tax credit for certain expenditures for maintaining railroad tracks,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140.00,160.00,130.00,60.00,30.00,10.00,10.00,140.00,160.00,130.00,60.00,30.00,10.00,10.00,
Income security,401(k) plans,40760.00,42410.00,43970.00,45980.00,48550.00,54230.00,57690.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40760.00,42410.00,43970.00,45980.00,48550.00,54230.00,57690.00,
Income security,Additional exemption for housing Hurricane Katrina displaced individuals,110.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.00,20.00,0.00,0.00,0.00,0.00,0.00,
Income security,Additional deduction for the blind,40.00,40.00,40.00,40.00,40.00,50.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,40.00,40.00,40.00,40.00,50.00,60.00,
Income security,Additional deduction for the elderly,1920.00,1830.00,1830.00,1910.00,2010.00,2890.00,3480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1920.00,1830.00,1830.00,1910.00,2010.00,2890.00,3480.00,
Income security,Deductibility of casualty losses,260.00,280.00,300.00,310.00,320.00,350.00,370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260.00,280.00,300.00,310.00,320.00,350.00,370.00,
Income security,Earned income tax credit,5050.00,5360.00,5340.00,5490.00,5660.00,5890.00,7900.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5050.00,5360.00,5340.00,5490.00,5660.00,5890.00,7900.00,"The figures in the table indicate the effect of the earned income tax credit on receipts. The effect of the credit on outlays (in millions of dollars) is as follows: 2006 $36,166; 2007 $36,461; 2008 $37,573; 2009 $38,237; 2010 $38,994; 2011 $40,289; and 2012 $36,982."
Income security,Employer plans,49040.00,49510.00,48480.00,48030.00,46350.00,43700.00,42790.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49040.00,49510.00,48480.00,48030.00,46350.00,43700.00,42790.00,
Income security,Exclusion of military disability pensions,110.00,110.00,120.00,130.00,130.00,140.00,150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.00,110.00,120.00,130.00,130.00,140.00,150.00,
Income security,Exclusion of public assistance benefits (normal tax method),450.00,470.00,490.00,510.00,530.00,550.00,580.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,450.00,470.00,490.00,510.00,530.00,550.00,580.00,
Income security,Exclusion of railroad retirement system benefits,390.00,380.00,380.00,380.00,370.00,360.00,350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,390.00,380.00,380.00,380.00,370.00,360.00,350.00,
Income security,Exclusion of special benefits for disabled coal miners,50.00,50.00,40.00,40.00,40.00,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,40.00,40.00,40.00,40.00,40.00,
Income security,Exclusion of workers' compensation benefits,5660.00,5740.00,5830.00,5920.00,6010.00,6110.00,6200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5660.00,5740.00,5830.00,5920.00,6010.00,6110.00,6200.00,
Income security,Income of trusts to finance supplementary unemployment benefits,20.00,30.00,30.00,30.00,40.00,40.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,30.00,30.00,30.00,40.00,40.00,50.00,
Income security,Individual Retirement Accounts,3970.00,5700.00,6650.00,7130.00,7200.00,7460.00,7840.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3970.00,5700.00,6650.00,7130.00,7200.00,7460.00,7840.00,
Income security,Keogh plans,10130.00,10860.00,11890.00,13010.00,14230.00,15550.00,16970.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10130.00,10860.00,11890.00,13010.00,14230.00,15550.00,16970.00,
Income security,Low and moderate income savers credit,700.00,690.00,670.00,630.00,610.00,590.00,580.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,700.00,690.00,670.00,630.00,610.00,590.00,580.00,
Income security,Premiums on accident and disability insurance,290.00,300.00,310.00,320.00,330.00,340.00,350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,290.00,300.00,310.00,320.00,330.00,340.00,350.00,
Income security,Premiums on group term life insurance,2280.00,2310.00,2350.00,2380.00,2420.00,2450.00,2490.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2280.00,2310.00,2350.00,2380.00,2420.00,2450.00,2490.00,
Income security,Special ESOP rules,340.00,350.00,370.00,390.00,390.00,390.00,390.00,1420.00,1540.00,1660.00,1780.00,1940.00,2100.00,2280.00,1760.00,1890.00,2030.00,2170.00,2330.00,2490.00,2670.00,
Income security,Tax credit for the elderly and disabled,20.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,10.00,10.00,10.00,10.00,10.00,10.00,
"General science, space, and technology",Credit for increasing research activities,60.00,60.00,50.00,0.00,0.00,0.00,0.00,2120.00,10260.00,4910.00,2100.00,920.00,360.00,70.00,2180.00,10320.00,4960.00,2100.00,920.00,360.00,70.00,
"General science, space, and technology",Expensing of research and experimentation expenditures (normal tax method),150.00,110.00,110.00,80.00,110.00,130.00,120.00,7770.00,5570.00,5170.00,3980.00,4920.00,6100.00,5880.00,7920.00,5680.00,5280.00,4060.00,5030.00,6230.00,6000.00,
International affairs,Deferral of income from controlled foreign corporations (normal tax method),0.00,0.00,0.00,0.00,0.00,0.00,0.00,11160.00,11940.00,12770.00,13650.00,14600.00,15620.00,16710.00,11160.00,11940.00,12770.00,13650.00,14600.00,15620.00,16710.00,
International affairs,Deferred taxes for financial firms on certain income earned overseas,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2260.00,2370.00,2490.00,1060.00,0.00,0.00,0.00,2260.00,2370.00,2490.00,1060.00,0.00,0.00,0.00,
International affairs,Exclusion of certain allowances for Federal employees abroad,800.00,840.00,880.00,920.00,970.00,1020.00,1070.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,800.00,840.00,880.00,920.00,970.00,1020.00,1070.00,
International affairs,Exclusion of income earned abroad by U.S. citizens,2500.00,2630.00,2760.00,2900.00,3050.00,3200.00,3360.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2500.00,2630.00,2760.00,2900.00,3050.00,3200.00,3360.00,
International affairs,Extraterritorial income exclusion,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4400.00,1630.00,0.00,0.00,0.00,0.00,0.00,4400.00,1630.00,0.00,0.00,0.00,0.00,0.00,
International affairs,Inventory property sales source rules exception,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1730.00,1890.00,2120.00,2330.00,2510.00,2704.00,2913.00,1730.00,1890.00,2120.00,2330.00,2510.00,2704.00,2913.00,
National Defense,Exclusion of benefits and allowances to armed forces personnel,3100.00,3220.00,3350.00,3480.00,3620.00,3780.00,3930.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3100.00,3220.00,3350.00,3480.00,3620.00,3780.00,3930.00,
Agriculture,Bio-Diesel and small agri-biodiesel producer tax credits,90.00,180.00,200.00,30.00,20.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,180.00,200.00,30.00,20.00,10.00,10.00,
Agriculture,Capital gains treatment of certain income,880.00,940.00,950.00,950.00,1010.00,980.00,700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,880.00,940.00,950.00,950.00,1010.00,980.00,700.00,
Agriculture,Deferral of gain on sale of farm refiners,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,10.00,20.00,20.00,20.00,20.00,20.00,20.00,
Agriculture,Expensing of certain capital outlays,110.00,110.00,110.00,120.00,120.00,120.00,120.00,20.00,20.00,20.00,20.00,20.00,30.00,30.00,130.00,130.00,130.00,140.00,140.00,150.00,150.00,
Agriculture,Expensing of certain multiperiod production costs,60.00,60.00,70.00,70.00,70.00,70.00,70.00,10.00,10.00,10.00,10.00,10.00,20.00,20.00,70.00,70.00,80.00,80.00,80.00,90.00,90.00,
Agriculture,Income averaging for farmers,60.00,60.00,60.00,60.00,60.00,70.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,60.00,60.00,60.00,60.00,70.00,70.00,
Agriculture,Treatment of loans forgiven for solvent farmers,20.00,20.00,20.00,20.00,20.00,30.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,20.00,20.00,20.00,30.00,30.00,
Community and regional development,Credit to holders of Gulf Tax Credit Bonds,10.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,
Community and regional development,Empowerment zones and renewal communities,900.00,1000.00,1110.00,1320.00,940.00,360.00,480.00,310.00,340.00,370.00,420.00,190.00,60.00,90.00,1210.00,1340.00,1480.00,1740.00,1130.00,420.00,570.00,
Community and regional development,"Exclusion of interest for airport, dock, and similar bonds",860.00,950.00,1010.00,1040.00,1070.00,1100.00,1130.00,270.00,300.00,310.00,320.00,330.00,340.00,350.00,1130.00,1250.00,1320.00,1360.00,1400.00,1440.00,1480.00,
Community and regional development,Exemption of certain mutuals' and cooperatives' income,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,80.00,80.00,80.00,80.00,90.00,90.00,80.00,80.00,80.00,80.00,80.00,90.00,90.00,
Community and regional development,Expensing of environmental remediation costs,30.00,50.00,20.00,-10.00,0.00,0.00,0.00,120.00,250.00,110.00,-30.00,-20.00,-20.00,-30.00,150.00,300.00,130.00,-40.00,-20.00,-20.00,-30.00,
Community and regional development,Investment credit for rehabilitation of structures (other than historic),20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,
Community and regional development,New markets tax credit,440.00,600.00,740.00,730.00,650.00,550.00,450.00,150.00,210.00,250.00,240.00,210.00,180.00,140.00,590.00,810.00,990.00,970.00,860.00,730.00,590.00,
Natural resources and environment,Capital gains treatment of certain timber income,160.00,170.00,170.00,170.00,190.00,180.00,130.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160.00,170.00,170.00,170.00,190.00,180.00,130.00,
Natural resources and environment,"Excess of percentage over cost depletion, nonfuel minerals",20.00,20.00,20.00,30.00,30.00,30.00,30.00,430.00,460.00,470.00,480.00,500.00,520.00,540.00,450.00,480.00,490.00,510.00,530.00,550.00,570.00,
Natural resources and environment,Exclusion of gain or loss on sale or exchange of certain brownfield sites,0.00,0.00,10.00,10.00,10.00,10.00,10.00,0.00,10.00,20.00,30.00,30.00,30.00,20.00,0.00,10.00,30.00,40.00,40.00,40.00,30.00,
Natural resources and environment,"Exclusion of interest on bonds for water, sewage, and hazardous waste facilities",390.00,440.00,460.00,480.00,490.00,510.00,520.00,120.00,140.00,140.00,150.00,150.00,160.00,160.00,510.00,580.00,600.00,630.00,640.00,670.00,680.00,
Natural resources and environment,Expensing of capital costs with respect to complying with EPA sulfur regulations,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,30.00,50.00,30.00,0.00,0.00,10.00,10.00,30.00,50.00,30.00,0.00,0.00,
Natural resources and environment,"Expensing of exploration and development costs, nonfuel minerals",0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,
Natural resources and environment,Expensing of multiperiod timber growing costs,90.00,90.00,90.00,90.00,100.00,100.00,100.00,200.00,220.00,230.00,240.00,250.00,260.00,270.00,290.00,310.00,320.00,330.00,350.00,360.00,370.00,
Natural resources and environment,Tax incentives for preservation of historic structures,90.00,90.00,100.00,100.00,110.00,110.00,120.00,300.00,310.00,330.00,340.00,360.00,380.00,400.00,390.00,400.00,430.00,440.00,470.00,490.00,520.00,
"Education, training, employment, and social services",Adoption credit and exclusion,540.00,560.00,570.00,580.00,600.00,540.00,170.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,540.00,560.00,570.00,580.00,600.00,540.00,170.00,
"Education, training, employment, and social services",Assistance for adopted foster children,320.00,350.00,400.00,440.00,480.00,530.00,570.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320.00,350.00,400.00,440.00,480.00,530.00,570.00,
"Education, training, employment, and social services",Child credit,30377.00,32556.00,32341.00,32096.00,31909.00,24719.00,13601.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30377.00,32556.00,32341.00,32096.00,31909.00,24719.00,13601.00,"The figures in the table indicate the effect of the child tax credit on receipts. The effect of the credit on outlays (in millions of dollars) is as follows: 2006 $15,473; 2007 $14,931; 2008 $14,367; 2009 $14,019; 2010 $13,651; 2011 $13,410; and 2012 $1,275."
"Education, training, employment, and social services",Credit for child and dependent care expenses,3190.00,2810.00,1740.00,1650.00,1570.00,1500.00,1430.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3190.00,2810.00,1740.00,1650.00,1570.00,1500.00,1430.00,
"Education, training, employment, and social services",Credit for disabled access expenditures,10.00,20.00,20.00,20.00,20.00,20.00,20.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,20.00,30.00,30.00,30.00,30.00,30.00,30.00,
