"Source: JCT. ""JCS-3-10: Estimates Of Federal Tax Expenditures For Fiscal Years 2010-2014."""
"The Joint Committee on Taxation (JCT) does not provide numerical data for values that are between -$50 million and $50 million. Rather it provides a footnote indicating that the values are either ""greater than -$50 million"" or ""less than $50 million."" The estimates in the individual and corporation columns from the JCT may contain values between -$50 million and $50 million (denoted as >-50 or <50). When aggregated, in the totals column, the sums of these values are unknown and thus are rounded to zero. For more information, see Subsidyscope's methodology."
""
Budget_function,Title as it Appears in Source,2010 Indv,2011 Indv,2012 Indv,2013 Indv,2014 Indv,2010 Corp,2011 Corp,2012 Corp,2013 Corp,2014 Corp,2010 Total,2011 Total,2012 Total,2013 Total,2014 Total,Notes
Energy,Coal production credits: Indian coal,0.00,0.00,0.00,0.00,0.00,<50,<50,<50,<50,<50,0.00,0.00,0.00,0.00,0.00,
Energy,Coal production credits: Refined coal,0.00,0.00,0.00,0.00,0.00,<50,<50,<50,<50,<50,0.00,0.00,0.00,0.00,0.00,
Energy,Credits for electricity production from renewable resources (section 45): Closed-loop biomass,0.00,0.00,0.00,0.00,0.00,<50,<50,<50,<50,<50,0.00,0.00,0.00,0.00,0.00,
Energy,Credits for electricity production from renewable resources (section 45): Geothermal,0.00,0.00,0.00,0.00,0.00,<50,<50,<50,<50,<50,0.00,0.00,0.00,0.00,0.00,
Energy,Credits for electricity production from renewable resources (section 45): Municipal solid waste,0.00,0.00,0.00,0.00,0.00,<50,<50,<50,<50,<50,0.00,0.00,0.00,0.00,0.00,
Energy,Credits for electricity production from renewable resources (section 45): Open-loop biomass,<50,<50,<50,<50,<50,400.00,300.00,300.00,300.00,200.00,400.00,300.00,300.00,300.00,200.00,
Energy,Credits for electricity production from renewable resources (section 45): Qualified hydropower,0.00,0.00,0.00,0.00,0.00,<50,<50,<50,<50,<50,0.00,0.00,0.00,0.00,0.00,
Energy,Credits for electricity production from renewable resources (section 45): Small irrigation power,0.00,0.00,0.00,0.00,0.00,<50,<50,<50,<50,<50,0.00,0.00,0.00,0.00,0.00,
Energy,Credits for electricity production from renewable resources (section 45): Solar (limited to facilities placed in service before 1/1/06),0.00,0.00,0.00,0.00,0.00,<50,<50,<50,<50,<50,0.00,0.00,0.00,0.00,0.00,
Energy,Credits for electricity production from renewable resources (section 45): Wind,<50,<50,<50,<50,<50,1000.00,1100.00,1300.00,1400.00,1500.00,1000.00,1100.00,1300.00,1400.00,1500.00,
Energy,Credit for enhanced oil recovery costs,<50,<50,0.00,0.00,0.00,<50,<50,0.00,0.00,0.00,0,0,0.00,0.00,0.00,
Energy,Exceptions for publicly traded partnership with qualified income derived from certain energy-related activities,500.00,500.00,600.00,600.00,700.00,0.00,0.00,0.00,0.00,0.00,500.00,500.00,600.00,600.00,700.00,
Energy,"Excess of percentage over cost depletion, fuels: Oil and gas",<50,<50,<50,<50,<50,500.00,800.00,900.00,900.00,1000.00,500.00,800.00,900.00,900.00,1000.00,
Energy,"Excess of percentage over cost depletion, fuels: Other fuels",<50,<50,<50,<50,<50,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,
Energy,Exclusion of interest on State and local government qualified private activity bonds for energy production facilities,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Energy,Exclusion of energy conservation subsidies provided by public utilities,<50,<50,<50,<50,<50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Energy,"Expensing of exploration and development costs, fuels: Oil and gas",<50,<50,<50,<50,<50,700.00,700.00,900.00,1000.00,1000.00,700.00,700.00,900.00,1000.00,1000.00,
Energy,"Expensing of exploration and development costs, fuels: Other fuels",<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Energy,"Five-year MACRS for certain energy property (solar, wind, etc)",<50,<50,<50,<50,<50,300.00,300.00,200.00,200.00,100.00,300.00,300.00,200.00,200.00,100.00,
Energy,15-year MACRS for natural gas distribution line,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
Energy,Credit for holder of qualified energy conservation bonds,<50,<50,100.00,100.00,100.00,<50,<50,<50,<50,<50,0,0,100.00,100.00,100.00,
Energy,Credit for clean-fuel vehicle refueling property,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Energy,Credits for alternative technology vehicles,600.00,300.00,0.00,0.00,0.00,200.00,100.00,<50,<50,<50,800.00,400.00,0.00,0.00,0.00,
Energy,Credits for alternative technology vehicles: Hybrid vehicles,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Energy,Credits for alternative technology vehicles: Other alternative fuel vehicles,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Energy,Election to expense 50 percent of qualified property used to refine liquid fuels,0.00,0.00,0.00,0.00,0.00,700.00,800.00,700.00,600.00,200.00,700.00,800.00,700.00,600.00,200.00,
Commerce and housing,15-year recovery period for retail motor fuels outlets,200.00,100.00,100.00,100.00,200.00,200.00,100.00,100.00,100.00,100.00,400.00,200.00,200.00,200.00,300.00,
Commerce and housing,5-year carryback of general business credits,300.00,0.00,0.00,0.00,0.00,1300.00,-100.00,-100.00,-100.00,-100.00,1600.00,-100.00,-100.00,-100.00,-100.00,
Commerce and housing,Depreciation of buildings other than rental housing in excess of alternative depreciation system,100.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,300.00,400.00,400.00,400.00,400.00,
Commerce and housing,Depreciation of equipment in excess of the alternative depreciation system ,4300.00,1200.00,-900.00,100.00,1900.00,24100.00,6500.00,-5000.00,800.00,10700.00,28400.00,7700.00,-5900.00,900.00,12600.00,Includes bonus depreciation and general acceleration under MACRS. 
Commerce and housing,Depreciation of rental housing in excess of alternative depreciation system,4500.00,4400.00,4200.00,3900.00,4000.00,500.00,500.00,500.00,400.00,400.00,5000.00,4900.00,4700.00,4300.00,4400.00,
Commerce and housing,Amortization of business start-up costs,1300.00,1300.00,1100.00,1000.00,900.00,100.00,100.00,<50,<50,<50,1400.00,1400.00,1100.00,1000.00,900.00,
Commerce and housing,Exclusion for gain from certain small business stock,500.00,300.00,400.00,500.00,700.00,0.00,0.00,0.00,0.00,0.00,500.00,300.00,400.00,500.00,700.00,
Commerce and housing,Exclusion of capital gains on sales of principal residences,15000.00,16500.00,17500.00,18200.00,19000.00,0.00,0.00,0.00,0.00,0.00,15000.00,16500.00,17500.00,18200.00,19000.00,
Commerce and housing,Carryover basis of capital gains on gifts,7700.00,9400.00,3600.00,4200.00,7200.00,0.00,0.00,0.00,0.00,0.00,7700.00,9400.00,3600.00,4200.00,7200.00,
Commerce and housing,"Cash accounting, other than agriculture",1000.00,1000.00,1100.00,1100.00,1200.00,<50,<50,<50,<50,<50,1000.00,1000.00,1100.00,1100.00,1200.00,
Commerce and housing,Completed contract rules,<50,<50,<50,<50,<50,600.00,600.00,700.00,700.00,800.00,600.00,600.00,700.00,700.00,800.00,
Commerce and housing,Credit for employer-paid FICA taxes on tips,200.00,300.00,300.00,300.00,300.00,300.00,400.00,400.00,400.00,400.00,500.00,700.00,700.00,700.00,700.00,
Commerce and housing,First-time homebuyer credit ,8700.00,-2400.00,-2500.00,-1600.00,-800.00,0.00,0.00,0.00,0.00,0.00,8700.00,-2400.00,-2500.00,-1600.00,-800.00,"Estimate includes refundability associated with the outlay effects found on page 52 of the JCT <a href="" http://www.jct.gov/publications.html?func=startdown&id=3718""><em>Estimates of Federal Tax Expenditures For Fiscal Years 2010-2014</em>.</a> "
Commerce and housing,Credit for low-income housing,200.00,300.00,300.00,300.00,300.00,4900.00,5100.00,5300.00,5600.00,6100.00,5100.00,5400.00,5600.00,5900.00,6400.00,
Commerce and housing,Credit for rehabilitation of historic structures,100.00,100.00,200.00,200.00,200.00,400.00,400.00,400.00,400.00,400.00,500.00,500.00,600.00,600.00,600.00,
Commerce and housing,"Credit for rehabilitation of structures, other than historic structures",100.00,100.00,200.00,200.00,200.00,<50,100.00,100.00,100.00,100.00,100.00,200.00,300.00,300.00,300.00,
Commerce and housing,Credit for the cost of carrying tax-paid distilled spirits in wholesale inventories,0.00,0.00,0.00,0.00,0.00,<50,<50,<50,<50,<50,0.00,0.00,0.00,0.00,0.00,
Commerce and housing,Deduction for mortgage interest on owner-occupied residences,90800.00,93800.00,94100.00,98500.00,106800.00,0.00,0.00,0.00,0.00,0.00,90800.00,93800.00,94100.00,98500.00,106800.00,
Commerce and housing,Deduction for property taxes on real property,15000.00,22800.00,26500.00,27600.00,29100.00,0.00,0.00,0.00,0.00,0.00,15000.00,22800.00,26500.00,27600.00,29100.00,
Commerce and housing,Deduction for premiums for qualified mortgage insurance,300.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,100.00,0.00,0.00,0.00,
Commerce and housing,Deduction for income attributable to domestic production activities,2400.00,3200.00,3800.00,4400.00,5100.00,7000.00,8400.00,8800.00,9200.00,9800.00,9400.00,11600.00,12600.00,13600.00,14900.00,
Commerce and housing,Deferral of gain on like-kind exchanges,700.00,800.00,1200.00,1400.00,1500.00,1400.00,1700.00,2000.00,2300.00,2600.00,2100.00,2500.00,3200.00,3700.00,4100.00,
Commerce and housing,Deferral of gain on non-dealer installment sales ,-1400.00,-2300.00,2000.00,2400.00,1900.00,-4100.00,100.00,4100.00,5600.00,5800.00,-5500.00,-2200.00,6100.00,8000.00,7700.00,Pattern differs from tax expenditure calculated in prior pamphlets because of economic conditions in 2008 and 2009. 
Commerce and housing,Exclusion of income attributable to the discharge of principal residence acquisition indebtedness,800.00,700.00,500.00,<50,0.00,0.00,0.00,0.00,0.00,0.00,800.00,700.00,500.00,0.00,0.00,
Commerce and housing,Distributions in redemption of stock to pay various taxes imposed at death,200.00,<50,300.00,400.00,400.00,0.00,0.00,0.00,0.00,0.00,200.00,0.00,300.00,400.00,400.00,
Commerce and housing,Exemptions from imputed interest rules,400.00,500.00,500.00,600.00,600.00,<50,<50,<50,<50,<50,400.00,500.00,500.00,600.00,600.00,
Commerce and housing,Exclusion of gain or loss on sale or exchange of brownfield property,0.00,0.00,0.00,0.00,0.00,<50,<50,<50,<50,<50,0.00,0.00,0.00,0.00,0.00,
Commerce and housing,Exclusion of investment income on life insurance and annuity contracts,25400.00,25700.00,26300.00,27000.00,27700.00,2500.00,2500.00,2600.00,2600.00,2700.00,27900.00,28200.00,28900.00,29600.00,30400.00,
Commerce and housing,Exclusion of interest on State and local government qualified private activity bonds for owner-occupied housing,700.00,800.00,800.00,900.00,1000.00,300.00,300.00,300.00,400.00,400.00,1000.00,1100.00,1100.00,1300.00,1400.00,
Commerce and housing,Exclusion of interest on State and local government qualified private activity bonds for rental housing,600.00,600.00,700.00,700.00,700.00,200.00,200.00,300.00,300.00,300.00,800.00,800.00,1000.00,1000.00,1000.00,
Commerce and housing,Exclusion of interest on State and local government small-issue qualified private activity bonds,200.00,200.00,200.00,200.00,200.00,100.00,100.00,100.00,100.00,100.00,300.00,300.00,300.00,300.00,300.00,
Commerce and housing,Exclusion of interest on State and local qualified private activity bonds for green buildings and sustainable design projects,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Commerce and housing,Exemption of credit union income,0.00,0.00,0.00,0.00,0.00,400.00,300.00,500.00,500.00,700.00,400.00,300.00,500.00,500.00,700.00,
Commerce and housing,Expensing under section 179 of depreciable business property,700.00,5700.00,3100.00,-1900.00,-900.00,200.00,1300.00,700.00,-500.00,-200.00,900.00,7000.00,3800.00,-2400.00,-1100.00,
Commerce and housing,Expensing of costs to remove architectural and transportation barriers to the handicapped and elderly,100.00,100.00,100.00,100.00,100.00,<50,<50,<50,<50,<50,100.00,100.00,100.00,100.00,100.00,
Commerce and housing,Expensing of magazine circulation expenditures,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Commerce and housing,"Reduced rates on first $10,000,000 of corporate taxable income",0.00,0.00,0.00,0.00,0.00,3200.00,3200.00,3200.00,3100.00,3100.00,3200.00,3200.00,3200.00,3100.00,3100.00,
Commerce and housing,Inclusion of income arising from business indebtedness discharged by the reacquisition of a debt instrument,1700.00,500.00,<50,<50,<50,21100.00,6900.00,500.00,300.00,<50,22800.00,7400.00,500.00,300.00,0,
Commerce and housing,Income recognition rule for gain or loss from section 1256 contracts,800.00,800.00,800.00,800.00,900.00,<50,<50,<50,<50,<50,800.00,800.00,800.00,800.00,900.00,
Commerce and housing,Increased standard deduction for real property taxes,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,0.00,0.00,0.00,0.00,
Commerce and housing,Interest rate and discounting period assumptions for reserves of property and casualty insurance companies,0.00,0.00,0.00,0.00,0.00,700.00,700.00,700.00,800.00,700.00,700.00,700.00,700.00,800.00,700.00,
Commerce and housing,Inventory methods and valuation: Last in first out,500.00,500.00,600.00,600.00,700.00,3600.00,3800.00,4000.00,4200.00,4400.00,4100.00,4300.00,4600.00,4800.00,5100.00,
Commerce and housing,Inventory methods and valuation: Lower of cost or market,100.00,100.00,100.00,100.00,100.00,400.00,400.00,400.00,500.00,500.00,500.00,500.00,500.00,600.00,600.00,
Commerce and housing,Inventory methods and valuation: Specific identification for homogeneous products,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Commerce and housing,Net alternative minimum tax attributable to net operating loss limitation,-100.00,-100.00,-100.00,-100.00,-100.00,-500.00,-500.00,-500.00,-500.00,-500.00,-600.00,-600.00,-600.00,-600.00,-600.00,
Commerce and housing,Ordinary gain or loss treatment for sale or exchange of Fannie Mae and Freddie Mac preferred stock by certain financial institutions,<50,<50,<50,<50,<50,400.00,200.00,100.00,-100.00,-100.00,400.00,200.00,100.00,-100.00,-100.00,
Commerce and housing,Proration for property and casualty insurance companies,0.00,0.00,0.00,0.00,0.00,300.00,300.00,400.00,400.00,400.00,300.00,300.00,400.00,400.00,400.00,
Commerce and housing,Reduced rates of tax on dividends and long-term capital gains,77700.00,84200.00,65900.00,90300.00,84900.00,0.00,0.00,0.00,0.00,0.00,77700.00,84200.00,65900.00,90300.00,84900.00,
Commerce and housing,Small life insurance company taxable income adjustment,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
Commerce and housing,Tax-exempt status and election to be taxed only on investment income for certain small property and casualty insurance companies,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
Commerce and housing,Special deduction for Blue Cross and Blue Shield companies,0.00,0.00,0.00,0.00,0.00,400.00,400.00,400.00,400.00,500.00,400.00,400.00,400.00,400.00,500.00,
Commerce and housing,"Special rules for magazine, paperback book, and record returns",<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Commerce and housing,Special treatment of life insurance company reserves,0.00,0.00,0.00,0.00,0.00,2200.00,2300.00,2400.00,2600.00,2700.00,2200.00,2300.00,2400.00,2600.00,2700.00,
Commerce and housing,Exclusion of capital gains at death,25400.00,31700.00,39000.00,45600.00,52300.00,0.00,0.00,0.00,0.00,0.00,25400.00,31700.00,39000.00,45600.00,52300.00,
Commerce and housing,Surtax on unearned income,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-18300.00,-26300.00,0.00,0.00,0.00,-18300.00,-26300.00,
Transportation,Deferral of tax on capital construction funds of shipping companies,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
Transportation,Exclusion of employer-provided transit and vanpool benefits,700.00,800.00,800.00,900.00,900.00,0.00,0.00,0.00,0.00,0.00,700.00,800.00,800.00,900.00,900.00,
Transportation,Exclusion of interest on State and local government qualified private activity bonds for highway projects and rail-truck transfer facilities,100.00,100.00,100.00,100.00,100.00,<50,<50,<50,<50,100.00,100.00,100.00,100.00,100.00,200.00,
Transportation,"Exclusion of interest on State and local government qualified private activity bonds for private airports, docks, and mass-commuting facilities",500.00,600.00,600.00,700.00,700.00,200.00,200.00,200.00,300.00,300.00,700.00,800.00,800.00,1000.00,1000.00,
Transportation,Exclusion of employer-paid transportation benefits,3800.00,4200.00,4400.00,4600.00,4800.00,0.00,0.00,0.00,0.00,0.00,3800.00,4200.00,4400.00,4600.00,4800.00,
Transportation,High-speed intercity rail vehicle speed requirement for exempt high-speed rail facility bonds,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Income security,Defined contribution plans,32500.00,38200.00,44100.00,49100.00,48300.00,0.00,0.00,0.00,0.00,0.00,32500.00,38200.00,44100.00,49100.00,48300.00,Pattern differs from tax expenditure calculated in prior pamphlets because of economic conditions in 2008 and 2009. 
Income security,Additional standard deduction for the blind and the elderly,1800.00,2200.00,2700.00,2800.00,3000.00,0.00,0.00,0.00,0.00,0.00,1800.00,2200.00,2700.00,2800.00,3000.00,
Income security,Deduction for casualty and theft losses,200.00,300.00,300.00,300.00,300.00,0.00,0.00,0.00,0.00,0.00,200.00,300.00,300.00,300.00,300.00,
Income security,Earned income credit ,56200.00,52400.00,52500.00,53600.00,54000.00,0.00,0.00,0.00,0.00,0.00,56200.00,52400.00,52500.00,53600.00,54000.00,"Estimate includes refundability associated with the outlay effects found on page 52 of the JCT <a href="" http://www.jct.gov/publications.html?func=startdown&id=3718""><em>Estimates of Federal Tax Expenditures For Fiscal Years 2010-2014</em>.</a> "
Income security,Defined benefit plans,38900.00,51900.00,62000.00,75800.00,74600.00,0.00,0.00,0.00,0.00,0.00,38900.00,51900.00,62000.00,75800.00,74600.00,Pattern differs from tax expenditure calculated in prior pamphlets because of economic conditions in 2008 and 2009. 
Income security,Exclusion of damages on account of personal physical injuries or physical sickness,1500.00,1600.00,1600.00,1600.00,1600.00,0.00,0.00,0.00,0.00,0.00,1500.00,1600.00,1600.00,1600.00,1600.00,
Income security,Exclusion of disaster mitigation payments,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Income security,Exclusion of cash public assistance benefits,3100.00,3400.00,4400.00,4900.00,5000.00,0.00,0.00,0.00,0.00,0.00,3100.00,3400.00,4400.00,4900.00,5000.00,
Income security,Exclusion of special benefits for disabled coal miners,<50,<50,<50,<50,<50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Income security,Exclusion of survivor annuities paid to families of public safety officers killed in the line of duty,<50,<50,<50,<50,<50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Income security,Exclusion of workers' compensation benefits (disability and survivors payments),3400.00,3700.00,3900.00,4100.00,4400.00,0.00,0.00,0.00,0.00,0.00,3400.00,3700.00,3900.00,4100.00,4400.00,
Income security,Individual retirement arrangements: Roth IRAs,3400.00,4000.00,4800.00,5400.00,6300.00,0.00,0.00,0.00,0.00,0.00,3400.00,4000.00,4800.00,5400.00,6300.00,
Income security,Individual retirement arrangements: Traditional IRAs,20100.00,12300.00,13200.00,18400.00,21600.00,0.00,0.00,0.00,0.00,0.00,20100.00,12300.00,13200.00,18400.00,21600.00,
Income security,Plans covering partners and sole proprietors (sometimes referred to as ``Keogh plans''),12400.00,15700.00,17000.00,17700.00,18200.00,0.00,0.00,0.00,0.00,0.00,12400.00,15700.00,17000.00,17700.00,18200.00,Pattern differs from tax expenditure calculated in prior pamphlets because of economic conditions in 2008 and 2009. 
Income security,Individual retirement arrangements: Credit for certain individuals for elective deferrals and IRA contributions,900.00,1000.00,1100.00,1000.00,1000.00,0.00,0.00,0.00,0.00,0.00,900.00,1000.00,1100.00,1000.00,1000.00,
Income security,Making work pay credit ,59700.00,15500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59700.00,15500.00,0.00,0.00,0.00,"Estimate includes refundability associated with the outlay effects found on page 52 of the JCT <a href="" http://www.jct.gov/publications.html?func=startdown&id=3718""><em>Estimates of Federal Tax Expenditures For Fiscal Years 2010-2014</em>.</a> "
Income security,"Phase out of the personal exemption for the regular income tax, and disallowance of the personal exemption and the standard deduction against the alternative minimum tax",-30600.00,-41100.00,-33500.00,-38600.00,-42700.00,0.00,0.00,0.00,0.00,0.00,-30600.00,-41100.00,-33500.00,-38600.00,-42700.00,
Income security,Exclusion of other employee benefits: Premiums on accident and disability insurance,3200.00,3400.00,3600.00,3700.00,3800.00,0.00,0.00,0.00,0.00,0.00,3200.00,3400.00,3600.00,3700.00,3800.00,
Income security,Exclusion of other employee benefits: Premiums on group term life insurance (excludes payroll taxes),1500.00,1600.00,1700.00,1800.00,1900.00,0.00,0.00,0.00,0.00,0.00,1500.00,1600.00,1700.00,1800.00,1900.00,
"General science, space, and technology",Credit for increasing research activities (section 41),100.00,100.00,<50,<50,<50,4000.00,3000.00,2300.00,1800.00,900.00,4100.00,3100.00,2300.00,1800.00,900.00,
"General science, space, and technology",Expensing of research and experimental expenditures,100.00,100.00,100.00,100.00,100.00,4300.00,4200.00,4400.00,5800.00,6900.00,4400.00,4300.00,4500.00,5900.00,7000.00,
"General science, space, and technology",Therapeutic research credit,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,200.00,200.00,200.00,200.00,200.00,
International affairs,Apportionment of research and development expenses for determination of foreign tax credits,0.00,0.00,0.00,0.00,0.00,300.00,300.00,400.00,400.00,400.00,300.00,300.00,400.00,400.00,400.00,
International affairs,Deduction for foreign taxes instead of a credit,0.00,0.00,0.00,0.00,0.00,200.00,200.00,300.00,300.00,300.00,200.00,200.00,300.00,300.00,300.00,
International affairs,Deferral of active income of controlled foreign corporations,0.00,0.00,0.00,0.00,0.00,12500.00,13300.00,14100.00,14900.00,15800.00,12500.00,13300.00,14100.00,14900.00,15800.00,
International affairs,Deferral of active financing income ,0.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,1000.00,0.00,0.00,0.00,0.00,Does not include provision that permits look-through of payments between related controlled foreign corporations.
International affairs,Exclusion of certain allowances for Federal employees abroad,1600.00,1700.00,1800.00,1900.00,2000.00,0.00,0.00,0.00,0.00,0.00,1600.00,1700.00,1800.00,1900.00,2000.00,
International affairs,Housing,1100.00,1100.00,1200.00,1200.00,1300.00,0.00,0.00,0.00,0.00,0.00,1100.00,1100.00,1200.00,1200.00,1300.00,
International affairs,Salary,5100.00,5200.00,5400.00,5600.00,5800.00,0.00,0.00,0.00,0.00,0.00,5100.00,5200.00,5400.00,5600.00,5800.00,
International affairs,Interest expense allocation: Separate grouping of affiliated financial companies,0.00,0.00,0.00,0.00,0.00,1200.00,1300.00,1400.00,1500.00,1600.00,1200.00,1300.00,1400.00,1500.00,1600.00,
International affairs,Interest expense allocation: Unavailability of symmetric worldwide method,0.00,0.00,0.00,0.00,0.00,-2700.00,-2900.00,-3100.00,-3300.00,-3500.00,-2700.00,-2900.00,-3100.00,-3300.00,-3500.00,
International affairs,Inventory property sales source rule exception,0.00,0.00,0.00,0.00,0.00,7200.00,7400.00,7600.00,7800.00,8000.00,7200.00,7400.00,7600.00,7800.00,8000.00,
International affairs,Special rules for interest-charge domestic international sales corporations,0.00,0.00,0.00,0.00,0.00,500.00,100.00,100.00,100.00,100.00,500.00,100.00,100.00,100.00,100.00,
International affairs,Tonnage tax,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
National Defense,Deduction for overnight-travel expenses of national guard and reserve members,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,
National Defense,Exclusion of benefits and allowances to armed forces personnel,4300.00,4700.00,4900.00,5100.00,5700.00,0.00,0.00,0.00,0.00,0.00,4300.00,4700.00,4900.00,5100.00,5700.00,
National Defense,Exclusion of combat pay,1200.00,1000.00,900.00,900.00,1000.00,0.00,0.00,0.00,0.00,0.00,1200.00,1000.00,900.00,900.00,1000.00,
