"Source: OMB. ""Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2009."""
""
Budget_function,Title as it Appears in Source,2007 Indv,2008 Indv,2009 Indv,2010 Indv,2011 Indv,2012 Indv,2013 Indv,2007 Corp,2008 Corp,2009 Corp,2010 Corp,2011 Corp,2012 Corp,2013 Corp,2007 Total,2008 Total,2009 Total,2010 Total,2011 Total,2012 Total,2013 Total,Notes
Income security,Exclusion of military disability pensions,100.00,110.00,130.00,150.00,180.00,220.00,260.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,110.00,130.00,150.00,180.00,220.00,260.00,
Income security,Exclusion of public assistance benefits (normal tax method),470.00,490.00,510.00,530.00,550.00,580.00,600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,470.00,490.00,510.00,530.00,550.00,580.00,600.00,
Income security,Exclusion of railroad retirement system benefits,380.00,370.00,370.00,360.00,360.00,350.00,330.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,380.00,370.00,370.00,360.00,360.00,350.00,330.00,
Income security,Exclusion of special benefits for disabled coal miners,50.00,40.00,40.00,40.00,40.00,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,40.00,40.00,40.00,40.00,40.00,40.00,
Income security,Exclusion of workers' compensation benefits,5740.00,5830.00,5920.00,6010.00,6110.00,6200.00,6300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5740.00,5830.00,5920.00,6010.00,6110.00,6200.00,6300.00,
Income security,Income of trusts to finance supplementary unemployment benefits,30.00,30.00,30.00,40.00,40.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,30.00,30.00,40.00,40.00,50.00,50.00,
Income security,Individual Retirement Accounts,9500.00,10800.00,11700.00,12200.00,13400.00,14900.00,15200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9500.00,10800.00,11700.00,12200.00,13400.00,14900.00,15200.00,
Income security,Keogh plans,11000.00,12000.00,13000.00,14000.00,16000.00,18000.00,21000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11000.00,12000.00,13000.00,14000.00,16000.00,18000.00,21000.00,
Income security,Low and moderate income savers credit,760.00,880.00,900.00,880.00,870.00,880.00,860.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,760.00,880.00,900.00,880.00,870.00,880.00,860.00,
Income security,Premiums on accident and disability insurance,300.00,310.00,320.00,330.00,340.00,350.00,360.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,310.00,320.00,330.00,340.00,350.00,360.00,
Income security,Premiums on group term life insurance,2100.00,2170.00,2250.00,2290.00,2400.00,2570.00,2620.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2100.00,2170.00,2250.00,2290.00,2400.00,2570.00,2620.00,
Income security,Special ESOP rules,400.00,400.00,400.00,500.00,500.00,500.00,500.00,1100.00,1200.00,1300.00,1300.00,1400.00,1400.00,1500.00,1500.00,1600.00,1700.00,1800.00,1900.00,1900.00,2000.00,
Income security,Tax credit for the elderly and disabled,10.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,
"General science, space, and technology",Credit for increasing research activities,60.00,50.00,0.00,0.00,0.00,0.00,0.00,10260.00,4610.00,2100.00,920.00,360.00,70.00,0.00,10320.00,4660.00,2100.00,920.00,360.00,70.00,0.00,
"General science, space, and technology",Expensing of research and experimentation expenditures (normal tax method),100.00,100.00,100.00,90.00,100.00,100.00,100.00,5090.00,4620.00,4890.00,4380.00,4220.00,4300.00,4320.00,5190.00,4720.00,4990.00,4470.00,4320.00,4400.00,4420.00,
International affairs,Deferral of income from controlled foreign corporations (normal tax method),0.00,0.00,0.00,0.00,0.00,0.00,0.00,12490.00,13120.00,13780.00,14480.00,15220.00,15990.00,16810.00,12490.00,13120.00,13780.00,14480.00,15220.00,15990.00,16810.00,
International affairs,Deferred taxes for financial firms on certain income earned overseas,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2370.00,2490.00,1060.00,0.00,0.00,0.00,0.00,2370.00,2490.00,1060.00,0.00,0.00,0.00,0.00,
International affairs,Exclusion of certain allowances for Federal employees abroad,840.00,880.00,920.00,970.00,1020.00,1070.00,1120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,840.00,880.00,920.00,970.00,1020.00,1070.00,1120.00,
International affairs,Exclusion of income earned abroad by U.S. citizens,2630.00,2760.00,2900.00,3050.00,3200.00,3360.00,3530.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2630.00,2760.00,2900.00,3050.00,3200.00,3360.00,3530.00,
International affairs,Inventory property sales source rules exception,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1940.00,2180.00,2410.00,2610.00,2820.00,3060.00,3310.00,1940.00,2180.00,2410.00,2610.00,2820.00,3060.00,3310.00,
National Defense,Exclusion of benefits and allowances to armed forces personnel,3220.00,3350.00,3480.00,3620.00,3780.00,3930.00,4090.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3220.00,3350.00,3480.00,3620.00,3780.00,3930.00,4090.00,
Agriculture,Capital gains treatment of certain income,980.00,1030.00,1030.00,1090.00,1060.00,760.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,980.00,1030.00,1030.00,1090.00,1060.00,760.00,800.00,
Agriculture,Deferral of gain on sale of farm refiners,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,
Agriculture,Expensing of certain capital outlays,100.00,100.00,100.00,110.00,110.00,110.00,110.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,110.00,110.00,110.00,120.00,120.00,120.00,120.00,
Agriculture,Expensing of certain multiperiod production costs,70.00,70.00,70.00,70.00,80.00,80.00,80.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,80.00,80.00,80.00,80.00,90.00,90.00,90.00,
Agriculture,Income averaging for farmers,80.00,80.00,80.00,80.00,80.00,80.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,
Agriculture,Treatment of loans forgiven for solvent farmers,10.00,10.00,10.00,20.00,20.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,
Community and regional development,Credit to holders of Gulf Tax Credit Bonds,10.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,
Community and regional development,Empowerment zones and renewal communities,1090.00,1170.00,1340.00,970.00,410.00,550.00,650.00,360.00,380.00,420.00,200.00,70.00,110.00,140.00,1450.00,1550.00,1760.00,1170.00,480.00,660.00,790.00,
Community and regional development,"Exclusion of interest for airport, dock, and similar bonds",580.00,620.00,640.00,660.00,680.00,700.00,720.00,270.00,280.00,290.00,300.00,310.00,320.00,330.00,850.00,900.00,930.00,960.00,990.00,1020.00,1050.00,
Community and regional development,Exemption of certain mutuals' and cooperatives' income,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,70.00,70.00,70.00,70.00,70.00,80.00,70.00,70.00,70.00,70.00,70.00,70.00,80.00,
Community and regional development,Expensing of environmental remediation costs,50.00,20.00,-10.00,0.00,0.00,0.00,0.00,250.00,110.00,-30.00,-20.00,-20.00,-20.00,-10.00,300.00,130.00,-40.00,-20.00,-20.00,-20.00,-10.00,
Community and regional development,Investment credit for rehabilitation of structures (other than historic),20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,
Community and regional development,New markets tax credit,600.00,740.00,730.00,650.00,550.00,450.00,260.00,210.00,250.00,240.00,210.00,180.00,140.00,80.00,810.00,990.00,970.00,860.00,730.00,590.00,340.00,
Natural resources and environment,Capital gains treatment of certain timber income,180.00,190.00,190.00,200.00,190.00,140.00,150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180.00,190.00,190.00,200.00,190.00,140.00,150.00,
Natural resources and environment,"Excess of percentage over cost depletion, nonfuel minerals",20.00,20.00,20.00,30.00,30.00,30.00,30.00,360.00,380.00,390.00,410.00,420.00,430.00,450.00,380.00,400.00,410.00,440.00,450.00,460.00,480.00,
Natural resources and environment,Exclusion of gain or loss on sale or exchange of certain brownfield sites,0.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,20.00,30.00,30.00,30.00,20.00,20.00,10.00,30.00,40.00,40.00,40.00,30.00,30.00,
Natural resources and environment,"Exclusion of interest on bonds for water, sewage, and hazardous waste facilities",250.00,270.00,280.00,290.00,300.00,300.00,310.00,120.00,120.00,130.00,130.00,130.00,140.00,140.00,370.00,390.00,410.00,420.00,430.00,440.00,450.00,
Natural resources and environment,Expensing of capital costs with respect to complying with EPA sulfur regulations,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,30.00,50.00,30.00,-10.00,0.00,0.00,10.00,30.00,50.00,30.00,-10.00,0.00,0.00,
Natural resources and environment,"Expensing of exploration and development costs, nonfuel minerals",0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,
Natural resources and environment,Expensing of multiperiod timber growing costs,110.00,110.00,120.00,120.00,120.00,130.00,130.00,180.00,180.00,190.00,190.00,200.00,210.00,210.00,290.00,290.00,310.00,310.00,320.00,340.00,340.00,
Natural resources and environment,Tax incentives for preservation of historic structures,90.00,100.00,100.00,110.00,110.00,120.00,120.00,310.00,330.00,340.00,360.00,380.00,400.00,420.00,400.00,430.00,440.00,470.00,490.00,520.00,540.00,
"Education, training, employment, and social services",Adoption credit and exclusion,370.00,380.00,400.00,410.00,370.00,70.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,370.00,380.00,400.00,410.00,370.00,70.00,80.00,
"Education, training, employment, and social services",Assistance for adopted foster children,350.00,380.00,420.00,450.00,480.00,520.00,560.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,350.00,380.00,420.00,450.00,480.00,520.00,560.00,
"Education, training, employment, and social services",Child credit,30910.00,30160.00,29950.00,29870.00,23270.00,13590.00,13080.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30910.00,30160.00,29950.00,29870.00,23270.00,13590.00,13080.00,"The figures in the table indicate the effect of the child tax credit on receipts. The effect of the credit on outlays (in millions of dollars) is as follows: 2007 $16,159; 2008 $16,321; 2009 $16,780; 2010 $16,738; 2011 $16,394; 2012 $1,554; and 2013 $1,537"
"Education, training, employment, and social services",Credit for child and dependent care expenses,2780.00,1810.00,1720.00,1650.00,1560.00,1410.00,1340.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2780.00,1810.00,1720.00,1650.00,1560.00,1410.00,1340.00,
"Education, training, employment, and social services",Credit for disabled access expenditures,20.00,20.00,20.00,20.00,20.00,20.00,20.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,
