"Source: OMB. ""Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2011."""
""
Budget_function,Title as it Appears in Source,2009 Indv,2010 Indv,2011 Indv,2012 Indv,2013 Indv,2014 Indv,2015 Indv,2009 Corp,2010 Corp,2011 Corp,2012 Corp,2013 Corp,2014 Corp,2015 Corp,2009 Total,2010 Total,2011 Total,2012 Total,2013 Total,2014 Total,2015 Total,Notes
Commerce and housing,Deduction for US production activities,2090.00,2760.00,3320.00,3510.00,3720.00,3950.00,4170.00,6930.00,8770.00,10320.00,10910.00,11570.00,12260.00,12950.00,9020.00,11530.00,13640.00,14420.00,15290.00,16210.00,17120.00,
Commerce and housing,Deferral of income from installment sales,720.00,720.00,810.00,880.00,1020.00,1150.00,1260.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,720.00,720.00,810.00,880.00,1020.00,1150.00,1260.00,
Commerce and housing,Discharge of mortgage indebtedness,360.00,260.00,200.00,180.00,120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,360.00,260.00,200.00,180.00,120.00,0.00,0.00,
Commerce and housing,"Exception from passive loss rules for $25,000 of rental loss",6020.00,5910.00,7330.00,8510.00,9670.00,11120.00,13010.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6020.00,5910.00,7330.00,8510.00,9670.00,11120.00,13010.00,
Commerce and housing,Exceptions from imputed interest rules,50.00,50.00,50.00,50.00,50.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,
Commerce and housing,Exclusion of interest on life insurance savings,18750.00,19550.00,21390.00,22930.00,24560.00,26250.00,27790.00,1530.00,1590.00,1680.00,1770.00,1860.00,1970.00,2070.00,20280.00,21140.00,23070.00,24700.00,26420.00,28220.00,29860.00,
Commerce and housing,Exclusion of interest on owner-occupied mortgage subsidy bonds,760.00,650.00,790.00,960.00,1030.00,1090.00,1160.00,200.00,220.00,400.00,510.00,510.00,520.00,550.00,960.00,870.00,1190.00,1470.00,1540.00,1610.00,1710.00,
Commerce and housing,Exclusion of interest on rental housing bonds,640.00,550.00,670.00,810.00,870.00,930.00,980.00,170.00,180.00,340.00,430.00,430.00,440.00,470.00,810.00,730.00,1010.00,1240.00,1300.00,1370.00,1450.00,
Commerce and housing,Exclusion of interest on small issue bonds,200.00,170.00,210.00,260.00,280.00,290.00,310.00,50.00,60.00,110.00,140.00,140.00,140.00,150.00,250.00,230.00,320.00,400.00,420.00,430.00,460.00,
Commerce and housing,Exclusion of interest spread of financial institutions,-120.00,520.00,960.00,1070.00,1160.00,1250.00,1330.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-120.00,520.00,960.00,1070.00,1160.00,1250.00,1330.00,
Commerce and housing,Exclusion of net imputed rental income,27040.00,32530.00,37630.00,40810.00,41020.00,48330.00,56100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27040.00,32530.00,37630.00,40810.00,41020.00,48330.00,56100.00,
Commerce and housing,Exemption of credit union income,0.00,0.00,0.00,0.00,0.00,0.00,0.00,650.00,650.00,710.00,790.00,880.00,960.00,1030.00,650.00,650.00,710.00,790.00,880.00,960.00,1030.00,
Commerce and housing,Expensing of certain small investments (normal tax method),40.00,220.00,-2850.00,-2460.00,-660.00,140.00,610.00,-170.00,190.00,-350.00,-360.00,-50.00,70.00,150.00,-130.00,410.00,-3200.00,-2820.00,-710.00,210.00,760.00,
Commerce and housing,Graduated corporation income tax rate (normal tax method),0.00,0.00,0.00,0.00,0.00,0.00,0.00,2720.00,2860.00,3120.00,3070.00,3150.00,3420.00,3600.00,2720.00,2860.00,3120.00,3070.00,3150.00,3420.00,3600.00,
Commerce and housing,Ordinary income treatment of loss from small business corporation stock sale,50.00,60.00,60.00,60.00,60.00,60.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,60.00,60.00,60.00,60.00,60.00,60.00,
Commerce and housing,"Capital gains (except agriculture, timber, iron ore, and coal)",52590.00,45360.00,44290.00,41090.00,51120.00,62230.00,72180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52590.00,45360.00,44290.00,41090.00,51120.00,62230.00,72180.00,Some footnotes in the FY2011 OMB document are misaligned. Subsidyscope has shifted these footnotes to their appropriate place.
Commerce and housing,Treatment of qualified dividends,22425.00,38012.00,26869.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22425.00,38012.00,26869.00,0.00,0.00,0.00,0.00,
Commerce and housing,Small life insurance company deduction,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,
Commerce and housing,Special alternative tax on small property and casualty insurance companies,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,40.00,40.00,50.00,50.00,50.00,60.00,40.00,40.00,40.00,50.00,50.00,50.00,60.00,
Commerce and housing,Special rules for certain film and TV production,10.00,10.00,-10.00,-20.00,-20.00,-10.00,-10.00,50.00,40.00,-50.00,-90.00,-70.00,-50.00,-40.00,60.00,50.00,-60.00,-110.00,-90.00,-60.00,-50.00,
Commerce and housing,Step-up basis of capital gains at death,41370.00,36740.00,44520.00,53270.00,57260.00,61560.00,66180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41370.00,36740.00,44520.00,53270.00,57260.00,61560.00,66180.00,
Commerce and housing,Tax exemption of certain insurance companies owned by tax-exempt organizations,0.00,0.00,0.00,0.00,0.00,0.00,0.00,190.00,200.00,200.00,210.00,210.00,220.00,220.00,190.00,200.00,200.00,210.00,210.00,220.00,220.00,
Transportation,Deferral of tax on shipping companies,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,
Transportation,Exclusion for employer-provided transit passes,540.00,560.00,530.00,560.00,600.00,640.00,670.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,540.00,560.00,530.00,560.00,600.00,640.00,670.00,
Transportation,Exclusion of interest on bonds for Financing of Highway Projects and rail-truck transfer facilities,70.00,70.00,70.00,70.00,50.00,50.00,50.00,20.00,30.00,30.00,20.00,10.00,10.00,10.00,90.00,100.00,100.00,90.00,60.00,60.00,60.00,
Transportation,Exclusion of reimbursed employee parking expenses,2960.00,3020.00,3100.00,3190.00,3320.00,3460.00,3590.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2960.00,3020.00,3100.00,3190.00,3320.00,3460.00,3590.00,
Transportation,Tax credit for certain expenditures for maintaining railroad tracks,10.00,10.00,10.00,0.00,0.00,0.00,0.00,70.00,100.00,60.00,30.00,10.00,10.00,0.00,80.00,110.00,70.00,30.00,10.00,10.00,0.00,
Income security,401(k) plans,44126.00,53549.00,67061.00,70168.00,72716.00,74712.00,76183.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44126.00,53549.00,67061.00,70168.00,72716.00,74712.00,76183.00,
Income security,Additional exemption for housing Hurricane Katrina displaced individuals,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,"The title for this tax expenditure is listed as ""Additional exemption for housing Hurricane Katrina displaced individuals"" in Table 16-1 (""Estimates of Total Income Tax Expenditures for Fiscal Years 2008-2014"") and as ""Additional exemption for housing disaster related displaced individuals"" in Table 16-2 (""Estimates of Tax Expenditures for the Corporate and Individual Income Taxes for Fiscal Years 2008-2014"").  Subsidyscope uses the titles found in Table 19-1. "
Income security,Additional deduction for the blind,40.00,30.00,40.00,50.00,50.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,30.00,40.00,50.00,50.00,50.00,50.00,
Income security,Additional deduction for the elderly,2230.00,2030.00,2600.00,3100.00,3300.00,3550.00,3690.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2230.00,2030.00,2600.00,3100.00,3300.00,3550.00,3690.00,
Income security,Deductibility of casualty losses,510.00,560.00,640.00,680.00,720.00,750.00,780.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,510.00,560.00,640.00,680.00,720.00,750.00,780.00,
Income security,Earned income tax credit  ,4420.00,6190.00,6200.00,8380.00,8540.00,8790.00,9090.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4420.00,6190.00,6200.00,8380.00,8540.00,8790.00,9090.00,"The figures in the table indicate the effect of the earned income tax credit on receipts.  The effect of the credit on outlays (in millions of dollars) is as follows: 2009 $44,370;  2010 $51,500; 2011 $51,450; 2012 $43,980; 2013 $43,860; 2014 $44,130; and 2015 $44,380."
Income security,Employer plans,40670.00,41360.00,44630.00,47870.00,49050.00,51950.00,53980.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40670.00,41360.00,44630.00,47870.00,49050.00,51950.00,53980.00,
Income security,Exclusion of military disability pensions,110.00,110.00,110.00,110.00,110.00,110.00,120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.00,110.00,110.00,110.00,110.00,110.00,120.00,
Income security,Exclusion of public assistance benefits (normal tax method),600.00,640.00,670.00,710.00,740.00,760.00,790.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600.00,640.00,670.00,710.00,740.00,760.00,790.00,
Income security,Exclusion of railroad retirement system benefits,330.00,320.00,300.00,280.00,260.00,250.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,330.00,320.00,300.00,280.00,260.00,250.00,250.00,
Income security,Exclusion of special benefits for disabled coal miners,40.00,40.00,40.00,40.00,40.00,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,
Income security,Exclusion of unemployment insurance benefits,1310.00,5220.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1310.00,5220.00,0.00,0.00,0.00,0.00,0.00,
Income security,Exclusion of workers' compensation benefits,5810.00,5870.00,5940.00,6070.00,6170.00,6270.00,6370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5810.00,5870.00,5940.00,6070.00,6170.00,6270.00,6370.00,
Income security,Income of trusts to finance supplementary unemployment benefits,30.00,40.00,50.00,50.00,50.00,50.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,40.00,50.00,50.00,50.00,50.00,60.00,
Income security,Individual Retirement Accounts,12090.00,12780.00,14080.00,15770.00,16190.00,16400.00,16500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12090.00,12780.00,14080.00,15770.00,16190.00,16400.00,16500.00,
Income security,Keogh plans,12770.00,13890.00,15120.00,17190.00,19740.00,21100.00,22610.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12770.00,13890.00,15120.00,17190.00,19740.00,21100.00,22610.00,
Income security,Low and moderate income savers credit,1050.00,1180.00,1170.00,1130.00,1060.00,1000.00,960.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1050.00,1180.00,1170.00,1130.00,1060.00,1000.00,960.00,
Income security,Premiums on accident and disability insurance,320.00,330.00,340.00,350.00,360.00,360.00,360.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320.00,330.00,340.00,350.00,360.00,360.00,360.00,
Income security,Premiums on group term life insurance,2160.00,2110.00,2160.00,2280.00,2320.00,2350.00,2390.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2160.00,2110.00,2160.00,2280.00,2320.00,2350.00,2390.00,
Income security,Special ESOP rules,420.00,450.00,470.00,490.00,520.00,550.00,580.00,1280.00,1250.00,1330.00,1410.00,1480.00,1550.00,1620.00,1700.00,1700.00,1800.00,1900.00,2000.00,2100.00,2200.00,
Income security,Tax credit for the elderly and disabled,10.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,
"General science, space, and technology",Credit for increasing research activities,390.00,120.00,0.00,0.00,0.00,0.00,0.00,7620.00,5770.00,3850.00,3080.00,2460.00,1964.00,1568.00,8010.00,5890.00,3850.00,3080.00,2460.00,1964.00,1568.00,
"General science, space, and technology",Expensing of research and experimentation expenditures (normal tax method),260.00,280.00,310.00,330.00,360.00,380.00,400.00,3560.00,3220.00,4250.00,5390.00,6330.00,6550.00,7310.00,3820.00,3500.00,4560.00,5720.00,6690.00,6930.00,7710.00,
International affairs,Deferral of income from controlled foreign corporations (normal tax method),0.00,0.00,0.00,0.00,0.00,0.00,0.00,31580.00,30960.00,32720.00,33870.00,34490.00,33930.00,34130.00,31580.00,30960.00,32720.00,33870.00,34490.00,33930.00,34130.00,
International affairs,Deferred taxes for financial firms on certain income earned overseas,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5570.00,5460.00,5770.00,5980.00,6090.00,5990.00,6020.00,5570.00,5460.00,5770.00,5980.00,6090.00,5990.00,6020.00,
International affairs,Exclusion of certain allowances for Federal employees abroad,920.00,970.00,1020.00,1070.00,1120.00,1180.00,1240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,920.00,970.00,1020.00,1070.00,1120.00,1180.00,1240.00,
International affairs,Exclusion of income earned abroad by U.S. citizens,5320.00,5590.00,5870.00,6160.00,6470.00,6790.00,7130.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5320.00,5590.00,5870.00,6160.00,6470.00,6790.00,7130.00,
International affairs,Inventory property sales source rules exception,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2420.00,2620.00,2830.00,3070.00,3320.00,3590.00,3890.00,2420.00,2620.00,2830.00,3070.00,3320.00,3590.00,3890.00,
National Defense,Exclusion of benefits and allowances to armed forces personnel,11930.00,12570.00,11530.00,11570.00,11920.00,12370.00,12860.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11930.00,12570.00,11530.00,11570.00,11920.00,12370.00,12860.00,
Agriculture,Capital gains treatment of certain income,700.00,610.00,590.00,550.00,680.00,830.00,970.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,700.00,610.00,590.00,550.00,680.00,830.00,970.00,
Agriculture,Deferral of gain on sale of farm refiners,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,
Agriculture,Expensing of certain capital outlays,60.00,60.00,60.00,70.00,80.00,80.00,80.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,70.00,70.00,70.00,80.00,90.00,90.00,90.00,
Agriculture,Expensing of certain multiperiod production costs,110.00,100.00,100.00,100.00,110.00,110.00,110.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,120.00,110.00,110.00,110.00,120.00,120.00,120.00,
Agriculture,Income averaging for farmers,90.00,90.00,90.00,90.00,90.00,90.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,90.00,90.00,90.00,90.00,90.00,100.00,
Agriculture,Treatment of loans forgiven for solvent farmers,20.00,20.00,20.00,20.00,20.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,
Community and regional development,Credit to holders of Gulf Tax Credit Bonds,30.00,60.00,60.00,50.00,40.00,40.00,40.00,0.00,20.00,20.00,20.00,10.00,10.00,10.00,30.00,80.00,80.00,70.00,50.00,50.00,50.00,
Community and regional development,Empowerment zones and renewal communities,860.00,610.00,350.00,470.00,550.00,590.00,590.00,270.00,140.00,80.00,110.00,130.00,150.00,140.00,1130.00,750.00,430.00,580.00,680.00,740.00,730.00,
Community and regional development,"Exclusion of interest for airport, dock, and similar bonds",540.00,460.00,560.00,680.00,730.00,770.00,820.00,140.00,150.00,290.00,360.00,360.00,370.00,390.00,680.00,610.00,850.00,1040.00,1090.00,1140.00,1210.00,
Community and regional development,Exemption of certain mutuals' and cooperatives' income,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.00,110.00,110.00,110.00,120.00,120.00,120.00,110.00,110.00,110.00,110.00,120.00,120.00,120.00,
Community and regional development,Expensing of environmental remediation costs,50.00,0.00,-20.00,-20.00,-20.00,-20.00,-20.00,240.00,20.00,-120.00,-120.00,-120.00,-110.00,-100.00,290.00,20.00,-140.00,-140.00,-140.00,-130.00,-120.00,
Community and regional development,Investment credit for rehabilitation of structures (other than historic),20.00,20.00,20.00,20.00,20.00,20.00,20.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,
Community and regional development,New markets tax credit,60.00,70.00,80.00,80.00,80.00,80.00,70.00,520.00,650.00,720.00,730.00,700.00,660.00,590.00,580.00,720.00,800.00,810.00,780.00,740.00,660.00,
Community and regional development,Recovery Zone Bonds ,0.00,0.00,20.00,30.00,30.00,30.00,30.00,0.00,0.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,30.00,40.00,40.00,40.00,40.00,"In addition, recovery zone bonds have outlay effects (in millions of dollars) as follows: 2009 $0; 2010 $80; 2011 $150; 2012 $170; 2013 $170; 2014 $170; and 2015 $170."
Community and regional development,Tribal Economic Development Bonds,0.00,90.00,260.00,310.00,330.00,350.00,370.00,0.00,50.00,130.00,160.00,160.00,170.00,180.00,0.00,140.00,390.00,470.00,490.00,520.00,550.00,
Natural resources and environment,Capital gains treatment of certain timber income,70.00,60.00,60.00,60.00,70.00,80.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,60.00,60.00,60.00,70.00,80.00,100.00,
