"Source: OMB. ""Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2010."""
""
Budget_function,Title as it Appears in Source,2008 Indv,2009 Indv,2010 Indv,2011 Indv,2012 Indv,2013 Indv,2014 Indv,2008 Corp,2009 Corp,2010 Corp,2011 Corp,2012 Corp,2013 Corp,2014 Corp,2008 Total,2009 Total,2010 Total,2011 Total,2012 Total,2013 Total,2014 Total,Notes
Energy,"Excess of percentage over cost depletion, fuels",90.00,130.00,130.00,130.00,130.00,130.00,130.00,830.00,1230.00,1220.00,1240.00,1250.00,1260.00,1270.00,920.00,1360.00,1350.00,1370.00,1380.00,1390.00,1400.00,
Energy,Exclusion of interest on energy facility bonds,10.00,10.00,10.00,20.00,20.00,20.00,20.00,0.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,20.00,20.00,30.00,30.00,30.00,30.00,
Energy,Exclusion of utility conservation subsidies,120.00,120.00,110.00,110.00,110.00,110.00,110.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120.00,120.00,110.00,110.00,110.00,110.00,110.00,
Energy,"Expensing of exploration and development costs, fuels",270.00,410.00,400.00,310.00,260.00,210.00,160.00,1380.00,2070.00,1990.00,1540.00,1320.00,1050.00,780.00,1650.00,2480.00,2390.00,1850.00,1580.00,1260.00,940.00,
Energy,Natural gas distribution pipelines treated as 15-year property,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,90.00,110.00,120.00,110.00,100.00,90.00,80.00,90.00,110.00,120.00,110.00,100.00,90.00,
Energy,Partial expensing for advanced mine safety equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,
Energy,Qualified energy conservation bonds,0.00,0.00,10.00,20.00,30.00,30.00,30.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,0.00,0.00,10.00,30.00,40.00,40.00,40.00,
Energy,Tax credit and deduction for clean-fuel burning vehicles,110.00,60.00,30.00,30.00,30.00,50.00,60.00,60.00,30.00,50.00,10.00,-20.00,10.00,40.00,170.00,90.00,80.00,40.00,10.00,60.00,100.00,
Energy,Temporary 50 percent expensing for equipment used in the refining of liquid fuels,0.00,0.00,0.00,0.00,0.00,0.00,0.00,350.00,750.00,890.00,900.00,800.00,700.00,630.00,350.00,750.00,890.00,900.00,800.00,700.00,630.00,
Commerce and housing,Accelerated depreciation of buildings other than rental housing (normal tax method),-4250.00,-4260.00,-4230.00,-4940.00,-4930.00,-4920.00,-4900.00,-2390.00,-2380.00,-2330.00,-2430.00,-2430.00,-2440.00,-2440.00,-6640.00,-6640.00,-6560.00,-7370.00,-7360.00,-7360.00,-7340.00,
Commerce and housing,Accelerated depreciation of machinery and equipment (normal tax method),16800.00,3160.00,4350.00,2420.00,5400.00,6970.00,8200.00,39090.00,-14300.00,-8170.00,-3610.00,610.00,3970.00,6930.00,55890.00,-11140.00,-3820.00,-1190.00,6010.00,10940.00,15130.00,
Commerce and housing,Accelerated depreciation on rental housing (normal tax method),9090.00,9530.00,10130.00,12890.00,13840.00,14950.00,16210.00,600.00,620.00,640.00,730.00,770.00,820.00,880.00,9690.00,10150.00,10770.00,13620.00,14610.00,15770.00,17090.00,
Commerce and housing,Cancellation of indebtedness,60.00,30.00,20.00,40.00,50.00,40.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,30.00,20.00,40.00,50.00,40.00,30.00,
Commerce and housing,Capital gains exclusion of small corporation stock,60.00,60.00,60.00,200.00,340.00,350.00,370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,60.00,60.00,200.00,340.00,350.00,370.00,
Commerce and housing,Capital gains exclusion on home sales,30090.00,27980.00,30460.00,39530.00,49550.00,54720.00,60440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30090.00,27980.00,30460.00,39530.00,49550.00,54720.00,60440.00,
Commerce and housing,Carryover basis of capital gains on gifts,670.00,730.00,710.00,2370.00,1030.00,1370.00,1470.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,670.00,730.00,710.00,2370.00,1030.00,1370.00,1470.00,
Commerce and housing,Credit for first-time homebuyer,9530.00,1230.00,-1350.00,-1400.00,-1400.00,-1060.00,-910.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9530.00,1230.00,-1350.00,-1400.00,-1400.00,-1060.00,-910.00,
Commerce and housing,Credit for low-income housing investments,250.00,270.00,290.00,300.00,310.00,330.00,340.00,2960.00,3480.00,4050.00,4620.00,5210.00,5800.00,6390.00,3210.00,3750.00,4340.00,4920.00,5520.00,6130.00,6730.00,
Commerce and housing,Deductibility of mortgage interest on owner-occupied homes,88500.00,97280.00,107980.00,119750.00,131230.00,139990.00,147130.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88500.00,97280.00,107980.00,119750.00,131230.00,139990.00,147130.00,
Commerce and housing,Deductibility of State and local property tax on owner-occupied homes,29130.00,20850.00,14980.00,24550.00,30630.00,31870.00,32540.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29130.00,20850.00,14980.00,24550.00,30630.00,31870.00,32540.00,
Commerce and housing,Deduction for U.S. production activities,2030.00,2060.00,2760.00,3330.00,3530.00,3750.00,3940.00,8630.00,8760.00,11380.00,13560.00,14380.00,15260.00,16070.00,10660.00,10820.00,14140.00,16890.00,17910.00,19010.00,20010.00,
Commerce and housing,Deferral of income from installment sales,920.00,930.00,1050.00,1180.00,1320.00,1480.00,1620.00,310.00,320.00,320.00,320.00,330.00,330.00,330.00,1230.00,1250.00,1370.00,1500.00,1650.00,1810.00,1950.00,
Commerce and housing,Discharge of mortgage indebtedness,310.00,330.00,260.00,190.00,140.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,310.00,330.00,260.00,190.00,140.00,80.00,0.00,
Commerce and housing,"Exception from passive loss rules for $25,000 of rental loss",8430.00,8840.00,9160.00,9580.00,10090.00,10240.00,10620.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8430.00,8840.00,9160.00,9580.00,10090.00,10240.00,10620.00,
Commerce and housing,Exceptions from imputed interest rules,50.00,50.00,50.00,50.00,50.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,
Commerce and housing,Exclusion of interest on life insurance savings,18530.00,19960.00,21440.00,23610.00,26450.00,28950.00,30980.00,2660.00,2830.00,3010.00,3160.00,3380.00,3630.00,3880.00,21190.00,22790.00,24450.00,26770.00,29830.00,32580.00,34860.00,
Commerce and housing,Exclusion of interest on owner-occupied mortgage subsidy bonds,260.00,660.00,690.00,760.00,820.00,850.00,880.00,200.00,330.00,340.00,350.00,360.00,370.00,390.00,460.00,990.00,1030.00,1110.00,1180.00,1220.00,1270.00,
Commerce and housing,Exclusion of interest on rental housing bonds,230.00,590.00,620.00,680.00,740.00,760.00,780.00,180.00,300.00,310.00,320.00,320.00,330.00,340.00,410.00,890.00,930.00,1000.00,1060.00,1090.00,1120.00,
Commerce and housing,Exclusion of interest on small issue bonds,80.00,210.00,220.00,240.00,260.00,270.00,280.00,60.00,110.00,110.00,110.00,120.00,120.00,120.00,140.00,320.00,330.00,350.00,380.00,390.00,400.00,
Commerce and housing,Exclusion of interest spread of financial institutions,270.00,220.00,240.00,280.00,290.00,310.00,320.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,270.00,220.00,240.00,280.00,290.00,310.00,320.00,
Commerce and housing,Exclusion of net imputed rental income,-1720.00,-5850.00,-2200.00,2230.00,3680.00,4390.00,5720.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1720.00,-5850.00,-2200.00,2230.00,3680.00,4390.00,5720.00,
Commerce and housing,Exemption of credit union income,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1140.00,1190.00,1230.00,1280.00,1330.00,1380.00,1430.00,1140.00,1190.00,1230.00,1280.00,1330.00,1380.00,1430.00,
Commerce and housing,Expensing of certain small investments (normal tax method),730.00,30.00,730.00,-2600.00,-1240.00,-600.00,-140.00,200.00,60.00,180.00,-800.00,-440.00,-250.00,-120.00,930.00,90.00,910.00,-3400.00,-1680.00,-850.00,-260.00,
Commerce and housing,Graduated corporation income tax rate (normal tax method),0.00,0.00,0.00,0.00,0.00,0.00,0.00,2460.00,2460.00,2880.00,3090.00,3120.00,3300.00,3310.00,2460.00,2460.00,2880.00,3090.00,3120.00,3300.00,3310.00,
Commerce and housing,Ordinary income treatment of loss from small business corporation stock sale,50.00,50.00,60.00,60.00,60.00,60.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,60.00,60.00,60.00,60.00,60.00,
Commerce and housing,"Capital gains (except agriculture, timber, and coal) ",24240.00,23640.00,28920.00,24840.00,23890.00,27270.00,30480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24240.00,23640.00,28920.00,24840.00,23890.00,27270.00,30480.00,An alternative calculation for this tax expenditure based on pre-2005 methodology is shown in Table 19-4.
Commerce and housing,Small life insurance company deduction,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,
Commerce and housing,Special alternative tax on small property and casualty insurance companies,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,40.00,40.00,40.00,50.00,50.00,60.00,40.00,40.00,40.00,40.00,50.00,50.00,60.00,
Commerce and housing,Special rules for certain film and TV production,10.00,10.00,-10.00,-20.00,-20.00,-10.00,-10.00,60.00,50.00,-40.00,-80.00,-60.00,-40.00,-30.00,70.00,60.00,-50.00,-100.00,-80.00,-50.00,-40.00,
Commerce and housing,Step-up basis of capital gains at death,21590.00,19530.00,20830.00,25210.00,31720.00,34100.00,36650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21590.00,19530.00,20830.00,25210.00,31720.00,34100.00,36650.00,
Commerce and housing,Tax exemption of certain insurance companies owned by tax-exempt organizations,0.00,0.00,0.00,0.00,0.00,0.00,0.00,190.00,190.00,200.00,200.00,210.00,210.00,220.00,190.00,190.00,200.00,200.00,210.00,210.00,220.00,
Transportation,Deferral of tax on shipping companies,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,
Transportation,Exclusion for employer-provided transit passes,480.00,500.00,530.00,570.00,600.00,630.00,660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,480.00,500.00,530.00,570.00,600.00,630.00,660.00,
Transportation,Exclusion of interest on bonds for Financing of Highway Projects and rail-truck transfer facilities,60.00,70.00,70.00,70.00,70.00,50.00,50.00,20.00,20.00,30.00,30.00,20.00,10.00,10.00,80.00,90.00,100.00,100.00,90.00,60.00,60.00,
Transportation,Exclusion of reimbursed employee parking expenses,2920.00,3000.00,3120.00,3270.00,3400.00,3520.00,3630.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2920.00,3000.00,3120.00,3270.00,3400.00,3520.00,3630.00,
Transportation,Tax credit for certain expenditures for maintaining railroad tracks,20.00,20.00,10.00,0.00,0.00,0.00,0.00,160.00,160.00,60.00,20.00,10.00,10.00,0.00,180.00,180.00,70.00,20.00,10.00,10.00,0.00,
Income security,401(k) plans,47000.00,50000.00,53000.00,66000.00,72000.00,75000.00,77000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47000.00,50000.00,53000.00,66000.00,72000.00,75000.00,77000.00,
Income security,Additional exemption for housing Hurricane Katrina displaced individuals,20.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,10.00,0.00,0.00,0.00,0.00,0.00,"The title for this tax expenditure is listed as ""Additional exemption for housing Hurricane Katrina displaced individuals"" in Table 19-1 (""Estimates of Total Income Tax Expenditures for Fiscal Years 2009-2015"") and as ""Additional exemption for housing disaster related displaced individuals"" in Table 19-2 (""Estimates of Tax Expenditures for the Corporate and Individual Income Taxes for Fiscal Years 2009-2015"").  Subsidyscope uses the titles found in Table 16-1. "
Income security,Additional deduction for the blind,40.00,30.00,30.00,40.00,50.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,30.00,30.00,40.00,50.00,50.00,50.00,
Income security,Additional deduction for the elderly,2250.00,1940.00,1940.00,2730.00,3290.00,3470.00,3570.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2250.00,1940.00,1940.00,2730.00,3290.00,3470.00,3570.00,
Income security,Deductibility of casualty losses,540.00,580.00,620.00,690.00,740.00,780.00,810.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,540.00,580.00,620.00,690.00,740.00,780.00,810.00,
Income security,Earned income tax credit ,5380.00,5740.00,6130.00,6390.00,8530.00,8790.00,9140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5380.00,5740.00,6130.00,6390.00,8530.00,8790.00,9140.00,"The figures in the table indicate the effect of the earned income tax credit on receipts. The effect of the credit on outlays (in millions of dollars) is as follows: 2008 $45,280; 2009 $42,270; 2010 $49,730; 2011 $50,950; 2012 $45,840; 2013 $46,670; and 2014 $47,970."
Income security,Employer plans,46120.00,45670.00,44370.00,42420.00,42230.00,41620.00,43600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46120.00,45670.00,44370.00,42420.00,42230.00,41620.00,43600.00,
Income security,Exclusion of military disability pensions,110.00,130.00,150.00,180.00,220.00,260.00,320.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.00,130.00,150.00,180.00,220.00,260.00,320.00,
Income security,Exclusion of public assistance benefits (normal tax method),560.00,590.00,620.00,650.00,690.00,740.00,780.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,560.00,590.00,620.00,650.00,690.00,740.00,780.00,
Income security,Exclusion of railroad retirement system benefits,390.00,390.00,370.00,370.00,370.00,360.00,350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,390.00,390.00,370.00,370.00,370.00,360.00,350.00,
Income security,Exclusion of special benefits for disabled coal miners,40.00,40.00,40.00,40.00,40.00,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,
Income security,Exclusion of workers' compensation benefits,5830.00,5920.00,6010.00,6110.00,6200.00,6300.00,6400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5830.00,5920.00,6010.00,6110.00,6200.00,6300.00,6400.00,
Income security,Income of trusts to finance supplementary unemployment benefits,30.00,30.00,40.00,40.00,50.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,30.00,40.00,40.00,50.00,50.00,50.00,
Income security,Individual Retirement Accounts,11700.00,12700.00,13500.00,14800.00,16500.00,17000.00,17200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11700.00,12700.00,13500.00,14800.00,16500.00,17000.00,17200.00,
Income security,Keogh plans,12000.00,13000.00,14000.00,15000.00,17000.00,20000.00,21000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12000.00,13000.00,14000.00,15000.00,17000.00,20000.00,21000.00,
Income security,Low and moderate income savers credit,890.00,980.00,1050.00,1050.00,1010.00,940.00,920.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,890.00,980.00,1050.00,1050.00,1010.00,940.00,920.00,
Income security,Premiums on accident and disability insurance,310.00,320.00,330.00,340.00,350.00,360.00,360.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,310.00,320.00,330.00,340.00,350.00,360.00,360.00,
Income security,Premiums on group term life insurance,2230.00,2250.00,2320.00,2460.00,2480.00,2490.00,2510.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2230.00,2250.00,2320.00,2460.00,2480.00,2490.00,2510.00,
Income security,Special ESOP rules,400.00,500.00,500.00,500.00,500.00,600.00,600.00,1200.00,1200.00,1300.00,1400.00,1400.00,1400.00,1500.00,1600.00,1700.00,1800.00,1900.00,1900.00,2000.00,2100.00,
Income security,Tax credit for the elderly and disabled,10.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,
"General science, space, and technology",Credit for increasing research activities,360.00,390.00,120.00,0.00,0.00,0.00,0.00,7080.00,7620.00,5760.00,3850.00,3080.00,2460.00,1960.00,7440.00,8010.00,5880.00,3850.00,3080.00,2460.00,1960.00,
"General science, space, and technology",Expensing of research and experimentation expenditures (normal tax method),250.00,260.00,280.00,310.00,330.00,360.00,380.00,4930.00,3560.00,3220.00,4250.00,5390.00,6330.00,6550.00,5180.00,3820.00,3500.00,4560.00,5720.00,6690.00,6930.00,
International affairs,Deferral of income from controlled foreign corporations (normal tax method),0.00,0.00,0.00,0.00,0.00,0.00,0.00,31580.00,30960.00,32720.00,33870.00,34490.00,33930.00,34130.00,31580.00,30960.00,32720.00,33870.00,34490.00,33930.00,34130.00,
International affairs,Deferred taxes for financial firms on certain income earned overseas,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5570.00,5460.00,5770.00,5980.00,6090.00,5990.00,6020.00,5570.00,5460.00,5770.00,5980.00,6090.00,5990.00,6020.00,
International affairs,Exclusion of certain allowances for Federal employees,880.00,920.00,970.00,1020.00,1070.00,1120.00,1180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,880.00,920.00,970.00,1020.00,1070.00,1120.00,1180.00,
International affairs,Exclusion of income earned abroad by U.S. citizens,5070.00,5320.00,5590.00,5870.00,6160.00,6470.00,6790.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5070.00,5320.00,5590.00,5870.00,6160.00,6470.00,6790.00,
International affairs,Inventory property sales source rules exception,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2200.00,2440.00,2640.00,2860.00,3100.00,3360.00,3640.00,2200.00,2440.00,2640.00,2860.00,3100.00,3360.00,3640.00,
National Defense,Exclusion of benefits and allowances to armed forces personnel,11190.00,11710.00,10210.00,10550.00,10900.00,11270.00,11660.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11190.00,11710.00,10210.00,10550.00,10900.00,11270.00,11660.00,
Agriculture,Capital gains treatment of certain income,1160.00,1130.00,1390.00,1190.00,1140.00,1300.00,1460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1160.00,1130.00,1390.00,1190.00,1140.00,1300.00,1460.00,
Agriculture,Deferral of gain on sale of farm refiners,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,
Agriculture,Expensing of certain capital outlays,100.00,100.00,100.00,110.00,110.00,110.00,110.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,110.00,110.00,110.00,120.00,120.00,120.00,120.00,
Agriculture,Expensing of certain multiperiod production costs,70.00,70.00,70.00,70.00,80.00,80.00,80.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,80.00,80.00,80.00,80.00,90.00,90.00,90.00,
Agriculture,Income averaging for farmers,80.00,80.00,80.00,80.00,80.00,80.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,
Agriculture,Treatment of loans forgiven for solvent farmers,10.00,10.00,10.00,20.00,20.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,
Community and regional development,Credit to holders of Gulf Tax Credit Bonds,10.00,30.00,60.00,60.00,50.00,40.00,40.00,0.00,0.00,20.00,20.00,20.00,10.00,10.00,10.00,30.00,80.00,80.00,70.00,50.00,50.00,
Community and regional development,Empowerment zones and renewal communities,-1250.00,-1490.00,-950.00,-370.00,-560.00,-680.00,-760.00,-400.00,-470.00,-200.00,-50.00,-120.00,-150.00,-180.00,-1650.00,-1960.00,-1150.00,-420.00,-680.00,-830.00,-940.00,
Community and regional development,"Exclusion of interest for airport, dock, and similar bonds",220.00,540.00,570.00,630.00,690.00,710.00,730.00,160.00,280.00,280.00,290.00,300.00,310.00,320.00,380.00,820.00,850.00,920.00,990.00,1020.00,1050.00,
Community and regional development,Exemption of certain mutuals' and cooperatives' income,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,70.00,70.00,70.00,70.00,80.00,80.00,70.00,70.00,70.00,70.00,70.00,80.00,80.00,
Community and regional development,Expensing of environmental remediation costs,100.00,50.00,0.00,-20.00,-20.00,-20.00,-20.00,490.00,240.00,20.00,-120.00,-120.00,-120.00,-110.00,590.00,290.00,20.00,-140.00,-140.00,-140.00,-130.00,
Community and regional development,Investment credit for rehabilitation of structures (other than  historic),20.00,20.00,20.00,20.00,20.00,30.00,30.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,40.00,40.00,40.00,40.00,40.00,50.00,50.00,
Community and regional development,New markets tax credit,740.00,830.00,790.00,690.00,610.00,440.00,230.00,250.00,280.00,260.00,230.00,200.00,140.00,70.00,990.00,1110.00,1050.00,920.00,810.00,580.00,300.00,
Natural resources and environment,Capital gains treatment of certain timber income,110.00,110.00,140.00,110.00,110.00,130.00,140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.00,110.00,140.00,110.00,110.00,130.00,140.00,
Natural resources and environment,Deduction for endangered species recovery expenditures,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,20.00,20.00,30.00,30.00,30.00,0.00,10.00,20.00,20.00,30.00,30.00,30.00,
Natural resources and environment,"Excess of percentage over cost depletion, nonfuel minerals",20.00,20.00,20.00,20.00,20.00,30.00,30.00,700.00,720.00,750.00,770.00,790.00,820.00,830.00,720.00,740.00,770.00,790.00,810.00,850.00,860.00,
Natural resources and environment,Exclusion of gain or loss on sale or exchange of certain brownfield sites,10.00,10.00,10.00,10.00,10.00,10.00,10.00,20.00,30.00,30.00,30.00,20.00,20.00,20.00,30.00,40.00,40.00,40.00,30.00,30.00,30.00,
Natural resources and environment,"Exclusion of interest on bonds for water, sewage, and hazardous waste facilities",100.00,250.00,260.00,280.00,310.00,320.00,330.00,70.00,120.00,130.00,130.00,140.00,140.00,140.00,170.00,370.00,390.00,410.00,450.00,460.00,470.00,
Natural resources and environment,Expensing of capital costs with respect to complying with EPA sulfur regulations,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,50.00,30.00,-10.00,0.00,0.00,0.00,30.00,50.00,30.00,-10.00,0.00,0.00,0.00,
Natural resources and environment,"Expensing of exploration and development costs, nonfuel minerals",0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.00,220.00,230.00,230.00,240.00,250.00,250.00,210.00,220.00,230.00,230.00,240.00,250.00,250.00,
Natural resources and environment,Expensing of multiperiod timber growing costs,110.00,110.00,120.00,120.00,120.00,130.00,130.00,180.00,180.00,190.00,190.00,200.00,210.00,210.00,290.00,290.00,310.00,310.00,320.00,340.00,340.00,
Natural resources and environment,Industrial CO<sub>2</sub> capture and sequestration tax credit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,130.00,240.00,290.00,0.00,0.00,0.00,40.00,130.00,240.00,290.00,
