"Source: OMB. ""Analytical Perspectives, Budget of the U.S. Government, Fiscal Year 2006."""
""
Budget_function,Title as it Appears in Source,2004 Indv,2005 Indv,2006 Indv,2007 Indv,2008 Indv,2009 Indv,2010 Indv,2004 Corp,2005 Corp,2006 Corp,2007 Corp,2008 Corp,2009 Corp,2010 Corp,2004 Total,2005 Total,2006 Total,2007 Total,2008 Total,2009 Total,2010 Total,Notes
Energy,Tax credit and deduction for clean-fuel burning vehicles,50.00,40.00,10.00,-40.00,-60.00,-60.00,-50.00,20.00,30.00,40.00,20.00,-10.00,-20.00,-10.00,70.00,70.00,50.00,-20.00,-70.00,-80.00,-60.00,
Commerce and housing,Accelerated depreciation of buildings other than rental housing (normal tax method),-280.00,-330.00,-450.00,-760.00,-1140.00,-2110.00,-3930.00,-2980.00,-3850.00,-4340.00,-6170.00,-9220.00,-12620.00,-17320.00,-3260.00,-4180.00,-4790.00,-6930.00,-10360.00,-14730.00,-21250.00,"Subsidyscope has identified a discrepancy between the information reported in Treasury's table of individual and corporate estimates combined, and Treasury's table with individual and corporate estimates separated. Subsidyscope defaults to using the information reported in the Treasury's table in which individual and corporate estimates are separated."
Commerce and housing,Accelerated depreciation of machinery and equipment (normal tax method),7610.00,-2220.00,-4950.00,-4440.00,-4640.00,-4930.00,-5470.00,37080.00,-8780.00,-32880.00,-26480.00,-23310.00,-21260.00,-20290.00,44690.00,-11000.00,-37830.00,-30920.00,-27950.00,-26190.00,-25760.00,
Commerce and housing,Accelerated depreciation on rental housing (normal tax method),760.00,-110.00,-900.00,-1700.00,-2500.00,-3690.00,-5510.00,-10.00,-50.00,-100.00,-140.00,-200.00,-280.00,-390.00,750.00,-160.00,-1000.00,-1840.00,-2700.00,-3970.00,-5900.00,
Commerce and housing,Amortization of start-up costs (normal tax method),10.00,10.00,0.00,0.00,-10.00,-20.00,-20.00,70.00,40.00,0.00,-40.00,-80.00,-120.00,-150.00,80.00,50.00,0.00,-40.00,-90.00,-140.00,-170.00,
Commerce and housing,Cancellation of indebtedness,30.00,30.00,30.00,40.00,40.00,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,30.00,30.00,40.00,40.00,40.00,40.00,
Commerce and housing,Capital gains exclusion of small corporation stock,160.00,210.00,250.00,300.00,350.00,390.00,430.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160.00,210.00,250.00,300.00,350.00,390.00,430.00,
Commerce and housing,Capital gains exclusion on home sales,29730.00,32840.00,36270.00,40050.00,44240.00,54660.00,71960.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29730.00,32840.00,36270.00,40050.00,44240.00,54660.00,71960.00,
Commerce and housing,Carryover basis of capital gains on gifts,210.00,240.00,290.00,290.00,310.00,430.00,850.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.00,240.00,290.00,290.00,310.00,430.00,850.00,
Commerce and housing,Credit for low-income housing investments,730.00,770.00,800.00,840.00,880.00,920.00,970.00,2930.00,3080.00,3210.00,3350.00,3510.00,3690.00,3880.00,3660.00,3850.00,4010.00,4190.00,4390.00,4610.00,4850.00,
Commerce and housing,Deductibility of mortgage interest on owner-occupied homes,61450.00,68870.00,76030.00,81990.00,88990.00,95770.00,102760.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61450.00,68870.00,76030.00,81990.00,88990.00,95770.00,102760.00,
Commerce and housing,Deductibility of State and local property tax on owner-occupied homes,19930.00,16590.00,14830.00,14110.00,13400.00,13000.00,12800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19930.00,16590.00,14830.00,14110.00,13400.00,13000.00,12800.00,
Commerce and housing,Deduction for U.S. production activities,0.00,710.00,1090.00,1640.00,2100.00,2200.00,3000.00,0.00,2560.00,4330.00,7110.00,9130.00,9470.00,12860.00,0.00,3270.00,5420.00,8750.00,11230.00,11670.00,15860.00,
Commerce and housing,Deferral of income from post-1987 installment sales,810.00,830.00,840.00,860.00,880.00,890.00,1000.00,290.00,290.00,300.00,300.00,310.00,310.00,320.00,1100.00,1120.00,1140.00,1160.00,1190.00,1200.00,1320.00,
Commerce and housing,"Exception from passive loss rules for $25,000 of rental loss",5030.00,4900.00,4750.00,4580.00,4410.00,4240.00,4080.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5030.00,4900.00,4750.00,4580.00,4410.00,4240.00,4080.00,
Commerce and housing,Exceptions from imputed interest rules,50.00,50.00,50.00,50.00,50.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,
Commerce and housing,Excess bad debt reserves of financial institutions,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-20.00,-20.00,-10.00,-10.00,-10.00,0.00,0.00,-20.00,-20.00,-10.00,-10.00,-10.00,0.00,0.00,
Commerce and housing,Exclusion of interest on life insurance savings,18820.00,20570.00,21800.00,23610.00,25890.00,27910.00,30280.00,2010.00,2180.00,2270.00,2570.00,2880.00,3070.00,3330.00,20830.00,22750.00,24070.00,26180.00,28770.00,30980.00,33610.00,
Commerce and housing,Exclusion of interest on owner-occupied mortgage subsidy bonds,800.00,880.00,950.00,990.00,1070.00,1100.00,1130.00,220.00,230.00,230.00,240.00,250.00,250.00,260.00,1020.00,1110.00,1180.00,1230.00,1320.00,1350.00,1390.00,
Commerce and housing,Exclusion of interest on rental housing bonds,280.00,310.00,330.00,340.00,370.00,380.00,390.00,80.00,80.00,80.00,80.00,90.00,90.00,90.00,360.00,390.00,410.00,420.00,460.00,470.00,480.00,
Commerce and housing,Exclusion of interest on small issue bonds,350.00,390.00,410.00,440.00,470.00,480.00,500.00,100.00,100.00,100.00,100.00,110.00,110.00,110.00,450.00,490.00,510.00,540.00,580.00,590.00,610.00,
Commerce and housing,Exclusion of net imputed rental income on owner-occupied homes,24590.00,28600.00,29720.00,33210.00,36860.00,40630.00,44786.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24590.00,28600.00,29720.00,33210.00,36860.00,40630.00,44786.00,
Commerce and housing,Exemption of credit union income,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1270.00,1330.00,1390.00,1440.00,1510.00,1570.00,1640.00,1270.00,1330.00,1390.00,1440.00,1510.00,1570.00,1640.00,
Commerce and housing,Expensing of certain small investments (normal tax method),840.00,3040.00,970.00,-100.00,110.00,170.00,240.00,680.00,1780.00,680.00,-390.00,-140.00,-30.00,-10.00,1520.00,4820.00,1650.00,-490.00,-30.00,140.00,230.00,
Commerce and housing,Graduated corporation income tax rate (normal tax method),0.00,0.00,0.00,0.00,0.00,0.00,0.00,2450.00,3190.00,3730.00,3820.00,3920.00,4020.00,4140.00,2450.00,3190.00,3730.00,3820.00,3920.00,4020.00,4140.00,
Commerce and housing,Ordinary income treatment of loss from small business corporation stock sale,50.00,50.00,50.00,50.00,50.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,
Commerce and housing,"Capital gains (except agriculture, timber, iron ore, and coal)",25150.00,27200.00,28370.00,30450.00,36840.00,26900.00,21630.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25150.00,27200.00,28370.00,30450.00,36840.00,26900.00,21630.00,
Commerce and housing,Small life insurance company deduction,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,
Commerce and housing,Special alternative tax on small property and casualty insurance companies,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,
Commerce and housing,Special rules for certain film and TV production,0.00,20.00,20.00,20.00,10.00,-10.00,-20.00,0.00,70.00,90.00,70.00,60.00,-30.00,-70.00,0.00,90.00,110.00,90.00,70.00,-40.00,-90.00,
Commerce and housing,Step-up basis of capital gains at death,24200.00,26140.00,28760.00,31630.00,34790.00,35560.00,33680.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24200.00,26140.00,28760.00,31630.00,34790.00,35560.00,33680.00,
Commerce and housing,Tax exemption of certain insurance companies owned by tax-exempt organizations,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180.00,190.00,210.00,220.00,230.00,250.00,260.00,180.00,190.00,210.00,220.00,230.00,250.00,260.00,
Transportation,Deferral of tax on shipping companies,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,
Transportation,Exclusion for employer-provided transit passes,410.00,480.00,550.00,630.00,710.00,790.00,880.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,410.00,480.00,550.00,630.00,710.00,790.00,880.00,
Transportation,Exclusion of reimbursed employee parking expenses,2470.00,2590.00,2730.00,2880.00,3030.00,3180.00,3330.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2470.00,2590.00,2730.00,2880.00,3030.00,3180.00,3330.00,
Transportation,Tax credit for certain expenditures for maintaining railroad tracks,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,140.00,150.00,110.00,50.00,30.00,0.00,70.00,140.00,150.00,110.00,50.00,30.00,
Income security,401(k) plans,47730.00,45870.00,48140.00,51800.00,56140.00,60930.00,66400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47730.00,45870.00,48140.00,51800.00,56140.00,60930.00,66400.00,
Income security,Additional deduction for the blind,30.00,40.00,40.00,40.00,40.00,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,40.00,40.00,40.00,40.00,40.00,40.00,
Income security,Additional deduction for the elderly,1700.00,1810.00,1960.00,1940.00,1900.00,1930.00,1950.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1700.00,1810.00,1960.00,1940.00,1900.00,1930.00,1950.00,
Income security,Deductibility of casualty losses,550.00,250.00,270.00,280.00,290.00,300.00,320.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,550.00,250.00,270.00,280.00,290.00,300.00,320.00,
Income security,Earned income tax credit,4893.00,4983.00,5423.00,5168.00,5287.00,5480.00,5597.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4893.00,4983.00,5423.00,5168.00,5287.00,5480.00,5597.00,"The figures in the table indicate the effect of the earned income tax credit on receipts. The effect of the credit on outlays (in millions of dollars) is as follows: 2004 $33,134;2005 $33,790; 2006 $34,132; 2007 $34,481; 2008 $34,723; 2009 $35,517; and 2010 $36,099. (Subsidyscope has identified a discrepancy between the information reported in Treasury's table of individual and corporate estimates combined, and Treasury's table with individual and corporate estimates separated. Subsidyscope defaults to using the information reported in the Treasury's table in which individual and corporate estimates are separated.)"
Income security,Employer plans,46970.00,50330.00,51050.00,52570.00,47530.00,45310.00,44570.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46970.00,50330.00,51050.00,52570.00,47530.00,45310.00,44570.00,
Income security,Exclusion of military disability pensions,100.00,100.00,110.00,110.00,110.00,120.00,120.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,110.00,110.00,110.00,120.00,120.00,
Income security,Exclusion of public assistance benefits (normal tax method),410.00,430.00,450.00,470.00,490.00,510.00,480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,410.00,430.00,450.00,470.00,490.00,510.00,480.00,
Income security,Exclusion of railroad retirement system benefits,400.00,400.00,400.00,400.00,400.00,400.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,400.00,400.00,400.00,400.00,400.00,400.00,
Income security,Exclusion of special benefits for disabled coal miners,60.00,50.00,50.00,50.00,40.00,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,50.00,50.00,50.00,40.00,40.00,40.00,
Income security,Exclusion of workers' compensation benefits,5490.00,5730.00,5940.00,6100.00,6300.00,6520.00,6730.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5490.00,5730.00,5940.00,6100.00,6300.00,6520.00,6730.00,
Income security,Income of trusts to finance supplementary unemployment benefits,20.00,20.00,20.00,20.00,20.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,
Income security,Individual Retirement Accounts,7450.00,7340.00,7310.00,6990.00,6680.00,6220.00,5650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7450.00,7340.00,7310.00,6990.00,6680.00,6220.00,5650.00,
Income security,Keogh plans,8830.00,9380.00,9980.00,10650.00,11610.00,12650.00,13780.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8830.00,9380.00,9980.00,10650.00,11610.00,12650.00,13780.00,
Income security,Low and moderate income savers credit,970.00,1100.00,1170.00,700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,970.00,1100.00,1170.00,700.00,0.00,0.00,0.00,
Income security,Premiums on accident and disability insurance,260.00,280.00,290.00,300.00,310.00,320.00,330.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260.00,280.00,290.00,300.00,310.00,320.00,330.00,
Income security,Premiums on group term life insurance,2070.00,2090.00,2110.00,2110.00,2150.00,2180.00,2200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2070.00,2090.00,2110.00,2110.00,2150.00,2180.00,2200.00,
Income security,Small business retirement plan credit,40.00,50.00,60.00,70.00,70.00,70.00,70.00,40.00,50.00,60.00,70.00,80.00,80.00,70.00,80.00,100.00,120.00,140.00,150.00,150.00,140.00,
Income security,Special ESOP rules,320.00,340.00,350.00,370.00,390.00,390.00,390.00,1600.00,1720.00,1870.00,2030.00,2190.00,2390.00,2610.00,1920.00,2060.00,2220.00,2400.00,2580.00,2780.00,3000.00,
Income security,Tax credit for the elderly and disabled,20.00,20.00,20.00,20.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,20.00,20.00,10.00,10.00,10.00,
"General science, space, and technology",Credit for increasing research activities,50.00,50.00,40.00,0.00,0.00,0.00,0.00,4630.00,5080.00,2100.00,910.00,390.00,180.00,50.00,4680.00,5130.00,2140.00,910.00,390.00,180.00,50.00,
"General science, space, and technology",Expensing of research and experimentation expenditures (normal tax method),-50.00,100.00,150.00,140.00,120.00,110.00,100.00,-2280.00,4010.00,7770.00,6850.00,6140.00,5250.00,4700.00,-2330.00,4110.00,7920.00,6990.00,6260.00,5360.00,4800.00,
International affairs,Deferral of income from controlled foreign corporations (normal tax method),0.00,0.00,0.00,0.00,0.00,0.00,0.00,7240.00,7000.00,7440.00,7960.00,8510.00,9100.00,9730.00,7240.00,7000.00,7440.00,7960.00,8510.00,9100.00,9730.00,
International affairs,Deferred taxes for financial firms on certain income earned overseas,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2130.00,2190.00,2260.00,960.00,0.00,0.00,0.00,2130.00,2190.00,2260.00,960.00,0.00,0.00,0.00,
International affairs,Exclusion of certain allowances for Federal employees abroad,850.00,900.00,950.00,1000.00,1050.00,1100.00,1160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,850.00,900.00,950.00,1000.00,1050.00,1100.00,1160.00,
International affairs,Exclusion of income earned abroad by U.S. citizens,2680.00,2750.00,2810.00,2940.00,3100.00,3270.00,3450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2680.00,2750.00,2810.00,2940.00,3100.00,3270.00,3450.00,
International affairs,Extraterritorial income exclusion,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5500.00,5170.00,4270.00,1820.00,220.00,40.00,20.00,5500.00,5170.00,4270.00,1820.00,220.00,40.00,20.00,
International affairs,Inventory property sales source rules exception,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1500.00,1620.00,1770.00,1950.00,2200.00,2430.00,2630.00,1500.00,1620.00,1770.00,1950.00,2200.00,2430.00,2630.00,
National Defense,Exclusion of benefits and allowances to armed forces personnel,2460.00,2490.00,2520.00,2540.00,2560.00,2590.00,2620.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2460.00,2490.00,2520.00,2540.00,2560.00,2590.00,2620.00,
Agriculture,Bio-Diesel tax credit,0.00,30.00,30.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,30.00,10.00,0.00,0.00,0.00,
Agriculture,Capital gains treatment of certain income,670.00,730.00,760.00,820.00,990.00,720.00,580.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,670.00,730.00,760.00,820.00,990.00,720.00,580.00,
Agriculture,Deferral of gain on sale of farm refiners,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,10.00,10.00,10.00,20.00,20.00,20.00,20.00,
Agriculture,Expensing of certain capital outlays,80.00,90.00,110.00,110.00,110.00,120.00,120.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,100.00,110.00,130.00,130.00,130.00,140.00,140.00,
Agriculture,Expensing of certain multiperiod production costs,40.00,50.00,60.00,60.00,70.00,70.00,70.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,50.00,60.00,70.00,70.00,80.00,80.00,80.00,
Agriculture,Income averaging for farmers,40.00,40.00,40.00,40.00,40.00,40.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,
Agriculture,Treatment of loans forgiven for solvent farmers,10.00,10.00,10.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,
Community and regional development,Deferral of capital gains with respect of dispositions of transmission property,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-490.00,-620.00,-530.00,-230.00,100.00,360.00,0.00,-490.00,-620.00,-530.00,-230.00,100.00,360.00,
Community and regional development,"Empowerment zones, Enterprise communities, and Renewal communities",800.00,830.00,900.00,1000.00,1110.00,1320.00,940.00,280.00,290.00,310.00,340.00,370.00,420.00,190.00,1080.00,1120.00,1210.00,1340.00,1480.00,1740.00,1130.00,
Community and regional development,"Exclusion of interest for airport, dock, and similar bonds",670.00,740.00,790.00,830.00,890.00,920.00,950.00,180.00,190.00,190.00,200.00,210.00,210.00,220.00,850.00,930.00,980.00,1030.00,1100.00,1130.00,1170.00,
Community and regional development,Exemption of certain mutuals' and cooperatives' income,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,60.00,60.00,70.00,70.00,70.00,70.00,60.00,60.00,60.00,70.00,70.00,70.00,70.00,
Community and regional development,Expensing of environmental remediation costs,10.00,10.00,0.00,0.00,0.00,0.00,0.00,70.00,60.00,20.00,-10.00,-10.00,-20.00,-10.00,80.00,70.00,20.00,-10.00,-10.00,-20.00,-10.00,
Community and regional development,Investment credit for rehabilitation of structures (other than historic),20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,
Community and regional development,New markets tax credit,220.00,320.00,460.00,620.00,650.00,590.00,500.00,70.00,110.00,150.00,210.00,220.00,200.00,170.00,290.00,430.00,610.00,830.00,870.00,790.00,670.00,
Natural resources and environment,Capital gains treatment of certain timber income,70.00,70.00,80.00,80.00,100.00,70.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,70.00,80.00,80.00,100.00,70.00,60.00,
Natural resources and environment,"Excess of percentage over cost depletion, nonfuel minerals",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,
Natural resources and environment,Exclusion of gain or loss on sale or exchange of certain brownfield sites,0.00,0.00,0.00,0.00,-10.00,-10.00,-10.00,0.00,0.00,0.00,-10.00,-20.00,-30.00,-30.00,0.00,0.00,0.00,-10.00,-30.00,-40.00,-40.00,
Natural resources and environment,"Exclusion of interest on bonds for water, sewage, and hazardous waste facilities",390.00,420.00,460.00,480.00,510.00,530.00,550.00,110.00,110.00,110.00,120.00,120.00,120.00,130.00,500.00,530.00,570.00,600.00,630.00,650.00,680.00,
Natural resources and environment,Expensing of capital costs with respect to complying with EPA sulfur regulations,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,20.00,40.00,10.00,0.00,10.00,0.00,10.00,20.00,40.00,10.00,
Natural resources and environment,"Expensing of exploration and development costs, nonfuel minerals",20.00,20.00,20.00,20.00,20.00,20.00,20.00,210.00,210.00,230.00,230.00,230.00,250.00,250.00,230.00,230.00,250.00,250.00,250.00,270.00,270.00,
Natural resources and environment,Expensing of multiperiod timber growing costs,110.00,110.00,120.00,120.00,120.00,120.00,130.00,230.00,240.00,250.00,260.00,280.00,290.00,300.00,340.00,350.00,370.00,380.00,400.00,410.00,430.00,
Natural resources and environment,Tax incentives for preservation of historic structures,70.00,80.00,80.00,80.00,90.00,90.00,100.00,230.00,240.00,250.00,260.00,270.00,290.00,300.00,300.00,320.00,330.00,340.00,360.00,380.00,400.00,
"Education, training, employment, and social services",Adoption credit and exclusion,450.00,500.00,540.00,560.00,570.00,580.00,600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,450.00,500.00,540.00,560.00,570.00,580.00,600.00,
"Education, training, employment, and social services",Assistance for adopted foster children,290.00,310.00,350.00,380.00,420.00,460.00,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,290.00,310.00,350.00,380.00,420.00,460.00,500.00,
"Education, training, employment, and social services",Child credit,22400.00,32710.00,32810.00,32900.00,32860.00,32790.00,32670.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22400.00,32710.00,32810.00,32900.00,32860.00,32790.00,32670.00,"The figures in the table indicate the effect of the child tax credit on receipts. The effect of the credit on outlays (in millions of dollars) is as follows: 2004 $8,857; 2005 $13,516; 2006 $13,180; 2007 $12,549; 2008 $12,040; 2009 $11,693 and 2010 $11,364"
"Education, training, employment, and social services",Credit for child and dependent care expenses,2990.00,3140.00,2810.00,1900.00,1800.00,1710.00,1630.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2990.00,3140.00,2810.00,1900.00,1800.00,1710.00,1630.00,
"Education, training, employment, and social services",Credit for disabled access expenditures,20.00,30.00,30.00,30.00,30.00,30.00,30.00,10.00,10.00,10.00,10.00,10.00,20.00,20.00,30.00,40.00,40.00,40.00,40.00,50.00,50.00,
"Education, training, employment, and social services",Credit for holders of zone academy bonds,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,110.00,130.00,130.00,140.00,140.00,140.00,90.00,110.00,130.00,130.00,140.00,140.00,140.00,
"Education, training, employment, and social services",Deductibility of charitable contributions (education),3180.00,2880.00,3120.00,3440.00,3640.00,3890.00,4170.00,510.00,540.00,560.00,590.00,620.00,660.00,700.00,3690.00,3420.00,3680.00,4030.00,4260.00,4550.00,4870.00,
"Education, training, employment, and social services","Deductibility of charitable contributions, other than education and health",26200.00,28440.00,31260.00,33140.00,35360.00,37910.00,40640.00,1170.00,1230.00,1290.00,1360.00,1430.00,1500.00,1570.00,27370.00,29670.00,32550.00,34500.00,36790.00,39410.00,42210.00,
"Education, training, employment, and social services",Deductibility of student-loan interest,760.00,780.00,800.00,810.00,820.00,830.00,840.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,760.00,780.00,800.00,810.00,820.00,830.00,840.00,
"Education, training, employment, and social services",Deduction for higher education expenses,1280.00,1830.00,1840.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1280.00,1830.00,1840.00,0.00,0.00,0.00,0.00,
"Education, training, employment, and social services",Discharge of student loan indebtedness,0.00,20.00,20.00,20.00,20.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,20.00,20.00,20.00,20.00,
"Education, training, employment, and social services",Education Individual Retirement Accounts,110.00,140.00,190.00,240.00,300.00,370.00,440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.00,140.00,190.00,240.00,300.00,370.00,440.00,
"Education, training, employment, and social services",Employer provided child care exclusion,600.00,620.00,810.00,930.00,970.00,1010.00,1060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600.00,620.00,810.00,930.00,970.00,1010.00,1060.00,
"Education, training, employment, and social services",Employer-provided child care credit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,10.00,10.00,10.00,10.00,10.00,0.00,8.00,10.00,10.00,10.00,10.00,10.00,
"Education, training, employment, and social services",Exclusion of certain foster care payments,440.00,440.00,440.00,450.00,450.00,460.00,470.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,440.00,440.00,440.00,450.00,450.00,460.00,470.00,
