"Source: JCT. ""JCS-2-08: Estimates Of Federal Tax Expenditures For Fiscal Years 2008-2012."""
"The Joint Committee on Taxation (JCT) does not provide numerical data for values that are between -$50 million and $50 million. Rather it provides a footnote indicating that the values are either ""greater than -$50 million"" or ""less than $50 million."" The estimates in the individual and corporation columns from the JCT may contain values between -$50 million and $50 million (denoted as >-50 or <50). When aggregated, in the totals column, the sums of these values are unknown and thus are rounded to zero. For more information, see Subsidyscope's methodology."
""
Budget_function,Title as it Appears in Source,2008 Indv,2009 Indv,2010 Indv,2011 Indv,2012 Indv,2008 Corp,2009 Corp,2010 Corp,2011 Corp,2012 Corp,2008 Total,2009 Total,2010 Total,2011 Total,2012 Total,Notes
Commerce and housing,"Cash accounting, other than agriculture",900.00,900.00,1000.00,1000.00,1100.00,<50,<50,<50,<50,<50,900.00,900.00,1000.00,1000.00,1100.00,
Commerce and housing,Completed contract rules,<50,<50,<50,<50,<50,500.00,500.00,600.00,600.00,700.00,500.00,500.00,600.00,600.00,700.00,
Commerce and housing,Credit for employer-paid FICA taxes on tips,200.00,200.00,200.00,200.00,200.00,300.00,300.00,300.00,300.00,400.00,500.00,500.00,500.00,500.00,600.00,
Commerce and housing,First-time homebuyer credit ,300.00,13600.00,-500.00,-1900.00,-1700.00,0.00,0.00,0.00,0.00,0.00,300.00,13600.00,-500.00,-1900.00,-1700.00,"Includes both refundable and nonrefundable amounts. The refundable amount can be found in the 'Tax Transfers' table on page 50 in the <a href=""http://www.jct.gov/publications.html?func=startdown&id=3642""><em>Estimates of Federal Tax Expenditures for Fiscal Years 2008-2012</em>.</a>"
Commerce and housing,Credit for low-income housing,600.00,600.00,700.00,700.00,700.00,4800.00,5100.00,5500.00,5900.00,6300.00,5400.00,5700.00,6200.00,6600.00,7000.00,
Commerce and housing,Credit for rehabilitation of historic structures,100.00,100.00,100.00,200.00,200.00,300.00,300.00,300.00,400.00,400.00,400.00,400.00,400.00,600.00,600.00,
Commerce and housing,"Credit for rehabilitation of structures, other than historic structures",100.00,100.00,200.00,200.00,200.00,<50,<50,<50,1000.00,1000.00,100.00,100.00,200.00,1200.00,1200.00,
Commerce and housing,Credit for the cost of carrying tax-paid distilled spirits in wholesale inventories,0.00,0.00,0.00,0.00,0.00,<50,<50,<50,<50,<50,0.00,0.00,0.00,0.00,0.00,
Commerce and housing,Deduction for mortgage interest on owner-occupied residences,67000.00,80100.00,89400.00,99800.00,107300.00,0.00,0.00,0.00,0.00,0.00,67000.00,80100.00,89400.00,99800.00,107300.00,
Commerce and housing,Deduction for property taxes on real property,24600.00,15900.00,13400.00,26600.00,31600.00,0.00,0.00,0.00,0.00,0.00,24600.00,15900.00,13400.00,26600.00,31600.00,
Commerce and housing,Deduction for premiums for qualified mortgage insurance,100.00,200.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,200.00,200.00,0.00,0.00,
Commerce and housing,Deduction for income attributable to domestic production activities,1800.00,2000.00,2700.00,3500.00,3900.00,5500.00,6000.00,7300.00,8600.00,9400.00,7300.00,8000.00,10000.00,12100.00,13300.00,
Commerce and housing,Deferral of gain on like-kind exchanges,1100.00,1100.00,1200.00,1100.00,1100.00,3000.00,3000.00,3100.00,3200.00,3300.00,4100.00,4100.00,4300.00,4300.00,4400.00,
Commerce and housing,Deferral of gain on non-dealer installment sales,500.00,500.00,600.00,700.00,700.00,1100.00,1200.00,1300.00,1400.00,1500.00,1600.00,1700.00,1900.00,2100.00,2200.00,
Commerce and housing,Exclusion of income attributable to the discharge of principal residence acquisition indebtedness,200.00,300.00,200.00,200.00,100.00,0.00,0.00,0.00,0.00,0.00,200.00,300.00,200.00,200.00,100.00,
Commerce and housing,Distributions in redemption of stock to pay death taxes,300.00,300.00,300.00,<50,500.00,0.00,0.00,0.00,0.00,0.00,300.00,300.00,300.00,0.00,500.00,
Commerce and housing,Exemptions from imputed interest rules,500.00,500.00,500.00,500.00,600.00,<50,<50,<50,<50,<50,500.00,500.00,500.00,500.00,600.00,
Commerce and housing,Exclusion of gain or loss on sale or exchange of brownfield property,0.00,0.00,0.00,0.00,0.00,<50,<50,<50,<50,<50,0.00,0.00,0.00,0.00,0.00,
Commerce and housing,Exclusion of investment income on life insurance and annuity contracts,26800.00,27500.00,28200.00,28900.00,29700.00,2600.00,2700.00,2700.00,2800.00,2900.00,29400.00,30200.00,30900.00,31700.00,32600.00,
Commerce and housing,Exclusion of interest on State and local government qualified private activity bonds for owner-occupied housing,900.00,900.00,1000.00,1100.00,1200.00,400.00,400.00,400.00,400.00,500.00,1300.00,1300.00,1400.00,1500.00,1700.00,
Commerce and housing,Exclusion of interest on State and local government qualified private activity bonds for rental housing,600.00,600.00,600.00,700.00,700.00,200.00,200.00,200.00,300.00,300.00,800.00,800.00,800.00,1000.00,1000.00,
Commerce and housing,Exclusion of interest on State and local government small-issue qualified private activity bonds,300.00,300.00,300.00,400.00,400.00,100.00,100.00,100.00,100.00,200.00,400.00,400.00,400.00,500.00,600.00,
Commerce and housing,Exclusion of interest on State and local qualified private activity bonds for green buildings and sustainable design projects,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Commerce and housing,Exemption of credit union income,0.00,0.00,0.00,0.00,0.00,1400.00,1500.00,1600.00,1700.00,1800.00,1400.00,1500.00,1600.00,1700.00,1800.00,
Commerce and housing,Expensing under section 179 of depreciable business property,4400.00,4100.00,2000.00,-500.00,-5800.00,1000.00,1000.00,500.00,-100.00,-1400.00,5400.00,5100.00,2500.00,-600.00,-7200.00,
Commerce and housing,Expensing of costs to remove architectural and transportation barriers to the handicapped and elderly,100.00,100.00,100.00,100.00,100.00,<50,<50,<50,<50,<50,100.00,100.00,100.00,100.00,100.00,
Commerce and housing,Expensing of magazine circulation expenditures,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Commerce and housing,"Reduced rates on first $10,000,000 of corporate taxable income",<50,<50,<50,<50,<50,3300.00,3300.00,3200.00,3200.00,3200.00,3300.00,3300.00,3200.00,3200.00,3200.00,
Commerce and housing,60-40 rule for gain or loss from section 1256 contracts,2200.00,2100.00,2400.00,1800.00,1900.00,100.00,100.00,100.00,100.00,100.00,2300.00,2200.00,2500.00,1900.00,2000.00,
Commerce and housing,Increased standard deduction for real property taxes,900.00,2500.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,900.00,2500.00,400.00,0.00,0.00,
Commerce and housing,Interest rate and discounting period assumptions for reserves of property and casualty insurance companies,0.00,0.00,0.00,0.00,0.00,600.00,600.00,700.00,700.00,700.00,600.00,600.00,700.00,700.00,700.00,
Commerce and housing,Inventory methods and valuation: Last in first out,500.00,500.00,500.00,600.00,600.00,3500.00,3700.00,3900.00,4100.00,4300.00,4000.00,4200.00,4400.00,4700.00,4900.00,
Commerce and housing,Inventory methods and valuation: Lower of cost or market,600.00,100.00,100.00,100.00,100.00,2200.00,300.00,400.00,400.00,500.00,2800.00,400.00,500.00,500.00,600.00,
Commerce and housing,Inventory methods and valuation: Specific identification for homogeneous products,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Commerce and housing,Investment recovery period for 15-year property: Leasehold improvement property,500.00,1200.00,1200.00,700.00,700.00,400.00,1000.00,1000.00,600.00,500.00,900.00,2200.00,2200.00,1300.00,1200.00,
Commerce and housing,Investment recovery period for 15-year property: Restaurant property,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,200.00,200.00,200.00,200.00,200.00,
Commerce and housing,Investment recovery period for 15-year property: Retail improvements,<50,<50,<50,100.00,100.00,<50,<50,<50,100.00,100.00,0,0,0,200.00,200.00,
Commerce and housing,Net alternative minimum tax attributable to depreciation adjustment and net operating loss limitation,-100.00,-100.00,-100.00,-100.00,-100.00,-700.00,-700.00,-600.00,-600.00,-600.00,-800.00,-800.00,-700.00,-700.00,-700.00,
Commerce and housing,Ordinary gain or loss treatment for sale or exchange of Fannie Mae and Freddie Mac preferred stock by certain financial institutions,0.00,100.00,<50,<50,<50,0.00,2600.00,400.00,200.00,100.00,0.00,2700.00,400.00,200.00,100.00,
Commerce and housing,15-percent proration for property and casualty insurance companies,0.00,0.00,0.00,0.00,0.00,300.00,300.00,300.00,400.00,400.00,300.00,300.00,300.00,400.00,400.00,
Commerce and housing,Refundable research tax credits,0.00,0.00,0.00,0.00,0.00,<50,500.00,0.00,0.00,0.00,0.00,500.00,0.00,0.00,0.00,"Transfer is limited to research credits that would otherwise expire. This tax expenditure can be found in the 'Tax Transfers' table on page 50 in the <a href=""http://www.jct.gov/publications.html?func=startdown&id=3642""><em>Estimates of Federal Tax Expenditures for Fiscal Years 2008-2012</em>.</a>"
Commerce and housing,Reduced rates of tax on dividends and long-term capital gains,150200.00,148100.00,161600.00,107500.00,100600.00,0.00,0.00,0.00,0.00,0.00,150200.00,148100.00,161600.00,107500.00,100600.00,
Commerce and housing,Seven-year recovery period for motorsports entertainment complexes,<50,<50,<50,<50,<50,<50,100.00,<50,<50,<50,0,100.00,0,0,0,
Commerce and housing,Small life insurance company taxable income adjustment,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
Commerce and housing,Tax-exempt status and election to be taxed only on investment income for certain small property and casualty insurance companies,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
Commerce and housing,Special deduction for Blue Cross and Blue Shield companies,0.00,0.00,0.00,0.00,0.00,1000.00,1000.00,1100.00,1100.00,1100.00,1000.00,1000.00,1100.00,1100.00,1100.00,
Commerce and housing,Deduction for certain film and television production costs,<50,<50,>-50,>-50,>-50,200.00,200.00,>-50,>-50,>-50,200.00,200.00,0,0,0,
Commerce and housing,"Special rules for magazines, paperback book, and record returns",<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Commerce and housing,Special treatment of life insurance company reserves,0.00,0.00,0.00,0.00,0.00,2000.00,2100.00,2200.00,2300.00,2400.00,2000.00,2100.00,2200.00,2300.00,2400.00,
Commerce and housing,Exclusion of capital gains at death,26500.00,28300.00,30400.00,37600.00,45200.00,0.00,0.00,0.00,0.00,0.00,26500.00,28300.00,30400.00,37600.00,45200.00,
Transportation,Deferral of tax on capital construction funds of shipping companies,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
Transportation,Exclusion of interest on State and local government qualified private activity bonds for highway projects and rail-truck transfer facilities,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Transportation,Exclusion of employer-paid transportation benefits,4000.00,4100.00,4300.00,4900.00,5200.00,0.00,0.00,0.00,0.00,0.00,4000.00,4100.00,4300.00,4900.00,5200.00,
Transportation,Credit for certain expenditures on railroad track maintenance,0.00,0.00,0.00,0.00,0.00,100.00,100.00,<50,<50,<50,100.00,100.00,0.00,0.00,0.00,
Income security,Defined contribution plans,51200.00,55200.00,68100.00,77800.00,89100.00,0.00,0.00,0.00,0.00,0.00,51200.00,55200.00,68100.00,77800.00,89100.00,
Income security,Additional standard deduction for the blind and the elderly,2000.00,1900.00,1800.00,2200.00,2600.00,0.00,0.00,0.00,0.00,0.00,2000.00,1900.00,1800.00,2200.00,2600.00,
Income security,Deduction for casualty and theft losses,200.00,200.00,200.00,200.00,300.00,0.00,0.00,0.00,0.00,0.00,200.00,200.00,200.00,200.00,300.00,
Income security,Nonrefundable earned income credit ,6200.00,6300.00,6400.00,7900.00,8700.00,0.00,0.00,0.00,0.00,0.00,6200.00,6300.00,6400.00,7900.00,8700.00,"The refundable amount associated with this tax expenditure can be found on page 50 in the <a href=""http://www.jct.gov/publications.html?func=startdown&id=3642""><em>Estimates of Federal Tax Expenditures for Fiscal Years 2008-2012</em>.</a>"
Income security,Refundable earned income credit,42400.00,44300.00,45300.00,41700.00,41000.00,0.00,0.00,0.00,0.00,0.00,42400.00,44300.00,45300.00,41700.00,41000.00,"The nonrefundable amount associated with this tax expenditure can be found in Table 2 in the <a href=""http://www.jct.gov/publications.html?func=startdown&id=3642""><em>Estimates of Federal Tax Expenditures for Fiscal Years 2008-2012</em>.</a> This tax expenditure can be found in the 'Tax Transfers' table on page 50 in the <a href=""http://www.jct.gov/publications.html?func=startdown&id=3642""><em>Estimates of Federal Tax Expenditures for Fiscal Years 2008-2012</em>.</a>"
Income security,Defined benefit plans,42400.00,42800.00,42700.00,42600.00,42400.00,0.00,0.00,0.00,0.00,0.00,42400.00,42800.00,42700.00,42600.00,42400.00,
Income security,Exclusion of damages on account of personal physical injuries or physical sickness,1500.00,1500.00,1500.00,1600.00,1600.00,0.00,0.00,0.00,0.00,0.00,1500.00,1500.00,1500.00,1600.00,1600.00,
Income security,Exclusion of disaster mitigation payments,<50,<50,<50,<50,<50,<50,<50,<50,<50,<50,0,0,0,0,0,
Income security,Exclusion of cash public assistance benefits,3000.00,3000.00,3100.00,3400.00,4400.00,0.00,0.00,0.00,0.00,0.00,3000.00,3000.00,3100.00,3400.00,4400.00,
Income security,Exclusion of special benefits for disabled coal miners,<50,<50,<50,<50,<50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Income security,Exclusion of survivor annuities paid to families of public safety officers killed in the line of duty,<50,<50,<50,<50,<50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Income security,Exclusion of workers' compensation benefits (disability and survivors payments),2700.00,2700.00,2700.00,3000.00,3100.00,0.00,0.00,0.00,0.00,0.00,2700.00,2700.00,2700.00,3000.00,3100.00,
Income security,Individual retirement arrangements: Roth IRAs,2500.00,3100.00,3800.00,4900.00,6000.00,0.00,0.00,0.00,0.00,0.00,2500.00,3100.00,3800.00,4900.00,6000.00,"In prior tables, this provision was presented on a consolidated basis. "
Income security,Individual retirement arrangements: Traditional IRAs,13800.00,15600.00,17000.00,15500.00,16200.00,0.00,0.00,0.00,0.00,0.00,13800.00,15600.00,17000.00,15500.00,16200.00,"In prior tables, this provision was presented on a consolidated basis. "
Income security,Plans covering partners and sole proprietors (sometimes referred to as ``Keogh plans''),9700.00,9800.00,13900.00,18100.00,19900.00,0.00,0.00,0.00,0.00,0.00,9700.00,9800.00,13900.00,18100.00,19900.00,
Income security,Individual retirement arrangements: Credit for certain individuals for elective deferrals and IRA contributions,800.00,800.00,800.00,800.00,800.00,0.00,0.00,0.00,0.00,0.00,800.00,800.00,800.00,800.00,800.00,"In prior tables, this provision was presented on a consolidated basis. "
Income security,Phase out of the personal exemption and disallowance of the personal exemption and the standard deduction against the alternative minimum tax,-11100.00,-35700.00,-64500.00,-54800.00,-44200.00,0.00,0.00,0.00,0.00,0.00,-11100.00,-35700.00,-64500.00,-54800.00,-44200.00,
Income security,Exclusion of other employee benefits: Premiums on accident and disability insurance,2900.00,3000.00,3100.00,3300.00,3500.00,0.00,0.00,0.00,0.00,0.00,2900.00,3000.00,3100.00,3300.00,3500.00,
Income security,Exclusion of other employee benefits: Premiums on group term life insurance,2600.00,2700.00,2700.00,2700.00,2700.00,0.00,0.00,0.00,0.00,0.00,2600.00,2700.00,2700.00,2700.00,2700.00,
Income security,Recovery rebate ,95000.00,20400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95000.00,20400.00,0.00,0.00,0.00,Includes both refundable and nonrefundable amounts.
"General science, space, and technology",Credit for increasing research activities,100.00,100.00,<50,<50,<50,4900.00,5600.00,3600.00,2800.00,2200.00,5000.00,5700.00,3600.00,2800.00,2200.00,
"General science, space, and technology",Expensing of research and experimental expenditures,100.00,100.00,100.00,100.00,200.00,3100.00,4800.00,5600.00,6700.00,7800.00,3200.00,4900.00,5700.00,6800.00,8000.00,
International affairs,Apportionment of research and development expenses for determination of foreign tax credits,0.00,0.00,0.00,0.00,0.00,300.00,300.00,300.00,300.00,400.00,300.00,300.00,300.00,300.00,400.00,
International affairs,Deduction for foreign taxes instead of a credit,<50,<50,<50,<50,<50,200.00,200.00,200.00,200.00,300.00,200.00,200.00,200.00,200.00,300.00,
International affairs,Deferral of active income of controlled foreign corporations,0.00,0.00,0.00,0.00,0.00,9600.00,10500.00,11300.00,12100.00,12900.00,9600.00,10500.00,11300.00,12100.00,12900.00,"This tax expenditure can be found in ""Major Provisions Not Classified as Tax Subsidies"" on page 69 in the JCT <a href=""http://www.jct.gov/publications.html?func=startdown&id=3642""><em>Estimates of Federal Tax Expenditures for Fiscal Years 2008-2012</em>.</a>"
International affairs,Deferral of active financing income of controlled foreign corporations,0.00,0.00,0.00,0.00,0.00,2600.00,2900.00,1000.00,0.00,0.00,2600.00,2900.00,1000.00,0.00,0.00,"This tax expenditure can be found in ""Major Provisions Not Classified as Tax Subsidies"" on page 69 in the JCT <a href=""http://www.jct.gov/publications.html?func=startdown&id=3642""><em>Estimates of Federal Tax Expenditures for Fiscal Years 2008-2012</em>.</a>"
International affairs,Exclusion of certain allowances for Federal employees abroad,900.00,900.00,1000.00,1000.00,1100.00,0.00,0.00,0.00,0.00,0.00,900.00,900.00,1000.00,1000.00,1100.00,
International affairs,Housing,800.00,900.00,900.00,1000.00,1100.00,0.00,0.00,0.00,0.00,0.00,800.00,900.00,900.00,1000.00,1100.00,
International affairs,Salary,4100.00,4300.00,4500.00,4700.00,4900.00,0.00,0.00,0.00,0.00,0.00,4100.00,4300.00,4500.00,4700.00,4900.00,
International affairs,Interest expense allocation: Separate grouping of affiliated financial companies,0.00,0.00,0.00,0.00,0.00,1000.00,1100.00,1200.00,1300.00,1400.00,1000.00,1100.00,1200.00,1300.00,1400.00,
International affairs,Interest expense allocation: Unavailability of symmetric worldwide method,0.00,0.00,0.00,0.00,0.00,-2200.00,-2500.00,-2700.00,-2900.00,-500.00,-2200.00,-2500.00,-2700.00,-2900.00,-500.00,
